"Област","Община","Населено място","Училище","Код по НЕИСПУО","Бр. БЕЛ(ООП) З","Ср.усп. БЕЛ(ООП) З","Бр. Мат(ПП) З","Ср.усп. Мат(ПП) З","Бр. Ист(ПП) З","Ср.усп. Ист(ПП) З","Бр. ФА(ПП) З","Ср.усп. ФА(ПП) З","Бр. ГИ(ПП) З","Ср.усп. ГИ(ПП) З","Бр. ХООС(ПП) З","Ср.усп. ХООС(ПП) З","Бр. Фил(ПП) З","Ср.усп. Фил(ПП) З","Бр. БЗО(ПП) З","Ср.усп. БЗО(ПП) З","Бр. Инф(ПП) З","Ср.усп. Инф(ПП) З","Бр. ИТ(ПП) З","Ср.усп. ИТ(ПП) З","Бр. МУЗ(ПП) З","Ср.усп. МУЗ(ПП) З","Бр. ИИ(ПП) З","Ср.усп. ИИ(ПП) З","Бр. Пр(ПП) З","Ср.усп. Пр(ПП) З","Бр. АЕ(ПП) B1-З","Ср.усп. АЕ(ПП) B1-З","Бр. АЕ(ПП) B1.1-З","Ср.усп. АЕ(ПП) B1.1-З","Бр. АЕ(ПП) B2-З","Ср.усп. АЕ(ПП) B2-З","Бр. РЕ(ПП) B1-З","Ср.усп. РЕ(ПП) B1-З","Бр. РЕ(ПП) B1.1-З","Ср.усп. РЕ(ПП) B1.1-З","Бр. РЕ(ПП) B2-З","Ср.усп. РЕ(ПП) B2-З","Бр. НЕ(ПП) B1-З","Ср.усп. НЕ(ПП) B1-З","Бр. НЕ(ПП) B1.1-З","Ср.усп. НЕ(ПП) B1.1-З","Бр. НЕ(ПП) B2-З","Ср.усп. НЕ(ПП) B2-З","Бр. ИсЕ(ПП) B1-З","Ср.усп. ИсЕ(ПП) B1-З","Бр. ИсЕ(ПП) B1.1-З","Ср.усп. ИсЕ(ПП) B1.1-З","Бр. ИсЕ(ПП) B2-З","Ср.усп. ИсЕ(ПП) B2-З","Бр. ФЕ(ПП) B1-З","Ср.усп. ФЕ(ПП) B1-З","Бр. ФЕ(ПП) B1.1-З","Ср.усп. ФЕ(ПП) B1.1-З","Бр. ФЕ(ПП) B2-З","Ср.усп. ФЕ(ПП) B2-З","Бр. ИтЕ(ПП) B1-З","Ср.усп. ИтЕ(ПП) B1-З","Бр. ИтЕ(ПП) B1.1-З","Ср.усп. ИтЕ(ПП) B1.1-З","Бр. ИтЕ(ПП) B2-З","Ср.усп. ИтЕ(ПП) B2-З","Бр. ДИППК-п.р З","Ср.усп. ДИППК-п.р З","Бр. ДИППК-тест З","Ср.усп. ДИППК-тест З","Бр. ДИППК-Д.Пр З","Ср.усп. ДИППК-Д.Пр З","Бр. ДИППК-пр. З","Ср.усп. ДИППК-пр. З"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Професионална гимназия ""Петър Парчевич""","1602511","52","2.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","3.8","15","4.73","",""
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","Професионална гимназия по селско стопанство","1602510","14","2.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2.77","","","","","",""
"ПЛОВДИВ","САДОВО","ГР.САДОВО","Професионална селскостопанска гимназия ""Димитър Наумов""","1602810","8","2.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","","4","4.13","",""
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Средно училище ""Иван Вазов""","1601303","14","2.72","","","","","","","","","","","","","12","2.32","","","1","3.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Професионална гимназия ""Генерал Владимир Заимов""","1601363","137","4.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","4.89","113","4.91","",""
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","Средно училище Отец Паисий","1602907","21","3.33","","","","","","","2","3.23","","","","","","","","","","","","","","","14","2.9","4","4.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","Средно училище ""Христо Ботев""","1603301","10","3.66","","","","","","","","","","","","","","","","","2","4.7","","","","","8","3.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","Средно училище ""Христо Смирненски""","1603708","51","3.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","3.81","24","4.83","",""
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","Средно училище ""Свети Свети Кирил и Методий""","1701101","19","3.42","","","","","","","14","3.52","","","","","4","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","Професионална гимназия по земеделие ""Климент Тимирязев""","1701102","10","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3.7","","","","","",""
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","Профилирана гимназия ""ВАСИЛ ЛЕВСКИ""","1701401","55","3.6","","","","","","","22","4.28","2","4.26","","","20","2.91","","","","","","","","","3","2","","","","","3","3.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","Професионална гимназия по селско стопанство ""Хан Аспарух""","1701405","46","2.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","3.67","","","","","",""
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Средно училище ""Христо Ботев""","1701601","49","4.29","","","10","3.39","","","","","","","","","8","3.76","","","14","3.52","","","","","","","","","","","13","4.38","","","1","4.13","","","","","1","5.66","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Професионална гимназия","1701602","17","3.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4.13","","","10","4.25","",""
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","ПГВМЗ ""Ал. Стамболийски""","1701702","33","3.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","4.09","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по икономика ""Робер Шуман""","1702601","79","3.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4.21","72","4.51","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Национална професионална техническа гимназия ""Шандор Петьофи""","1702602","118","3.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","3.59","","","59","4.56","1","3.18"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по химични технологии и биотехнологии ""Мария Кюри""","1702603","25","3.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3.84","15","5.58","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по селско стопанство и хранително-вкусови технологии ""Ангел Кънчев""","1702604","22","2.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.85","","","19","4.62","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по транспорт и строителство ""Христо Смирненски""","1702607","3","2.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3.89","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Профилирана гимназия с преподаване на чужди езици ""Екзарх Йосиф""","1702608","98","4.91","3","5.02","","","","","4","4.63","1","4.32","6","4.19","7","4.01","","","","","","","","","","","","","18","5.32","59","5.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","1702609","105","5.05","16","4.58","","","","","6","4.02","","","","","7","5.12","2","4.79","","","","","","","","","","","","","74","5.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Професионална гимназия по облекло ""Станка Николица Спасо-Еленина""","1702629","20","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","5.25","",""
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Спортно училище - Разград","1702640","16","3.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","5.37","","","","","",""
"РАЗГРАД","САМУИЛ","С.САМУИЛ","Средно училище ""Свети Свети Кирил и Методий""","1702901","20","3.56","","","","","","","4","3.37","","","","","12","4.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РАЗГРАД","ЦАР КАЛОЯН","ГР.ЦАР КАЛОЯН","Средно училище ""Христо Ботев""","1703601","6","3.99","","","","","","","4","3.41","","","","","2","4.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","БЯЛА","ГР.БЯЛА","Средно училище ""Панайот Волов""","1802004","26","4.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","5.57","",""
"РУСЕ","БЯЛА","ГР.БЯЛА","Професионална гимназия","1802005","19","3.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4.78","","","","","",""
"РУСЕ","ВЕТОВО","ГР.ВЕТОВО","Средно училище ""Васил Левски"" с професионални паралелки","1803001","9","2.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3.51","","","",""
"РУСЕ","ВЕТОВО","ГР.ГЛОДЖЕВО","Средно училище ""Христо Ботев""","1803005","12","3.67","","","","","","","","","","","","","","","","","11","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","Средно училище ""Св. св. Кирил и Методий""","1804007","18","4.11","","","1","4.09","","","14","3.72","","","","","","","","","","","","","","","","","","","","","3","5.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","Професионална гимназия по селско стопанство ""К. А. Тимирязев""","1804008","21","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3.65","17","4.32","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Английска езикова гимназия "" Гео Милев""","1806201","107","5.32","1","4.03","2","5.04","","","","","","","","","1","5.63","","","6","5.07","","","","","","","","","","","92","5.54","","","","","","","","","5","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Математическа гимназия ""Баба Тонка""","1806202","103","5.32","23","5.34","","","2","4.5","","","1","5.77","","","10","5.02","4","5.3","14","4.95","","","","","","","","","","","49","5.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище за европейски езици ""Свети Константин-Кирил Философ""","1806203","100","5.09","","","","","","","1","4.5","","","","","2","4.39","","","2","4.5","","","","","","","","","60","5.36","23","5.67","","","","","6","5.18","","","1","5.2","1","4.32","","","","","1","4.59","","","","","3","5.38","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище с преподаване на немски език ""Фридрих Шилер""","1806204","73","4.93","","","","","","","2","4.74","","","4","4.31","","","","","1","5.15","","","","","","","","","61","5.51","","","","","","","","","","","","","5","4.76","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Йордан Йовков""","1806206","12","4.26","","","","","","","","","","","","","","","","","7","2.96","","","","","","","","","","","13","3.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Христо Ботев""","1806207","76","4.67","5","3.34","3","4.69","1","2","9","3.63","1","5.13","","","13","4.46","1","3.9","6","4.68","","","","","","","","","","","40","4.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Възраждане""","1806208","27","3.98","","","","","","","","","","","","","","","","","8","3.37","","","","","1","2","","","","","18","4.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Васил Левски""","1806209","69","4.35","3","4.73","8","3.79","","","20","4.44","","","","","3","4.08","","","","","","","","","","","","","21","5.15","14","4.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Духовно училище","1806210","8","3.98","","","","","","","6","3.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Първо частно средно училище ""Леонардо да Винчи"" ООД","1806213","9","4.3","","","","","","","","","","","","","","","","","","","","","","","1","3.96","","","","","9","4.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Частна профилирана английска гимназия ""Джордж Байрон""","1806215","1","4.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по електротехника и електроника ""Апостол Арнаудов""","1806301","99","3.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","4.47","","","88","4.76","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по дървообработване и вътрешна архитектура "" Йосиф Вондрак"" - Русе","1806302","42","3.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4.19","","","22","4.8","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по селско стопанство ""Ангел Кънчев""","1806305","11","2.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","4.85","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ""ЮРИЙ ГАГАРИН""","1806306","25","2.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3.65","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по облекло ""Недка Иван Лазарова""","1806307","56","3.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3.85","","","46","4.85","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по туризъм ""Иван П. Павлов""","1806309","98","4.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","4.58","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по икономика и управление Елиас Канети""","1806310","78","4.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","5.4","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ","1806311","36","3.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","3.8","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по транспорт","1806312","29","3.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3.6","11","4.51","9","5.55","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по строителство архитектура и геодезия ""Пеньо Пенев""","1806313","103","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3.97","","","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Професионална гимназия по промишлени технологии ""Атанас Цонев Буров""","1806315","18","3.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4.45","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","Спортно училище ""Майор Атанас Узунов""","1806401","30","3.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","4.09","","","",""
"РУСЕ","РУСЕ","ГР.РУСЕ","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""","2902105","46","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","4.66","","","",""
"РУСЕ","СЛИВО ПОЛЕ","ГР.СЛИВО ПОЛЕ","Средно училище ""Св.Паисий Хилендарски""","1807008","2","3.46","","","","","","","1","2","","","","","2","3.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ГЛАВИНИЦА","ГР.ГЛАВИНИЦА","Средно училище ""Васил Левски""","1900201","27","3.35","","","","","","","","","","","","","6","3.88","","","19","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Средно училище ""Васил Левски""","1900301","84","4.41","","","1","4.29","","","26","4.9","","","","","38","4.94","","","21","3.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Професионална гимназия по облекло обслужване и транспорт","1900327","35","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","4.37","","","","","",""
"СИЛИСТРА","ДУЛОВО","С.ОКОРШ","Средно училище ""Йордан Йовков""","1900302","18","4.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","5.23","",""
"СИЛИСТРА","ДУЛОВО","С.ПАИСИЕВО","Средно училище ""Христо Ботев""","1900303","5","3.07","","","","","","","5","3.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","КАЙНАРДЖА","С.СРЕДИЩЕ","Професионална гимназия по механизация на селското стопанство ""Никола Йонков Вапцаров""","1900405","15","2.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","4.14","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Средно училище ""Никола Йонков Вапцаров""","1900502","15","3.94","","","1","2","","","9","3.77","","","","","5","3.24","","","","","","","","","","","","","","","3","4.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Природоматематическа гимназия ""Св.Климент Охридски""","1900503","76","4.86","13","4.67","","","","","","","","","28","4.57","10","4.84","1","3.62","11","3.88","","","","","","","","","","","15","4.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Езикова гимназия ""Пейо Яворов""","1900504","67","4.78","","","3","4.26","","","","","","","","","1","2","","","","","","","","","","","","","17","5.4","44","4.61","","","","","","","","","","","1","4.78","","","","","","","","","4","4.56","","","","","","","","","","","","","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по механотехника ""Владимир Комаров""","1900505","31","3.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","4.53","14","5.1","","","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по стопанско управление, администрация и услуги ""Атанас Буров""","1900506","65","4.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4.46","","","39","5.22","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална земеделска гимназия ""Добруджа""","1900507","14","2.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","12","4.36","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по строителство ""Пеньо Пенев""","1900508","25","3.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","3.9","","","7","5.11","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Професионална гимназия по производствени технологии ""Евлогий Георгиев""","1900510","18","3.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4.42","","","11","5.18","",""
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Спортно училище ""Дръстър""","1900528","15","3.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","3.31","","","","","",""
"СИЛИСТРА","СИТОВО","С.СИТОВО","Професионална гимназия по селско стопанство","1900605","14","2.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","3.82","","","1","6","",""
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Йордан Йовков""","1900701","16","3.98","","","","","","","6","4.34","","","","","3","3.57","","","","","","","","","","","","","","","6","4.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Христо Ботев""","1900702","32","3.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4.29","","","15","4.65","",""
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","Средно училище ""Георги Стойков Раковски""","2000201","75","3","","","","","","","17","2.08","","","","","4","2.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","3.51","","","","","",""
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","Национално училище за фолклорни изкуства ""Филип Кутев""","2902201","26","4.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","5.27","","","",""
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Средно училище ""Иван Вазов""","2000304","5","2.26","","","","","","","3","2.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Средно училище ""Христо Ботев""","2000305","74","4.56","","","","","","","","","","","14","4.4","10","4.28","","","","","","","","","","","","","","","50","5.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Професионална гимназия по селско стопанство","2000306","15","2.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","4.1","","","",""
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Професионална гимназия по техника и технологии ""Атанас Димитров""","2000307","44","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3.47","","","18","5.58","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Хаджи Мина Пашов""","2000105","15","3.85","","","","","","","","","","","","","14","3.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище "" Пейо Крачолов Яворов ""","2000109","25","4.07","","","","","","","","","","","","","","","","","","","","","","","3","2.45","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","4.46","","","","","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Йордан Йовков""","2000114","2","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Константин Константинов""","2000115","17","3.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4.82","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Професионална гимназия по текстил и облекло ""Добри Желязков""","2000117","19","3.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4.05","",""
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Професионална гимназия по електротехника и електроника ""Мария Склодовска-Кюри""","2000118","33","3.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","4.73","",""
