"Област","Община","Населено място","Училище","Код по Админ","Бр. БЕЛ(ООП) З","Ср.усп.  БЕЛ(ООП) З","Бр. Мат(ПП) З","Ср.усп. Мат(ПП) З","Бр. Ист(ПП) З","Ср.усп. Ист(ПП) З","Бр. ФА(ПП) З","Ср.усп. ФА(ПП) З","Бр. ГИ(ПП) З","Ср.усп. ГИ(ПП) З","Бр. ХООС(ПП) З","Ср.усп. ХООС(ПП) З","Бр. Фил(ПП) З","Ср.усп. Фил(ПП) З","Бр. БЗО(ПП) З","Ср.усп. БЗО(ПП) З","Бр. Инф(ПП) З","Ср.усп. Инф(ПП) З","Бр. ИТ(ПП) З","Ср.усп. ИТ(ПП)З","Бр. МУЗ(ПП) З","Ср.усп. МУЗ(ПП) З","Бр. ИИ(ПП) З","Ср.усп. ИИ(ПП) З","Бр. Пр(ПП) З","Ср.усп. Пр(ПП) З","Бр. АЕ(ПП) B1-З","Ср.усп. АЕ(ПП) B1-З","Бр. АЕ(ПП) B1.1-З","Ср.усп. АЕ(ПП) B1.1-З","Бр. АЕ(ПП) B2-З","Ср.усп.  АЕ(ПП) B2-З","Бр. РЕ(ПП) B1-З","Ср.усп. РЕ(ПП) B1-З","Бр. РЕ(ПП) B1.1-З","Ср.усп. РЕ(ПП) B1.1-З","Бр. РЕ(ПП) B2-З","Ср.усп.  РЕ(ПП) B2-З","Бр. НЕ(ПП) B1-З","Ср.усп. НЕ(ПП) B1-З","Бр. НЕ(ПП) B1.1-З","Ср.усп. НЕ(ПП) B1.1-З","Бр. НЕ(ПП) B2-З","Ср.усп. НЕ(ПП) B2-З","Бр. ИЕ(ПП) B1-З","Ср.усп.  ИЕ(ПП) B1-З","Бр. ИЕ(ПП) B1.1-З","Ср.усп. ИЕ(ПП) B1.1-З","Бр. ИЕ(ПП) B2-З","Ср.усп. ИЕ(ПП) B2-З","Бр. ФЕ(ПП) B1-З","Ср.усп. ФЕ(ПП) B1-З","Бр. ФЕ(ПП) B1.1-З","Ср.усп. ФЕ(ПП) B1.1-З","Бр. ФЕ(ПП)  B2-З","Ср.усп. ФЕ(ПП)  B2-З","Бр. ИТЕ(ПП) B1-З","Ср.усп. ИТЕ(ПП) B1-З","Бр. ИТЕ(ПП) B1.1-З","Ср.усп.  ИТЕ(ПП) B1.1-З","Бр. ИТЕ(ПП) B2-З","Ср.усп. ИТЕ(ПП) B2-З","Бр. ДИППК З","Ср.усп. ДИППК З","Бр. ДИППК-Пр З","Ср.усп. ДИППК-Пр З"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","14","2,24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2,53","",""
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","49","4,3","","","1","6","","","7","4,35","","","","","","","1","2","","","","","","","","","","","","","38","4,55","","","2","5,94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Професионална гимназия по туризъм ""Иван Вазов""","200609","65","2,85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","4,06","",""
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","25","4,18","","","","","","","7","3,93","","","","","","","","","","","","","","","","","","","","","14","4,39","","","4","4,46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Професионална гимназия по туризъм ""Алеко Константинов""","200712","21","2,51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","4,96","",""
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","28","3,41","","","1","5,22","","","","","","","","","19","2,99","","","","","","","","","","","","","","","8","3,91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","35","3,37","","","","","","","","","","","","","31","3,42","","","","","","","","","","","2","4,75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","70","3,35","","","","","","","18","3,9","","","","","51","3,65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","23","3,3","","","","","","","","","","","","","23","2,82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","34","2,61","","","","","","","","","","","","","13","2,08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3,21","",""
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","14","3,32","","","","","","","","","","","","","","","","","14","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Професионална гимназия по механизация на селското стопанство и електроника ""Никола Йонков Вапцаров""","201106","19","2,45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3,38","",""
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","35","2,27","","","","","","","","","","","","","","","","","14","2,75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","3,78","",""
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","41","3,69","","","","","","","","","","","","","23","3,09","","","","","","","","","","","","","1","4,71","14","3,89","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","АВРЕН","С.АВРЕН","Частно средно училище ""Юрий Гагарин""","403559","22","4,33","","","2","3,54","","","","","","","","","1","3,6","1","2","2","3,91","","","","","","","","","4","5,38","8","4,72","","","","","4","4,44","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","8","2,99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4,51","",""
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","Средно училище ""Свети Климент Охридски""","400087","24","3,41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","4,08"
"ВАРНА","АКСАКОВО","С.ИГНАТИЕВО","Средно училище ""Свети Свети Кирил и Методий""","400090","18","2,43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3,72","",""
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Средно училище ""Св. св. Кирил и Методий""","400096","18","3,2","","","","","","","","","1","2","","","17","3,05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Професионална гимназия ""Свети Димитър Солунски""","400098","28","2,24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","4,19","",""
"ВАРНА","БЯЛА","ГР.БЯЛА","Професионална гимназия по селско стопанство и туризъм","400106","17","2,62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","3,37","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Седмо средно училище ""Найден Геров""","400030","73","3,59","9","3,33","","","","","","","","","","","","","4","4,23","11","2,63","","","","","","","","","","","48","3,83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище с езиково обучение ""Ал. С. Пушкин""","400031","105","4,61","19","4,66","6","4,97","","","17","4,69","","","","","7","3,97","","","","","","","","","","","","","19","5,22","26","4,93","","","1","5,77","9","4,76","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Спортно училище ""Георги Бенковски""","400033","46","3,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","4,84","1","5,13"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Гео Милев""","400034","45","3,79","","","3","4,01","","","","","","","","","4","3,03","","","","","","","","","","","","","13","4,21","19","4,1","","","","","5","3,41","","","1","3","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Елин Пелин""","400036","12","3,68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","4,98","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Любен Каравелов""","400037","25","2,79","","","","","","","","","","","","","16","2,63","","","","","","","2","4,32","","","2","5,51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Пейо Крачолов Яворов""","400039","28","3,18","","","","","","","","","","","","","10","3,05","","","9","3,02","","","","","9","2,65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Свети Климент Охридски""","400040","50","4,3","4","3,23","","","","","","","","","","","","","1","3,32","1","3,49","","","","","","","","","","","42","4,39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Трета природоматематическа гимназия ""Академик Методий Попов""","400041","135","4,54","","","","","","","9","4,28","9","3,77","","","42","4,09","","","3","4,09","","","","","","","","","","","53","4,42","","","","","","","","","","","17","4,16","","","","","","","","","","","1","2","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","ІV Езикова гимназия ""Фредерик Жолио - Кюри""","400042","222","4,91","5","4,45","1","4,87","","","2","4,27","","","","","2","4,13","","","","","","","","","","","","","183","5,4","","","","","","","","","","","","","","","","","","","12","4,74","","","","","17","4,67","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Гимназия с преподаване на чужди езици ""Йоан Екзарх""","400043","183","5,16","13","4,82","1","3,58","","","1","5","","","1","4,64","1","3,46","","","1","4,87","","","","","","","","","107","5,64","45","5,07","","","","","","","","","","","9","5,67","","","","","","","","","1","5,2","4","4,03","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по икономика ""Д-р Иван Богоров""","400044","144","3,96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","4,29","99","4,8"
"ВАРНА","ВАРНА","ГР.ВАРНА","Първа езикова гимназия","400045","243","5,24","29","5,33","1","5,36","1","5,66","","","","","","","3","4,59","","","1","4,29","","","","","","","","","70","5,75","117","5,4","","","","","","","","","2","5,86","19","5,46","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Математическа гимназия ""Д-р Петър Берон""","400046","180","5,24","104","5,4","","","2","4,46","","","","","","","19","4,9","22","4,58","7","5,08","","","","","","","","","","","21","5,4","","","","","","","","","","","5","5,73","","","","","","","","","","","","","","","","","","","","","",""
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище за хуманитарни науки и изкуства ""Константин Преславски""","400047","224","4,39","2","4,46","5","4,73","","","25","4,45","","","21","4,39","4","3,24","","","","","3","4,01","14","4,16","8","4,18","","","26","5,27","93","4,96","","","","","","","","","","","4","3,57","","","","","","","","","","","","","","","","","","","21","4,82","",""
