"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ДОЛНА ОРЯХОВИЦА","Основно училище ""Св. св. Кирил и Методий""","300208","13","70.38","13","55.38"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ВЪРБИЦА","Основно училище ""Васил Левски""","300210","3","27.67","3","30.67"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ДРАГАНОВО","Основно училище ""Климент Охридски""","300211","2","82.5","2","60.5"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПИСАРЕВО","Основно училище ""Отец Паисий""","300209","5","42.9","5","31.4"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПОЛИКРАЙЩЕ","Основно училище ""Св.Св.Кирил и Методий""","300212","6","48.17","6","39.33"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПЪРВОМАЙЦИ","Основно училище ""Елин Пелин""","300206","7","84.64","7","73.36"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Начално училище ""Иларион Макариополски""","300301","19","77.89","19","58.13"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Средно училище ""Иван Николов Момчилов""","300305","24","74.71","24","53.48"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕБРОВО","Основно училище ""Христо Ботев""","300302","1","73","1","41.5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОНСТАНТИН","Основно училище ""Отец Паисий""","300303","10","40.55","10","37.15"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАЙСКО","Обединено училище ""Отец Паисий""","300304","13","40.96","13","42.31"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","Средно училище ""Св. св. Кирил и Методий""","300404","23","63.93","23","43.67"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.СРЕДНО СЕЛО","Основно Училище ""Васил Левски""","300403","2","81.25","2","54"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","Начално училище ""Цани Гинчев""","300501","18","80.33","18","77.75"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","Средно училище ""Максим Райкович""","300507","34","72.37","34","55.88"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДЖУЛЮНИЦА","Обединено училище ""Петко Рачев Славейков""","300506","16","63.56","16","46.53"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.БЯЛА ЧЕРКВА","Основно училище ""Бачо Киро""","300604","6","63","5","40.3"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Основно училище ""Св. Климент Охридски""","300602","39","78.01","38","59.36"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Средно училище ""Бачо Киро""","300618","81","61.42","80","42.36"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.БАТАК","Основно училище ""Св.Св.Кирил и Методий""","300612","4","18.13","4","14.25"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.ВЪРБОВКА","Основно училище ""Филип Тотю""","300607","14","44.43","15","31.6"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","Средно училище ""Цанко Церковски""","300711","51","59.53","51","49.47"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.ПЕТКО КАРАВЕЛОВО","Основно училище ""Васил Левски""","300708","14","37.04","14","34.07"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.РАДАНОВО","Основно училище ""Св.Св.Кирил и Методий""","300704","10","62.6","10","44.25"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Основно училище ""Филип Сакелариевич""","300801","4","50.88","4","27.75"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Цветан Радославов""","300814","32","74.8","32","57.78"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Николай Катранов""","300815","57","79.15","57","62.09"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Димитър Благоев""","300816","67","82.97","67","65.81"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.АЛЕКОВО","Основно училище ""Христо Ботев""","300803","4","15.5","4","17.75"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.МОРАВА","Основно училище ""Свети свети Кирил и Методий""","300808","10","45.8","10","37"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.ОВЧА МОГИЛА","Основно училище ""Св. Св. Кирил и Методий""","300809","8","57.81","8","41.81"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.ОРЕШ","Основно училище ""Христо Ботев""","300810","4","54.38","4","43.75"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","Средно училище ""Ангел Каралийчев""","300911","45","63.19","45","50.97"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.АСЕНОВО","Основно училище ""Свети свети Кирил и Методий""","300904","8","42.63","8","32.13"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.ВИНОГРАД","Основно училище ""Свети Климент Охридски""","300905","1","51.5","1","36"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.КАМЕН","Средно училище ""Св. Климент Охридски""","300916","21","46.48","21","35.81"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.СУШИЦА","Начално училище ""Отец Паисий""","300908","3","59.33","3","45.33"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.ЦАРСКИ ИЗВОР","Начално училище ""Иван Вазов""","300901","3","43.5","3","36.17"
"ВЕЛИКО ТЪРНОВО","СУХИНДОЛ","ГР.СУХИНДОЛ","Средно училище ""Св. Климент Охридски""","300991","11","76.18","11","43.77"
"ВИДИН","БЕЛОГРАДЧИК","ГР.БЕЛОГРАДЧИК","НУ ""Васил Левски""","500203","25","66.3","23","51.3"
"ВИДИН","БЕЛОГРАДЧИК","С.РАБИША","ОУ ""Васил Евстатиев Априлов""","500204","2","69.75","2","31.5"
"ВИДИН","БОЙНИЦА","С.БОЙНИЦА","ОУ ""Васил Левски""","500301","4","36.25","4","35.25"
"ВИДИН","БРЕГОВО","ГР.БРЕГОВО","СУ ""Св. св. Кирил и Методий""","500401","12","54.04","12","48.67"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Любен Каравелов""","500104","65","75.75","65","54.7"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Епископ Софроний Врачански""","500111","29","47.64","29","67.79"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Св. Климент Охридски""","500113","7","32.64","7","32.86"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Цар Симеон Велики""","503132","74","85.68","73","67.85"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Св. св. Кирил и Методий""","503241","27","62.1","27","51.77"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Петко Рачов Славейков""","503242","36","74.79","36","51.38"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Иван Вазов""","503312","68","81.74","68","61.29"
"ВИДИН","ВИДИН","ГР.ДУНАВЦИ","ОУ ""Христо Ботев""","503311","8","51.19","8","42.06"
"ВИДИН","ГРАМАДА","ГР.ГРАМАДА","СУ ""Христо Ботев""","500501","3","65","3","47"
"ВИДИН","ДИМОВО","ГР.ДИМОВО","СУ ""Св. св. Кирил и Методий""","500103","7","69.64","7","57.36"
"ВИДИН","ДИМОВО","С.АРЧАР","СУ ""Христо Ботев""","500603","10","51","8","26.13"
"ВИДИН","ДИМОВО","С.ОРЕШЕЦ (ГАРА ОРЕШЕЦ)","ОУ ""Димитър Благоев""","500604","5","56.8","5","52.7"
"ВИДИН","КУЛА","ГР.КУЛА","СУ ""Васил Левски""","500701","9","71.17","9","53.78"
"ВИДИН","МАКРЕШ","С.РАКОВИЦА","ОУ ""Христо Ботев""","500802","6","43.58","6","44.83"
"ВИДИН","НОВО СЕЛО","С.НОВО СЕЛО","СУ ""Св. св. Кирил и Методий""","500901","7","54.86","7","46.93"
"ВИДИН","РУЖИНЦИ","С.БЕЛО ПОЛЕ","ОУ ""Св. св. Кирил и Методий""","501004","2","24","2","24.5"
"ВИДИН","РУЖИНЦИ","С.ДРЕНОВЕЦ","СУ ""Никола Йонков Вапцаров""","501003","11","34.09","11","21.95"
"ВИДИН","РУЖИНЦИ","С.РУЖИНЦИ","СУ ""Никола Й. Вапцаров""","501010","13","29.19","13","44.73"
"ВИДИН","ЧУПРЕНЕ","С.ГОРНИ ЛОМ","ОУ ""Христо Ботев""","501102","6","37.67","6","37.5"
"ВИДИН","ЧУПРЕНЕ","С.ЧУПРЕНЕ","ОУ ""Акад. Михаил Димитров""","501101","5","61.2","5","60.4"
"ВРАЦА","БОРОВАН","С.БОРОВАН","Основно училище ""Отец Паисий""","602003","24","64.73","24","42.33"
"ВРАЦА","БОРОВАН","С.ДОБРОЛЕВО","Основно училище "" Свети свети Кирил и Методий""","602001","15","61.83","15","43.97"
"ВРАЦА","БОРОВАН","С.МАЛОРАД","Основно училище ""Свети свети Кирил и Методий""","602002","11","64.09","11","43.23"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Христо Ботев""","601007","40","79.74","40","66.7"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Цани Гинчев""","601008","27","70.28","28","48.57"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Христо Смирненски""","601009","21","52","19","36.76"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Средно училище ""Васил Левски""","603024","21","66.95","21","45.83"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАБАРЕ","Средно училище ""Христо Ботев""","602022","8","55.88","8","50.25"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАЛИЧЕ","Средно училище ""Христо Ботев""","603025","7","66","7","57.79"
"ВРАЦА","БЯЛА СЛАТИНА","С.ПОПИЦА","Основно училище ""Св.св.Кирил и Методий""","602018","11","42.77","11","30.91"
"ВРАЦА","БЯЛА СЛАТИНА","С.ТЪРНАВА","Основно училище ""Христо Ботев""","601013","25","65.16","25","47.64"
"ВРАЦА","БЯЛА СЛАТИНА","С.ТЪРНАК","Основно училище ""Георги Стойков Раковски""","601014","12","54.96","12","39.54"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Иванчо Младенов""","601031","73","90.89","72","71.08"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Иван Вазов""","601035","86","89.53","86","74.08"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Свети Софроний Врачански""","601037","86","88.02","86","69.58"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Основно училище ""Васил Левски""","602041","26","75.42","27","51.15"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Основно училище ""Свeти свети Кирил и Методий""","602042","17","65.44","15","44.73"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Отец Паисий""","603057","13","50.31","13","30.85"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Христо Ботев""","603058","41","88.05","41","71.06"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Васил Кънчов""","603059","23","85.37","23","66.2"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Никола Войводов""","603070","91","75.76","91","50.29"
"ВРАЦА","ВРАЦА","С.БАНИЦА","Обединено училище ""Христо Ботев""","602052","7","73.07","7","66.21"
"ВРАЦА","ВРАЦА","С.ДЕВЕНЕ","Обединено училище ""Свети свети Кирил и Методий""","602045","8","61.69","9","38.56"
"ВРАЦА","ВРАЦА","С.ТИШЕВИЦА","Обединено училище ""Св.Климент Охридски""","601040","14","61.14","14","36.64"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Начално училище ""Васил Левски""","601071","15","55.57","14","64.18"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Христо Ботев""","603076","55","83.88","56","65.05"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Св. св. Кирил и Методий""","603077","68","78.17","65","60.55"
"ВРАЦА","КОЗЛОДУЙ","С.БУТАН","Средно училище ""Св. Св. Кирил и Методий""","602073","21","55.02","21","43.36"
"ВРАЦА","КОЗЛОДУЙ","С.ГЛОЖЕНЕ","Основно училище ""Христо Ботев""","602075","16","67.59","16","48.25"
"ВРАЦА","КОЗЛОДУЙ","С.ХЪРЛЕЦ","Основно училище ""Васил Евстатиев Априлов""","602074","4","88.25","4","65.5"
"ВРАЦА","КРИВОДОЛ","ГР.КРИВОДОЛ","Средно училище ""Св. св. Кирил и Методий""","603087","27","54.67","27","35.35"
"ВРАЦА","КРИВОДОЛ","С.КРАВОДЕР","Обединено училище ""Св. св. Кирил и Методий""","602083","14","32.71","14","22.68"
"ВРАЦА","КРИВОДОЛ","С.ЛЕСУРА","Основно училище ""Васил Левски""","602084","6","54.92","6","34.33"
"ВРАЦА","КРИВОДОЛ","С.РАКЕВО","Основно училище ""Васил Левски""","602086","7","39.43","7","28.14"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Основно училище ""Свети Свети Кирил и Методий""","602092","18","73.11","18","52.56"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Основно училище ""Христо Ботев""","602093","54","81.46","54","59.27"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Средно училище ""Иван Вазов""","603098","16","55.06","15","36.83"
"ВРАЦА","МЕЗДРА","С.ЗВЕРИНО","Средно училище ""Свети Климент Охридски""","603099","12","73.96","11","64"
"ВРАЦА","МИЗИЯ","ГР.МИЗИЯ","Основно училище ""Цанко Церкoвски""","602106","35","70.66","35","54.14"
"ВРАЦА","МИЗИЯ","С.КРУШОВИЦА","Основно училище ""Христо Ботев""","602104","7","53.57","7","25.57"
"ВРАЦА","МИЗИЯ","С.СОФРОНИЕВО","Основно училище ""Отец Паисий""","602107","5","51.5","5","47.8"
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","Начално училище ""Св.Св.Кирил и Методий""","601110","29","83.26","29","69.29"
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","Начално училище ""Д-р Петър Берон""","601111","8","55.94","7","42.64"
"ВРАЦА","ОРЯХОВО","С.ОСТРОВ","Основно училище ""Христо Ботев""","601113","11","71.23","11","45.05"
"ВРАЦА","ОРЯХОВО","С.СЕЛАНОВЦИ","Основно училище ""Никола Йонков Вапцаров""","602115","15","53.6","13","38.08"
"ВРАЦА","РОМАН","ГР.РОМАН","Начално училище ""Петко Рачов Славейков""","601119","23","69.52","23","56.2"
"ВРАЦА","РОМАН","С.КАМЕНО ПОЛЕ","Основно училище ""Свети Свети Кирил и Методий""","602121","5","52.6","5","42.8"
"ВРАЦА","ХАЙРЕДИН","С.МИХАЙЛОВО","Основно училище ""Горан Червеняшки""","602128","10","56.55","10","45.9"
"ВРАЦА","ХАЙРЕДИН","С.ХАЙРЕДИН","Средно училище ""Васил Воденичарски""","603130","14","72.21","14","58.86"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Начално училище ""Васил Левски""","700101","42","85.31","42","72.42"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Ран Босилек""","700102","72","92.63","72","80.35"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Неофит Рилски""","700103","52","84.82","52","70.71"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","VI Основно училище ""Иван Вазов""","700106","19","76.03","18","60.94"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище""Свети Свети Кирил и Методий""","700108","62","86.15","62","68.42"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Христо Ботев""","700112","31","78.66","31","64.35"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Отец Паисий""","700113","40","79.48","40","61.64"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Райчо Каролев""","700114","52","82.56","52","63.09"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","Средно училище ""Максим Райкович""","700204","39","66.97","39","50.15"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Основно училище ""Христо Ботев""","700307","20","39.95","20","28.03"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Основно училище ""Стефан Пешев""","700308","85","81.13","85","61.09"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Средно училище ""Васил Левски""","700318","95","79.21","95","63.48"
"ГАБРОВО","СЕВЛИЕВО","С.ГРАДНИЦА","Основно училище ""Свети Свети Кирил и Методий""","700312","10","54.2","10","43.6"
"ГАБРОВО","СЕВЛИЕВО","С.ДОБРОМИРКА","Основно училище ""Христо Ботев""","700310","6","37.17","6","29.75"
"ГАБРОВО","СЕВЛИЕВО","С.ДУШЕВО","Основно училище ""Св. Св. Кирил и Методий""","700311","7","70.64","7","49.79"
"ГАБРОВО","СЕВЛИЕВО","С.КРАМОЛИН","Основно училище""Свети Солунски братя""","700314","4","52","4","36.63"
"ГАБРОВО","СЕВЛИЕВО","С.ПЕТКО СЛАВЕЙКОВ","Основно училище ""Св.Св.Кирил и Методий""","700315","6","51.25","6","36.58"
"ГАБРОВО","СЕВЛИЕВО","С.ШУМАТА","Основно училище""Васил Левски""","700317","13","68.23","13","45.27"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","Основно училище ""Професор Пенчо Николов Райков""","700401","12","74.88","12","60.88"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","Средно училище ""Петко Рачев Славейков""","700403","25","78.48","25","62.38"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Основно училище ""Свети Свети Кирил и Методий""","800059","21","71.4","21","55.07"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Основно училище Антим","800060","48","81.41","48","56.39"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Средно училище ""Христо Ботев""","800061","15","57.37","14","47.36"
"ДОБРИЧ","БАЛЧИК","С.ОБРОЧИЩЕ","Средно училище ""Христо Смирненски""","800065","10","60.5","9","45.22"
"ДОБРИЧ","БАЛЧИК","С.СЕНОКОС","Основно училище""Георги Раковски""","800057","12","67.17","12","63.46"
"ДОБРИЧ","БАЛЧИК","С.СОКОЛОВО","Основно училище ""Васил Левски""","800056","6","34.25","6","31.5"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","Основно училище ""Христо Смирненски""","800073","20","42.83","20","35.08"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","Средно училищe ""Никола Йонков Вапцаров""","800074","30","68.17","30","54.18"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.КРАСЕН","Основно училище ""Йордан Йовков""","800071","4","31","3","40.83"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.ПРЕСЕЛЕНЦИ","Основно училище ""Васил Левски""","800069","5","44.7","5","34.9"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.СПАСОВО","Основно училище ""Йордан Йовков""","800068","3","19.67","3","22.17"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Обединено училище ""Йордан Йовков""","800003","10","50.9","10","43.7"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Панайот Волов""","800007","11","39.64","11","30.32"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Стефан Караджа""","800008","34","80.57","34","70.29"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Хан Аспарух""","800009","62","91.31","63","79.72"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Христо Смирненски""","800010","37","50.36","36","45.56"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Христо Ботев""","800011","57","91.33","56","77.24"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Димитър Талев""","800013","60","88.05","59","70.52"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Свети Климент Охридски""","800015","85","86.87","83","64.39"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Любен Каравелов""","800016","39","86.01","38","60.03"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Петко Рачов Славейков""","800017","75","90.03","75","72.63"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Свети свети Кирил и Методий""","800018","58","83.28","58","64.83"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Частно основно училище ""Мария Монтесори""","800112","11","88.95","11","72.23"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Частно средно училище с профилирана подготовка по чужди езици и математика ""Леонардо да Винчи""","800326","5","72.4","5","59.9"
"ДОБРИЧ","ДОБРИЧ","С.БАТОВО","Основно училище ""Отец Паисий""","800045","16","54.81","16","32.31"
"ДОБРИЧ","ДОБРИЧ","С.БОЖУРОВО","Основно училище ""Васил Левски""","800038","6","65.5","6","62.83"
"ДОБРИЧ","ДОБРИЧ","С.ВЕДРИНА","Основно училище ""Свети Свети Кирил и Методий""","800049","1","82","1","63"
"ДОБРИЧ","ДОБРИЧ","С.ДОНЧЕВО","Основно училище ""Св. св. Кирил и Методий""","800050","5","62.4","5","41.6"
"ДОБРИЧ","ДОБРИЧ","С.ЖИТНИЦА","Основно училище ""Стефан Караджа""","800052","7","69.5","7","54.93"
"ДОБРИЧ","ДОБРИЧ","С.КАРАПЕЛИТ","Средно училище ""Никола Вапцаров""","800043","17","45.71","18","60.72"
"ДОБРИЧ","ДОБРИЧ","С.ЛОВЧАНЦИ","Основно училище "" Неофит Рилски ""","800044","8","32","8","30.31"
"ДОБРИЧ","ДОБРИЧ","С.ОВЧАРОВО","Основно училище ""Отец Паисий""","800046","2","46.5","2","41.5"
"ДОБРИЧ","ДОБРИЧ","С.ПОБЕДА","Обединено училище""Добри Войников""","800042","15","53.83","15","44.03"
"ДОБРИЧ","ДОБРИЧ","С.СМОЛНИЦА","Основно училище""Климент Охридски""","800048","5","49.3","5","43.6"
"ДОБРИЧ","ДОБРИЧ","С.СТЕФАНОВО","Обединено училище ""Пейо Крачолов Яворов""","800047","5","58","5","58.1"
"ДОБРИЧ","ДОБРИЧ","С.СТОЖЕР","Основно училище""Христо Ботев""","800054","13","46.23","13","32.65"
"ДОБРИЧ","ДОБРИЧ","С.ХИТОВО","Основно училище ""Васил Левски""","800039","8","46.5","8","41.56"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","ОСНОВНО УЧИЛИЩЕ ""ЙОРДАН ЙОВКОВ""","800080","30","71.42","30","53.07"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","Средно училище ""Стефан Караджа""","800082","47","82.56","47","62.17"
"ДОБРИЧ","КАВАРНА","С.БЕЛГУН","Основно училище ""Свети Свети Кирил и Методий""","800085","5","33.9","5","48.8"
"ДОБРИЧ","КРУШАРИ","С.КОРИТЕН","Основно училище ""Васил Левски""","800090","1","20.5","1","45.5"
"ДОБРИЧ","КРУШАРИ","С.КРУШАРИ","Средно училище ""Христо Смирненски""","800093","16","26.63","17","22.97"
"ДОБРИЧ","КРУШАРИ","С.ЛОЗЕНЕЦ","Основно училище""Отец Паисий""","800092","7","33.57","7","31.64"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","Средно училище "" Йордан Йовков ""","800094","37","68.36","35","54.43"
"ДОБРИЧ","ТЕРВЕЛ","С.БЕЗМЕР","Основно училище ""Паисий Хилендарски""","800101","4","47.75","4","58"
"ДОБРИЧ","ТЕРВЕЛ","С.ЗЪРНЕВО","Основно училище ""Христо Ботев""","800103","6","53.33","7","45.36"
"ДОБРИЧ","ТЕРВЕЛ","С.КАБЛЕШКОВО","Начално училище ""Христо Ботев""","800096","10","50.75","10","47.2"
"ДОБРИЧ","ТЕРВЕЛ","С.КОЛАРЦИ","Обединено училище""Д-р Петър Берон""","800099","5","49.6","5","57.9"
"ДОБРИЧ","ТЕРВЕЛ","С.НОВА КАМЕНА","Основно училище ""Отец Паисий""","800100","6","48.08","6","49.17"
"ДОБРИЧ","ТЕРВЕЛ","С.ОРЛЯК","Обединено училище""Васил Друмев""","800104","8","59.56","8","52.25"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","Средно училище ""Асен Златаров""","800109","11","79.41","11","61.05"
"ДОБРИЧ","ШАБЛА","С.ДУРАНКУЛАК","Основно училище ""Свети Климент Охридски""","800108","4","50","4","32.5"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","Средно училище ""Васил Левски""","909201","35","82.5","35","60.53"
"КЪРДЖАЛИ","АРДИНО","С.ГОРНО ПРАХОВО","Основно училище ""Св. Св. Кирил и Методий""","909206","1","56","1","67"
"КЪРДЖАЛИ","АРДИНО","С.ЖЪЛТУША","Основно училище ""Отец Паисий""","909209","1","74.5","1","67.5"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","Средно училище ""Христо Ботев""","909301","46","67.87","46","54.28"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РОГОЗЧЕ","Основно училище ""Христо Смирненски""","909309","3","25.67","3","45"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.УСТРЕН","Основно училище ""Васил Левски""","909310","1","42.5","1","41"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","Средно училище ""Никола Йонков Вапцаров ""","909402","30","74.77","28","64.77"
"КЪРДЖАЛИ","КИРКОВО","С.ДРАНГОВО","Основно училище ""Васил Левски""","909410","3","79","3","67.33"
"КЪРДЖАЛИ","КИРКОВО","С.КИРКОВО","Средно училище ""Отец Паисий""","909401","24","77.17","24","61.29"
"КЪРДЖАЛИ","КИРКОВО","С.ТИХОМИР","Основно училище ""Васил Левски""","909415","9","62","9","49.06"
"КЪРДЖАЛИ","КИРКОВО","С.ФОТИНОВО","Основно училище ""Христо Смирненски""","909417","12","81.5","12","73.54"
"КЪРДЖАЛИ","КИРКОВО","С.ЧАКАЛАРОВО","Основно училище ""Иван Вазов""","909416","10","85.45","10","65.85"
