"Резултати по училища от националното външно оценяване за X клас - учебна 2022/2023 година","","","","","","","",""
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по морско корабоплаване и риболов ""Свети Никола""","200243","71","36.77","71","18.19"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по механоелектротехника и електроника","200244","190","45.47","188","22.87"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по строителство, архитектура и геодезия ""Кольо Фичето""","200245","173","54.73","171","29.88"
"БУРГАС","БУРГАС","ГР.БУРГАС","Търговска гимназия","200246","177","64.03","176","39.81"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по химични технологии ""Акад. Н. Д. Зелинский""","200247","118","40.6","116","22.85"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по електротехника и електроника ""Константин Фотинов""","200248","138","40.21","139","22.25"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по транспорт","200249","58","23.94","58","17.38"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална техническа гимназия","200250","29","13.78","24","15"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по сградостроителство и инсталации ""Пеньо Пенев""","200252","20","14.23","19","15.41"
"БУРГАС","БУРГАС","ГР.БУРГАС","Частна профилирана гимназия с изучаване на английски език Британика 1998","200258","7","34.36","7","32.79"
"БУРГАС","БУРГАС","ГР.БУРГАС","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","2902103","50","52.81","50","28.67"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","Средно училище ""Христо Ботев""","200308","15","19.13","15","14.13"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Св.Св.Кирил и Методий""","200411","51","50.07","50","54.64"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Христо Ботев""","200412","51","55.34","51","31.11"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Професионална гимназия по селско стопанство","200413","79","32.37","86","37.87"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","12","25.04","12","40.75"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","67","53.51","67","36.51"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Професионална гимназия по туризъм ""Иван Вазов""","200609","50","26.06","49","16.06"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","25","41.96","21","17.73"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Професионална гимназия по туризъм ""Алеко Константинов""","200712","38","24.93","37","15.3"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","23","46.83","23","28.11"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","40","38.91","41","35.4"
"БУРГАС","РУЕН","С.ПРОСЕНИК","Обединено училище ""Св. Св. Кирил и Методий""","200918","13","13.69","14","13.71"
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","100","31.93","101","31.51"
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","33","33.86","33","54.4"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","29","28.34","28","17.87"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","Обединено училище ""Христо Ботев""","201007","5","22.7","4","20"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","19","31.18","19","14.11"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Професионална гимназия по механизация на селското стопанство и електроника ""Никола Йонков Вапцаров""","201106","56","21.87","57","17.04"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","47","25.4","46","18.39"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","33","40.06","32","33.43"
"ВАРНА","АВРЕН","С.АВРЕН","Частно средно училище ""Юрий Гагарин""","403559","9","48.72","9","34.42"
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","22","24.45","20","14.61"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","Средно училище ""Свети Климент Охридски""","400087","27","46.61","27","16.79"
"ВАРНА","АКСАКОВО","С.ИГНАТИЕВО","Средно училище ""Свети Свети Кирил и Методий""","400090","17","14.53","16","16.25"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Средно училище ""Св. св. Кирил и Методий""","400096","42","37.21","42","20.89"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Професионална гимназия ""Свети Димитър Солунски""","400098","24","21.46","24","24.83"
"ВАРНА","БЯЛА","ГР.БЯЛА","Професионална гимназия по селско стопанство и туризъм","400106","15","29.63","14","15.63"
"ВАРНА","ВАРНА","ГР.ВАРНА","Седмо средно училище ""Найден Геров""","400030","52","56.8","51","39.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище с езиково обучение ""Ал. С. Пушкин""","400031","106","65.31","103","56.59"
"ВАРНА","ВАРНА","ГР.ВАРНА","Спортно училище ""Георги Бенковски""","400033","51","41.37","44","18.61"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Гео Милев""","400034","53","52.82","52","22.01"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Елин Пелин""","400036","23","20.46","23","48"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Любен Каравелов""","400037","15","19.33","15","15.73"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Пейо Крачолов Яворов""","400039","32","38.19","31","17.71"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Свети Климент Охридски""","400040","48","60.55","49","43.17"
"ВАРНА","ВАРНА","ГР.ВАРНА","Трета природоматематическа гимназия ""Академик Методий Попов""","400041","131","68.88","131","58.51"
"ВАРНА","ВАРНА","ГР.ВАРНА","ІV Езикова гимназия ""Фредерик Жолио - Кюри""","400042","219","70.61","215","52.65"
"ВАРНА","ВАРНА","ГР.ВАРНА","Гимназия с преподаване на чужди езици ""Йоан Екзарх""","400043","187","73.93","184","65"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по икономика ""Д-р Иван Богоров""","400044","158","58.13","157","34.08"
"ВАРНА","ВАРНА","ГР.ВАРНА","Първа езикова гимназия","400045","234","75.71","232","74.47"
"ВАРНА","ВАРНА","ГР.ВАРНА","Математическа гимназия ""Д-р Петър Берон""","400046","212","74.94","213","91.06"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище за хуманитарни науки и изкуства ""Константин Преславски""","400047","231","62.21","232","36.11"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална техническа гимназия","400055","212","43.34","212","24.7"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по химични и хранително-вкусови технологии ""Дм.Ив.Менделеев""","400058","87","43.03","72","25.2"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Аз съм българче""","400061","8","42.69","5","29.15"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по строителство архитектура и геодезия ""Васил Левски""","400063","126","36.92","123","18.38"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна Търговска Гимназия ""Конто Трейд"" ЕООД","400070","2","53","2","26.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна профилирана гимназия ""Антоан дьо Сент-Екзюпери""","400074","26","55.35","17","43.71"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","400076","16","42.91","16","17.89"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по компютърно моделиране и компютърни системи","400104","127","64.57","126","53.59"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска търговска гимназия ""Георги Стойков Раковски""","402030","131","61.01","131","49.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по текстил и моден дизайн","402161","82","35.34","82","18.44"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по горско стопанство и дървообработване ""Николай Хайтов""","402172","59","33.68","59","27.09"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска морска гимназия ""Свети Николай Чудотворец""","402183","100","40.82","98","22.82"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по електротехника","403531","151","42.5","150","25.72"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по туризъм ""Професор д-р Асен Златаров""","403534","189","53.9","187","21.15"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Димчо Дебелянов""","403537","53","48.05","53","21.83"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Неофит Бозвели""","403538","44","32.91","44","18.92"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Монтесори Варна"" ООД","403564","3","27.83","3","27.42"
"ВАРНА","ВАРНА","ГР.ВАРНА","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","2902106","65","56.65","65","32.62"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","Средно училище ""Христо Ботев""","400108","20","31.5","20","18.2"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","Средно училище ""Васил Левски""","400112","31","33.58","31","38.21"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","Обединено училище ""Васил Левски""","400117","8","31.38","8","35.84"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","Професионална гимназия по земеделие и горско стопанство","400113","24","21.79","24","18.65"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","Обединено училище ""Св.Иван Рилски""","400119","8","10.38","8","38"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","Среднo училище ""Васил Левски""","400123","27","31.54","27","19.69"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Средно училище ""Васил Левски""","400126","46","39.65","46","17.33"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Професионална гимназия по селско стопанствo ""Иван Владимирович Мичурин""","400127","52","25.24","52","41.38"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","Средно училище ""Свети Климент Охридски""","400136","36","26.07","37","14.82"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","Средно училище ""Назъм Хикмет""","400142","15","37.1","15","37.07"
"ВАРНА","ДЪЛГОПОЛ","С.ЦОНЕВО","Обединено училище ""Христо Ботев""","400145","13","19.65","14","15.45"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Средно училище ""Димитър Благоев""","400148","45","50.56","45","23.77"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по хотелиерство ресторантьорство и туризъм ""Цар Симеон Велики""","400149","28","16.05","28","18.18"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по селско стопанство ""Земя""","400150","42","18.79","41","13.27"
"ВАРНА","ПРОВАДИЯ","С.БЛЪСКОВО","Обединено училище ""Св.Св.Кирил и Методий""","400152","10","28.65","11","51.27"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Средно училище ""Никола Йонков Вапцаров""","400163","25","51.14","25","27.17"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Професионална гимназия по селско стопанство ""Свети Георги Победоносец""","400166","39","25.85","37","32.11"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана Хуманитарна гимназия "" Свети свети Кирил и Методий""","300121","24","47.06","24","22.9"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Природо-математическа гимназия ""Васил Друмев""","300122","131","71.07","130","74"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана езикова гимназия ""Проф. д-р Асен Златаров""","300123","128","65.55","128","32.96"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Емилиян Станев""","300124","75","67.75","73","33.29"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Вела Благоева""","300125","15","41.07","15","19.47"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Владимир Комаров""","300126","11","25.73","8","16.5"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по строителство архитектура и геодезия ""Ангел Попов""","300128","102","51.84","101","27.09"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Старопрестолна професионална гимназия по икономика","300129","75","51.64","75","23.75"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по електроника ""Александър Степанович Попов""","300130","31","30.6","30","21.52"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по моден дизайн","300131","12","34.75","12","15.69"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по туризъм ""Д-р Васил Берон""","300132","73","47.91","73","22.98"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Частна профилирана гимназия ""АК - Аркус"" ЕООД","300141","55","68.42","54","53.57"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Спортно училище ""Георги Живков""","300143","42","45.67","37","33.77"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Георги Измирлиев""","300216","53","61.7","53","37.06"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Вичо Грънчаров""","300217","22","43.95","22","18.68"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална техническа гимназия ""Васил Левски""","300218","16","32.53","16","19.75"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по електротехника и електроника ""Михайло Василиевич Ломоносов""","300219","75","46.89","75","30.4"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по хранителни технологии ""Проф.д-р Асен Златаров""","300220","36","18.83","36","21.68"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","300221","44","40.59","43","26.88"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","300222","10","28.45","10","23.55"
