"Област","Община","Населено място","Училище","Код по АДМИН","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","82. основно училище ""Васил Евстатиев Априлов""","2213082","43","76,36","43","57,19"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","118 Средно училище ""Академик Людмил Стоянов""","2213118","101","81,54","100","72,59"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","125 СУ ""Боян Пенев"" с изучаване на чужди езици","2213125","155","85,99","155","80,77"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","128 СРЕДНО УЧИЛИЩЕ ""АЛБЕРТ АЙНЩАЙН""","2213128","111","83,07","110","77,98"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","131. СУ ""Климент Аркадиевич Тимирязев""","2213131","66","84,29","67","80,25"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","144 Средно училище ""Народни будители""","2213144","144","80,48","145","66,29"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","145 Основно училище "" Симеон Радев ""","2213145","130","86,66","130","79,99"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище с изучаване на английски език ""Меридиан 22""","2213502","26","83,6","25","76,48"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище с ранно чуждоезиково обучение ""ЕСПА""","2213506","22","89,18","23","89"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище с чуждоезиков профил ""Абрахам Линкълн""","2213600","16","81,88","16","80,75"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище Азбуки","2213721","48","85,97","48","78,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","15 Средно училище "" Адам Мицкевич""","2214015","35","69,2","35","53,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","16 . ОСНОВНО УЧИЛИЩЕ "" РАЙКО ЖИНЗИФОВ ""","2214016","81","76,02","81","52,83"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","54. СРЕДНО УЧИЛИЩЕ ""Свети ИВАН РИЛСКИ""","2214054","126","83,52","126","72,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","63 Основно училище ""Христо Ботев""","2214063","47","85","47","76,7"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","98 Начално училище ""Св. св. Кирил и Методий""","2214098","64","81,3","64","64,42"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","101. СРЕДНО УЧИЛИЩЕ ""БАЧО КИРО""","2214101","109","80,22","108","70,56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","102. oсновно училище"" Панайот Волов""","2214102","37","77,85","37","62,73"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","141 Основно училище ""Народни будители""","2214141","14","58,21","15","34,93"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","1 Средно училище ""Пенчо П. Славейков""","2216001","74","80,44","74","69,78"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","112 ОСНОВНО УЧИЛИЩЕ ""СТОЯН ЗАИМОВ""","2216112","140","80,29","140","71,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","129 Основно Училище ""Антим -І""","2216129","71","84,23","71","71,56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно средно училище ""УВЕКИНД""","2216532","41","83,07","41","77,27"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","53 ОСНОВНО УЧИЛИЩЕ ""НИКОЛАЙ ХРЕЛКОВ""","2217053","45","77,69","46","66,61"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","66 Средно училище ""Филип Станиславов""","2217066","12","66,92","11","31,27"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","72 Основно училище "" Христо Ботев ""","2217072","21","81,93","21","69,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","88. Средно училище ""Димитър Попниколов""","2217088","132","77,12","132","62,42"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","149 Средно училище ,,Иван Хаджийски""","2217149","51","80,1","51","59,02"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""","2217151","136","83,46","137","74,26"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Монтесори"" ЕООД","2217525","4","86","4","93"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ТОМАС ЕДИСЪН""","2217722","15","88,93","15","87,6"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","83. Основно училище ""Елин Пелин""","2218083","20","83,43","19","73,74"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Изгрев""","2218703","8","79,56","8","75,75"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","24 Средно училище ""П.К.Яворов""","2219024","7","27,07","7","16"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","42. Основно училище "" Хаджи Димитър""","2219042","118","75,69","119","60,55"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","44. Средно училище ""Неофит Бозвели""","2219044","98","79,55","97","65,54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","49-то Основно училище ""Бенито Хуарес""","2219049","134","76,18","132","62,09"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","95 СУ ""Проф. Иван Шишманов""","2219095","74","77,04","74","60,74"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","106 Основно училище "" Григорий Цамблак ""","2219106","6","11","6","17,33"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","124 ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""","2219124","7","56,5","8","49"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","130. средно училище ""Стефан Караджа""","2219130","11","67,73","11","43,36"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","143 основно училище ""Георги Бенковски""","2219143","102","83,26","101","75"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","199 Основно Училище Свети Апостол Йоан Богослов","2219199","59","75,03","60","55,52"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","14. средно училище ""Проф. д-р Асен Златаров""","2220014","49","84,56","48","72,52"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","29. Средно училище ""Кузман Шапкарев""","2220029","8","59,25","8","54"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","48 ОСНОВНО УЧИЛИЩЕ ""ЙОСИФ КОВАЧЕВ""","2220048","55","79,34","53","66,75"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","58 Основно училище ""Сергей Румянцев""","2220058","41","71,77","41","53,17"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","59 ОБЕДИНЕНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""","2220059","30","22,25","30","16,4"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","60 ОУ ""Св.св.Кирил и Методий""","2220060","40","74,28","41","54,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","100 ОСНОВНО УЧИЛИЩЕ ""НАЙДЕН ГЕРОВ""","2220100","12","71,54","12","56"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","23 Средно училище ""Фредерик Жолио-Кюри""","2221023","87","82,09","87","64,41"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","31 Средно училище за чужди езици и математика ""Иван Вазов""","2221031","94","85,38","94","77,09"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","93-то Средно училище ""Александър Теодоров - Балан""","2221093","67","77,14","65","64,31"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""","2221094","51","33,61","47","17,04"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","109 Основно училище ""Христо Смирненски""","2221109","99","83,92","98","76,63"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""","2221138","94","84,72","95","72,87"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","148 ОСНОВНО УЧИЛИЩЕ ""ПРОФЕСОР Д-Р ЛЮБОМИР МИЛЕТИЧ""","2221148","76","76,19","76","61,01"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ОБРАЗОВАТЕЛНИ ТЕХНОЛОГИИ""","2221501","44","86,25","44","83,45"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Джани РоДари"" ЕООД","2221614","12","79,04","12","69,92"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно Основно училище ""Питагор""","2221621","42","90,45","42","91,67"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","6 ОУ ""Граф Игнатиев""","2222006","64","82,02","64","70,19"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""","2222007","94","84,8","94","79,81"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","12 Средно училище "" Цар Иван Асен II""","2222012","67","83,51","67","75,34"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","38 основно училище""Васил Априлов""","2222038","79","83,87","79","77,34"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""","2222127","19","80,05","19","68,37"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","133 Средно училище „Александър Сергеевич Пушкин”","2222133","101","82,52","100","70,17"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","8. Средно училище ""Васил Левски""","2223008","90","83,03","90","78,01"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""","2223055","175","85,17","175","78,68"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","20. Oсновно училище ""Тодор Минков"" с ранно чуждоезиково обучение по френски и немски език","2224020","100","84,38","100","73,59"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","22 Средно езиково училище ""Георги Стойков Раковски""","2224022","105","80,71","107","69,06"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","41 основно училище ""Св. Патриарх Евтимий""","2224041","87","77,95","86","66,15"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","47 Средно училище ""Христо Груев Данов""","2224047","47","75","47","64,55"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","73.СУ с преподаване на чужди езици ""Владислав Граматик""","2224073","112","85,21","111","75,99"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","104 основно училище ""Захари Стоянов""","2224104","110","84,8","110","76,28"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""","2224121","72","82,03","72","66,1"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","126 ОСНОВНО УЧИЛИЩЕ ""Петко Юрданов Тодоров""","2224126","90","80,14","90","72,12"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","ЧСУ по изкуства и чужди езици ""Артис""","2224544","8","83,94","8","75,38"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Куест""","2224672","6","74,25","6","60,17"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Частно основно училище ""Прогресивно образование""","2224677","20","84,28","20","82,5"
"ЧУЖБИНА","ЧУЖБИНА","ПРАГА","Българско средно училище ""Д-р Петър Берон""","2900102","8","60,56","8","42,25"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Национално музикално училище ""Любомир Пипков""","2902101","68","78,49","68","61,97"
"СОФИЯ-ГРАД","СТОЛИЧНА","ГР.СОФИЯ","Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия","2902701","97","87,92","97","81,71"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БИСТРИЦА","192. СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""","2218192","30","77,37","30","63,83"
"СОФИЯ-ГРАД","СТОЛИЧНА","С.БУСМАНЦИ","65 основно училище ""Св. Св. Кирил и Методий""","2207065","10","74,8","10","62,4"
