"﻿Област","Община","Населено място","Код по Админ","Училище","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ","ИСТ","ИСТ","ФА","ФА","ГЕО","ГЕО","ХООС","ХООС","ФИЛ","ФИЛ","БЗО","БЗО","АЕ","АЕ","РЕ","РЕ","НЕ","НЕ","ИспЕ","ИспЕ","ФрЕ","ФрЕ","ИтЕ","ИтЕ","2ДЗИ","2ДЗИ","общо","общо"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГЪРМЕН","101 301","Средно училище  ""Св.Св.Кирил и Методий""","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,50","1","4,50"
"БЛАГОЕВГРАД","ГЪРМЕН","С.РИБНОВО","103 002","Средно училище  ""Йордан Йовков""","29","3,85","1","4,98","2","5,91","0","0,00","1","3,03","0","0,00","24","3,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","3,86","57","3,86"
"БЛАГОЕВГРАД","КРЕСНА","ГР.КРЕСНА","105 101","Средно училище  ""Св.Паисий Хилендарски""","17","3,55","0","0,00","0","0,00","0","0,00","2","3,51","0","0,00","10","3,46","3","4,30","2","5,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,80","34","3,68"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","102 009","Професионална гимназия по  механоелектротехника ""Юрий Гагарин""","47","3,06","0","0,00","0","0,00","0","0,00","23","3,37","0","0,00","0","0,00","14","3,45","1","2,53","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","38","3,38","85","3,20"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","102 014","Професионална гимназия по икономика и туризъм "" Проф. д-р Асен Златаров""","95","3,88","0","0,00","0","0,00","0","0,00","3","2,97","0","0,00","0","0,00","12","3,39","5","4,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,60","115","3,83"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","104 001","Профилирана гимназия ""Пейо Крачолов Яворов""","124","4,71","17","4,80","2","4,09","0","0,00","25","4,33","0","0,00","30","4,42","28","4,93","21","5,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","123","4,73","247","4,72"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","103 310","Средно училище ""Никола Йонков Вапцаров""","26","4,43","3","4,60","1","5,26","0","0,00","10","3,75","0","0,00","1","5,35","8","5,15","3","5,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","26","4,61","52","4,52"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","104 002","Средно училище ""Антон Попов""","10","3,39","0","0,00","0","0,00","0","0,00","7","3,40","0","0,00","0","0,00","2","3,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","9","3,45","19","3,42"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КОЛАРОВО","104 003","Средно училище  ""Васил Левски""","11","3,68","0","0,00","0","0,00","0","0,00","7","3,57","0","0,00","2","3,98","1","4,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,71","21","3,69"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПЪРВОМАЙ","104 004","Средно училище ""Св.Паисий Хилендарски""","30","4,32","7","4,66","1","5,01","0","0,00","8","4,11","0","0,00","3","4,12","6","3,75","5","5,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","30","4,37","60","4,34"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","102 012","Разложка професионална гимназия ""Никола Стойчев""","44","4,17","0","0,00","0","0,00","0","0,00","3","4,36","0","0,00","0","0,00","0","0,00","3","4,42","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","4,39","50","4,20"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","102 113","Професионална гимназия по транспорт","43","3,85","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","3,85"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","102 017","Професионална гимназия  по механизация на селското стопанствo","47","3,30","0","0,00","0","0,00","0","0,00","1","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,08","48","3,30"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","103 501","Средно училище  ""Братя Петър и Иван Каназиреви""","49","4,89","2","5,79","0","0,00","0","0,00","6","5,07","0","0,00","6","4,49","6","5,83","29","5,29","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","49","5,25","98","5,07"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","102 007","Професионална техническа гимназия","10","3,06","0","0,00","0","0,00","0","0,00","5","3,12","0","0,00","0","0,00","3","3,19","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,15","18","3,10"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","102 013","Земеделска професионална гимназия  ""Климент Аркадиевич Тимирязев""","122","3,98","1","4,61","0","0,00","0","0,00","71","3,61","0","0,00","0","0,00","2","3,63","27","5,42","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","101","4,11","223","4,04"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","104 101","Профилирана гимназия ""Яне Сандански""","105","4,47","8","5,46","0","0,00","0","0,00","66","4,05","0","0,00","3","4,45","9","3,94","26","5,52","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","112","4,49","217","4,48"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","108 021","Вечерна профилирана гимназия","15","3,03","0","0,00","0","0,00","0","0,00","7","3,07","0","0,00","0","0,00","8","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,17","30","3,10"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","109 185","Спортно училище","14","3,54","0","0,00","0","0,00","0","0,00","2","2,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,80","16","3,45"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","109 030","Средно училище  ""Христо Ботев""","21","4,09","5","5,74","0","0,00","0","0,00","0","0,00","0","0,00","2","4,88","14","4,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","4,99","42","4,54"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","109 055","Средно училище  ""Христо Смирненски""","17","4,04","0","0,00","0","0,00","0","0,00","10","4,40","0","0,00","1","4,84","3","5,52","2","5,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","16","4,79","33","4,40"
"БЛАГОЕВГРАД","САТОВЧА","С.САТОВЧА","109 050","Средно училище  ""Св. Св. Кирил и Методий""","33","4,36","1","5,70","1","4,49","0","0,00","4","4,41","1","5,84","18","4,40","4","5,12","3","5,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","32","4,67","65","4,51"
"БЛАГОЕВГРАД","САТОВЧА","С.СЛАЩЕН","109 037","Средно училище  ""Свети Климент Охридски""","26","4,45","2","5,43","0","0,00","3","5,37","0","0,00","0","0,00","13","4,62","6","4,97","1","5,51","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","4,89","51","4,67"
"БЛАГОЕВГРАД","СИМИТЛИ","ГР.СИМИТЛИ","103 133","Средно училище ""Св. Св. Кирил и Методий""","15","3,27","0","0,00","2","3,89","0","0,00","11","2,84","0","0,00","1","2,51","1","4,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,08","30","3,17"
"БЛАГОЕВГРАД","СИМИТЛИ","С.КРУПНИК","109 102","Средно училище ""Св.св.Кирил и Методий""","15","3,09","0","0,00","0","0,00","0","0,00","10","2,91","0","0,00","2","3,04","5","3,31","1","2,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","18","3,03","33","3,06"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","ГР.ХАДЖИДИМОВО","108 001","Средно училище  ""Никола Йонков Вапцаров""","36","4,35","3","3,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","26","4,39","7","5,47","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","36","4,55","72","4,45"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.АБЛАНИЦА","108 004","Средно училище Св. Паисий Хилендарски""","21","4,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","4,86","17","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","4,82","42","4,58"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","102 011","Професионална гимназия  ""Петко Рачов Славейков""","52","3,66","0","0,00","0","0,00","0","0,00","2","2,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,64","54","3,62"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","107 090","Средно училище ""Свети Свети Кирил и Методий""","43","3,68","1","5,51","1","5,79","0","0,00","4","3,18","0","0,00","34","3,65","0","0,00","7","4,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","47","3,88","90","3,79"
"БУРГАС","АЙТОС","ГР.АЙТОС","200 114","Професионална гимназия  по селско стопанство ""Златна нива""","41","2,90","0","0,00","0","0,00","0","0,00","6","3,41","0","0,00","0","0,00","22","3,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","3,36","69","3,09"
"БУРГАС","АЙТОС","ГР.АЙТОС","200 112","Средно училище  ""Христо Ботев""","69","4,21","0","0,00","0","0,00","0","0,00","33","4,37","0","0,00","0","0,00","19","4,05","16","5,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","68","4,43","137","4,32"
"БУРГАС","АЙТОС","ГР.АЙТОС","200 113","Средно училище  ""Никола Йонков Вапцаров""","50","3,69","0","0,00","0","0,00","0","0,00","44","3,94","0","0,00","0","0,00","4","4,13","3","5,48","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","51","4,05","101","3,87"
"БУРГАС","БУРГАС","ГР.БУРГАС","2 902 103","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","49","4,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,83","5","3,75","11","5,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","18","4,78","67","4,68"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 247","Професионална гимназия по химични технологии ""Акад. Н. Д. Зелинский""","101","3,90","0","0,00","0","0,00","0","0,00","8","3,02","0","0,00","10","3,99","11","3,48","29","4,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","58","3,89","159","3,90"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 250","Професионална техническа гимназия","24","3,06","0","0,00","0","0,00","0","0,00","2","2,66","0","0,00","2","2,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","2,82","28","3,03"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 240","Спортно училище  ""Юрий Гагарин""","39","3,43","0","0,00","0","0,00","0","0,00","1","3,20","0","0,00","13","3,68","0","0,00","3","3,73","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,66","56","3,50"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 242","Професионална гимназия по туризъм ""Проф. д-р Асен Златаров""","218","3,88","0","0,00","1","3,67","0","0,00","4","4,11","0","0,00","15","3,79","35","3,77","24","4,74","1","5,92","0","0,00","0","0,00","0","0,00","0","0,00","80","4,11","298","3,94"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 243","Професионална гимназия по морско корабоплаване и риболов ""Свети Никола""","0","0,00","0","0,00","0","0,00","0","0,00","1","3,53","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,53","1","3,53"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 244","Професионална гимназия по механоелектротехника и електроника","153","4,02","3","4,13","14","4,21","1","5,01","4","3,82","0","0,00","25","3,89","32","3,62","62","4,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","141","4,21","294","4,11"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 245","Професионална гимназия по строителство, архитектура и геодезия ""Кольо Фичето""","142","4,19","8","3,81","3","5,01","0","0,00","11","3,29","0","0,00","62","3,99","29","4,22","27","4,91","2","5,09","0","0,00","0","0,00","0","0,00","0","0,00","142","4,18","284","4,19"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 246","Търговска гимназия","155","4,92","6","4,45","4","4,89","0","0,00","7","4,35","0","0,00","15","4,47","35","4,62","65","5,22","2","6,00","0","0,00","0","0,00","0","0,00","0","0,00","134","4,90","289","4,91"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 248","Професионална гимназия по  електротехника и електроника ""Константин Фотинов""","64","3,72","0","0,00","1","3,20","0","0,00","4","3,28","0","0,00","9","3,91","24","3,65","19","4,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","57","4,00","121","3,85"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 249","Професионална гимназия по транспорт","27","2,93","0","0,00","0","0,00","0","0,00","1","2,35","0","0,00","2","2,49","25","3,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","3,02","55","2,97"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 251","Професионална гимназия по  дървообработване ""Георги Кондолов""","12","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,38","8","3,55","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","9","3,53","21","3,38"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 252","Професионална гимназия  по сградостроителство и инсталации ""Пеньо Пенев""","19","2,72","0","0,00","0","0,00","0","0,00","3","3,08","1","2,53","2","3,13","6","3,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","3,08","31","2,86"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 235","Профилирана гимназия за романски езици ""Георги Стойков Раковски""","172","4,93","5","4,68","0","0,00","0","0,00","1","4,64","0","0,00","13","4,40","29","4,46","83","5,28","0","0,00","0","0,00","13","5,08","22","4,94","6","4,92","172","4,98","344","4,96"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 236","Английска езикова гимназия ""Гео Милев""","163","5,06","9","4,40","0","0,00","2","5,35","1","3,98","0","0,00","17","4,57","6","5,24","128","5,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","163","5,32","326","5,19"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 237","Немска езикова гимназия ""Гьоте""","148","5,45","9","4,62","1","5,18","0","0,00","0","0,00","0","0,00","1","5,09","7","5,26","66","5,68","0","0,00","64","5,64","0","0,00","0","0,00","0","0,00","148","5,57","296","5,51"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 238","Профилирана гимназия за чужди езици ""Васил Левски""","149","4,78","1","3,25","1","4,12","0","0,00","8","4,38","0","0,00","15","4,25","6","4,77","33","4,95","83","4,90","1","5,01","0","0,00","0","0,00","0","0,00","148","4,80","297","4,79"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 239","Профилирана природоматематическа гимназия  ""Академик Никола Обрешков""","158","5,33","106","5,66","1","6,00","0","0,00","2","4,71","1","6,00","5","5,30","10","5,79","32","5,71","0","0,00","1","4,35","0","0,00","0","0,00","0","0,00","158","5,65","316","5,49"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 221","Средно училище  ""Христо Ботев""","2","4,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,90","1","3,48","0","0,00","0","0,00","0","0,00","0","0,00","2","3,69","4","3,85"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 227","Средно училище  ""Иван Вазов""","20","3,50","0","0,00","1","3,10","0","0,00","1","2,70","0","0,00","5","3,74","6","3,29","6","4,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","19","3,79","39","3,64"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 228","Средно училище  "" Йордан Йовков""","8","3,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","3,11","2","5,24","1","5,68","0","0,00","0","0,00","0","0,00","0","0,00","8","3,96","16","3,79"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 229","Средно училище  ""Епископ Константин Преславски""","23","3,72","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,77","5","4,01","8","4,54","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","4,12","44","3,91"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 230","Средно училище ""Димчо Дебелянов""","17","3,45","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,70","11","3,55","4","4,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","16","3,86","33","3,65"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 231","Средно училище Добри Чинтулов""","22","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,49","2","4,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","22","3,56","44","3,45"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 232","Средно училище  ""Константин Петканов""","18","3,40","0","0,00","0","0,00","0","0,00","3","2,86","0","0,00","11","3,16","6","4,21","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,43","38","3,41"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 233","Средно училище  ""Петко Росен""","20","3,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,22","23","3,17"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 234","Средно училище ""Св. св. Кирил и Методий""","43","3,79","1","2,90","0","0,00","0","0,00","5","2,93","0","0,00","15","3,74","6","3,74","16","4,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","3,95","86","3,87"
"БУРГАС","БУРГАС","ГР.БУРГАС","200 255","Вечерно средно училище "" Захари Стоянов""","37","3,37","0","0,00","3","3,73","0","0,00","3","3,16","0","0,00","16","3,28","12","3,33","3","4,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","37","3,44","74","3,41"
