"﻿Област","Община","Населено място","Код по Админ","Училище","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ","ИСТ","ИСТ","ФА","ФА","ГЕО","ГЕО","ХООС","ХООС","ФИЛ","ФИЛ","БЗО","БЗО","АЕ","АЕ","РЕ","РЕ","НЕ","НЕ","ИспЕ","ИспЕ","ФрЕ","ФрЕ","ИтЕ","ИтЕ","2ДЗИ","2ДЗИ","общо","общо"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","800 094","Средно училище  "" Йордан Йовков ""","21","4,29","2","3,17","2","5,08","0","0,00","0","0,00","0","0,00","7","4,75","7","5,08","1","5,07","2","3,30","0","0,00","0","0,00","0","0,00","0","0,00","21","4,62","42","4,45"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","800 109","Средно училище  ""Асен Златаров""","12","4,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","4,38"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","909 201","Средно училище ""Васил Левски""","16","4,16","1","4,84","0","0,00","4","4,50","0","0,00","0","0,00","0","0,00","9","4,37","2","5,48","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","16","4,57","32","4,37"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 314","Професионална гимназия ""Руска Пеева""","32","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","32","3,08"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","909 301","Средно училище ""Христо Ботев""","23","3,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","4,61","3","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","4,43","46","4,10"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПРИПЕК","909 315","Средно училище ""Паисий Хилендарски""","10","4,71","0","0,00","0","0,00","0","0,00","1","3,73","0","0,00","0","0,00","9","5,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","5,15","20","4,93"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","909 402","Средно училище  ""Никола Йонков Вапцаров ""","25","4,17","0","0,00","1","3,36","0","0,00","0","0,00","0","0,00","0","0,00","20","5,01","3","4,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","24","4,85","49","4,50"
"КЪРДЖАЛИ","КИРКОВО","С.КИРКОВО","909 401","Средно училище ""Отец Паисий""","33","4,44","0","0,00","0","0,00","0","0,00","11","4,76","0","0,00","0","0,00","11","5,50","1","5,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","5,15","56","4,74"
"КЪРДЖАЛИ","КИРКОВО","С.ЧОРБАДЖИЙСКО","909 403","Средно училище "" Христо Ботев ""","44","4,54","0","0,00","0","0,00","0","0,00","39","3,97","0","0,00","0","0,00","0","0,00","2","5,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","41","4,05","85","4,31"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 503","Професионална гимназия по транспорт  ""Христо Смирненски""","35","2,90","0","0,00","1","3,00","0","0,00","1","2,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,72","37","2,89"
"КЪРДЖАЛИ","КРУМОВГРАД","ГР.КРУМОВГРАД","909 501","Средно училище ""Васил Левски""","96","4,05","5","3,99","3","5,10","1","4,21","11","4,55","2","4,78","3","4,88","60","4,00","11","4,93","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","96","4,25","192","4,15"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 108","Професионална гимназия по икономика ""Алеко Константинов""","104","3,56","0","0,00","2","2,60","0","0,00","3","3,05","0","0,00","0","0,00","6","3,09","2","3,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","13","3,14","117","3,51"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 109","Професионална гимназия  по туризъм ""Проф. д-р Асен Златаров""","71","3,02","0","0,00","0","0,00","0","0,00","3","2,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","2,38","74","2,99"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 110","Професионална гимназия  ""Васил Левски""","6","2,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,84"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 111","Професионална гимназия по облекло и дизайн ""Евридика""","9","2,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","9","2,57"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 112","Професионална гимназия по електротехника и електроника ""Капитан Петко войвода""","29","3,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,83","24","3,52","2","4,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","3,53","57","3,38"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 114","Професионална гимназия по  строителство ""Христо Смирненски""","22","3,25","0","0,00","0","0,00","0","0,00","2","2,94","0","0,00","0","0,00","15","3,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,33","39","3,28"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 113","Професионална гимназия  по селско и горско стопанство","29","2,76","0","0,00","0","0,00","0","0,00","4","2,97","0","0,00","0","0,00","2","2,55","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,83","35","2,77"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 107","Езикова гимназия ""Христо Ботев""","166","5,09","21","4,70","10","5,09","0","0,00","12","3,63","0","0,00","18","4,61","16","4,50","51","5,53","0","0,00","36","5,62","0","0,00","1","4,98","0","0,00","165","5,08","331","5,08"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 101","Средно училище ""Владимир Димитров - Майстора""","8","3,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","3,82","1","5,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","4,01","16","3,90"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 103","Средно училище ""Йордан Йовков""","50","3,19","1","5,56","3","3,93","0","0,00","3","3,54","0","0,00","1","3,36","42","3,56","1","5,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","51","3,65","101","3,42"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 105","Средно училище ""Отец Паисий"" с природоматематическа насоченост","77","3,96","0","0,00","2","4,18","0","0,00","22","3,70","0","0,00","0","0,00","35","4,27","17","4,40","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","76","4,13","153","4,04"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 106","Средно училище  ""Петко Рачов Славейков""","93","4,70","7","5,17","0","0,00","0","0,00","27","4,34","0","0,00","2","5,18","16","4,80","40","4,90","0","0,00","1","4,76","0","0,00","0","0,00","0","0,00","93","4,74","186","4,72"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 613","Духовно Училище","23","4,20","0","0,00","1","3,53","0","0,00","17","4,26","0","0,00","0","0,00","5","4,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","4,32","46","4,26"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 603","Професионална гимназия по туризъм и хранително-вкусова промишленост ""Св. Св. Кирил и Методий""","41","2,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","41","2,90"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 601","Средно училище ""Никола Йонков Вапцаров""","28","3,85","0","0,00","8","4,67","0","0,00","0","0,00","0","0,00","1","4,59","18","3,87","1","5,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","4,19","56","4,02"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНООЧЕНЕ","909 701","Средно училище ""Христо Смирненски""","38","3,46","0","0,00","0","0,00","0","0,00","11","3,75","0","0,00","0","0,00","23","4,76","2","4,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","36","4,43","74","3,93"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 018","Средно училище ""Доктор Петър Берон""","5","3,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","3,26"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 002 451","Професионална гимназия","3","2,73","0","0,00","1","2,75","0","0,00","0","0,00","0","0,00","1","2,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,82","5","2,76"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 016","Средно училище  ""Христо Ботев""","10","3,42","0","0,00","0","0,00","0","0,00","5","2,99","0","0,00","1","3,31","1","3,20","3","4,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,45","20","3,44"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 049","Професионална гимназия по облекло и стопанско управление","48","3,67","0","0,00","1","5,67","1","3,31","1","3,28","0","0,00","1","4,04","37","3,70","8","4,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","49","3,88","97","3,77"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 051","Професионална гимназия по транспорт","13","2,74","0","0,00","1","2,75","0","0,00","0","0,00","0","0,00","6","3,08","6","2,95","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","13","2,99","26","2,87"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 136","Професионална гимназия ""Акад. Сергей П. Корольов""","50","3,48","1","4,50","1","3,43","0","0,00","5","3,73","0","0,00","18","3,52","14","3,08","4","4,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","3,49","93","3,49"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 002 137","Професионална гимназия  по хранително - вкусови и химични технологии","40","3,59","0","0,00","0","0,00","0","0,00","1","4,18","0","0,00","6","3,35","15","4,01","1","4,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","3,86","63","3,69"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 052","Профилирана гимназия ""Христо Ботев""","118","4,64","8","4,28","8","4,76","0","0,00","4","3,62","0","0,00","33","4,43","35","4,61","27","5,11","2","5,73","0","0,00","0","0,00","0","0,00","0","0,00","117","4,65","235","4,64"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 035","Средно езиково училище ""Св. Паисий Хилендарски""","25","4,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","4,00","6","4,41","16","5,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","4,97","50","4,77"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","ГР.КОЧЕРИНОВО","1 000 025","Средно училище ""Христо Ботев""","15","3,71","0","0,00","1","3,08","0","0,00","2","5,43","0","0,00","10","3,71","0","0,00","1","3,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,93","29","3,82"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 360","Професионална техническа гимназия ""Джон Атанасов""","22","2,72","0","0,00","0","0,00","0","0,00","22","2,57","0","0,00","0","0,00","2","2,85","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","24","2,60","46","2,65"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 380","Професионална гимназия по икономика и  мениджмънт ""Йордан Захариев""","110","3,92","0","0,00","0","0,00","0","0,00","34","3,52","0","0,00","16","4,11","48","3,65","12","4,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","110","3,74","220","3,83"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 420","Професионална гимназия по туризъм ""Никола Йонков Вапцаров""","37","3,36","0","0,00","1","3,50","0","0,00","2","2,82","0","0,00","2","3,46","30","3,34","4","4,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","39","3,41","76","3,38"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 670","Професионална гимназия по лека промишленост ""Владимир Димитров-Майстора""","17","2,77","0","0,00","1","2,62","0","0,00","1","2,55","0","0,00","1","3,18","0","0,00","1","3,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,01","21","2,82"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 000 540","Езикова гимназия ""Д-р Петър Берон""","77","4,86","1","3,49","1","4,53","0","0,00","7","4,72","0","0,00","11","4,68","17","5,07","40","5,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","77","5,09","154","4,98"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 000 550","Природоматематическа гимназия  ""Проф. Емануил Иванов""","99","5,01","50","4,94","1","4,98","0","0,00","10","5,01","0","0,00","8","4,75","12","5,07","18","5,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","99","5,08","198","5,04"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 390","Спортно училище  ""Васил Левски""","19","2,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,16","23","2,93"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","ГР.САПАРЕВА БАНЯ","1 000 009","Средно училище  ""Христо Ботев""","1","2,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,14","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,14","2","2,92"
"ЛОВЕЧ","АПРИЛЦИ","ГР.АПРИЛЦИ","1 100 108","Средно училище ""Васил Левски""","10","3,66","0","0,00","0","0,00","0","0,00","9","3,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","9","3,89","19","3,77"
"ЛОВЕЧ","ЛЕТНИЦА","ГР.ЛЕТНИЦА","1 100 201","Средно училище ""Бачо Киро""","15","3,44","1","3,03","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,46","0","0,00","0","0,00","0","0,00","0","0,00","2","4,25","17","3,54"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 324","Средно училище ""Димитър Митев""","5","2,96","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","2,96"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 322","Професионална гимназия по механоелектротехника","63","3,49","0","0,00","0","0,00","0","0,00","20","3,33","0","0,00","13","3,42","0","0,00","12","4,02","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","45","3,54","108","3,51"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 329","Национална професионална гимназия по ветеринарна медицина ""Проф. д-р Димитър Димов""","59","3,73","0","0,00","0","0,00","0","0,00","1","3,92","0","0,00","1","3,03","21","3,99","1","4,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","24","3,96","83","3,80"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 331","Професионална гимназия по икономика търговия и услуги","33","3,80","0","0,00","0","0,00","0","0,00","34","3,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,01","0","0,00","0","0,00","0","0,00","35","3,54","68","3,67"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 320","Профилирана природо-математическа гимназия","98","4,49","29","4,42","11","3,75","0","0,00","12","3,54","0","0,00","5","4,31","14","4,39","27","4,90","0","0,00","1","2,92","0","0,00","0","0,00","0","0,00","99","4,34","197","4,42"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 328","Профилирана езикова гимназия ""Екзарх Йосиф I""","180","5,39","23","4,35","10","4,27","0","0,00","6","4,62","0","0,00","4","4,81","8","5,49","82","5,51","0","0,00","38","5,36","0","0,00","9","5,09","0","0,00","180","5,19","360","5,29"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 316","Средно училище ""Тодор Кирков""","18","3,29","0","0,00","4","3,49","0","0,00","11","3,00","0","0,00","2","3,03","1","3,67","1","3,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","19","3,15","37","3,22"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 318","Средно училище ""Свети Климент Охридски""","14","3,96","0","0,00","1","5,15","0","0,00","7","3,79","0","0,00","2","4,38","5","3,65","1","4,15","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","16","3,93","30","3,94"
"ЛОВЕЧ","ЛУКОВИТ","ГР.ЛУКОВИТ","1 100 410","Професионална гимназия по селско стопанство ""Сергей Румянцев""","28","3,61","0","0,00","0","0,00","0","0,00","3","2,88","0","0,00","3","2,82","0","0,00","1","2,97","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","2,87","35","3,46"
"ЛОВЕЧ","ЛУКОВИТ","ГР.ЛУКОВИТ","1 100 402","Средно училище ""Алеко Константинов""","48","4,09","0","0,00","4","3,80","0","0,00","24","3,38","0","0,00","9","3,70","7","4,28","10","4,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","54","3,83","102","3,95"
"ЛОВЕЧ","ТЕТЕВЕН","ГР.ТЕТЕВЕН","1 100 511","Национална професионална гимназия по горско стопанство и дървообработване ""Сава Младенов""","62","3,35","0","0,00","1","5,71","0","0,00","40","3,07","0","0,00","0","0,00","12","3,98","2","5,19","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","55","3,39","117","3,37"
"ЛОВЕЧ","ТЕТЕВЕН","ГР.ТЕТЕВЕН","1 100 514","Професионална гимназия по строителство  електротехника и услуги","16","3,35","0","0,00","0","0,00","0","0,00","3","3,67","0","0,00","0","0,00","3","3,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","3,56","22","3,41"
"ЛОВЕЧ","ТЕТЕВЕН","ГР.ТЕТЕВЕН","1 100 509","Средно училище ""Георги Бенковски""","57","4,04","1","4,18","0","0,00","0","0,00","2","4,26","0","0,00","0","0,00","48","4,17","5","5,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","56","4,25","113","4,14"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","2 902 502","Национално училище за приложни изкуства  ""Проф. Венко Колев ""","14","4,19","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","4,19"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 616","Професионална гимназия по механоелектротехника","36","3,18","0","0,00","0","0,00","0","0,00","3","3,83","0","0,00","0","0,00","0","0,00","4","4,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","4,36","43","3,37"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 612","Средно училище ""Васил Левски""","69","5,10","3","5,38","1","5,98","1","2,92","23","4,75","0","0,00","1","3,92","1","4,18","31","5,67","0","0,00","0","0,00","1","5,82","0","0,00","0","0,00","62","5,23","131","5,16"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 613","Средно училище ""Свети Климент Охридски""","33","4,35","4","4,29","0","0,00","0","0,00","13","3,98","0","0,00","0","0,00","5","3,86","11","5,52","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","33","4,51","66","4,43"
"ЛОВЕЧ","ТРОЯН","С.ЧЕРНИ ОСЪМ","1 100 610","Средно училище ""Васил Левски""","11","3,64","0","0,00","1","4,38","0","0,00","5","3,61","0","0,00","0","0,00","0","0,00","5","4,20","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","3,95","22","3,79"
"ЛОВЕЧ","УГЪРЧИН","ГР.УГЪРЧИН","1 100 705","Средно училище ""Св. Св. Кирил и Методий""","24","3,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,61","41","3,44"
"ЛОВЕЧ","ЯБЛАНИЦА","ГР.ЯБЛАНИЦА","1 100 805","Средно училище ""Васил Левски""","27","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,84","29","3,27"
"МОНТАНА","БЕРКОВИЦА","ГР.БЕРКОВИЦА","1 202 011","Лесотехническа професионална гимназия","33","3,82","0","0,00","0","0,00","0","0,00","16","3,29","0","0,00","9","4,13","1","5,46","5","4,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","31","3,75","64","3,79"
"МОНТАНА","БЕРКОВИЦА","ГР.БЕРКОВИЦА","1 202 000","Профилирана гимназия ""Д-р Иван Панов""","27","4,46","0","0,00","1","3,59","0","0,00","5","3,30","0","0,00","1","4,41","4","3,47","14","5,02","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","4,35","52","4,41"
"МОНТАНА","БОЙЧИНОВЦИ","ГР.БОЙЧИНОВЦИ","1 203 000","Средно училище ""Васил Левски""","4","3,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,32","8","3,28"
"МОНТАНА","БОЙЧИНОВЦИ","С.ВЛАДИМИРОВО","1 202 052","Професионална гимназия по транспорт ""Вл.П.Минчев""","31","3,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,42","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,42","46","3,31"
"МОНТАНА","БРУСАРЦИ","ГР.БРУСАРЦИ","1 204 000","Средно училище  ""Христо Ботев""","7","3,60","0","0,00","0","0,00","0","0,00","4","3,23","0","0,00","0","0,00","1","4,01","1","2,51","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","3,24","13","3,44"
"МОНТАНА","ВЪЛЧЕДРЪМ","ГР.ВЪЛЧЕДРЪМ","1 207 000","Професионална Гимназия ""Димитър Маринов""","11","3,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","3,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","3,65","22","3,63"
"МОНТАНА","ВЪРШЕЦ","ГР.ВЪРШЕЦ","1 208 002","Средно училище Иван Вазов","27","4,72","1","5,74","0","0,00","0","0,00","9","4,26","0","0,00","0","0,00","10","4,68","8","4,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","4,64","55","4,68"
"МОНТАНА","ГЕОРГИ ДАМЯНОВО","С.ГЕОРГИ ДАМЯНОВО","1 206 005","Професионална гимназия  по селско стопанство ""Марко Марков""","12","2,89","0","0,00","0","0,00","0","0,00","2","2,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,62","14","2,85"
"МОНТАНА","ЛОМ","ГР.ЛОМ","1 209 012","Професионална гимназия  по производствени технологии","45","3,93","0","0,00","0","0,00","0","0,00","33","3,45","0","0,00","3","4,26","4","4,32","6","5,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","46","3,79","91","3,86"
"МОНТАНА","ЛОМ","ГР.ЛОМ","1 202 036","Професионална гимназия по хранене и  земеделие ""Дмитрий Иванович Менделеев""","25","3,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,94","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,94","31","3,28"
"МОНТАНА","ЛОМ","ГР.ЛОМ","1 209 006","Профилирана гимназия  ""Найден Геров""","42","4,66","1","5,98","0","0,00","0","0,00","9","4,15","0","0,00","7","4,89","5","5,28","19","5,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","41","5,00","83","4,83"
"МОНТАНА","ЛОМ","ГР.ЛОМ","1 209 003","Средно училище ""Отец Паисий""","5","3,50","0","0,00","0","0,00","0","0,00","3","3,35","0","0,00","1","3,98","1","3,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","3,46","10","3,48"
"МОНТАНА","ЛОМ","ГР.ЛОМ","1 209 005","Средно училище ""Димитър Маринов""","35","4,43","0","0,00","2","4,17","0","0,00","0","0,00","0","0,00","20","4,18","3","5,02","10","5,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","35","4,52","70","4,47"
"МОНТАНА","ЛОМ","С.КОВАЧИЦА","1 209 013","Професионална гимназия по селско стопанство ""Дунавска земя""","8","3,35","0","0,00","0","0,00","0","0,00","4","2,87","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","2,87","12","3,19"
"МОНТАНА","МЕДКОВЕЦ","С.МЕДКОВЕЦ","1 205 000","Средно училище ""Отец Паисий""","12","3,15","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,38","22","3,25"
"МОНТАНА","МОНТАНА","ГР.МОНТАНА","1 201 021","Финансово-стопанска професионална гимназия ""Васил Левски""","91","4,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","4,08","8","5,14","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","13","4,73","104","4,53"
