"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ Ср. успех в точки"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.МУСОМИЩА","Основно училище ""Христо Ботев""","103405","14","50.5","14","24.71"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГОРНО ДРЯНОВО","Основно училище "" Св. Паисий Хилендарски""","103006","8","34.81","8","22.44"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГЪРМЕН","Средно училище ""Св.Св.Кирил и Методий""","101301","24","44.02","23","59.27"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЕБРЕН","Обединено училище ""Св. Климент Охридски""","103005","26","54.27","26","54.15"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДОЛНО ДРЯНОВО","Обединено училище ""Христо Ботев""","103008","11","62.09","11","54.25"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЪБНИЦА","Обединено училище ""Христо Ботев""","103019","15","45.9","15","22.33"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ОГНЯНОВО","Основно училище ""Пейо Крачолов Яворов""","103004","13","69.19","13","64.62"
"БЛАГОЕВГРАД","ГЪРМЕН","С.РИБНОВО","Средно училище ""Йордан Йовков""","103002","26","46.48","26","55.9"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ХВОСТЯНЕ","Основно училище""Димитър Талев""","103009","9","43.44","9","27.53"
"БЛАГОЕВГРАД","КРЕСНА","ГР.КРЕСНА","Средно училище ""Св.Паисий Хилендарски""","105101","32","55.63","32","33.74"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Никола Йонков Вапцаров""","103310","75","50.65","74","30.57"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Антон Попов""","104002","24","14.5","23","13.53"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Първо основно училище ""Кочо Мавродиев""","104006","39","46.68","38","48.55"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Трето основно училище ""Гоце Делчев""","104007","63","57.16","63","37.93"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Четвърто основно училище""Христо Смирненски"" в сградата на ПГМЕТ ""Юрий Гагарин""","104008","65","58.68","65","45.02"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КАВРАКИРОВО","Основно училище ""Св.Св. Кирил и Методий""","104024","19","52.87","19","46.63"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КОЛАРОВО","Средно училище ""Васил Левски""","104003","10","62.25","10","47.48"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КЪРНАЛОВО","Осноно училище ""Братя Миладинови""","104025","13","53.96","13","35.96"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МАРИКОСТИНОВО","Основно училище ""Св. Св. Кирил и Методий""","104018","10","42.85","10","18.4"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПЪРВОМАЙ","Средно училище ""Св.Паисий Хилендарски""","104004","29","59.14","29","38.93"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.РУПИТЕ","Основно училище ""Св.Св. Кирил и Методий""","104017","9","43.33","9","28.61"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.СКРЪТ","Основно училище ""Пейо Крачолов Яворов""","104005","10","54.2","10","51.68"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Средно училище ""Братя Петър и Иван Каназиреви""","103501","54","56.91","54","40.05"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Основно училище ""Никола Парапунов""","103502","82","59","81","44.94"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАНЯ","Основно училище""Св. Паисий Хилендарски""","103503","28","59.79","28","40.82"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАЧЕВО","Основно училище ""Св. Св. Кирил и Методий""","103504","18","47.67","18","29.57"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ГОРНО ДРАГЛИЩЕ","Основно училище ""Неофит Рилски""","103506","8","53.56","8","34.28"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ЕЛЕШНИЦА","Основно училище""Братя Миладинови""","103508","6","65.33","6","50.25"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Второ основно училище ""Христо Смирненски""","102606","90","56.96","90","45.84"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Първо основно училище ""Свети Климент Охридски""","104104","66","57.79","66","41.2"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Трето основно училище ""Христо Ботев""","104106","94","68.27","94","42.92"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Четвърто основно училище "" Св. Св. Козма и Дамян ""","104107","28","57.73","28","33.85"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Спортно училище","109185","9","41.83","9","35.36"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДАМЯНИЦА","Основно училище ""Св.СвКирил и Методий""","104113","15","36.83","15","22.63"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КАТУНЦИ","Основно училище""Христо Ботев""","104116","2","14","2","16"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СКЛАВЕ","Основно училище ""Братя Миладинови""","104111","13","20.62","13","20.1"
"БЛАГОЕВГРАД","САТОВЧА","С.ВАКЛИНОВО","Основно училище ""Стефка Събчева""","109057","6","58.92","6","39.88"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","Средно училище ""Христо Ботев""","109030","26","50.5","26","43.95"
"БЛАГОЕВГРАД","САТОВЧА","С.ГОДЕШЕВО","Основно училище ""Братя Миладинови""","109038","3","37.5","3","29.92"
"БЛАГОЕВГРАД","САТОВЧА","С.ДОЛЕН","Основно училище "" Св. Св. Кирил и Методий""","109068","2","67","2","41.5"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","Средно училище ""Христо Смирненски""","109055","24","52.48","24","48.01"
"БЛАГОЕВГРАД","САТОВЧА","С.ПЛЕТЕНА","Обединено училище ""Св. Св. Кирил и Методий""","109054","12","54.63","12","42.13"
"БЛАГОЕВГРАД","САТОВЧА","С.САТОВЧА","Средно училище ""Св. Св. Кирил и Методий""","109050","26","57.08","25","39.7"
"БЛАГОЕВГРАД","САТОВЧА","С.СЛАЩЕН","Средно училище ""Свети Климент Охридски""","109037","11","56.27","11","39.09"
"БЛАГОЕВГРАД","САТОВЧА","С.ТУХОВИЩА","Основно училище ""Св.св.Кирил и Методий""","109039","5","50.2","5","31.2"
"БЛАГОЕВГРАД","СИМИТЛИ","ГР.СИМИТЛИ","Средно училище ""Св. Св. Кирил и Методий""","103133","47","47.15","47","26.17"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ДОЛНО ОСЕНОВО","Обединено училище ""Св.Паисий Хилендарски""","109107","22","45.5","22","28.95"
"БЛАГОЕВГРАД","СИМИТЛИ","С.КРУПНИК","Средно училище ""Св.св.Кирил и Методий""","109102","25","43.34","24","29.79"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.МИКРЕВО","Средно училище ""Св. Паисий Хилендарски""","108100","30","32.18","30","24.9"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","ГР.ХАДЖИДИМОВО","Средно училище ""Никола Йонков Вапцаров""","108001","18","51.72","18","41.76"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.АБЛАНИЦА","Средно училище Св. Паисий Хилендарски""","108004","26","58.19","26","37.82"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЕСЛЕН","Основно училище ""Гоце Делчев""","108007","8","52.31","8","22.72"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.БЛАТСКА","Основно училище "" Св. Св. Кирил и Методий""","108006","9","40.78","9","28.64"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.КОПРИВЛЕН","Основно училище ""Никола Й. Вапцаров","108003","8","72.56","8","52"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","Средно училище ""Свети Свети Кирил и Методий""","107090","38","42.43","39","44.36"
"БЛАГОЕВГРАД","ЯКОРУДА","С.БЕЛ КАМЕН","Основно училище ""Неофит Рилски""","107020","4","65.63","4","55.38"
"БЛАГОЕВГРАД","ЯКОРУДА","С.КОНАРСКО","Обединено училище ""Братя Миладинови""","107092","11","35.64","11","49.91"
"БЛАГОЕВГРАД","ЯКОРУДА","С.СМОЛЕВО","Обединено училище ""Гоце Делчев ""","107021","16","51.03","16","49.73"
"БЛАГОЕВГРАД","ЯКОРУДА","С.ЮРУКОВО","Обединено училище""Васил Левски""","107094","17","63.47","17","36.69"
"БУРГАС","АЙТОС","ГР.АЙТОС","Основно училище ""Атанас Манчев""","200104","30","12.22","30","27.22"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Христо Ботев""","200112","101","57.37","101","44.74"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Никола Йонков Вапцаров""","200113","50","48.53","50","44.12"
"БУРГАС","АЙТОС","С.КАРАГЕОРГИЕВО","Основно училище ""Св.Св.Кирил и Методий""","200105","12","29.67","12","32.04"
"БУРГАС","АЙТОС","С.МЪГЛЕН","Основно училище ""Христо Ботев""","200107","22","31.43","22","23.25"
"БУРГАС","АЙТОС","С.ПИРНЕ","Основно училище ""Христо Ботев""","200109","23","37.17","23","43.24"
"БУРГАС","АЙТОС","С.ТОПОЛИЦА","Основно училище ""Светлина""","200110","11","46.09","11","24.55"
"БУРГАС","БУРГАС","ГР.БУРГАС","Частно средно езиково училище ""Д-р Мария Монтесори""","200203","11","69.82","11","61.52"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Петко Рачев Славейков""","200205","79","67.71","79","53.57"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Свети княз Борис І""","200206","74","69.51","75","53.22"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Любен Каравелов""","200207","84","58.09","84","45.01"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Найден Геров""","200208","70","61.03","70","40.28"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Антон Страшимиров""","200209","119","70.26","119","55.19"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Свети Климент Охридски""","200210","74","71.26","74","55.06"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Георги Бенковски""","200211","80","72.08","80","53.11"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Пейо Крачолов Яворов""","200212","66","65.66","66","58.06"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Васил Априлов""","200213","113","77.95","113","66.48"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Братя Миладинови""","200214","149","66.44","149","54.01"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Елин Пелин""","200215","144","65.65","144","52.29"
"БУРГАС","БУРГАС","ГР.БУРГАС","Обединено училище ""Васил Левски"" - кв. Горно Езерово","200216","33","7.03","34","9.94"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Христо Ботев"" - кв. Сарафово","200217","24","54.67","24","40.07"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Христо Ботев"" - кв. Победа","200218","83","8.2","80","14.29"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище "" Христо Ботев"" - кв. Долно Езерово","200219","25","55.04","25","38.38"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Христо Ботев"" - кв. Черно море","200221","8","25.94","8","18.72"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Иван Вазов"" - кв. Банево","200222","13","51.92","13","48.29"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище "" Христо Ботев"" - кв. Ветрен","200223","15","54.4","14","58.63"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. Климент Охридски"" - кв. Рудник","200226","24","26.31","24","15.94"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище "" Йордан Йовков""","200228","47","62.64","47","39.29"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Епископ Константин Преславски""","200229","106","58.84","106","44.27"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Димчо Дебелянов""","200230","44","71.14","44","60.31"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище Добри Чинтулов""","200231","28","55.8","28","26.52"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Константин Петканов""","200232","43","53.81","43","35.56"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Петко Росен""","200233","85","51.87","83","36.58"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. св. Кирил и Методий""","200234","106","69.75","106","55.13"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","200239","79","89.04","79","95.3"
"БУРГАС","БУРГАС","ГР.БУРГАС","Спортно училище ""Юрий Гагарин""","200240","56","44.17","54","19.46"
"БУРГАС","БУРГАС","ГР.БУРГАС","Основно училище ""Александър Георгиев-Коджакафалията""","200241","73","83.47","73","68.25"
"БУРГАС","БУРГАС","ГР.БУРГАС","Първо частно основно училище","200259","18","88.5","18","87.24"
"БУРГАС","БУРГАС","ГР.БУРГАС","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","2902103","34","61.18","34","40.1"
"БУРГАС","БУРГАС","ГР.БЪЛГАРОВО","Основно училище ""Васил Левски""","200220","11","45.32","11","34.09"
"БУРГАС","БУРГАС","С.МАРИНКА","Основно училище ""Христо Ботев""","200224","12","31.21","12","25.48"
"БУРГАС","БУРГАС","С.РАВНЕЦ","Основно училище ""Св. Св. Кирил и Методий""","200225","8","21.94","8","18.13"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","Средно училище ""Христо Ботев""","200308","19","47.53","18","24.13"
"БУРГАС","КАМЕНО","С.РУСОКАСТРО","Основно училище "" Иван Вазов""","200304","10","30","10","16.15"
"БУРГАС","КАМЕНО","С.ТРОЯНОВО","Основно училище "" Христо Ботев""","200306","9","48.61","9","37.89"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Основно училище ""Христо Смирненски""","200404","31","53.21","31","52.83"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Основно училище ""Петко Рачев Славейков""","200405","22","18.89","24","21.09"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Св.Св.Кирил и Методий""","200411","48","52.02","48","37.32"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Христо Ботев""","200412","50","56.31","50","43.94"
"БУРГАС","КАРНОБАТ","С.ЕКЗАРХ АНТИМОВО","Основно училище""Христо Ботев""","200406","17","40.85","17","50"
"БУРГАС","КАРНОБАТ","С.КЛИКАЧ","Основно училище Христо Ботев","200408","4","34.13","3","42.08"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","20","44.3","20","38.74"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","129","61.97","129","45.31"
"БУРГАС","НЕСЕБЪР","ГР.ОБЗОР","Обединено училище ""Св.Св.Кирил и Методий""","200601","11","26.14","11","21.11"
"БУРГАС","НЕСЕБЪР","ГР.СВЕТИ ВЛАС","Основно училище ""Свети свети Кирил и Методий""","200606","49","71.47","49","49.64"
"БУРГАС","НЕСЕБЪР","С.ГЮЛЬОВЦА","Основно училище "" Св. Св. Кирил и Методий ""","200602","10","18.7","10","12.83"
"БУРГАС","НЕСЕБЪР","С.КОШАРИЦА","ОСНОВНО УЧИЛИЩЕ ""СВЕТИ ИВАН РИЛСКИ""","200603","14","38.18","15","46.83"
"БУРГАС","НЕСЕБЪР","С.ОРИЗАРЕ","Основно училище ""Георги Стойков Раковски""","200604","14","22.32","14","14.96"
"БУРГАС","НЕСЕБЪР","С.РАВДА","Основно училище "" Св. св. Кирил и Методий ""","200605","29","52.59","29","34.37"
"БУРГАС","НЕСЕБЪР","С.ТЪНКОВО","Основно училище "" Васил Левски ""","200607","11","23.36","11","19.82"
"БУРГАС","ПОМОРИЕ","ГР.КАБЛЕШКОВО","ОУ ""Св. П. Хилендарски""","200702","21","45.02","19","31.47"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Основно училище ""Христо Ботев""","200703","29","38.34","29","27.41"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","81","55.52","81","40.49"
"БУРГАС","ПОМОРИЕ","С.АХЕЛОЙ","Основно училище "" Христо Ботев ""","200704","39","48.9","39","39.67"
"БУРГАС","ПОМОРИЕ","С.БАТА","Основно училище ""Христо Ботев ""","200705","14","30.86","14","21.43"
"БУРГАС","ПОМОРИЕ","С.ГОРИЦА","Основно училище ""Христо Ботев""","200706","4","30.5","4","18.5"
"БУРГАС","ПОМОРИЕ","С.ГЪЛЪБЕЦ","Основно училище ""Георги Стойков Раковски""","200707","8","36.63","8","32.81"
"БУРГАС","ПОМОРИЕ","С.ДЪБНИК","Основно училище "" Елин Пелин""","200708","11","29.59","11","32.09"
"БУРГАС","ПОМОРИЕ","С.ПОРОЙ","Основно училище ""Свети свети Кирил и Методий""","200709","8","50.5","8","32.09"
"БУРГАС","ПОМОРИЕ","С.СТРАЦИН","Основно училище ""Отец Паисий""","200710","14","38.57","14","39.25"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","39","46.35","39","33.05"
"БУРГАС","ПРИМОРСКО","С.НОВО ПАНИЧАРЕВО","Основно Училище ""Христо Ботев""","200801","5","30.3","5","22.85"
"БУРГАС","РУЕН","С.ВРЕСОВО","Основно училище ""Д-р Петър Берон""","200907","7","33.86","7","54.32"
"БУРГАС","РУЕН","С.ДОБРА ПОЛЯНА","Основно училище "" Св. Св. Кирил и Методий""","200908","15","57.4","15","54.72"
"БУРГАС","РУЕН","С.ДЪСКОТНА","Основно училище ""Климент Охридски""","200910","10","48.45","10","54.55"
"БУРГАС","РУЕН","С.ЗАЙЧАР","Основно училище ""Никола Йонков Вапцаров""","200912","6","31.58","6","25"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","23","39.7","23","27.87"
"БУРГАС","РУЕН","С.ПЛАНИНИЦА","Основно училище ""Никола Йонков Вапцаров""","200915","10","32.35","10","57.25"
"БУРГАС","РУЕН","С.ПРОСЕНИК","Обединено училище ""Св. Св. Кирил и Методий""","200918","5","33.4","5","21.15"
"БУРГАС","РУЕН","С.РАЗБОЙНА","Основно Училище ""Д-р Петър Берон""","200919","9","42.11","9","48.83"
"БУРГАС","РУЕН","С.РЕЧИЦА","Основно училище ""Антон Симеонович Макаренко""","200920","8","39.25","8","28.03"
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","42","40.8","42","45.78"
"БУРГАС","РУЕН","С.РЪЖИЦА","Основно училище ""Иван Вазов""","200922","10","50.5","10","61.13"
"БУРГАС","РУЕН","С.СИНИ РИД","Основно училище ""Реджеб Кюпчу""","200923","10","32.5","10","28.83"
"БУРГАС","РУЕН","С.СКАЛАК","Основно училище "" Йордан Йовков""","200924","2","36","2","16.63"
"БУРГАС","РУЕН","С.СНЯГОВО","Основно училище "" Димчо Дебелянов""","200926","8","63.69","8","56.19"
"БУРГАС","РУЕН","С.ТОПЧИЙСКО","Основно училище "" Реджеб Кюпчю""","200928","18","54.44","18","47.65"
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","20","40.85","20","43.86"
"БУРГАС","РУЕН","С.ЧЕРЕША","Основно училище ""Христо Ботев""","200930","3","58","3","58.75"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","19","57.05","19","31.39"
"БУРГАС","СОЗОПОЛ","С.ЗИДАРОВО","Основно училище ""Христо Ботев""","201003","14","25.79","13","17.81"
"БУРГАС","СОЗОПОЛ","С.КРУШЕВЕЦ","Основно училище ""Пейо Крачолов Яворов""","201005","7","24.57","7","14.57"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","Обединено училище ""Христо Ботев""","201007","13","22.69","13","14.54"
"БУРГАС","СОЗОПОЛ","С.ЧЕРНОМОРЕЦ","Основно училище ""Христо Ботев""","201008","21","65.52","21","43.21"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","75","37.64","77","24.07"
"БУРГАС","СРЕДЕЦ","С.ДЕБЕЛТ","Основно училище ""Антон Страшимиров""","201101","14","15.82","14","15.64"
"БУРГАС","СРЕДЕЦ","С.ЗАГОРЦИ","Основно училище ""Св. Св. Кирил и Методий""","201102","6","27.92","6","39"
"БУРГАС","СРЕДЕЦ","С.ФАКИЯ","Основно училище""Никола Йонков Вапцаров""","201103","13","25.23","13","13"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","48","17.74","45","18.29"
"БУРГАС","СУНГУРЛАРЕ","С.ГРОЗДЕН","Основно училище ""Св.св.Кирил и Методий""","201206","8","39.13","8","28.63"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗАРЕВО","Основно училище ""Христо Ботев""","201207","12","23.13","12","14.67"
"БУРГАС","СУНГУРЛАРЕ","С.МАНОЛИЧ","Основно училище ""Св.Св.Кирил и Методий""","201208","2","33","2","15"
"БУРГАС","СУНГУРЛАРЕ","С.ПРИЛЕП","Основно училище ""Васил Левски""","201209","2","50.5","2","7.63"
"БУРГАС","СУНГУРЛАРЕ","С.СЪЕДИНЕНИЕ","Основно училище ""Отец Паисий""","201211","10","30.95","10","31.48"
"БУРГАС","ЦАРЕВО","ГР.АХТОПОЛ","Основно училище""Св.Св.Кирил и Методий""","201304","10","35.15","9","16.06"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","59","55.46","58","29.81"
"ВАРНА","АВРЕН","С.АВРЕН","Основно училище ""Христо Ботев""","400079","6","46.25","6","20.58"
"ВАРНА","АВРЕН","С.ДЪБРАВИНО","Основно училище ""Свети Климент Охридски""","400081","15","17.43","15","14.8"
"ВАРНА","АВРЕН","С.ПРИСЕЛЦИ","Основно училище ""Д-р Петър Берон""","400083","12","48.17","12","31.69"
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","4","19","4","24.5"
