"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ Ср. успех в точки"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","Професионална лесотехническа гимназия""Никола Йонков Вапцаров""","102004","31","28.13","31","34.58"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","Гимназия по туризъм ""Алеко Константинов""","102010","14","25.54","16","14.56"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","Професионална гимназия по електроника и енергетика","102015","54","49.52","54","26.69"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","Средно училище ""Неофит Рилски""","105201","15","49.63","15","37.43"
"БЛАГОЕВГРАД","БЕЛИЦА","ГР.БЕЛИЦА","Средно училище ""Св.Св.Кирил и Методий""","105001","46","48.52","46","58.86"
"БЛАГОЕВГРАД","БЕЛИЦА","ГР.БЕЛИЦА","Професионална гимназия ""Никола Йонков Вапцаров""","105002","35","32.23","34","55.99"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Благоевградска професионална гимназия ""Ичко Бойчев""","100052","59","30","59","18.53"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Седмо средно училище ""Кузман Шапкарев""","100070","25","44.14","24","20.98"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Езикова гимназия ""Акад. Людмил Стоянов""","100190","162","67.98","161","52.04"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Природо-математическа гимназия ""Акад. Сергей Корольов""","100200","153","67.04","153","59.22"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Професионална гимназия по икономика ""Иван Илиев""","100280","105","53.66","105","26.56"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Професионална гимназия по строителство архитектура и геодезия "" Васил Левски""","100300","81","44.2","80","23.06"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Средно училище с изучаване на чужди езици ""Свети Климент Охридски""","101250","27","43.63","26","22.87"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Професионална гимназия по туризъм и лека промишленост ""Гоце Делчев""","101730","47","33.88","47","18.66"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Национална хуманитарна гимназия""Св.св.Кирил и Методий""","101870","135","55.85","134","25.76"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Пето средно училище ""Георги Измирлиев""","102060","18","38.28","18","19.03"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Неврокопска професионална гимназия ""Димитър Талев""","102001","153","51.36","153","28.51"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Природо-математическа гимназия ""Яне Сандански""","102002","130","63.98","130","42.96"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Професионална гимназия по механизация на селското стопанство ""Пейо Крачолов Яворов""","102016","92","43.7","90","42.56"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БРЕЗНИЦА","Средно училище ""Св. Св. Кирил и Методий""","103401","23","35.93","23","28.22"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГЪРМЕН","Средно училище ""Св.Св.Кирил и Методий""","101301","18","33.53","16","37.31"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЕБРЕН","Обединено училище ""Св. Климент Охридски""","103005","14","52.64","14","55.36"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДОЛНО ДРЯНОВО","Обединено училище ""Христо Ботев""","103008","16","44.34","16","32.06"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЪБНИЦА","Обединено училище ""Христо Ботев""","103019","15","35.83","15","21.43"
"БЛАГОЕВГРАД","ГЪРМЕН","С.РИБНОВО","Средно училище ""Йордан Йовков""","103002","41","43.56","41","49.1"
"БЛАГОЕВГРАД","КРЕСНА","ГР.КРЕСНА","Средно училище ""Св.Паисий Хилендарски""","105101","16","42.47","16","19.84"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Професионална гимназия по механоелектротехника ""Юрий Гагарин""","102009","48","21.09","47","14.98"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Професионална гимназия по икономика и туризъм "" Проф. д-р Асен Златаров""","102014","96","36.19","92","17.98"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Никола Йонков Вапцаров""","103310","45","45.46","45","31.29"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Профилирана гимназия ""Пейо Крачолов Яворов""","104001","135","54.6","134","35.84"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Антон Попов""","104002","15","12.63","16","17.37"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КОЛАРОВО","Средно училище ""Васил Левски""","104003","12","46.5","12","32.42"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПЪРВОМАЙ","Средно училище ""Св.Паисий Хилендарски""","104004","28","52.16","28","48.27"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Разложка професионална гимназия ""Никола Стойчев""","102012","35","47.56","35","34.97"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Професионална гимназия по механизация на селското стопанствo","102017","45","24.68","45","45.9"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Професионална гимназия по транспорт","102113","66","35.11","64","30.87"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Средно училище ""Братя Петър и Иван Каназиреви""","103501","52","61.48","52","43.08"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Професионална техническа гимназия","102007","17","16.18","18","15.56"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Земеделска професионална гимназия ""Климент Аркадиевич Тимирязев""","102013","153","51.49","153","24"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Профилирана гимназия ""Яне Сандански""","104101","114","50.17","110","37.03"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Спортно училище","109185","20","26.9","20","16.88"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","Средно училище ""Христо Ботев""","109030","24","47.96","24","41.77"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","Средно училище ""Христо Смирненски""","109055","22","45.84","22","48.14"
"БЛАГОЕВГРАД","САТОВЧА","С.ПЛЕТЕНА","Обединено училище ""Св. Св. Кирил и Методий""","109054","11","37.77","11","22.68"
"БЛАГОЕВГРАД","САТОВЧА","С.САТОВЧА","Средно училище ""Св. Св. Кирил и Методий""","109050","37","39.68","37","24.96"
"БЛАГОЕВГРАД","САТОВЧА","С.СЛАЩЕН","Средно училище ""Свети Климент Охридски""","109037","26","54.31","26","42.6"
"БЛАГОЕВГРАД","СИМИТЛИ","ГР.СИМИТЛИ","Средно училище ""Св. Св. Кирил и Методий""","103133","18","29.28","18","17.92"
"БЛАГОЕВГРАД","СИМИТЛИ","С.ДОЛНО ОСЕНОВО","Обединено училище ""Св.Паисий Хилендарски""","109107","13","38.58","13","25.15"
"БЛАГОЕВГРАД","СИМИТЛИ","С.КРУПНИК","Средно училище ""Св.св.Кирил и Методий""","109102","16","24.09","14","14"
"БЛАГОЕВГРАД","СТРУМЯНИ","С.МИКРЕВО","Средно училище ""Св. Паисий Хилендарски""","108100","16","13.84","17","15.82"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","ГР.ХАДЖИДИМОВО","Средно училище ""Никола Йонков Вапцаров""","108001","18","38.67","18","25.22"
"БЛАГОЕВГРАД","ХАДЖИДИМОВО","С.АБЛАНИЦА","Средно училище Св. Паисий Хилендарски""","108004","30","53.63","29","32.14"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","Професионална гимназия ""Петко Рачов Славейков""","102011","33","42.55","32","46.67"
"БЛАГОЕВГРАД","ЯКОРУДА","ГР.ЯКОРУДА","Средно училище ""Свети Свети Кирил и Методий""","107090","37","31.58","34","37.51"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Христо Ботев""","200112","51","54.6","51","34.98"
"БУРГАС","АЙТОС","ГР.АЙТОС","Средно училище ""Никола Йонков Вапцаров""","200113","78","41.46","78","38.84"
"БУРГАС","АЙТОС","ГР.АЙТОС","Професионална гимназия по селско стопанство ""Златна нива""","200114","46","34.65","46","43.59"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по компютърно програмиране и иновации","200120","97","64.09","97","59.26"
"БУРГАС","БУРГАС","ГР.БУРГАС","Обединено училище ""Васил Левски"" - кв. Горно Езерово","200216","17","22.18","15","34.5"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Христо Ботев"" - кв. Черно море","200221","10","27.4","7","32.57"
"БУРГАС","БУРГАС","ГР.БУРГАС","Обединено училище ""Св. Климент Охридски"" - кв. Рудник","200226","12","27.21","12","23.71"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Иван Вазов""","200227","48","38.34","48","18.76"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище "" Йордан Йовков""","200228","25","45.84","24","24.67"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Епископ Константин Преславски""","200229","72","45.22","71","21.7"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Димчо Дебелянов""","200230","23","42.89","23","22.17"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище Добри Чинтулов""","200231","25","42.06","18","16"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Константин Петканов""","200232","39","43.09","39","23.01"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Петко Росен""","200233","22","25.57","21","14.52"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. св. Кирил и Методий""","200234","74","50.61","56","22.74"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана гимназия за романски езици ""Георги Стойков Раковски""","200235","185","63.48","183","35.61"
"БУРГАС","БУРГАС","ГР.БУРГАС","Английска езикова гимназия ""Гео Милев""","200236","158","65.53","156","39.74"
"БУРГАС","БУРГАС","ГР.БУРГАС","Немска езикова гимназия ""Гьоте""","200237","157","69.16","157","66.75"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана гимназия за чужди езици ""Васил Левски""","200238","154","54.03","131","26.25"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","200239","154","78.61","154","86.23"
"БУРГАС","БУРГАС","ГР.БУРГАС","Спортно училище ""Юрий Гагарин""","200240","34","34.51","32","19.53"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по туризъм ""Проф. д-р Асен Златаров""","200242","174","43.09","172","17.15"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по морско корабоплаване и риболов ""Свети Никола""","200243","77","34.33","73","20.76"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по механоелектротехника и електроника","200244","182","48.98","180","27.56"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по строителство, архитектура и геодезия ""Кольо Фичето""","200245","159","58.14","159","27.83"
"БУРГАС","БУРГАС","ГР.БУРГАС","Търговска гимназия","200246","160","61.52","157","34.15"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по химични технологии ""Акад. Н. Д. Зелинский""","200247","122","40.8","120","36.59"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по електротехника и електроника ""Константин Фотинов""","200248","144","41.5","143","20.67"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по транспорт","200249","67","25.49","67","16.78"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална техническа гимназия","200250","21","16.24","20","22.85"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по сградостроителство и инсталации ""Пеньо Пенев""","200252","13","17.96","10","23.6"
"БУРГАС","БУРГАС","ГР.БУРГАС","Частна профилирана гимназия с изучаване на английски език Британика 1998","200258","6","60.75","5","25.9"
"БУРГАС","БУРГАС","ГР.БУРГАС","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","2902103","51","59.68","48","27.63"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","Средно училище ""Христо Ботев""","200308","14","29.14","14","18.04"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Св.Св.Кирил и Методий""","200411","52","58.06","52","52.63"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Христо Ботев""","200412","52","57.5","52","66.36"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Професионална гимназия по селско стопанство","200413","92","37.73","91","36.77"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","14","28","14","45.43"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","75","47.77","75","27.73"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Професионална гимназия по туризъм ""Иван Вазов""","200609","47","25.9","40","15.25"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","26","46.62","25","19.82"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Професионална гимназия по туризъм ""Алеко Константинов""","200712","35","24.07","35","15.27"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","22","33.7","22","21.91"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","47","34.36","46","32.35"
"БУРГАС","РУЕН","С.ПРОСЕНИК","Обединено училище ""Св. Св. Кирил и Методий""","200918","19","18.84","18","17.33"
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","103","53.33","103","49.59"
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","32","35.44","32","37.09"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","28","35.16","28","18.38"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","Обединено училище ""Христо Ботев""","201007","7","22.36","7","12.57"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","24","28.83","24","17.02"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Професионална гимназия по механизация на селското стопанство и електроника ""Никола Йонков Вапцаров""","201106","42","37.11","38","44.57"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","40","25.9","40","21.48"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","50","49.8","49","38.06"
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","16","23.47","16","20.03"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","Средно училище ""Свети Климент Охридски""","400087","26","40.92","26","22.04"
"ВАРНА","АКСАКОВО","ГР.ИГНАТИЕВО","Средно училище ""Свети Свети Кирил и Методий""","400090","20","17.1","20","23.8"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","Обединено училище ""Иван Вазов""","400093","16","30.84","16","28.88"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Средно училище ""Св. св. Кирил и Методий""","400096","34","46.31","33","17.91"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Професионална гимназия ""Свети Димитър Солунски""","400098","22","22.05","24","29.06"
"ВАРНА","БЯЛА","ГР.БЯЛА","Професионална гимназия по селско стопанство и туризъм","400106","22","25.91","21","16.79"
"ВАРНА","ВАРНА","ГР.ВАРНА","Седмо средно училище ""Найден Геров""","400030","49","59.73","49","37.48"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище с езиково обучение ""Ал. С. Пушкин""","400031","105","67.39","102","45.44"
"ВАРНА","ВАРНА","ГР.ВАРНА","Спортно училище ""Георги Бенковски""","400033","79","40.9","75","19.63"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Гео Милев""","400034","55","55.77","55","21.6"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Елин Пелин""","400036","17","30.71","17","47.06"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Любен Каравелов""","400037","21","29.33","21","17.93"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Пейо Крачолов Яворов""","400039","22","45.7","22","18.73"
"ВАРНА","ВАРНА","ГР.ВАРНА","Трета природоматематическа гимназия ""Академик Методий Попов""","400041","131","70.35","131","44.11"
"ВАРНА","ВАРНА","ГР.ВАРНА","ІV Езикова гимназия ""Фредерик Жолио - Кюри""","400042","220","67.64","216","48.24"
"ВАРНА","ВАРНА","ГР.ВАРНА","Гимназия с преподаване на чужди езици ""Йоан Екзарх""","400043","157","70.88","158","56.46"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по икономика ""Д-р Иван Богоров""","400044","156","59.12","154","27.81"
"ВАРНА","ВАРНА","ГР.ВАРНА","Първа езикова гимназия","400045","233","75.87","232","77.47"
"ВАРНА","ВАРНА","ГР.ВАРНА","Математическа гимназия ""Д-р Петър Берон""","400046","210","74.37","210","90.21"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище за хуманитарни науки и изкуства ""Константин Преславски""","400047","209","62.22","206","29.42"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална техническа гимназия","400055","207","49.25","207","22.74"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по химични и хранително-вкусови технологии ""Дм.Ив.Менделеев""","400058","87","47.06","39","38.71"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Аз съм българче""","400061","8","39.63","2","42"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по строителство архитектура и геодезия ""Васил Левски""","400063","146","44.01","144","19.84"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна Търговска Гимназия ""Конто Трейд"" ЕООД","400070","5","46","5","28.1"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна профилирана гимназия ""Антоан дьо Сент-Екзюпери""","400074","26","58.54","18","49.89"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","400076","7","40.14","7","17.43"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по компютърно моделиране и компютърни системи","400104","127","59.26","128","51.34"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска търговска гимназия ""Георги Стойков Раковски""","402030","132","65.27","131","43.48"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по текстил и моден дизайн","402161","83","40.95","83","17.63"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по горско стопанство и дървообработване ""Николай Хайтов""","402172","70","38.42","66","35.8"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска морска гимназия ""Свети Николай Чудотворец""","402183","127","41.88","126","20.3"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по електротехника","403531","165","40.95","163","21.5"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по туризъм ""Професор д-р Асен Златаров""","403534","193","55.89","190","21.28"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Димчо Дебелянов""","403537","49","50.7","48","21.51"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Неофит Бозвели""","403538","41","36.41","41","20.23"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Монтесори Варна"" ООД","403564","2","58.5","2","29.25"
"ВАРНА","ВАРНА","ГР.ВАРНА","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","2902106","77","62.42","75","29.11"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","Средно училище ""Христо Ботев""","400108","22","40.45","22","17.93"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","Средно училище ""Васил Левски""","400112","20","39.35","19","31.18"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","Обединено училище ""Васил Левски""","400117","8","33.06","8","35.31"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","Професионална гимназия по земеделие и горско стопанство","400113","20","19.83","17","29.41"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","Обединено училище ""Св.Иван Рилски""","400119","7","13","6","16"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","Среднo училище ""Васил Левски""","400123","36","25.14","36","15.71"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Средно училище ""Васил Левски""","400126","50","30.87","49","16.47"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Професионална гимназия по селско стопанствo ""Иван Владимирович Мичурин""","400127","58","18.56","56","31.95"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","Средно училище ""Свети Климент Охридски""","400136","58","34.43","57","19.8"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","Средно училище ""Назъм Хикмет""","400142","14","28.5","14","26.64"
"ВАРНА","ДЪЛГОПОЛ","С.ЦОНЕВО","Обединено училище ""Христо Ботев""","400145","13","19.77","13","24.12"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Средно училище ""Димитър Благоев""","400148","43","47.17","43","26.57"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по хотелиерство ресторантьорство и туризъм ""Цар Симеон Велики""","400149","37","14.77","36","14.92"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по селско стопанство ""Земя""","400150","40","35.48","39","35.53"
"ВАРНА","ПРОВАДИЯ","С.БЛЪСКОВО","Обединено училище ""Св.Св.Кирил и Методий""","400152","10","38.1","11","42.18"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Средно училище ""Никола Йонков Вапцаров""","400163","20","45.93","20","22.05"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Професионална гимназия по селско стопанство ""Свети Георги Победоносец""","400166","40","29.65","36","30.18"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана Хуманитарна гимназия "" Свети свети Кирил и Методий""","300121","29","45.09","29","20.59"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Природо-математическа гимназия ""Васил Друмев""","300122","133","73.05","132","63.09"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана езикова гимназия ""Проф. д-р Асен Златаров""","300123","128","65.54","128","35.46"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Емилиян Станев""","300124","79","61.8","78","39.38"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Вела Благоева""","300125","11","50","11","26.59"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Владимир Комаров""","300126","11","30.91","11","16.36"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по строителство архитектура и геодезия ""Ангел Попов""","300128","104","54.8","104","29.34"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Старопрестолна професионална гимназия по икономика","300129","69","51.49","69","25.78"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по електроника ""Александър Степанович Попов""","300130","22","30.73","22","19.86"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по моден дизайн","300131","16","24.69","15","15.7"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по туризъм ""Д-р Васил Берон""","300132","91","44.59","91","24.51"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Частна профилирана гимназия ""АК - Аркус"" ЕООД","300141","48","70.64","48","53.8"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Спортно училище ""Георги Живков""","300143","38","40.18","38","22.71"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Георги Измирлиев""","300216","54","60.23","54","26.14"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Вичо Грънчаров""","300217","43","44.21","42","17.57"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална техническа гимназия ""Васил Левски""","300218","16","24.06","16","18.38"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по електротехника и електроника ""Михайло Василиевич Ломоносов""","300219","74","48.41","74","32.6"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по хранителни технологии ""Проф.д-р Асен Златаров""","300220","36","22.29","35","14.44"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","300221","60","47.16","60","63.54"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","300222","10","31.65","10","18.8"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Средно училище ""Иван Николов Момчилов""","300305","33","43.85","32","24.48"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАЙСКО","Обединено училище ""Отец Паисий""","300304","11","27.09","10","31.2"
