"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ Ср. успех в точки"
"БЛАГОЕВГРАД","БАНСКО","ГР.БАНСКО","Средно училище ""Неофит Рилски""","105201","84","56.38","84","33.13"
"БЛАГОЕВГРАД","БАНСКО","С.ДОБРИНИЩЕ","Основно училище ""Свети Климент Охридски""","105202","14","48.32","14","28.21"
"БЛАГОЕВГРАД","БЕЛИЦА","ГР.БЕЛИЦА","Средно училище ""Св.Св.Кирил и Методий""","105001","30","48.75","29","34.09"
"БЛАГОЕВГРАД","БЕЛИЦА","С.БАБЯК","Основно училище ""Св.св.Кирил и Методий""","105005","16","47.03","16","45.84"
"БЛАГОЕВГРАД","БЕЛИЦА","С.ГОРНО КРАИЩЕ","Основно училище ""Пейо Крачолов Яворов""","105004","9","75.44","9","53.19"
"БЛАГОЕВГРАД","БЕЛИЦА","С.КРАИЩЕ","Основно училище ""Св.Паисий Хилендарски""","105003","27","58.07","27","49.17"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Второ основно училище ""Димитър Благоев""","100020","68","68.91","68","52.27"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Четвърто основно училище "" Димчо Дебелянов""","100040","31","61.34","31","30.59"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Седмо средно училище ""Кузман Шапкарев""","100070","102","69.03","102","51.37"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Единадесето основно училище ""Христо Ботев""","100110","56","58.96","56","29.06"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Природо-математическа гимназия ""Акад. Сергей Корольов""","100200","26","88.5","26","87.33"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Средно училище с изучаване на чужди езици ""Свети Климент Охридски""","101250","47","63.61","47","40.01"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Трето основно училище ""Димитър Талев""","101290","83","71.33","82","53.91"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Осмо средно училище ""Арсени Костенцев""","101580","105","64.45","105","38.77"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Девето основно училище "" Пейо Крачолов Яворов""","101700","17","46.21","17","29.91"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Средно училище ""Иван Вазов""","101880","54","65.76","53","43.55"
"БЛАГОЕВГРАД","БЛАГОЕВГРАД","ГР.БЛАГОЕВГРАД","Пето средно училище ""Георги Измирлиев""","102060","54","70.07","54","46.44"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Природо-математическа гимназия ""Яне Сандански""","102002","15","77.43","15","67.88"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Първо основно училище ""Св. Св. Кирил и Методий""","103402","75","62.17","74","35.75"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Второ основно училище ""Гоце Делчев""","103403","75","63.91","75","31.37"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","ГР.ГОЦЕ ДЕЛЧЕВ","Трето основно училище ""Братя Миладинови""","103404","47","62.48","47","33.3"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БАНИЧАН","Основно училище ""Свети Паисий Хилендарски""","103408","8","44.56","8","22.94"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БОРОВО","Основно училище ""Св. Климент Охридски""","103406","9","47.44","9","12.14"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БРЕЗНИЦА","Средно училище ""Св. Св. Кирил и Методий""","103401","31","53.29","31","24.23"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.БУКОВО","Основно училище "" Иван Вазов""","103407","8","52.44","8","16.09"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.КОРНИЦА","Oбединено училище ""Св. Паисий Хилендарски""","103410","17","49.47","17","37.41"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.ЛЪЖНИЦА","Обединено училище ""Петър Берон""","103409","19","55.97","19","30.58"
"БЛАГОЕВГРАД","ГОЦЕ ДЕЛЧЕВ","С.МУСОМИЩА","Основно училище ""Христо Ботев""","103405","11","56.64","11","37.5"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГОРНО ДРЯНОВО","Основно училище "" Св. Паисий Хилендарски""","103006","12","43.88","10","48.43"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ГЪРМЕН","Средно училище ""Св.Св.Кирил и Методий""","101301","21","28.24","21","25.43"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЕБРЕН","Обединено училище ""Св. Климент Охридски""","103005","20","50.68","20","34.28"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДОЛНО ДРЯНОВО","Обединено училище ""Христо Ботев""","103008","20","58.95","20","35.06"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ДЪБНИЦА","Обединено училище ""Христо Ботев""","103019","9","31.28","9","14.67"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ОГНЯНОВО","Основно училище ""Пейо Крачолов Яворов""","103004","10","61.15","10","68.35"
"БЛАГОЕВГРАД","ГЪРМЕН","С.РИБНОВО","Средно училище ""Йордан Йовков""","103002","44","37.18","43","25.69"
"БЛАГОЕВГРАД","ГЪРМЕН","С.ХВОСТЯНЕ","Основно училище""Димитър Талев""","103009","10","35.25","10","18.65"
"БЛАГОЕВГРАД","КРЕСНА","ГР.КРЕСНА","Средно училище ""Св.Паисий Хилендарски""","105101","33","53.82","33","21"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Никола Йонков Вапцаров""","103310","98","49.01","96","31.99"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Средно училище ""Антон Попов""","104002","45","13.33","46","7.72"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Първо основно училище ""Кочо Мавродиев""","104006","34","37.07","35","21.96"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Трето основно училище ""Гоце Делчев""","104007","53","56.45","53","33.5"
"БЛАГОЕВГРАД","ПЕТРИЧ","ГР.ПЕТРИЧ","Четвърто основно училище""Христо Смирненски""","104008","71","59.66","71","43.86"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КАВРАКИРОВО","Основно училище ""Св.Св. Кирил и Методий""","104024","16","34.75","16","26.38"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КОЛАРОВО","Средно училище ""Васил Левски""","104003","20","38.2","20","16.94"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.КЪРНАЛОВО","Основно училище ""Братя Миладинови""","104025","15","38.23","15","16.42"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.МАРИКОСТИНОВО","Основно училище ""Св. Св. Кирил и Методий""","104018","12","43.54","12","22.4"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.ПЪРВОМАЙ","Средно училище ""Св.Паисий Хилендарски""","104004","28","51.29","28","37.74"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.РУПИТЕ","Основно училище ""Св.Св. Кирил и Методий""","104017","12","32.75","11","27.91"
"БЛАГОЕВГРАД","ПЕТРИЧ","С.СКРЪТ","Основно училище ""Пейо Крачолов Яворов""","104005","18","55.53","18","30.76"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Средно училище ""Братя Петър и Иван Каназиреви""","103501","81","56.35","82","34.58"
"БЛАГОЕВГРАД","РАЗЛОГ","ГР.РАЗЛОГ","Основно училище ""Никола Парапунов""","103502","52","58.7","52","34.43"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАНЯ","Основно училище""Св. Паисий Хилендарски""","103503","21","43.67","21","23"
"БЛАГОЕВГРАД","РАЗЛОГ","С.БАЧЕВО","Основно училище ""Св. Св. Кирил и Методий""","103504","12","35.21","11","22.52"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ГОРНО ДРАГЛИЩЕ","Основно училище ""Неофит Рилски""","103506","6","33.5","6","18.46"
"БЛАГОЕВГРАД","РАЗЛОГ","С.ЕЛЕШНИЦА","Основно училище""Братя Миладинови""","103508","8","42.81","8","33.59"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Второ основно училище ""Христо Смирненски""","102606","71","58.36","71","40.49"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Първо основно училище ""Свети Климент Охридски""","104104","42","55.3","42","37.73"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Трето основно училище ""Христо Ботев""","104106","116","67.86","116","43.36"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Четвърто основно училище "" Св. Св. Козма и Дамян ""","104107","44","59.44","44","34.5"
"БЛАГОЕВГРАД","САНДАНСКИ","ГР.САНДАНСКИ","Спортно училище","109185","15","38.2","10","15.8"
"БЛАГОЕВГРАД","САНДАНСКИ","С.ДАМЯНИЦА","Основно училище ""Св.СвКирил и Методий""","104113","17","46.76","17","33.76"
"БЛАГОЕВГРАД","САНДАНСКИ","С.КАТУНЦИ","Основно училище""Христо Ботев""","104116","4","44.25","4","10"
"БЛАГОЕВГРАД","САНДАНСКИ","С.СКЛАВЕ","Основно училище ""Братя Миладинови""","104111","16","22.63","16","10.13"
"БЛАГОЕВГРАД","САТОВЧА","С.ВАКЛИНОВО","Основно училище ""Стефка Събчева""","109057","4","24.25","4","29.69"
"БЛАГОЕВГРАД","САТОВЧА","С.ВЪЛКОСЕЛ","Средно училище ""Христо Ботев""","109030","19","47.05","19","29.3"
"БЛАГОЕВГРАД","САТОВЧА","С.ГОДЕШЕВО","Основно училище ""Братя Миладинови""","109038","3","66.67","3","45.42"
"БЛАГОЕВГРАД","САТОВЧА","С.КОЧАН","Средно училище ""Христо Смирненски""","109055","24","56.65","24","42.56"
"БЛАГОЕВГРАД","САТОВЧА","С.КРИБУЛ","Основно училище ""Светлина""","109051","4","40.75","4","12"
