Област,Община,Населено място,Училище,Код по Админ,БЕЛ,,МАТ,
,,,,,Явили се,Ср. успех в точки,Явили се,Ср. успех в точки
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,199 Основно Училище Свети Апостол Йоан Богослов,2219199,58,78.09,58,67.5
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"14. средно училище ""Проф. д-р Асен Златаров""",2220014,38,81.26,38,72.63
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"29. Средно училище ""Кузман Шапкарев""",2220029,7,60.14,7,59.79
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"48 ОСНОВНО УЧИЛИЩЕ ""ЙОСИФ КОВАЧЕВ""",2220048,42,76.74,40,71.33
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"58 Основно училище ""Сергей Румянцев""",2220058,45,75.62,43,73.98
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"59 ОБЕДИНЕНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",2220059,35,27.03,35,25.59
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"60 ОУ ""Св.св.Кирил и Методий""",2220060,40,74.55,40,60.28
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"100 ОСНОВНО УЧИЛИЩЕ ""НАЙДЕН ГЕРОВ""",2220100,9,82,9,70.94
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"23 Средно училище ""Фредерик Жолио-Кюри""",2221023,64,83.67,64,72.98
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"31 Средно училище за чужди езици и математика ""Иван Вазов""",2221031,94,88.94,94,84.05
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"93-то Средно училище ""Александър Теодоров - Балан""",2221093,39,78.79,39,67.6
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""",2221094,59,38.53,59,28.3
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"109 Основно училище ""Христо Смирненски""",2221109,97,83.76,97,78.56
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""",2221138,100,80.33,101,75.06
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"148 ОСНОВНО УЧИЛИЩЕ ""ПРОФЕСОР Д-Р ЛЮБОМИР МИЛЕТИЧ""",2221148,66,74.89,66,65.77
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ОБРАЗОВАТЕЛНИ ТЕХНОЛОГИИ""",2221501,48,88.33,48,83.7
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно основно училище ""Джани РоДари"" ЕООД",2221614,13,70.15,12,70.17
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно Основно училище ""Питагор""",2221621,57,91.95,57,94.87
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"6 ОУ ""Граф Игнатиев""",2222006,73,86.16,73,78.73
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""",2222007,88,85.42,85,81.59
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"12 Средно училище "" Цар Иван Асен II""",2222012,71,84.31,71,78.1
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"38 основно училище""Васил Априлов""",2222038,100,85.38,100,79.18
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""",2222127,14,79.36,14,79.54
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,133 Средно училище „Александър Сергеевич Пушкин”,2222133,95,85.51,95,79.18
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"8. Средно училище ""Васил Левски""",2223008,94,80.9,94,75.61
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""",2223055,177,86.23,178,81.97
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"20. Oсновно училище ""Тодор Минков"" с ранно чуждоезиково обучение по френски и немски език",2224020,94,82.69,94,73.21
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"22 Средно езиково училище ""Георги Стойков Раковски""",2224022,91,83.54,91,77.86
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"41 основно училище ""Св. Патриарх Евтимий""",2224041,53,82.38,52,72.11
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"47 Средно училище ""Христо Груев Данов""",2224047,38,86.53,38,77.86
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"73.СУ с преподаване на чужди езици ""Владислав Граматик""",2224073,114,84.63,114,77.92
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"104 основно училище ""Захари Стоянов""",2224104,99,84.53,98,80.04
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""",2224121,67,83.46,67,74.7
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"126 ОСНОВНО УЧИЛИЩЕ ""Петко Юрданов Тодоров""",2224126,90,80.84,89,74.63
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"ЧСУ по изкуства и чужди езици ""Артис""",2224544,17,70.65,16,68.28
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно основно училище ""Куест""",2224672,6,80.83,6,87.92
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно основно училище ""Прогресивно образование""",2224677,18,88.22,18,81.64
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Национално музикално училище ""Любомир Пипков""",2902101,68,82.93,67,72.9
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия,2902701,98,85.08,97,75.85
СОФИЯ-ГРАД,СТОЛИЧНА,С.БИСТРИЦА,"192. СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",2218192,28,78.14,28,70.36
СОФИЯ-ГРАД,СТОЛИЧНА,С.БУСМАНЦИ,"65 основно училище ""Св. Св. Кирил и Методий""",2207065,15,67.67,15,56.03
СОФИЯ-ГРАД,СТОЛИЧНА,С.ВЛАДАЯ,"86 Основно училище ""Св. Климент Охридски""",2202086,9,81.33,9,62.44
СОФИЯ-ГРАД,СТОЛИЧНА,С.ВОЛУЯК,"146 Основно училище ""Патриарх Евтимий""",2203146,21,74.57,21,76.31
СОФИЯ-ГРАД,СТОЛИЧНА,С.ГЕРМАН,"84 ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",2218084,26,79.15,26,69.79
СОФИЯ-ГРАД,СТОЛИЧНА,С.ГОРНИ БОГРОВ,"115 Основно Училище ""Свети, свети Кирил и Методий""",2210115,14,70.57,14,54.04
СОФИЯ-ГРАД,СТОЛИЧНА,С.ДОБРОСЛАВЦИ,"179 Основно училище ""Васил Левски""",2215179,6,59.67,6,42.33
СОФИЯ-ГРАД,СТОЛИЧНА,С.ДОЛНИ ПАСАРЕЛ,"202 ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",2218202,8,77.63,8,66.25
СОФИЯ-ГРАД,СТОЛИЧНА,С.ЖЕЛЕЗНИЦА,"191 ОСНОВНО УЧИЛИЩЕ ""ОТЕЦ ПАИСИЙ""",2218191,12,85.17,12,80.25
СОФИЯ-ГРАД,СТОЛИЧНА,С.КАЗИЧЕНЕ,"71 Средно училище ""Пейо Яворов""",2218071,43,71.63,43,60.37
СОФИЯ-ГРАД,СТОЛИЧНА,С.ЛОЗЕН,"200 Основно училище ""Отец Паисий""",2218200,21,70.57,23,62.76
СОФИЯ-ГРАД,СТОЛИЧНА,С.ЛОЗЕН,"201 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""",2218201,29,80.83,29,70.83
СОФИЯ-ГРАД,СТОЛИЧНА,С.МРАМОР,"175 основно училище ""Васил Левски""",2203175,13,78,13,64
СОФИЯ-ГРАД,СТОЛИЧНА,С.МЪРЧАЕВО,"152 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""",2202152,3,19,3,18.33
СОФИЯ-ГРАД,СТОЛИЧНА,С.НЕГОВАН,176 ОУ,2215176,24,67.96,24,61.65
СОФИЯ-ГРАД,СТОЛИЧНА,С.СВЕТОВРАЧЕНЕ,"177 Основно училище "" Св.Св.Кирил и Методий""",2215177,9,51.33,9,40.89
СОФИЯ-ГРАД,СТОЛИЧНА,С.ЧЕПИНЦИ,"160 Основно училище "" Кирил и Методий""",2215160,15,58.67,16,49.41
СОФИЯ-ГРАД,СТОЛИЧНА,С.ЯНА,"116 Основно училище ""Паисий Хилендарски""",2210116,6,34.83,6,29.33
ЧУЖБИНА,ЧУЖБИНА,Братислава,"Българско средно училище ""Христо Ботев""",2900001,10,61.8,10,65.75
ЧУЖБИНА,ЧУЖБИНА,Прага,"Българско средно училище ""Д-р Петър Берон""",2900102,11,54.82,12,48.75
СОФИЯ-ОБЛАСТ,АНТОН,С.АНТОН,"Основно училище ""Свети Свети Кирил и Методий""",2307255,4,56,4,55
СОФИЯ-ОБЛАСТ,БОЖУРИЩЕ,ГР.БОЖУРИЩЕ,"Средно училище ""Летец Христо Топракчиев""",2308970,80,80.69,80,71.06
СОФИЯ-ОБЛАСТ,БОЖУРИЩЕ,С.ХЕРАКОВО,"Основно училище ""Свети Свети Кирил и Методий""",2308988,3,45.33,3,76
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,ГР.БОТЕВГРАД,"Основно училище ""Свети Свети Кирил и Методий""",2301045,46,74.85,45,58.52
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,ГР.БОТЕВГРАД,"Основно училище ""Васил Левски""",2308753,26,52.81,27,30.24
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,ГР.БОТЕВГРАД,"Основно училище "" Никола Йонков Вапцаров""",2308760,122,79.67,118,69.4
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,С.ВРАЧЕШ,"Основно училище ""Отец Паисий""",2309015,16,65.88,16,56.16
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,С.ЛИТАКОВО,"Основно училище ""Васил Левски""",2308415,9,39.11,9,41
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,С.НОВАЧЕНЕ,"Основно училище ""Васил Левски""",2309766,7,19.29,7,43.29
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,С.СКРАВЕНА,"Основно училище ""Свети Свети Кирил и Методий""",2309022,11,53.36,11,56.91
СОФИЯ-ОБЛАСТ,БОТЕВГРАД,С.ТРУДОВЕЦ,"Основно училище ""Любен Каравелов""",2300114,25,74.56,25,67.68
СОФИЯ-ОБЛАСТ,ГОДЕЧ,ГР.ГОДЕЧ,"Средно училище ""Проф. д-р Асен Златаров""",2300163,20,62.5,20,56.15
СОФИЯ-ОБЛАСТ,ГОРНА МАЛИНА,С.АПРИЛОВО,"Обединено училище ""Свети Свети Кирил и Методий""",2309200,8,45.5,8,42.25
СОФИЯ-ОБЛАСТ,ГОРНА МАЛИНА,С.ГОРНА МАЛИНА,"Средно училище ""Христо Ботев""",2309225,28,66.14,28,53.77
СОФИЯ-ОБЛАСТ,ГОРНА МАЛИНА,С.ОСОИЦА,"ЧОУ ""Космос""",2300005,2,85.5,2,55.25
СОФИЯ-ОБЛАСТ,ДОЛНА БАНЯ,ГР.ДОЛНА БАНЯ,"Средно училище ""Неофит Рилски""",2306213,41,59.05,42,62.44
СОФИЯ-ОБЛАСТ,ДРАГОМАН,ГР.ДРАГОМАН,"Средно училище ""Христо Ботев""",2300214,18,69.72,18,52.53
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,ГР.ЕЛИН ПЕЛИН,"Средно училище ""Васил Левски""",2300170,32,68.88,32,60.77
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,ГР.ЕЛИН ПЕЛИН,"Начално училище ""Христо Ботев""",2307576,83,80.06,82,76.85
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.ГАБРА,"Основно училище ""Отец Паисий""",2309080,6,76.17,6,67.5
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.ДОГАНОВО,"Основно училище ""Свети Свети Кирил и Методий""",2309684,6,31.5,6,19.67
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П,"Начално училище ""Отец Паисий""",2306477,5,75.6,5,61.8
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П,"Основно училище ""Стефан Стефанов""",2308778,16,81.06,16,64.5
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.ЛЕСНОВО,"Основно училище ""Христо Ботев""",2309691,6,50.33,6,28.83
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.МУСАЧЕВО,"Основно училище ""Иван Вазов""",2309403,1,75,1,59
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.НОВИ ХАН,"Основно училище ""Свети свети Кирил и Методий""",2309410,24,78.17,23,61.3
СОФИЯ-ОБЛАСТ,ЕЛИН ПЕЛИН,С.РАВНО ПОЛЕ,"Основно училище ""Христо Ботев""",2309264,5,79.4,5,75
СОФИЯ-ОБЛАСТ,ЕТРОПОЛЕ,ГР.ЕТРОПОЛЕ,"Средно училище ""Христо Ясенов""",2300195,63,75.11,63,58.25
СОФИЯ-ОБЛАСТ,ЕТРОПОЛЕ,ГР.ЕТРОПОЛЕ,"Основно училище ""Христо Ботев""",2308785,5,62,5,47.9
СОФИЯ-ОБЛАСТ,ЕТРОПОЛЕ,С.ЛОПЯН,"Основно училище ""Христо Ботев""",2303456,19,36.84,18,54.81
СОФИЯ-ОБЛАСТ,ЗЛАТИЦА,ГР.ЗЛАТИЦА,"Средно училище ""Свети Паисий Хилендарски""",2308792,43,72.44,43,59.64
СОФИЯ-ОБЛАСТ,ИХТИМАН,ГР.ИХТИМАН,"Средно училище ""Христо Ботев""",2300188,64,64.23,65,49.05
СОФИЯ-ОБЛАСТ,ИХТИМАН,ГР.ИХТИМАН,"Основно Училище ""Димчо Дебелянов""",2304101,20,32.45,21,34.1
СОФИЯ-ОБЛАСТ,ИХТИМАН,ГР.ИХТИМАН,"Основно училище ""Свети Свети Кирил и Методий""",2308810,73,33.48,73,47.34
СОФИЯ-ОБЛАСТ,ИХТИМАН,С.ВАКАРЕЛ,"Обединено Училище ""Христо Смирненски""",2309054,15,67.4,14,69.5
СОФИЯ-ОБЛАСТ,КОПРИВЩИЦА,ГР.КОПРИВЩИЦА,"Средно училище ""Любен Каравелов""",2306331,10,71.9,10,71.1
СОФИЯ-ОБЛАСТ,КОСТЕНЕЦ,ГР.КОСТЕНЕЦ,"Средно училище ""Св. Климент Охридски""",2303490,21,73.9,21,68.71
СОФИЯ-ОБЛАСТ,КОСТЕНЕЦ,ГР.КОСТЕНЕЦ,"Основно училище ""Св.св. Кирил и Методий""",2309531,30,78.27,30,71.98
СОФИЯ-ОБЛАСТ,КОСТЕНЕЦ,С.КОСТЕНЕЦ,"Основно училище ""Константин Костенечки""",2304763,19,46.89,20,38.88
СОФИЯ-ОБЛАСТ,КОСТЕНЕЦ,С.МОМИН ПРОХОД,"Основно училище "" Христо Смирненски""",2309532,5,80.4,5,81.7
СОФИЯ-ОБЛАСТ,КОСТИНБРОД,ГР.КОСТИНБРОД,"Второ основно училище ""Васил Левски""",2300067,17,68.41,17,51.59
СОФИЯ-ОБЛАСТ,КОСТИНБРОД,ГР.КОСТИНБРОД,"Първо основно училище ""Васил Левски""",2308290,12,77.92,12,65.58
СОФИЯ-ОБЛАСТ,КОСТИНБРОД,ГР.КОСТИНБРОД,"Средно училище ""Д-р Петър Берон""",2309638,61,72.75,62,65.79
СОФИЯ-ОБЛАСТ,КОСТИНБРОД,С.ДРАГОВИЩИЦА,"Начално училище ""Отец Паисий""",2300012,6,59.67,6,43.58
СОФИЯ-ОБЛАСТ,КОСТИНБРОД,С.ПЕТЪРЧ,"Основно училище ""Отец Паисий""",2302142,13,67.92,13,62.12
СОФИЯ-ОБЛАСТ,МИРКОВО,С.МИРКОВО,"Основно училище ""Георги Бенковски""",2307277,11,62.73,11,56.55
СОФИЯ-ОБЛАСТ,ПИРДОП,ГР.ПИРДОП,"Начално училище ""Тодор Генчев Влайков""",2308850,59,67.42,59,53.82
СОФИЯ-ОБЛАСТ,ПРАВЕЦ,ГР.ПРАВЕЦ,"Основно училище ""Васил Левски""",2309862,47,79.3,47,67.4
СОФИЯ-ОБЛАСТ,ПРАВЕЦ,С.ВИДРАРЕ,"Основно училище ""Васил Левски""",2309321,4,63,4,57.5
СОФИЯ-ОБЛАСТ,ПРАВЕЦ,С.ДЖУРОВО,"Основно училище ""Христо Ботев""",2309314,12,41.08,13,54
СОФИЯ-ОБЛАСТ,ПРАВЕЦ,С.ОСИКОВИЦА,Основно училище Любен Каравелов,2309339,8,34.5,7,59.14
СОФИЯ-ОБЛАСТ,ПРАВЕЦ,С.РАЗЛИВ,"Основно училище ""Христо Ботев""",2309875,2,46.5,2,49
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Основно училище ""Св. Св. Кирил и Методий""",2301881,43,79.44,43,65.34
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Средно училище ""Отец Паисий""",2303106,27,88.07,28,75.59
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Обединено училище ""Неофит Рилски""",2303825,78,30.6,72,32.5
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Начално училище ""Станислав Доспевски""",2308899,73,69.27,73,57.14
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Основно училище ""Митрополит Авксентий Велешки""",2308917,46,76.98,46,57.23
СОФИЯ-ОБЛАСТ,САМОКОВ,ГР.САМОКОВ,"Основно училище ""Христо Максимов""",2308924,22,76,22,60.18
СОФИЯ-ОБЛАСТ,САМОКОВ,С.ГОВЕДАРЦИ,"Основно училище ""Димчо Дебелянов""",2300062,8,56,8,66.13
СОФИЯ-ОБЛАСТ,САМОКОВ,С.РАДУИЛ,"Основно училище ""Христо Смирненски""",2309353,8,38.13,8,39.63
СОФИЯ-ОБЛАСТ,САМОКОВ,С.ЯРЛОВО,"Основно училище "" Васил Левски""",2309606,6,55.33,6,45.83
СОФИЯ-ОБЛАСТ,СВОГЕ,ГР.СВОГЕ,"Начално училище ""Д-р Петър Берон""",2304051,7,82,7,72.79
СОФИЯ-ОБЛАСТ,СВОГЕ,ГР.СВОГЕ,"Средно училище ""Иван Вазов""",2308867,53,76.81,53,61.08
СОФИЯ-ОБЛАСТ,СВОГЕ,С.БОВ (ГАРА БОВ),"Основно училище ""Св.св.Кирил и Методий""",2309990,2,71.5,2,81.5
СОФИЯ-ОБЛАСТ,СВОГЕ,С.ВЛАДО ТРИЧКОВ,"Основно училище ""Елин Пелин""",2309928,5,69,4,53.25
СОФИЯ-ОБЛАСТ,СВОГЕ,С.ЛАКАТНИК(ГАРА ЛАКАТНИК),"Основно училище ""Христо Ботев""",2309111,7,63.43,7,56.86
СОФИЯ-ОБЛАСТ,СВОГЕ,С.РЕБРОВО,"Основно училище ""Д-р Петър Берон""",2309912,8,64.5,8,55.56
СОФИЯ-ОБЛАСТ,СВОГЕ,С.ЦЕРОВО,"Основно училище ""Васил Левски""",2302003,8,68.75,8,54.94
СОФИЯ-ОБЛАСТ,СЛИВНИЦА,ГР.СЛИВНИЦА,"Средно училище Св.Св. Кирил и Методий""",2306517,53,69.19,51,62.88
СОФИЯ-ОБЛАСТ,СЛИВНИЦА,С.АЛДОМИРОВЦИ,"Обединено Училище ""Иван Вазов""",2306518,7,53.43,6,53.08
СОФИЯ-ОБЛАСТ,ЧАВДАР,С.ЧАВДАР,"Основно училище ""Св. Св. Кирил и Методий""",2309499,7,71.86,7,64.36
СОФИЯ-ОБЛАСТ,ЧЕЛОПЕЧ,С.ЧЕЛОПЕЧ,"Основно училище ""Св. Св. Кирил и Методий""",2307223,19,78.11,19,62.95
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.БРАТЯ ДАСКАЛОВИ,"Средно училище ""Христо Ботев""",2403098,5,59.4,5,52.1
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.ГРАНИТ,"Основно училище ""Пейо Крачолов Яворов""",2403099,3,35.67,3,31.33
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.МИРОВО,"Основно училище ""Д-р Петър Берон""",2403100,5,37,5,61.3
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.ОРИЗОВО,"Основно училище ""Христо Ботев""",2403102,17,29.24,17,28.76
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.ПАРТИЗАНИН,"Основно училище ""Георги Сава Раковски""",2403103,1,59,1,35.5
СТАРА ЗАГОРА,БРАТЯ ДАСКАЛОВИ,С.ЧЕРНА ГОРА,"Основно училище ""Свети свети Кирил и Методий""",2403105,15,37.33,14,50.11
СТАРА ЗАГОРА,ГУРКОВО,ГР.ГУРКОВО,"Средно училище ""Христо Смирненски""",2406129,36,42.56,32,39.63
СТАРА ЗАГОРА,ГУРКОВО,С.ПАНИЧЕРЕВО,"Основно училище ""Св.Св. Кирил и Методий""",2406130,15,17.07,15,42.87
СТАРА ЗАГОРА,ГЪЛЪБОВО,ГР.ГЪЛЪБОВО,"Средно училище ""Васил Левски""",2404107,40,56.55,38,54.22
СТАРА ЗАГОРА,ГЪЛЪБОВО,ГР.ГЪЛЪБОВО,"Първо основно училище ""Свети Паисий Хилендарски""",2404109,15,39.8,15,58.8
СТАРА ЗАГОРА,ГЪЛЪБОВО,ГР.ГЪЛЪБОВО,"Второ основно училище"" Христо Ботев""",2404110,26,60.81,27,63.3
СТАРА ЗАГОРА,ГЪЛЪБОВО,С.ОБРУЧИЩЕ,"Основно училище ""Свети Свети Кирил и Методий""",2404113,3,72.67,3,58
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Средно училище ""Екзарх Антим I""",2400264,73,80.92,73,71.03
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Кулата""",2400271,50,78.84,50,73.22
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Георги Кирков""",2400272,68,79.9,69,65.75
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Свети Паисий Хилендарски""",2400273,52,74.85,52,58.89
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"ОСНОВНО УЧИЛИЩЕ ""МАТИ БОЛГАРИЯ""",2400274,75,79.48,75,74.33
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Чудомир""",2400275,53,68.34,52,55.24
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Никола Йонков Вапцаров""",2400276,89,84.19,90,71.25
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.КАЗАНЛЪК,"Основно училище ""Антон Страшимиров""",2400277,41,32.95,41,48.39
СТАРА ЗАГОРА,КАЗАНЛЪК,ГР.ШИПКА,"Основно училище ""Свети свети Кирил и Методий""",2400289,9,53.67,9,37.22
СТАРА ЗАГОРА,КАЗАНЛЪК,С.БУЗОВГРАД,"Основно училище ""Васил Левски""",2400278,7,29.71,7,34
СТАРА ЗАГОРА,КАЗАНЛЪК,С.ГОРНО ЧЕРКОВИЩЕ,"Основно училище""Свети Климент Охридски""",2400279,8,39.88,8,55.13
СТАРА ЗАГОРА,КАЗАНЛЪК,С.ЕНИНА,"Основно училище ""Христо Ботев""",2400280,16,74.25,16,64
СТАРА ЗАГОРА,КАЗАНЛЪК,С.КОПРИНКА,"Основно училище ""Кирил и Методий""",2400281,8,48.25,8,59.63
СТАРА ЗАГОРА,КАЗАНЛЪК,С.КРЪН,"Основно училище ""Свети Климент Охридски""",2400282,5,33.4,5,38.4
СТАРА ЗАГОРА,КАЗАНЛЪК,С.КЪНЧЕВО,"Основно училище Свети Свети Кирил и Методий""",2400283,5,54.8,5,46.4
СТАРА ЗАГОРА,КАЗАНЛЪК,С.ОВОЩНИК,"Основно училище ""Д-р Петър Берон""",2400284,8,77.63,8,79.38
СТАРА ЗАГОРА,КАЗАНЛЪК,С.РЪЖЕНА,"Обединено училище ""Свети Свети Кирил и Методий""",2400286,12,34.17,13,45.04
СТАРА ЗАГОРА,КАЗАНЛЪК,С.ХАДЖИДИМИТРОВО,Основно училище Свети Паисий Хилендарски,2400287,10,21.2,10,31.8
СТАРА ЗАГОРА,КАЗАНЛЪК,С.ШЕЙНОВО,"Основно училище ""Д-р Петър Берон""",2400288,4,25.5,4,22
СТАРА ЗАГОРА,МЪГЛИЖ,ГР.МЪГЛИЖ,"Основно училище ""Христо Ботев""",2405116,14,52.86,15,44.07
СТАРА ЗАГОРА,МЪГЛИЖ,С.ВЕТРЕН,"Основно училище ""Свети свети Кирил и Методий""",2405118,11,36.82,10,45.5
СТАРА ЗАГОРА,МЪГЛИЖ,С.ДЪБОВО,"Основно училище ""Св.св.Кирил и Методий""",2405119,8,40.5,6,47.5
СТАРА ЗАГОРА,МЪГЛИЖ,С.ЗИМНИЦА,"Начално училище ,,Свeти Паисий Хилендарски""",2405123,18,34,17,27.47
СТАРА ЗАГОРА,МЪГЛИЖ,С.ТУЛОВО,"Основно училище ""Христо Смирненски""",2405120,3,40.67,2,58.5
СТАРА ЗАГОРА,МЪГЛИЖ,С.ЯГОДА,"Основно училище ""Христо Ботев""",2405122,13,54.23,13,60.5
СТАРА ЗАГОРА,НИКОЛАЕВО,ГР.НИКОЛАЕВО,"Основно училище ""Свети свети Кирил и Методий""",2407133,33,28.76,33,45.79
СТАРА ЗАГОРА,НИКОЛАЕВО,С.ЕДРЕВО,"Начално училище ""Васил Левски""",2407134,6,50.17,6,60.67
СТАРА ЗАГОРА,НИКОЛАЕВО,С.ЕЛХОВО,"Начално училище ""Братя Жекови""",2407135,6,66.33,6,51.5
СТАРА ЗАГОРА,НИКОЛАЕВО,С.НОВА МАХАЛА,"Начално училище "" Св. Св. Кирил и Методий""",2407136,7,58.14,7,63.36
СТАРА ЗАГОРА,ОПАН,С.ОПАН,"Средно училище ""Христо Ботев""",2400837,7,50.29,7,28.21
