"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ГУЛИЙКА","909 507","Основно училище ""Христо Ботев""","11","56,64","11","41,18"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ЕГРЕК","909 504","Държавно основно училище ""Васил Левски""","1","86","1","73"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ЗВЪНАРКА","909 515","Начално училище ""Васил Левски""","10","50,7","10","41,7"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ЛУЛИЧКА","909 510","Основно училище  ""Васил Левски""","3","51,33","3","53,33"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ПОДРУМЧЕ","909 512","Основно училище ""Никола Йонков Вапцаров""","7","53,29","7","57,86"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ПОТОЧНИЦА","909 513","Основно училище ""Иван Вазов""","5","22,8","5","40,8"
"КЪРДЖАЛИ","КРУМОВГРАД","С.СТРАНДЖЕВО","909 514","Основно училище  ""Св.Св.Кирил и Методий""","10","49,6","10","49,3"
"КЪРДЖАЛИ","КРУМОВГРАД","С.ТОКАЧКА","909 509","Обединено училище ""Пейо Крачолов Яворов""","11","68,36","11","68,55"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 104","Основно училище ""Свети Климент Охридски""","15","54,27","15","54,2"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 115","Основно училище ""Васил Левски""","20","38","20","30,85"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 116","Основно училище ""Свети Свети Кирил и Методий""","57","57,54","57","49,81"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 117","Основно училище ""Пейо Крачолов Яворов""","28","24,43","25","30,76"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 101","Средно училище ""Владимир Димитров - Майстора""","33","65,88","33","58,61"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 103","Средно училище ""Йордан Йовков""","83","73,78","83","62,29"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 105","Средно училище ""Отец Паисий"" с природоматематическа насоченост","105","79,9","105","63,99"
"КЪРДЖАЛИ","КЪРДЖАЛИ","ГР.КЪРДЖАЛИ","909 106","Средно училище  ""Петко Рачов Славейков""","172","76,71","172","61,37"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.БОЙНО","909 119","Основно училище ""Христо Ботев""","1","84","1","34"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.ГЛУХАР","909 120","Основно училище ""Свети Свети Кирил и Методий""","5","24,8","5","16,4"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.ЕНЧЕЦ","909 121","Основно училище ""Св. св. Кирил и Методий""","6","52,17","6","54,33"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.КОСТИНО","909 125","Основно училище ""Иван Вазов""","5","65","5","48"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.МИЛАДИНОВО","909 128","Основно училище ""Христо Ботев""","1","16","1","36"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.МОСТ","909 129","Основно училище ""Христо Смирненски""","3","70","3","77"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.ПЕРПЕРЕК","909 135","Основно училище  "" Паисий Хилендарски ""","7","28,14","7","37,43"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.РАНИ ЛИСТ","909 136","Основно училище ""Никола Йонков Вапцаров""","7","50,43","8","52,5"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.СТРЕМЦИ","909 138","Обединено училище ""Свети свети Кирил и Методий""","10","54","10","54"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.ЧИФЛИК","909 139","Основно училище ""Максим Горки""","4","42","4","42,25"
"КЪРДЖАЛИ","КЪРДЖАЛИ","С.ШИРОКО ПОЛЕ","909 140","Основно училище  ""Иван Вазов""","3","70,33","3","80,67"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 608","Основно училище  ""Д-р Петър Берон""","43","77,88","43","64,88"
"КЪРДЖАЛИ","МОМЧИЛГРАД","ГР.МОМЧИЛГРАД","909 601","Средно училище ""Никола Йонков Вапцаров""","37","76,14","36","62,03"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ГРУЕВО","909 604","Основно училище ""Никола Йонков Вапцаров""","5","65,6","5","56,4"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.ЗВЕЗДЕЛ","909 605","Основно училище ""Никола Йонков Вапцаров""","2","78,5","2","55,5"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.НАНОВИЦА","909 609","Основно училище ""Св. Св. Кирил и Методий""","6","38,83","6","37,5"
"КЪРДЖАЛИ","МОМЧИЛГРАД","С.РАВЕН","909 612","Основно училище ""Васил Левски""","6","28,67","6","51,5"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.КОМУНИГА","909 705","Основно училище "" Васил Левски ""","10","50,7","10","49,9"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ПАНИЧКОВО","909 708","Основно училище ""Никола Йонков Вапцаров""","2","52,5","2","50,5"
"КЪРДЖАЛИ","ЧЕРНООЧЕНЕ","С.ЧЕРНООЧЕНЕ","909 701","Средно училище ""Христо Смирненски""","48","67,5","48","55,63"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 018","Средно училище ""Доктор Петър Берон""","6","21,5","4","58,25"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 015","Основно училище  ""Никола Йонков Вапцаров""","23","71,3","22","60,68"
"КЮСТЕНДИЛ","БОБОВ ДОЛ","ГР.БОБОВ ДОЛ","1 000 016","Средно училище  ""Христо Ботев""","18","55","18","48,78"
"КЮСТЕНДИЛ","БОБОШЕВО","ГР.БОБОШЕВО","1 000 021","Основно училище ""Св. св. Кирил и Методий""","11","64,64","10","49,3"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 034","Основно училище  ""Свети свети Кирил и Методий""","58","75,76","57","64"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 036","Основно училище ""Неофит Рилски""","62","72,13","61","56,38"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 037","Основно училище ""Христаки Павлович""","14","70,64","14","82"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 038","Основно училище  ""Евлоги Георгиев""","52","81,17","53","65,89"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 035","Средно езиково училище ""Св. Паисий Хилендарски""","92","80,24","94","64,45"
"КЮСТЕНДИЛ","ДУПНИЦА","ГР.ДУПНИЦА","1 000 039","Средно училище ""Свети Климент Охридски""","22","54,14","22","43,68"
"КЮСТЕНДИЛ","ДУПНИЦА","С.КРАЙНИЦИ","1 000 045","Основно училище ""Христо Ботев""","11","62,91","11","48,09"
"КЮСТЕНДИЛ","ДУПНИЦА","С.САМОРАНОВО","1 000 046","Основно училище ""Христо Ботев""","10","79,3","10","66,2"
"КЮСТЕНДИЛ","ДУПНИЦА","С.ЯХИНОВО","1 000 048","Основно училище ""Свети свети Кирил и Методий""","14","72,93","14","61,14"
"КЮСТЕНДИЛ","КОЧЕРИНОВО","ГР.КОЧЕРИНОВО","1 000 025","Средно училище ""Христо Ботев""","27","73,56","25","60,28"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 000 380","Начално училище ""Свети Климент Охридски""","71","84,04","71","77,41"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 000 330","Основно училище ""Професор Марин Дринов""","69","67,57","69","49,46"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 410","Шесто основно   училище ""Свети Паисий Хилендарски""","108","59,24","105","48,57"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","ГР.КЮСТЕНДИЛ","1 001 830","Основно училище""Св. Св. Кирил и Методий""","116","80,66","117","64,62"
"КЮСТЕНДИЛ","КЮСТЕНДИЛ","С.РАЖДАВИЦА","1 001 630","Начално училище ""Св. Св. Кирил и Методий""","17","26,53","16","36"
"КЮСТЕНДИЛ","НЕВЕСТИНО","С.НЕВЕСТИНО","1 000 004","Основно училище ""Христо Ботев""","19","39,21","18","47"
"КЮСТЕНДИЛ","РИЛА","ГР.РИЛА","1 000 032","Основно училище  ""Аверкий Попстоянов""","15","72,47","15","56,13"
"КЮСТЕНДИЛ","САПАРЕВА БАНЯ","ГР.САПАРЕВА БАНЯ","1 000 009","Средно училище  ""Христо Ботев""","34","68,82","34","55,91"
"КЮСТЕНДИЛ","ТРЕКЛЯНО","С.ТРЕКЛЯНО","1 000 007","Основно училище ""Св. Климент Охридски""","3","10","3","17,33"
"ЛОВЕЧ","АПРИЛЦИ","ГР.АПРИЛЦИ","1 100 108","Средно училище ""Васил Левски""","19","69,95","19","53,89"
"ЛОВЕЧ","ЛЕТНИЦА","ГР.ЛЕТНИЦА","1 100 201","Средно училище ""Бачо Киро""","27","47,78","27","34,48"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 301","Основно училище ""Васил Левски""","74","87,18","73","74,16"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 304","Основно училище ""Христо Никифоров""","54","85,02","53","69,68"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 305","Основно училище ""Свети Свети Кирил и Методий""","16","33,19","16","42,88"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 336","Основно училище ""Професор Димитър Димов""","52","71,88","52","59,69"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 316","Средно училище ""Тодор Кирков""","15","77,27","15","51,27"
"ЛОВЕЧ","ЛОВЕЧ","ГР.ЛОВЕЧ","1 100 318","Средно училище ""Свети Климент Охридски""","32","74,78","32","59,78"
"ЛОВЕЧ","ЛОВЕЧ","С.АЛЕКСАНДРОВО","1 100 321","Основно училище ""Свети свети Кирил и Методий""","8","36,13","9","27"
"ЛОВЕЧ","ЛОВЕЧ","С.МАЛИНОВО","1 100 311","Основно училище ""Васил Левски""","4","20,25","4","11,25"
"ЛОВЕЧ","ЛУКОВИТ","ГР.ЛУКОВИТ","1 100 411","Начално училище ""Инж. Георги Иванов Вълков""","49","34,08","50","50,56"
"ЛОВЕЧ","ЛУКОВИТ","ГР.ЛУКОВИТ","1 100 402","Средно училище ""Алеко Константинов""","60","77,13","60","65,98"
"ЛОВЕЧ","ЛУКОВИТ","С.БЕЖАНОВО","1 100 403","Основно училище ""Свети Свети Кирил и Методий""","25","43,28","26","53,35"
"ЛОВЕЧ","ЛУКОВИТ","С.ДЕРМАНЦИ","1 100 404","Обединено училище  ""Неофит Рилски""","21","61,05","20","44,1"
"ЛОВЕЧ","ЛУКОВИТ","С.РУМЯНЦЕВО","1 100 406","Основно училище  ""Христо Ботев""","15","52,4","15","56,73"
"ЛОВЕЧ","ЛУКОВИТ","С.ТОРОС","1 100 408","Основно училище ""Васил Левски""","15","56,33","15","44,4"
"ЛОВЕЧ","ТЕТЕВЕН","ГР.ТЕТЕВЕН","1 100 513","Начално училище ""Хаджи Генчо""","71","80,25","71","67,82"
"ЛОВЕЧ","ТЕТЕВЕН","С.БАБИНЦИ","1 100 510","Начално училище ""Любен Каравелов""","5","76,6","5","53,8"
"ЛОВЕЧ","ТЕТЕВЕН","С.БЪЛГАРСКИ ИЗВОР","1 100 501","Основно училище ""Васил Левски""","13","42,15","13","40,08"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГАЛАТА","1 100 502","Основно училище ""Георги Бенковски""","24","51,5","24","43,58"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГЛОГОВО","1 100 503","Основно училище ""Христо Ботев""","21","57,14","21","37,62"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГОЛЯМ ИЗВОР","1 100 505","Основно училище ""Васил Левски""","2","22","2","52"
"ЛОВЕЧ","ТЕТЕВЕН","С.ГРАДЕЖНИЦА","1 100 506","Основно училище ""Васил Априлов""","17","63,53","17","54,88"
"ЛОВЕЧ","ТЕТЕВЕН","С.РИБАРИЦА","1 100 507","Основно училище ""Георги Бенковски""","5","70,4","5","64,4"
"ЛОВЕЧ","ТЕТЕВЕН","С.ЧЕРНИ ВИТ","1 100 508","Основно училище ""Георги Бенковски""","7","85","7","68,71"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 614","Начално училище ""Св. Св. Кирил и Методий""","32","83,06","31","68"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 615","Начално училище ""Христо Ботев""","40","82,65","40","63,7"
"ЛОВЕЧ","ТРОЯН","ГР.ТРОЯН","1 100 601","Основно училище ""Иван Хаджийски""","15","40,67","15","35,07"
