"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ Ср. успех в точки"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Константин Петканов""","200232","41","35.76","37","23.24"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Петко Росен""","200233","31","28.97","30","16.95"
"БУРГАС","БУРГАС","ГР.БУРГАС","Средно училище ""Св. св. Кирил и Методий""","200234","68","48.66","34","22.15"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана гимназия за романски езици ""Георги Стойков Раковски""","200235","184","63.08","181","37.87"
"БУРГАС","БУРГАС","ГР.БУРГАС","Английска езикова гимназия ""Гео Милев""","200236","157","60.31","153","41.58"
"БУРГАС","БУРГАС","ГР.БУРГАС","Немска езикова гимназия ""Гьоте""","200237","156","78.19","156","54.05"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана гимназия за чужди езици ""Васил Левски""","200238","152","53.44","144","27.05"
"БУРГАС","БУРГАС","ГР.БУРГАС","Профилирана природоматематическа гимназия ""Академик Никола Обрешков""","200239","161","71.06","161","80.41"
"БУРГАС","БУРГАС","ГР.БУРГАС","Спортно училище ""Юрий Гагарин""","200240","52","32.71","51","22.54"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по туризъм ""Проф. д-р Асен Златаров""","200242","174","45.33","167","23.36"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по морско корабоплаване и риболов ""Свети Никола""","200243","70","30.47","62","20.22"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по механоелектротехника и електроника","200244","167","44.43","169","34.8"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по строителство, архитектура и геодезия ""Кольо Фичето""","200245","160","48.75","159","31.58"
"БУРГАС","БУРГАС","ГР.БУРГАС","Търговска гимназия","200246","158","59.46","150","33.31"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по химични технологии ""Акад. Н. Д. Зелинский""","200247","149","39.55","147","21.1"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по електротехника и електроника ""Константин Фотинов""","200248","145","42.61","143","26.32"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по транспорт","200249","69","26.71","66","18.86"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална техническа гимназия","200250","31","11.26","33","20.64"
"БУРГАС","БУРГАС","ГР.БУРГАС","Професионална гимназия по сградостроителство и инсталации ""Пеньо Пенев""","200252","18","18","20","15.23"
"БУРГАС","БУРГАС","ГР.БУРГАС","Частна профилирана гимназия с изучаване на английски език Британика 1998","200258","5","21.4","1","28.5"
"БУРГАС","БУРГАС","ГР.БУРГАС","Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""","2902103","51","54.14","27","29.65"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","Средно училище ""Христо Ботев""","200308","9","23.56","10","17.1"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Св.Св.Кирил и Методий""","200411","52","47.27","52","53.13"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Средно училище ""Христо Ботев""","200412","54","63.65","54","56.44"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","Професионална гимназия по селско стопанство","200413","83","29.42","89","38.25"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","Средно училище""Васил Левски""","200503","19","31.79","19","51"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Средно училище ""Любен Каравелов""","200608","73","48.97","73","31.11"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","Професионална гимназия по туризъм ""Иван Вазов""","200609","71","30.11","61","20.58"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Средно училище ""Иван Вазов""","200711","43","53.7","39","34.5"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","Професионална гимназия по туризъм ""Алеко Константинов""","200712","26","28","26","14.88"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","Средно училище ""Никола Йонков Вапцаров""","200803","23","48.17","24","27.44"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","Средно Училище "" Отец Паисий""","200931","47","32.62","47","31.4"
"БУРГАС","РУЕН","С.ПРОСЕНИК","Обединено училище ""Св. Св. Кирил и Методий""","200918","18","9.94","18","15.5"
"БУРГАС","РУЕН","С.РУЕН","Средно училище ""Елин Пелин""","200932","94","43.56","94","50.76"
"БУРГАС","РУЕН","С.ТРЪНАК","Средно училище "" Димитър Полянов""","200929","18","35.28","18","37.47"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","Средно училище ""Св. св. Кирил и Методий""","201009","28","27.57","27","16.28"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Средно училище ""Свети Свети Кирил и Методий""","201104","11","22.45","11","14.91"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","Професионална гимназия по механизация на селското стопанство и електроника ""Никола Йонков Вапцаров""","201106","43","23.33","45","36.52"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","Средно училище ""Христо Ботев""","201212","40","24.28","39","20.03"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","Средно училище ""Никола Йонков Вапцаров""","201305","39","49.87","39","28.71"
"ВАРНА","АВРЕН","С.СИНДЕЛ","Средно училище ""Св. Св. Кирил и Методий""","400084","12","31.83","12","27.42"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","Средно училище ""Свети Климент Охридски""","400087","24","43.29","24","23.31"
"ВАРНА","АКСАКОВО","ГР.ИГНАТИЕВО","Средно училище ""Свети Свети Кирил и Методий""","400090","10","15.5","10","29.6"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","Обединено училище ""Иван Вазов""","400093","13","29.23","13","20.73"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Средно училище ""Св. св. Кирил и Методий""","400096","41","45","40","23.58"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","Професионална гимназия ""Свети Димитър Солунски""","400098","40","22.3","39","30.81"
"ВАРНА","БЯЛА","ГР.БЯЛА","Професионална гимназия по селско стопанство и туризъм","400106","17","26.41","17","35.24"
"ВАРНА","ВАРНА","ГР.ВАРНА","Седмо средно училище ""Найден Геров""","400030","51","48.63","50","35.54"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище с езиково обучение ""Ал. С. Пушкин""","400031","108","59.02","106","51.79"
"ВАРНА","ВАРНА","ГР.ВАРНА","Спортно училище ""Георги Бенковски""","400033","89","38.71","82","22.4"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Гео Милев""","400034","52","54.38","52","31.62"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Елин Пелин""","400036","25","33.88","25","18.42"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Любен Каравелов""","400037","26","32.46","26","26.77"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Пейо Крачолов Яворов""","400039","45","46.84","45","24.87"
"ВАРНА","ВАРНА","ГР.ВАРНА","Трета природоматематическа гимназия ""Академик Методий Попов""","400041","133","63.61","128","46.63"
"ВАРНА","ВАРНА","ГР.ВАРНА","ІV Езикова гимназия ""Фредерик Жолио - Кюри""","400042","216","66.43","212","47.54"
"ВАРНА","ВАРНА","ГР.ВАРНА","Гимназия с преподаване на чужди езици ""Йоан Екзарх""","400043","182","68.03","177","53.8"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по икономика ""Д-р Иван Богоров""","400044","158","61.74","158","42.6"
"ВАРНА","ВАРНА","ГР.ВАРНА","Първа езикова гимназия","400045","233","75.99","235","79.69"
"ВАРНА","ВАРНА","ГР.ВАРНА","Математическа гимназия ""Д-р Петър Берон""","400046","186","69.14","186","90.93"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище за хуманитарни науки и изкуства ""Константин Преславски""","400047","183","58.86","177","36.93"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална техническа гимназия","400055","229","49.11","229","32.13"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по химични и хранително-вкусови технологии ""Дм.Ив.Менделеев""","400058","112","51.23","63","26.97"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Аз съм българче""","400061","14","39.43","4","28.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по строителство архитектура и геодезия ""Васил Левски""","400063","174","41.16","174","23.76"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна Търговска Гимназия ""Конто Трейд"" ЕООД","400070","2","68","2","59.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна профилирана гимназия ""Антоан дьо Сент-Екзюпери""","400074","31","60","25","51.52"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","400076","20","42.8","17","29.26"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по компютърно моделиране и компютърни системи ""Акад. Бл. Сендов""","400104","131","63.36","131","65.4"
"ВАРНА","ВАРНА","ГР.ВАРНА","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДЕМОКРАТИЧНО ОБРАЗОВАНИЕ ВАРНА""","400132","0","0","0","0"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска търговска гимназия ""Георги Стойков Раковски""","402030","130","58.42","131","38.85"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по текстил и моден дизайн","402161","85","37.71","80","20.39"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по горско стопанство и дървообработване ""Николай Хайтов""","402172","85","32.32","83","34.14"
"ВАРНА","ВАРНА","ГР.ВАРНА","Варненска морска гимназия ""Свети Николай Чудотворец""","402183","138","38.56","139","28.05"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по електротехника","403531","184","41.14","182","26.23"
"ВАРНА","ВАРНА","ГР.ВАРНА","Професионална гимназия по туризъм ""Професор д-р Асен Златаров""","403534","170","52.56","165","29.5"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Димчо Дебелянов""","403537","51","51.78","50","27.36"
"ВАРНА","ВАРНА","ГР.ВАРНА","Средно училище ""Неофит Бозвели""","403538","41","34.95","35","22.2"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Мечтатели""","403558","4","56","4","30.75"
"ВАРНА","ВАРНА","ГР.ВАРНА","Частно средно училище ""Монтесори Варна"" ООД","403564","3","50.67","3","26.83"
"ВАРНА","ВАРНА","ГР.ВАРНА","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","2902106","72","57.29","67","39.99"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","Средно училище ""Христо Ботев""","400108","27","44.3","27","29.17"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","Средно училище ""Васил Левски""","400112","19","30.42","19","36.16"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","Обединено училище ""Васил Левски""","400117","9","24.33","9","31.56"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","Професионална гимназия по земеделие и горско стопанство","400113","12","17.83","12","18.5"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","Обединено училище ""Св.Иван Рилски""","400119","6","9.83","5","14.4"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","Среднo училище ""Васил Левски""","400123","32","25.31","32","26.86"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Средно училище ""Васил Левски""","400126","45","32.36","45","19.63"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","Професионална гимназия по селско стопанствo ""Иван Владимирович Мичурин""","400127","59","18.88","57","27.38"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","Средно училище ""Свети Климент Охридски""","400136","58","27.05","58","18.25"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","Средно училище ""Назъм Хикмет""","400142","11","30.73","11","15"
"ВАРНА","ДЪЛГОПОЛ","С.ЦОНЕВО","Обединено училище ""Христо Ботев""","400145","17","14.18","17","14.21"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Средно училище ""Димитър Благоев""","400148","51","46.43","51","33.9"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по хотелиерство ресторантьорство и туризъм ""Цар Симеон Велики""","400149","45","16.59","45","16.59"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","Професионална гимназия по селско стопанство ""Земя""","400150","49","28.61","45","32.06"
"ВАРНА","ПРОВАДИЯ","С.БЛЪСКОВО","Обединено училище ""Св.Св.Кирил и Методий""","400152","7","32.57","6","48.75"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Средно училище ""Никола Йонков Вапцаров""","400163","22","46.59","22","33.89"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","Професионална гимназия по селско стопанство ""Свети Георги Победоносец""","400166","55","23.27","55","32.99"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана Хуманитарна гимназия "" Свети свети Кирил и Методий""","300121","37","37.46","37","21.46"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Природо-математическа гимназия ""Васил Друмев""","300122","135","69.47","133","63.94"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Профилирана езикова гимназия ""Проф. д-р Асен Златаров""","300123","128","61.91","127","36.01"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Емилиян Станев""","300124","78","64.26","77","43.08"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Вела Благоева""","300125","26","50.12","26","26.12"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Средно училище ""Владимир Комаров""","300126","15","39.4","15","19.9"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по строителство архитектура и геодезия ""Ангел Попов""","300128","109","52.56","109","36.61"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Старопрестолна професионална гимназия по икономика ""Д-р Петър Аладжов""","300129","77","49.18","71","29.54"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по електроника ""Александър Степанович Попов""","300130","51","29.51","50","17.89"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по моден дизайн","300131","21","35.14","21","35.19"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Професионална гимназия по туризъм ""Д-р Васил Берон""","300132","102","44.01","101","34.4"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Частна профилирана гимназия ""АК - Аркус"" ЕООД","300141","55","69.67","55","60.8"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Спортно училище ""Георги Живков""","300143","40","39.45","39","29.77"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Георги Измирлиев""","300216","52","60.44","50","36.46"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Вичо Грънчаров""","300217","48","47.9","47","26.4"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална техническа гимназия ""Васил Левски""","300218","17","26.53","17","16.62"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по електротехника и електроника ""Михайло Василиевич Ломоносов""","300219","77","48.09","77","28.97"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по хранителни технологии ""Проф.д-р Асен Златаров""","300220","28","18.07","28","16.04"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","300221","63","36.37","63","19.55"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","300222","9","24.78","9","19.39"
