"﻿Област","Община","Населено място","Училище","Код по Админ","Явили се","Ср. успех в точки","Явили се","Ср. успех в точки"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ"
"ВАРНА","АВРЕН","С.ДЪБРАВИНО","ОУ ""Свети Климент Охридски""","400 081","15","17,67","15","15,35"
"ВАРНА","АВРЕН","С.ПРИСЕЛЦИ","ОУ""Д-р Петър Берон""","400 083","21","43,98","21","21,62"
"ВАРНА","АВРЕН","С.СИНДЕЛ","СУ "" Св.Св.Кирил и Методий""","400 084","10","12,25","9","12,78"
"ВАРНА","АВРЕН","С.ТРЪСТИКОВО","ОУ""Св. св. Кирил и Методий""","400 085","2","46,75","2","28,88"
"ВАРНА","АВРЕН","С.ЦАРЕВЦИ","ОУ ""Д-р П. Берон""","400 086","5","21,2","5","15,8"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","СУ ""Св. Климент Охридски""","400 087","67","61,17","66","45,83"
"ВАРНА","АКСАКОВО","С.ВЪГЛЕН","ОУ ""Хр.Смирненски""","400 089","17","26,24","17","14,12"
"ВАРНА","АКСАКОВО","С.ИГНАТИЕВО","СУ ""Св. Св. Кирил и Методий""","400 090","32","17,83","30","13,5"
"ВАРНА","АКСАКОВО","С.ИЗВОРСКО","ОУ ""Св.Кл.Охридски""","400 091","8","24,63","8","15,75"
"ВАРНА","АКСАКОВО","С.КИЧЕВО","ОУ ""Св.Климент Охридски""","400 092","7","56,36","8","30,25"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","ОбУ ""Иван Вазов""","400 093","32","38,72","32","14,96"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","СУ ""Св. св. Кирил и Методий""","400 096","58","48,72","58","23,86"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","ОУ ""Св. П. Евтимий""","400 097","16","43,97","17","22,84"
"ВАРНА","БЕЛОСЛАВ","С.ЕЗЕРОВО","ОУ ""Св.Св.Кирил и Методий""","400 099","18","64,75","18","34,13"
"ВАРНА","БЯЛА","ГР.БЯЛА","ОУ""Отец Паисий""","400 103","26","45,98","26","29,23"
"ВАРНА","ВАРНА","ГР.ВАРНА","МГ ""Д-р  П. Берон""","400 046","79","91,63","79","95,59"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Петко Р.Славейков""","400 020","164","78,74","164","71,15"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУЕО ""Ал. С. Пушкин""","400 031","127","77,06","127","66,89"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ""Св.св.Кирил и Методий""","400 022","134","76,71","134","65,77"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Г. С. Раковски""","400 006","152","76,12","152","69,17"
"ВАРНА","ВАРНА","ГР.ВАРНА","VІІ СУ ""Найден Геров""","400 030","134","76,11","134","71,56"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Захари Стоянов""","400 008","131","72,95","131","61,2"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ""Йордан Йовков""","400 011","78","72,83","78","54,24"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ за ХНИ ""К. Преславски""","400 047","87","72,69","87","52,65"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Гео Милев""","400 034","163","71,68","163","57,01"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Св.Климент Охридски""","400 040","169","71,33","169","54,13"
"ВАРНА","ВАРНА","ГР.ВАРНА","ЧОУ ""Малкият принц""","400 075","29","71,26","29","56,2"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ""Черноризец Храбър""","400 029","79","69,18","79","49,49"
"ВАРНА","ВАРНА","ГР.ВАРНА","ІІІ ОУ ""А. Кънчев""","403 536","127","69,17","127","50,91"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Антон Страшимиров""","400 003","103","66,89","103","46,23"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Стефан Караджа""","400 023","44","66,6","44","44,06"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Васил Априлов""","400 005","53","66,13","53","44,57"
"ВАРНА","ВАРНА","ГР.ВАРНА","НУИ ""Д.Христов""","2 902 106","75","65,28","74","38"
"ВАРНА","ВАРНА","ГР.ВАРНА","ЧСУ ""Мечтатели""","403 558","13","64,96","13","42,98"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Васил Друмев""","400 032","60","64,69","59","48,6"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Пейо Кр. Яворов""","400 039","73","64,3","73","41,67"
"ВАРНА","ВАРНА","ГР.ВАРНА","Второ ОУ ""Н.Й.Вапцаров""","403 543","85","64,19","85","45,55"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Цар Симеон І""","400 028","113","63,98","113","45,06"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Добри Чинтулов""","400 007","124","63,58","124","52,58"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Димчо Дебелянов""","403 537","77","61,44","77","36,14"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ""Константин Арабаджиев""","400 012","16","61,41","16","47,61"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Панайот Волов""","400 018","43","59,92","43","34,16"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Кап. Петко войвода""","400 015","16","59,13","18","25,71"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Св. Патриарх Евтимий""","400 019","115","58,09","115","37,77"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Христо Ботев""","400 026","68","53,4","68","34,14"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Иван Вазов""","400 009","19","52,82","19","36"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Стоян Михайловски""","400 024","44","48,26","44","27,2"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Георги Бенковски""","400 033","60","46,83","60","23,95"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Неофит Бозвели""","403 538","36","46,57","35","28,16"
"ВАРНА","ВАРНА","ГР.ВАРНА","ЧСУ ""Аз съм българче""","400 061","7","43,5","7","28,36"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Св. княз Борис I""","403 535","38","37,74","38","20,07"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Елин Пелин""","400 036","30","30,38","30","20,38"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ""Св. Иван Рилски""","400 010","19","24,87","17","18,19"
"ВАРНА","ВАРНА","ГР.ВАРНА","СУ ""Любен Каравелов""","400 037","22","24,43","22","13,19"
"ВАРНА","ВАРНА","ГР.ВАРНА","ОУ ""Отец Паисий""","400 017","15","10,43","16","11,2"
"ВАРНА","ВАРНА","С.КАМЕНАР","ОУ ""Д. Войников""","400 014","14","8,89","13","11,71"
"ВАРНА","ВАРНА","С.КОНСТАНТИНОВО","ОУ ""Свети Климент Охридски""","400 100","7","45,29","7","26,64"
"ВАРНА","ВАРНА","С.ТОПОЛИ","ОУ ""Христо Смирненски""","400 027","26","61,75","26","42,25"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","СУ""Христо Ботев""","400 108","29","42,33","29","28,76"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","СУ ""В. Левски""","400 112","32","41,92","31","21,09"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","ОУ ""Васил Левски""","400 117","13","25,81","13","28,54"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","ОУ ""Климент Охридски""","400 118","6","11,75","7","12,43"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","ОУ ""Св.И.Рилски""","400 119","12","12,42","11","16"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","СУ ""В. Левски""","400 123","65","36,87","65","18,95"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","СУ ""В. Левски""","400 126","63","32,46","63","19,75"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ВЕНЕЛИН","ОУ ""Св.Св.Кирил и Методий""","400 128","13","28,62","13","28,62"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОЛИЦА","ОУ ""Св. Св. Кирил и Методий""","400 129","1","86","1","55,5"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОРЕН ЧИФЛИК","ОУ""П.Хилендарски""","400 130","11","25,23","11","29"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГРОЗДЬОВО","ОУ ""Христо Смирненски""","400 131","30","21,03","29","13,19"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ПЧЕЛНИК","ОУ ""Христо Ботев""","400 133","19","36,08","19","23,37"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СТАРО ОРЯХОВО","ОУ ""Св. св. Кирил и Методий""","400 134","45","27,04","45","16,89"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","СУ ""Св.Климент Охридски""","400 136","46","30,36","46","15,48"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","СУ ""Назъм Хикмет""","400 142","11","41,77","11","20,86"
"ВАРНА","ДЪЛГОПОЛ","С.ПАРТИЗАНИ","ОУ ""Христо Ботев""","400 143","11","26,18","11","19,09"
"ВАРНА","ДЪЛГОПОЛ","С.ПОЛЯЦИТЕ","ОУ""Васил Левски ""","400 144","9","41,94","9","23,28"
"ВАРНА","ДЪЛГОПОЛ","С.ЦОНЕВО","ОУ ""Христо Ботев""","400 145","29","31,17","28","19,96"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","I ОУ ""Христо Смирненски""","400 146","38","55,11","38","32,28"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","II ОУ ""Иван Вазов""","400 147","43","53,43","42","28,1"
"ВАРНА","ПРОВАДИЯ","ГР.ПРОВАДИЯ","СУ ""Д.Благоев""","400 148","32","43,05","32","26,18"
"ВАРНА","ПРОВАДИЯ","С.БЛЪСКОВО","ОУ""Св.Св.Кирил и Методий""","400 152","12","27,04","12","21,56"
"ВАРНА","ПРОВАДИЯ","С.БОЗВЕЛИЙСКО","ОУ ""Васил Левски""","400 153","8","29,13","8","27,38"
"ВАРНА","ПРОВАДИЯ","С.ГРАДИНАРОВО","ОУ""Св.Св.Кирил и Методий""","400 155","19","28,76","19","32,79"
"ВАРНА","ПРОВАДИЯ","С.ЖИТНИЦА","ОУ ""Хр. Ботев""","400 156","13","14,35","12","13,25"
"ВАРНА","ПРОВАДИЯ","С.СЛАВЕЙКОВО","ОУ ""А. Златаров""","400 159","2","30","2","31,25"
"ВАРНА","СУВОРОВО","ГР.СУВОРОВО","СУ ""Никола Й. Вапцаров""","400 163","51","34,25","49","16,71"
"ВАРНА","СУВОРОВО","С.НИКОЛАЕВКА","ОУ ""Хр.Ботев""","400 164","11","8,86","10","12,2"
"ВАРНА","СУВОРОВО","С.ЧЕРНЕВО","ОУ ""Христо Ботев""","400 165","6","28","6","32,58"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","ОУ ""Св.Патр. Евтимий""","300 103","125","72,19","125","57,78"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","ОУ ""Бачо Киро""","300 102","123","71,1","123","57,37"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","СУ ""Емилиян Станев""","300 124","151","67,17","151","48,46"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","ОУ ""П.Р.Славейков""","300 105","32","63,64","32","40,97"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","ОУ ""Д.Благоев""","300 104","45","60,26","45","39,1"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","СУ ""Вела Благоева""","300 125","61","59,05","61","37,92"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","Спортно училище","300 143","33","51,58","33","23,73"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","СУ ""Владимир Комаров""","300 126","14","43,36","14","25,39"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","ОУ ""Христо Ботев""","300 101","10","30,15","10","13,83"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ДЕБЕЛЕЦ","ОУ ""Д-р П.Берон""","300 109","20","48,6","20","31,13"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.КИЛИФАРЕВО","ОУ ""Неофит Рилски""","300 116","6","57","6","28,79"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.БАЛВАН","ОУ ""Св.Иван Рилски""","300 110","2","36,75","2","21,25"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЛЕДЕНИК","ОУ Васил Левски","300 106","2","3,5","2","0"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РЕСЕН","ОУ ""Христо Ботев""","300 111","5","55,5","5","32,45"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.РУСАЛЯ","Частно начално училище по изкуствата Димитър Екимов","300 144","3","55","3","23,5"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.САМОВОДЕНЕ","ОУ ""Хр.Смирненски""","300 113","5","54,5","5","21,5"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","С.ЦЕРОВА КОРИЯ","ОУ ""П.Р.Славейков""","300 114","1","62,5","1","29,25"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","ОУ ""Иван Вазов""","300 201","84","64,07","84","44,49"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","СУ ""Георги Измирлиев""","300 216","97","62,02","97","38,34"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","ОУ ""Св.св.Кирил и Методий""","300 202","33","61,68","33","38,42"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","СУ ""Вичо Грънчаров""","300 217","57","53,09","57","30"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","ОУ ""Св.П.Хилендарски""","300 205","19","25,63","19","14,95"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ДОЛНА ОРЯХОВИЦА","ОУ ""Св.св.Кирил и Методий""","300 208","23","56,43","23","26,72"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ВЪРБИЦА","ОУ ""Васил Левски""","300 210","5","23,4","5","14,8"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ДРАГАНОВО","ОУ ""Кл.Охридски""","300 211","4","40,38","4","19,63"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПИСАРЕВО","ОУ ""Отец Паисий""","300 209","3","34,33","3","11,58"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПОЛИКРАЙЩЕ","ОУ ""Св.Св.Кирил и Методий""","300 212","3","14,83","3","10,33"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПЪРВОМАЙЦИ","ОУ ""Елин Пелин""","300 206","7","55,86","7","37,04"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","СУ""Иван Н.Момчилов""","300 305","35","48,46","35","29,15"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕБРОВО","ОУ ""Христо Ботев""","300 302","2","15","2","7"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОНСТАНТИН","ОУ ""Отец Паисий""","300 303","8","35,88","8","17,16"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАЙСКО","ОУ ""Отец Паисий""","300 304","16","15,59","16","20,81"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","СУ ""Св.св.Кирил и Методий""","300 404","28","32,79","29","18,42"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","С.СРЕДНО СЕЛО","ОУ ""Васил Левски""","300 403","1","21","2","5,5"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","СУ ""М. Райкович""","300 507","50","55,72","50","32,8"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДЖУЛЮНИЦА","ОУ ""П.Р.Славейков""","300 506","12","40,58","12","24,9"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.БЯЛА ЧЕРКВА","ОУ ""Бачо Киро""","300 604","8","46,31","8","17,28"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","СУ ""Бачо Киро""","300 618","61","44,28","61","23,77"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","ОУ ""Св.Климент Охридски""","300 602","27","43,7","27","24,98"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.БАТАК","ОУ ""Св.св.Кирил и Методий""","300 612","11","17,73","10","16,6"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.ВЪРБОВКА","ОУ ""Филип Тотю""","300 607","16","32,56","16","15,67"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","СУ ""Ц.Церковски""","300 711","57","38,25","57","20,43"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.ПЕТКО КАРАВЕЛОВО","ОУ ""Васил Левски""","300 708","18","15,5","18","12,39"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.РАДАНОВО","ОУ ""Св.Св.Кирил и Методий""","300 704","14","28,39","14","20,59"
