"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.БОЖУРИЦА","Основно училище ""Христо Ботев""","1500903","7","45.21","7","57"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.ГОРНА МИТРОПОЛИЯ","Основно училище ""Свети Свети Кирил и Методий""","1500905","6","60.33","7","54.21"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.КОМАРЕВО","Основно училище ""Христо Ботев""","1500906","6","32.92","5","43.6"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.КРУШОВЕНЕ","Основно училище ""Климент Охридски""","1500907","3","38.67","3","35"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.ОРЕХОВИЦА","Основно училище ""Христо Смирненски""","1500908","6","64.08","6","41.17"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.СТАВЕРЦИ","Основно училище ""Св.св.Кирил и Методий""","1500913","7","27.71","7","29.57"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","ГР.ДОЛНИ ДЪБНИК","Начално училище ""Св.св. Кирил и Методий""","1500501","23","64.28","23","76.22"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ГОРНИ ДЪБНИК","Основно училище ""Св. Св. Кирил и Методий""","1500505","6","85","6","93.5"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ГРАДИНА","Основно училище ""Неофит Рилски""","1500506","8","48.44","8","49"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.КРУШОВИЦА","Основно училище ""Свети свети Кирил и Методий""","1500502","3","59","3","69.33"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ПЕТЪРНИЦА","Основно училище ""Св. Св. Кирил и Методий""","1500504","12","40.58","12","64.33"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.САДОВЕЦ","Основно училище ""Христо Ботев""","1500503","2","53","2","75"
"ПЛЕВЕН","ИСКЪР","ГР.ИСКЪР","Средно училище ""Христо Смирненски""","1500404","30","49.25","30","46.85"
"ПЛЕВЕН","ИСКЪР","С.ДОЛНИ ЛУКОВИТ","Основно училище ""Васил Левски""","1500401","14","54.68","14","58.36"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","Начално училище ""Кнежица""","1501101","27","62.28","27","56.74"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","Основно училище ""Васил Левски""","1501102","19","68.34","20","67.73"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","Основно училище ""Отец Паисий""","1501103","14","71.29","14","59.75"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","Средно училище ""Неофит Рилски""","1501108","12","59.79","13","64.92"
"ПЛЕВЕН","КНЕЖА","С.БРЕНИЦА","Основно училище ""Христо Ботев""","1501104","18","56.81","18","58.42"
"ПЛЕВЕН","КНЕЖА","С.ЕНИЦА","Основно училище ""Васил Левски ""","1501105","4","77.63","4","78.5"
"ПЛЕВЕН","ЛЕВСКИ","ГР.ЛЕВСКИ","Основно училище ""Максим Горки""","1500602","42","72.73","42","64.77"
"ПЛЕВЕН","ЛЕВСКИ","ГР.ЛЕВСКИ","Средно училище ""Крум Попов""","1500611","31","66.9","32","54.2"
"ПЛЕВЕН","ЛЕВСКИ","С.АСЕНОВЦИ","Основно училище ""Христо Ботев""","1500603","12","41.5","12","54"
"ПЛЕВЕН","ЛЕВСКИ","С.БЪЛГАРЕНЕ","Основно училище ""Христо Ботев""","1500604","5","35.7","5","53.6"
"ПЛЕВЕН","ЛЕВСКИ","С.ОБНОВА","Основно училище ""Неофит Рилски""","1500608","9","58.83","8","68.81"
"ПЛЕВЕН","НИКОПОЛ","ГР.НИКОПОЛ","Средно училище ""Христо Ботев""","1501007","26","62.85","26","62.9"
"ПЛЕВЕН","НИКОПОЛ","С.НОВАЧЕНЕ","Основно училище ""Патриарх Евтимий""","1501006","17","49.18","17","49.74"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Начално училище ""Единство""","1500101","24","71.85","24","68.1"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Начално училище ""Христо Ботев""","1500102","83","84.78","82","87.09"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Начално училище ""Патриарх Евтимий""","1500103","79","87.96","78","77.9"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Начално училище ""Отец Паисий""","1500105","61","86.97","60","82.41"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училище ""Д-р Петър Берон""","1500110","106","84.5","107","79.29"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училищe ""Свети Климент Охридски""","1500112","92","75.03","92","69.68"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училище ""Васил Левски""","1500113","50","88.69","49","85.29"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училище ""Йордан Йовков""","1500114","24","69.88","24","62.42"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училище ""Лазар Станев""","1500115","15","77.93","15","72.83"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Средно училище ""Стоян Заимов""","1500133","48","72.93","48","66.04"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Средно училище ""Иван Вазов""","1500134","120","84.14","120","77.11"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Средно училище ""Пейо Крачолов Яворов""","1500135","20","72.48","21","61.98"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Средно училище ""Христо Смирненски""","1500136","12","42.63","12","50.33"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Основно училище Валери Петров","1500201","61","89.85","61","82.96"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Национално училище по изкуствата ""Панайот Пипков""","2902107","23","84.37","23","76.2"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","Начално училище ""Св.св. Кирил и Методий""","1500106","5","64.1","5","61"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","Средно училище ""Христо Ботев""","1500137","9","52.39","9","46"
"ПЛЕВЕН","ПЛЕВЕН","С.БЕГЛЕЖ","Основно училище ""Васил Левски""","1500121","3","28","3","47"
"ПЛЕВЕН","ПЛЕВЕН","С.БОХОТ","Основно училище ""Антон Страшимиров""","1500126","9","16.61","9","54.56"
"ПЛЕВЕН","ПЛЕВЕН","С.БРЪШЛЯНИЦА","Основно училище ""Св. Св. Кирил и Методий""","1500128","6","62.5","6","66.17"
"ПЛЕВЕН","ПЛЕВЕН","С.БУКОВЛЪК","Основно училище ""Свети Климент Охридски""","1500119","50","35.21","50","41.73"
"ПЛЕВЕН","ПЛЕВЕН","С.ВЪРБИЦА","Начално училище ""Отец Паисий""","1500107","7","69.86","7","67.93"
"ПЛЕВЕН","ПЛЕВЕН","С.ДИСЕВИЦА","Начално училище ""Христо Ботев""","1500108","8","27","7","60"
"ПЛЕВЕН","ПЛЕВЕН","С.МЕЧКА","Обединено училище ""Христо Ботев""","1500117","7","52.57","7","63.79"
"ПЛЕВЕН","ПЛЕВЕН","С.НИКОЛАЕВО","Основно училище ""Христо Ботев""","1500123","7","42.29","7","39.29"
"ПЛЕВЕН","ПЛЕВЕН","С.ОПАНЕЦ","Основно училище""Отец Паисий""","1500118","4","62.38","4","47.13"
"ПЛЕВЕН","ПЛЕВЕН","С.ПЕЛИШАТ","Основно училище ""Христо Ботев""","1500125","3","79","3","58"
"ПЛЕВЕН","ПЛЕВЕН","С.ТЪРНЕНЕ","Обединено училище ""Свети Свети Кирил и Методий""","1500127","8","45.19","8","65.19"
"ПЛЕВЕН","ПЛЕВЕН","С.ЯСЕН","Основно училище ""Св.Св.Кирил и Методий""","1500124","1","38.5","1","82"
"ПЛЕВЕН","ПОРДИМ","ГР.ПОРДИМ","Средно училище ""Свети Свети Кирил и Методий""","1500305","23","60.2","20","72.38"
"ПЛЕВЕН","ПОРДИМ","С.ВЪЛЧИТРЪН","Обединено училище ""Никола Йонков Вапцаров""","1500304","9","11.67","9","35.67"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.КОЙНАРЕ","Средно училище "" Христо Смирненски""","1500216","26","62.12","26","65.33"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","Основно училище ""Христо Смирненски""","1500203","44","58.08","42","48.01"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","Основно училище ""Алеко Константинов""","1500204","8","30.19","9","58"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","Средно училище ""Д-р Петър Берон""","1500215","74","78.86","74","75.22"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РАДОМИРЦИ","Обединено училище ""Отец Паисий""","1500210","14","29.82","14","33.57"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РУПЦИ","Основно училище ""Христо Ботев""","1500209","11","30.41","11","70.64"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ЧОМАКОВЦИ","Основно училище ""Христо Ботев""","1500207","9","43.72","9","42.83"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Ангел Кънчев""","1600101","54","78.78","54","74.26"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Христо Ботев""","1600102","65","79.52","64","73.03"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Отец Паисий"" Асеновград","1600103","45","77.2","43","74.07"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Петко Каравелов""","1600104","93","84.69","93","78.67"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Никола Йонков Вапцаров""","1600105","36","15.04","36","19.75"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Основно училище ""Панайот Волов""","1600107","28","62.77","28","62.39"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Средно училище Свети княз Борис I","1600114","32","71.78","33","75.68"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","Средно училище ""Свети свети Кирил и Методий""","1600116","59","77.68","59","68.36"
"ПЛОВДИВ","АСЕНОВГРАД","С.БОЯНЦИ","Основно училище ""Професор доктор Асен Златаров""","1600108","18","45.69","16","56.84"
"ПЛОВДИВ","АСЕНОВГРАД","С.ЗЛАТОВРЪХ","Основно училище ""Климент Охридски""","1600113","9","57","10","58.75"
"ПЛОВДИВ","АСЕНОВГРАД","С.ТОПОЛОВО","Основно училище ""Отец Паисий""","1600115","15","58.13","15","52.43"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","Средно училище ""Христо Смирненски""","1600705","21","62.31","22","53.18"
"ПЛОВДИВ","БРЕЗОВО","С.БОРЕЦ","Начално училище ""Свети Свети Кирил и Методий""","1600704","5","54.6","5","60.8"
"ПЛОВДИВ","БРЕЗОВО","С.СТРЕЛЦИ","Основно училище ""Свети Свети Кирил и Методий""","1600703","12","51.38","12","38.83"
"ПЛОВДИВ","КАЛОЯНОВО","С.ДЪЛГО ПОЛЕ","Обединено училище ""Христо Ботев""","1601203","9","53.28","9","70.28"
"ПЛОВДИВ","КАЛОЯНОВО","С.ЖИТНИЦА","Основно училище ""Христо Смирненски""","1601202","7","76.79","7","73.21"
"ПЛОВДИВ","КАЛОЯНОВО","С.КАЛОЯНОВО","Основно училище ""Иван Вазов""","1601201","36","61.17","35","49.99"
"ПЛОВДИВ","КАЛОЯНОВО","С.ПЕСНОПОЙ","Основно Училище ""Отец Паисий""","1601206","5","23.9","5","49.7"
"ПЛОВДИВ","КАЛОЯНОВО","С.РЪЖЕВО КОНАРЕ","Основно училище ""Христо Ботев""","1601204","13","65.85","13","60.73"
"ПЛОВДИВ","КАРЛОВО","ГР.БАНЯ","Основно училище ""Неофит Рилски""","1601316","13","33.73","13","34.35"
"ПЛОВДИВ","КАРЛОВО","ГР.КАЛОФЕР","Средно училище ""Христо Ботев""","1601306","14","71.64","14","63.07"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","Средно училище ""Васил Левски""","1601301","92","80.3","93","73.1"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","Средно училище ""Христо Проданов""","1601302","39","78.64","39","72.64"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","Основно училище ""Св. Св. Кирил и Методий""","1601304","85","78.69","81","69.77"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","Основно училище ""Райно Попович""","1601305","25","29.84","24","46.08"
"ПЛОВДИВ","КАРЛОВО","ГР.КЛИСУРА","Основно училище ""Христо Груев Данов""","1601318","17","76.15","16","60.84"
"ПЛОВДИВ","КАРЛОВО","С.ВЕДРАРЕ","Основно училище ""Свети Свети Кирил и Методий""","1601309","12","37.17","10","41.7"
"ПЛОВДИВ","КАРЛОВО","С.ИГАНОВО","Начално училище ""Васил Левски""","1601321","12","41.04","13","54.69"
"ПЛОВДИВ","КАРЛОВО","С.КЪРНАРЕ","Основно училище ""Васил Левски""","1601308","15","32.93","15","56.4"
"ПЛОВДИВ","КАРЛОВО","С.РОЗИНО","Основно училище ""Христо Г. Данов""","1601307","32","35.42","30","35.58"
"ПЛОВДИВ","КАРЛОВО","С.ХРИСТО ДАНОВО","Основно училище ""Генерал Карцов""","1601317","43","37.52","43","39.26"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","Начално училище Васил Левски","1601401","32","62.94","32","64.28"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","Средно училище ""Петко Рачов Славейков""","1601403","16","76.22","17","71.06"
"ПЛОВДИВ","КУКЛЕН","С.КУКЛЕН","Средно училище ""Отец Паисий""","1601101","33","84.36","33","86.65"
"ПЛОВДИВ","ЛЪКИ","ГР.ЛЪКИ","Средно училище ""Христо Ботев""","1601501","17","81.03","17","75.21"
"ПЛОВДИВ","МАРИЦА","С.БЕНКОВСКИ","Основно училище ""Георги Бенковски""","1601704","10","63.7","10","55.35"
"ПЛОВДИВ","МАРИЦА","С.ВОЙВОДИНОВО","Основно училище ""Св. Св. Кирил и Методий""","1601702","21","69.02","21","64.9"
"ПЛОВДИВ","МАРИЦА","С.ВОЙСИЛ","Начално училище ""Свети Климент Охридски""","1601721","1","89.5","1","87.5"
"ПЛОВДИВ","МАРИЦА","С.ГРАФ ИГНАТИЕВО","Основно училище ""Граф Николай Игнатиев""","1601705","29","58.59","28","62.54"
"ПЛОВДИВ","МАРИЦА","С.ДИНК","Начално училище ""Отец Паисий""","1601700","10","52.95","10","69"
"ПЛОВДИВ","МАРИЦА","С.КАЛЕКОВЕЦ","Средно училище ""Свети свети Кирил и Методий""","1601709","14","57.04","14","68.61"
"ПЛОВДИВ","МАРИЦА","С.КОСТИЕВО","Основно училище ""Свети Свети Кирил и Методий""","1601707","5","55.8","6","69.92"
"ПЛОВДИВ","МАРИЦА","С.МАНОЛЕ","Средно училище ""Васил Левски""","1601708","27","58.44","27","59.22"
"ПЛОВДИВ","МАРИЦА","С.РОГОШ","Основно училище ""Васил Левски""","1601710","26","59.44","24","62.42"
"ПЛОВДИВ","МАРИЦА","С.СКУТАРЕ","Основно училище ""Св. Климент Охридски""","1601701","18","55.11","20","48.93"
"ПЛОВДИВ","МАРИЦА","С.СТРОЕВО","Основно училище ""Христо Смирненски""","1601706","21","61.62","21","58"
"ПЛОВДИВ","МАРИЦА","С.ТРУД","Основно Училище ""Свети Свети Кирил и Методий""","1601711","27","77.78","27","88.09"
"ПЛОВДИВ","МАРИЦА","С.ЦАРАЦОВО","Основно училище ""Дядо Иван Арабаджията""","1601703","7","64.64","7","55.29"
"ПЛОВДИВ","ПЕРУЩИЦА","ГР.ПЕРУЩИЦА","ОСНОВНО УЧИЛИЩЕ ""ПЕТЪР БОНЕВ""","1602401","27","63.22","26","55.31"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Алеко Константинов""","1690142","95","88.21","95","84.18"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ""Виктория и Крикор Тютюнджян""","1690143","47","83.78","47","74.16"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Гео Милев""","1690144","13","25.69","12","42.42"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно Училище ""Д-р Петър Берон""","1690146","59","84.13","59","81.29"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно Училище""Душо Хаджидеков""","1690147","111","84.27","112","79.48"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Екзарх Антим I""","1690148","63","83.08","63","77.65"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно Училище ""Кочо Честеменски""","1690149","91","83.38","91","80.48"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Любен Каравелов""","1690150","24","84.46","24","80.92"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Княз Александър I""","1690152","98","86.65","98","82.42"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище "" СВ. ПАИСИЙ ХИЛЕНДАРСКИ ""","1690154","59","84.87","58","78.49"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Климент Охридски""","1690155","22","76.34","22","73.09"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Патриарх Евтимий""","1690156","94","87.83","94","85.64"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Цар Симеон Велики""","1690157","22","83.66","22","76.66"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","39-то Начално училище ""Кирил Нектариев""","1690242","50","31.63","46","44.5"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Начално училище "" Петко Рачов Славейков ""","1690243","71","88.3","71","81.02"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Васил Левски""","1690244","68","82.93","70","78.18"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Димчо Дебелянов""","1690245","76","19.66","74","31.64"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Обединено училище ""Пенчо Славейков""","1690246","62","16.45","62","26.9"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Найден Геров""","1690247","29","11.34","29","19.28"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Симон Боливар""","1690248","36","59.86","36","68.31"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Васил Петлешков""","1690341","48","84.16","48","81.79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Драган Манчов ""","1690342","72","84.18","72","78.2"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Елин Пелин""","1690343","47","81.98","46","83.03"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Тодор Каблешков""","1690344","35","77.04","35","71.03"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети свети Кирил и Методий""","1690345","41","76.56","41","70.02"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Начално училище ""Христо Ботев""","1690441","91","88.62","91","89.1"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Димитър Тодоров Димов""","1690442","35","74.71","35","74.19"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Обединено училище ""Йордан Йовков""","1690443","16","43","16","57"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Панайот Волов""","1690444","44","12.68","42","20.9"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Райна Княгиня""","1690445","104","88.1","104","82.67"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Никола Вапцаров""","1690446","35","84.96","35","78.04"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Пейо Крачолов Яворов""","1690447","43","83.81","44","83.33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Христо Груев Данов""","1690448","54","84.09","54","72.25"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Братя Миладинови""","1690542","39","72.79","39","67.56"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Начално училище ""Климент Охридски""","1690543","67","90.09","66","89.09"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Димитър Талев""","1690544","136","82.54","133","77.18"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Захари Стоянов""","1690545","45","82.12","45","77.77"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Стоян Михайловски""","1690546","72","85.69","72","82.21"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Основно училище ""Яне Сандански""","1690547","67","82.72","65","75.93"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище "" Константин Величков ""","1690549","38","80.01","38","83.24"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Константин - Кирил Философ""","1690550","136","84.22","135","76.79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище Димитър Матевски""","1690642","99","81.56","97","75.97"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Седмочисленици""","1690643","88","82.47","88","78.93"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Свети Софроний Врачански""","1690644","78","82.87","77","79.23"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Средно училище ""Черноризец Храбър""","1690645","158","89.38","158","86.02"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","1690901","17","71.97","17","71.85"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частно основно училище ""Класик""","1690907","14","83.89","14","79.79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частно основно училище ""Бъдеще""","1690912","5","82.1","5","87.6"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Национално училище за музикално и танцово изкуство ""Добрин Петков""","2902102","45","85.74","43","75.87"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Основно училище ""Свети Свети Кирил и Методий""","1602301","16","25.63","15","40.17"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Основно Училище ""Георги Караславов""","1602302","17","48.85","17","59.79"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Начално училище ""Христо Ботев""","1602311","9","63.39","9","75.39"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Средно училище ""Проф. д-р Асен Златаров""","1602314","53","76.03","52","69.11"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БУКОВО","Основно училище ""Д-р Петър Берон""","1602309","2","43.5","2","51.75"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БЯЛА РЕКА","Основно училище ""Любен Каравелов""","1602308","7","43.14","7","47.21"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ВИНИЦА","Основно училище ""Васил Априлов""","1602306","8","33.38","7","46.29"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ГРАДИНА","Основно училище ""Христо Ботев""","1602303","23","57.41","23","61.52"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ДЪЛБОК ИЗВОР","Основно училище ""Свети Свети Кирил и Методий""","1602305","6","32.67","6","40.33"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ИСКРА","Основно училище ""Отец Паисий""","1602304","5","32.5","5","53.3"
"ПЛОВДИВ","ПЪРВОМАЙ","С.КАРАДЖАЛОВО","Основно училище ""Св. Св. Кирил и Методий""","1602307","3","52","3","39.67"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Основно училище ""Христо Ботев""","1602502","85","84.28","86","80.37"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Основно училище ""Христо Смирненски""","1602503","77","66.97","80","60.19"
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","Основно училище ""Гео Милев""","1602507","56","42.37","54","48.3"
"ПЛОВДИВ","РАКОВСКИ","С.СТРЯМА","Основно училище ""Отец Паисий""","1602504","32","44.88","30","39.82"
"ПЛОВДИВ","РАКОВСКИ","С.ЧАЛЪКОВИ","Основно училище ""Д-р Петър Берон""","1602505","16","36.88","16","38.25"
"ПЛОВДИВ","РОДОПИ","С.БЕЛАЩИЦА","Основно училище "" Пенчо Славейков""","1602602","14","81.71","16","69.56"
"ПЛОВДИВ","РОДОПИ","С.БРАНИПОЛЕ","Основно училище "" Свети Свети Кирил и Методий ""","1602608","23","78.24","23","75.37"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТНИК","Основно училище ""Васил Левски""","1602604","11","79.59","11","73.59"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТОВИЦА","Основно училище ""Христо Ботев""","1602605","13","66.85","13","61.46"
"ПЛОВДИВ","РОДОПИ","С.КАДИЕВО","Основно училище "" Свети Свети Кирил и Методий""","1602606","6","71.25","6","57.25"
"ПЛОВДИВ","РОДОПИ","С.КРУМОВО","Основно училище ""Христо Ботев""","1602613","18","76.39","18","71.33"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","Частно основно училище ""Слънчев лъч""","1600018","14","82.79","14","75.93"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","Основно училище ""Св. св. Кирил и Методий""","1602607","25","83.38","25","77.4"
"ПЛОВДИВ","РОДОПИ","С.ПЪРВЕНЕЦ","Основно училище ""Св.Св. Кирил и Методий""","1602603","23","69.11","23","64.74"
"ПЛОВДИВ","РОДОПИ","С.УСТИНА","Основно училище ""Свети свети Кирил и Методий""","1602609","13","76.77","12","67.75"
"ПЛОВДИВ","РОДОПИ","С.ЦАЛАПИЦА","Основно Училище ""Паисий Хилендарски""","1602611","11","48.55","12","44.92"
"ПЛОВДИВ","РОДОПИ","С.ЯГОДОВО","Основно училище ""Неофит Рилски""","1602612","11","47.86","11","55.09"
