"﻿""﻿Област""","Община","Населено място","Код по Админ","Училище","БЕЛ Брой","БЕЛ Ср.успех","МАТ Брой","МАТ Ср.успех","ИСТ Брой","ИСТ Ср.успех","ФА Брой","ФА Ср.успех","ГЕО Брой","ГЕО Ср.успех","ХООС Брой","ХООС Ср.успех","ФИЛ Брой","ФИЛ Ср.успех","БЗО Брой","БЗО Ср.успех","АЕ Брой","АЕ Ср.успех","РЕ Брой","РЕ Ср.успех","НЕ Брой","НЕ Ср.успех","ИспЕ Брой","ИспЕ Ср.успех","ФрЕ Брой","ФрЕ Ср.успех","ИтЕ Брой","ИтЕ Ср.успех"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 133","Средно училище  ""Стоян Заимов""","46","4,37","0","0,00","3","3,44","0","0,00","2","4,30","0","0,00","1","4,87","24","4,60","16","4,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 136","Средно  училище  ""Христо Смирненски""","20","3,14","0","0,00","0","0,00","0","0,00","1","3,59","0","0,00","1","3,76","13","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","1 500 137","Средно училище ""Христо Ботев""","9","2,97","0","0,00","0","0,00","0","0,00","10","2,82","0","0,00","0","0,00","1","3,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ПОРДИМ","ГР.ПОРДИМ","1 500 305","Средно  училище   ""Свети Свети Кирил и Методий""","21","3,12","0","0,00","1","4,15","0","0,00","0","0,00","0","0,00","0","0,00","19","3,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.КОЙНАРЕ","1 500 216","Средно училище   "" Христо Смирненски""","24","3,31","0","0,00","4","3,04","0","0,00","7","3,35","0","0,00","0","0,00","14","3,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 217","Професионална гимназия по хранителни   технологии  ""Юрий Гагарин""","18","3,17","0","0,00","0","0,00","0","0,00","1","2,53","0","0,00","0","0,00","8","3,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 218","Професионална гимназия по  механоелектротехника ""Девети май""","43","3,29","0","0,00","0","0,00","0","0,00","9","2,91","0","0,00","0","0,00","1","4,41","5","4,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 215","Средно  училище  ""Д-р Петър Берон""","35","4,43","1","3,00","3","3,75","0","0,00","9","3,71","0","0,00","0","0,00","9","4,30","13","5,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 219","Търговска гимназия  ""Васил  Евстатиев Априлов""","35","4,04","0","0,00","0","0,00","0","0,00","10","3,72","0","0,00","0","0,00","7","3,62","2","4,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ЧОМАКОВЦИ","1 500 220","Професионална гимназия по земеделско стопанство ""Александър Стамболийски""","11","2,83","0","0,00","0","0,00","0","0,00","10","2,73","0","0,00","0","0,00","2","3,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 617","Професионална гимназия по Хранително-вкусови                            технологии  ""Св. Димитрий Солунски""","72","3,29","0","0,00","0","0,00","0","0,00","17","2,86","0","0,00","0","0,00","27","3,38","3","3,61","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 128","Професионална  гимназия   "" Свети Патриарх Евтимий ""","35","2,99","0","0,00","0","0,00","0","0,00","2","2,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 618","Професионална гимназия  ""Цар Иван Асен ІІ""","103","3,34","0","0,00","4","3,68","0","0,00","11","2,76","0","0,00","48","3,69","34","3,13","11","4,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 116","Средно  училище    ""Свети свети Кирил и Методий""","99","4,20","2","3,65","0","0,00","0","0,00","14","4,36","0","0,00","15","4,22","41","4,11","27","4,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 114","Средно училище  „Свети княз Борис I”","68","4,73","4","4,77","6","3,94","0","0,00","4","3,82","0","0,00","23","4,54","6","3,90","25","4,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","1 600 706","Професионална гимназия ""Златю Бояджиев""  гр. Брезово","30","3,11","0","0,00","2","3,51","0","0,00","3","3,09","0","0,00","0","0,00","27","3,07","1","2,53","1","3,21","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","1 600 705","Средно училище ""Христо Смирненски""","15","3,56","0","0,00","1","3,38","0","0,00","4","2,70","0","0,00","0","0,00","8","3,70","1","4,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 364","Професионална гимназия    ""Братя Евлогий и Христо Георгиеви""","40","3,06","0","0,00","2","2,40","0","0,00","15","2,92","0","0,00","0","0,00","23","3,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 361","Професионална гимназия по   железопътен транспорт  ""Христо Смирненски""","64","3,16","0","0,00","1","2,81","0","0,00","4","2,98","0","0,00","4","3,52","18","3,07","2","3,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 302","Средно училище ""Христо Проданов""","85","4,09","1","4,92","3","3,85","0","0,00","43","3,26","0","0,00","1","2,44","13","4,02","28","4,58","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 301","Средно  училище   ""Васил Левски""","67","4,97","5","4,69","1","5,18","0","0,00","7","4,68","2","6,00","0","0,00","13","4,97","39","4,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КАРЛОВО","ГР.КЛИСУРА","1 600 623","Професионална гимназия     по икономика ""Тодор  Генчов  Влайков""","19","3,15","0","0,00","0","0,00","0","0,00","3","2,82","0","0,00","6","3,09","9","3,54","1","3,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","1 601 403","Средно училище  ""Петко Рачов Славейков""","10","3,28","0","0,00","1","4,70","0","0,00","5","2,70","0","0,00","1","3,24","4","3,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","КУКЛЕН","С.КУКЛЕН","1 601 102","Професионална  гимназия   по селско стопанство","14","2,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ЛЪКИ","ГР.ЛЪКИ","1 601 501","Средно  училище   ""Христо Ботев""","17","3,90","1","5,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","4,14","1","3,87","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЕРУЩИЦА","ГР.ПЕРУЩИЦА","1 602 402","Професионална гимназия   по лозарство и винарство   ""Христо Ботев""","24","2,93","0","0,00","0","0,00","0","0,00","19","2,73","0","0,00","0","0,00","2","2,75","1","2,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 176","Професионална гимназия по облекло ""Ана Май""","81","3,58","0","0,00","0","0,00","0","0,00","3","2,65","0","0,00","12","3,72","1","3,31","8","4,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 153","Хуманитарна гимназия  ""Св. Св. Кирил и Методий""","180","5,09","5","4,08","9","4,86","0","0,00","9","4,35","1","4,41","24","4,97","5","5,46","108","4,63","5","5,71","9","4,71","0","0,00","4","4,82","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 449","Езикова гимназия ""Пловдив""","265","5,50","25","5,15","1","5,81","1","5,56","0","0,00","1","6,00","0","0,00","6","5,71","200","5,28","0","0,00","31","5,35","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 450","Езикова гимназия ""Иван Вазов""","239","5,34","9","4,89","6","5,12","1","3,56","3","4,74","2","5,46","12","5,32","3","4,62","53","5,37","2","5,26","39","5,30","36","5,47","20","4,72","53","4,98"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 302","Национална гимназия   за сценични и екранни изкуства","44","4,26","0","0,00","1","3,59","0","0,00","0","0,00","0","0,00","5","4,10","0","0,00","8","4,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 175","Национална търговска гимназия - Пловдив","219","4,99","7","4,25","3","4,19","1","4,49","2","4,14","0","0,00","4","4,79","11","4,78","104","4,63","0","0,00","3","4,47","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 102","Национално училище за музикално и танцово изкуство ""Добрин Петков""","37","4,58","0","0,00","1","3,22","0","0,00","0","0,00","0","0,00","5","4,57","2","4,20","7","4,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 346","Математическа  гимназия    ""Академик Кирил Попов""","205","5,24","100","5,37","2","4,28","3","5,40","3","3,73","0","0,00","4","4,70","1","5,67","84","4,75","0","0,00","4","5,38","0","0,00","3","5,45","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 187","ДУ-Пловдивска духовна семинария   ""Св. Св. Кирил и Методий""-Пловдив","10","3,69","0","0,00","2","3,29","0","0,00","1","2,57","0","0,00","4","4,43","1","3,42","0","0,00","0","0,00","0","0,00","1","5,51","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 273","Професионална гимназия по транспорт ""Гоце Делчев""","86","3,21","0","0,00","2","2,69","0","0,00","3","2,81","0","0,00","1","4,38","17","3,66","4","4,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 174","Професионална гимназия по   електротехника и  електроника","183","4,01","0","0,00","7","3,44","4","3,06","5","3,51","0","0,00","11","4,36","40","3,74","99","4,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 572","Професионална гимназия  по механотехника   ""Професор Цветан Лазаров""","102","3,56","0","0,00","0","0,00","0","0,00","13","3,70","0","0,00","3","4,21","49","3,46","32","4,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 177","Професионална гимназия по   вътрешна архитектура и дървообработване ""Христо Ботев""","40","3,28","0","0,00","1","3,39","0","0,00","1","2,92","0","0,00","1","3,10","6","3,44","2","3,73","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 473","Професионална гимназия   по кожени изделия и текстил  ""Д-р Иван Богоров""","10","2,68","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,41","8","2,50","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 573","Професионална гимназия по машиностроене","29","2,99","0","0,00","0","0,00","0","0,00","1","2,53","0","0,00","2","3,30","0","0,00","1","4,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 274","Професионална гимназия по    строителни технологии ""Пеньо Пенев""","29","3,07","0","0,00","0","0,00","0","0,00","1","4,15","0","0,00","0","0,00","24","3,12","2","2,49","0","0,00","1","4,76","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 272","Професионална гимназия по архитектура,   строителство и геодезия ""Арх.Камен Петков""","181","4,18","24","3,61","3","3,46","1","5,65","5","4,30","1","3,20","20","4,47","35","3,94","64","4,23","0","0,00","1","4,90","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 178","Професионална гимназия  по туризъм ""Проф. д-р Асен Златаров""","158","4,08","0","0,00","6","3,71","0","0,00","1","5,15","0","0,00","18","4,45","25","3,91","44","4,24","0","0,00","1","3,50","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 179","Професионална гимназия по битова техника","91","3,69","4","3,81","0","0,00","2","4,69","5","3,20","0","0,00","4","4,04","42","3,51","32","4,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 472","Професионална гимназия по хранителни технологии и техника","131","3,86","1","3,81","0","0,00","0","0,00","6","3,58","0","0,00","12","3,55","10","3,54","22","4,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 347","Спортно училище  ""Васил Левски""","65","3,74","0","0,00","0","0,00","0","0,00","2","3,48","0","0,00","1","3,92","3","3,98","8","4,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 247","Средно      училище      ""Найден Геров""","21","3,01","0","0,00","0","0,00","0","0,00","4","3,46","0","0,00","6","3,37","8","3,22","1","4,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 150","Средно училище   ""Любен Каравелов""","20","4,16","0","0,00","3","3,54","0","0,00","1","3,98","0","0,00","2","3,86","11","3,63","4","4,49","1","5,85","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 446","Средно училище   ""Никола Вапцаров""","17","3,39","0","0,00","1","2,53","0","0,00","11","3,04","0","0,00","1","3,73","0","0,00","4","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 154","Средно училище   "" СВ. ПАИСИЙ ХИЛЕНДАРСКИ ""","101","4,24","1","2,97","6","4,01","1","4,46","4","3,85","4","4,65","18","4,13","18","4,02","49","4,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 549","Средно  училище    "" Константин  Величков ""","27","4,02","0","0,00","0","0,00","0","0,00","3","3,22","0","0,00","11","4,25","8","3,65","5","3,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 156","Средно училище ""Свети Патриарх Евтимий""","113","4,69","7","3,44","1","4,78","1","4,73","19","3,63","1","4,84","14","4,90","7","5,09","63","4,56","0","0,00","2","5,46","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 345","Средно училище  ""Свети свети Кирил и Методий""","63","3,69","2","4,39","0","0,00","0","0,00","7","3,40","0","0,00","22","4,00","15","3,41","17","4,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 643","Средно училище    ""Свети  Седмочисленици""","24","3,53","0","0,00","0","0,00","0","0,00","10","3,20","0","0,00","0","0,00","10","3,88","3","3,78","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 642","Средно училище Димитър Матевски","19","3,82","2","3,14","0","0,00","0","0,00","2","4,01","0","0,00","7","4,19","5","3,33","6","4,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 542","Средно училище  ""Братя Миладинови""","38","3,34","0","0,00","1","3,59","1","3,06","1","3,78","0","0,00","9","3,76","23","3,20","5","4,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 155","Средно  училище   ""Свети Климент Охридски""","55","4,13","2","3,84","0","0,00","0","0,00","4","3,98","1","3,95","12","4,71","22","4,48","15","4,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 550","Средно  училище  ""Свети Константин - Кирил Философ""","27","4,12","0","0,00","0","0,00","0","0,00","7","4,82","0","0,00","3","4,30","8","3,43","8","3,94","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 644","Средно училище  ""Свети Софроний Врачански""","25","4,18","0","0,00","1","3,90","0","0,00","9","3,80","0","0,00","1","4,92","0","0,00","14","4,10","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 448","Средно  училище   ""Христо Груев Данов""","11","3,64","0","0,00","0","0,00","0","0,00","3","2,90","0","0,00","2","4,55","5","3,83","2","4,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 447","Средно училище   ""Пейо Крачолов Яворов""","99","3,83","3","3,48","5","3,82","0","0,00","15","3,42","0","0,00","19","4,15","19","3,59","32","4,31","2","4,35","2","3,30","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 271","Специално училище за ученици с увреден слух   ""Проф. Д-р Ст. Белинов""","5","2,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 402","Национална художествена гимназия ""Цанко Лавренов""","47","4,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 645","Средно училище   ""Черноризец Храбър""","35","4,33","0","0,00","2","5,32","0","0,00","9","4,04","0","0,00","8","4,34","4","4,01","12","4,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 451","Френска езикова гимназия   ""Антоан дьо Сент - Екзюпери""","214","4,95","4","3,56","5","3,97","4","4,81","1","3,08","6","5,14","21","4,50","15","4,82","128","4,75","0","0,00","0","0,00","0","0,00","30","4,78","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 909","Частна езикова гимназия   ""Стоян Сариев""","15","4,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,11","0","0,00","13","4,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 904","Частна профилирана гимназия  ""Класик""","15","4,72","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","4,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 910","Частна професионална гимназия   по икономика и управление","5","4,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 901","ЧАСТНО СРЕДНО УЧИЛИЩЕ ""ДРУЖБА""","12","4,94","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","4,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 315","Професионална гимназия   по селско стопанство ""Васил Левски""","65","3,71","1","3,31","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","22","3,42","7","4,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","1 602 314","Средно училище   ""Проф. д-р Асен Златаров""","37","4,67","2","4,45","0","0,00","0","0,00","0","0,00","0","0,00","6","4,65","8","3,95","21","4,86","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","1 602 511","Професионална гимназия   ""Петър Парчевич""","50","3,17","0","0,00","2","4,29","0","0,00","2","2,88","0","0,00","16","3,68","2","3,34","6","3,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","1 602 510","Професионална гимназия по селско стопанство","21","3,29","0","0,00","0","0,00","0","0,00","15","2,90","0","0,00","0","0,00","8","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","САДОВО","ГР.САДОВО","1 602 810","Професионална селскостопанска гимназия","22","3,03","0","0,00","0","0,00","0","0,00","1","2,40","0","0,00","0","0,00","3","2,99","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","1 601 363","Професионална гимназия   ""Генерал  Владимир Заимов""","116","4,16","0","0,00","1","5,79","0","0,00","17","3,97","0","0,00","10","4,55","43","3,87","26","4,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","1 601 303","Средно училище   ""Иван Вазов""","9","3,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,74","1","3,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","1 602 907","Средно училище Отец Паисий","16","3,69","1","5,91","0","0,00","0","0,00","1","4,73","0","0,00","0","0,00","10","3,49","3","4,75","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","1 603 301","Средно  училище  ""Христо Ботев""","14","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","13","3,09","1","3,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","1 603 708","Средно  училище ""Христо Смирненски""","38","3,72","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","1 701 102","Професионална гимназия по земеделие    ""Климент Тимирязев""","19","2,70","0","0,00","0","0,00","0","0,00","7","2,62","0","0,00","0","0,00","3","3,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","1 701 101","Средно  училище   ""Свети Свети Кирил и Методий""","22","3,25","0","0,00","0","0,00","0","0,00","9","3,13","1","5,86","0","0,00","12","3,34","1","3,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","1 701 401","Профилирана гимназия ""ВАСИЛ ЛЕВСКИ""","60","3,64","0","0,00","1","5,85","0","0,00","5","4,44","1","5,86","0","0,00","46","3,85","5","3,79","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","1 701 405","Професионална гимназия по селско стопанство ""Хан Аспарух""","67","3,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","1 701 602","Професионална гимназия","21","3,17","0","0,00","0","0,00","0","0,00","1","2,79","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","1 701 601","Средно училище   ""Христо Ботев""","41","4,38","0","0,00","8","4,27","1","3,36","2","3,82","0","0,00","0","0,00","14","4,79","16","4,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","1 701 702","Професионална гимназия по   ветеринарна медицина и земеделие   ""Александър Стамболийски""","49","3,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","49","3,69","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 608","Профилирана гимназия с преподаване на чужди езици  ""Екзарх Йосиф""","109","4,97","4","4,33","1","4,46","0","0,00","4","4,57","1","5,75","0","0,00","28","5,12","68","4,95","2","4,11","1","4,59","0","0,00","0","0,00","0","0,00"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","1 702 609","Профилирана природоматематическа    гимназия  ""Академик Никола Обрешков""","93","4,72","9","5,16","2","4,10","2","5,43","1","4,29","2","5,78","3","4,64","36","4,81","38","4,72","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
