"Град","Код","Име","БЕЛ","МАТ"
"Сливен","2000108","Основно училище Димитър Петров","87.26","71.24"
"Сливен","2000110","Основно училище Братя Миладинови","20.82","22.21"
"Сливен","2000111","Основно училище Панайот Хитов","62","49.95"
"Сливен","2000112","Основно училище Юрий Гагарин","14.73","24.19"
"Сливен","2000113","Основно училище Свети свети Кирил и Методий","82.88","70.46"
"Сливен","2000116","Основно училище Елисавета Багряна","82.63","67.46"
"Сливен","2000105","Средно училище Хаджи Мина Пашов","51.26","41.26"
"Сливен","2000109","Средно училище Пейо Крачолов Яворов ","78.44","63.28"
"Сливен","2000114","Средно училище Йордан Йовков","78.25","58.5"
"Сливен","2000115","Средно училище Константин Константинов","84.04","69.62"
"Смолян","2100104","ОСНОВНО УЧИЛИЩЕ Юрий Гагарин","77.25","71.25"
"Смолян","2100107","Основно училище Професор доктор Асен Златаров","83.7","68.38"
"Смолян","2100109","Основно училище Стою Шишков","84.52","71.19"
"Смолян","2100110","ОСНОВНО УЧИЛИЩЕ ИВАН ВАЗОВ","89.71","80.32"
"Смолян","2100103","Средно училище Св. Св. Кирил и Методий","75.05","63.87"
"Смолян","2100105","Средно училище Отец Паисий","87.87","77.55"
"Стара Загора","2902104","Национално училище за музикални и сценични изкустваХристина Морфова","81.72","67.24"
"Стара Загора","2400124","Начално училише Кольо Ганчев","68.88","55.46"
"Стара Загора","2400146","Начално училище Димитър Благоев","90.17","92.83"
"Стара Загора","2400147","Начално училище Зора","66.13","72.25"
"Стара Загора","2400109","Основно училище Георги Райчев","68.67","54.83"
"Стара Загора","2400122","Първо основно училище Георги Бакалов","31.92","21.75"
"Стара Загора","2400123","Основно училище П.Р.Славейков","89.27","77.87"
"Стара Загора","2400125","Основно училище КИРИЛ ХРИСТОВ ","85.9","71.51"
"Стара Загора","2400126","Пето основно училище Митьо Станев ","85.12","71.67"
"Стара Загора","2400129","Основно училище Самара","67.81","51.06"
"Стара Загора","2400130","IX ОУ Веселин Ханчев","79.52","64.3"
"Стара Загора","2400132","Единадесето основно училище Николай Лилиев","86.75","75.06"
"Стара Загора","2400133","Дванадесето основно училище Стефан Караджа","18.36","19.04"
"Стара Загора","2400134","Тринадесето основно училище Свети Паисий Хилендарски","80.58","61.61"
"Стара Загора","2403219","ШЕСТО ОСНОВНО УЧИЛИЩЕ СВЕТИ НИКОЛА","89.26","75.43"
"Стара Загора","2400014","СРЕДНО УЧИЛИЩЕ ЖЕЛЕЗНИК","82.68","64.35"
"Стара Загора","2400104","СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","85.31","68.91"
"Стара Загора","2400105","Средно училище Христо Смирненски","35.82","37.26"
"Стара Загора","2400106","Средно училище Максим Горки","90.27","76.41"
"Стара Загора","2400107","Средно училище Иван Вазов","84.54","65.55"
"Стара Загора","2400174","Средно училище Христо Ботев","57.5","39.83"
"Стара Загора","2400167","Частно основно училище Елин Пелин","78","76.36"
"Търговище","2500703","Специално училище за ученици с увреден слух Свети Иван Рилски","0","0"
"Търговище","2500101","Първо основно училище Христо Ботев","77.98","61.74"
"Търговище","2500102","Второ основно училище Никола Йонков Вапцаров","28.5","42"
"Търговище","2500103","Трето основно училище Петко Рачов Славейков","46.94","35.19"
"Търговище","2500104","Четвърто основно училище Иван Вазов","75.19","65.7"
"Търговище","2500204","Първо средно училище Свети Седмочисленици","84.27","73.48"
"Търговище","2501694","Второ средно училище Професор Никола Маринов","83.74","64.17"
"Хасково","2601001","Начално училище Георги Сава Раковски","41.95","45.86"
"Хасково","2601004","Основно училище Любен Каравелов","80.06","60.15"
"Хасково","2601005","Основно училище Св. Св. Кирил и Методий ","72.14","61.57"
"Хасково","2601006","Основно училище Шандор Петьофи","78.11","60.33"
"Хасково","2601008","Основно училище Св. Климент Охридски","83.67","71.29"
"Хасково","2601009","Основно училище Никола Йонков Вапцаров","47.12","45.3"
"Хасково","2601010","Основно училище Свети Иван Рилски","81.85","71.3"
"Хасково","2601011","Основно училище Христо Смирненски","79.54","67.09"
"Хасково","2601025","Средно училище Васил Левски","78.62","63.79"
"Хасково","2601026","Средно училище Св.Паисий Хилендарски","79.38","62.1"
"Шумен","2700082","Начално училище Илия Р. Блъсков","84.85","72.04"
"Шумен","2700153","Начално училище Княз Борис I","78.88","63.57"
"Шумен","2700104","Девето основно училище Панайот Волов","59.87","44"
"Шумен","2700114","Второ основно училище Д-р Петър Берон","88.32","76.13"
"Шумен","2700146","Трето основно училище Димитър Благоев","80.09","65.18"
"Шумен","2700269","Шесто основно училище Еньо Марковски","24.46","38.08"
"Шумен","2700076","Средно училище Панайот Волов","83.03","65.97"
"Шумен","2700147","Средно училище Трайко Симеонов","39.77","53.5"
"Шумен","2700182","Средно училище Йоан Екзарх Български","84.14","66.83"
"Шумен","2700197","Средно училище Сава Доброплодни","86.66","70.05"
"Шумен","2700231","Средно училище Васил Левски","77.34","62.47"
"Ямбол","2811501","Начално училище Професор Петър Нойков","78.2","68.32"
"Ямбол","2811504","Начално училище Свети Свети Кирил и Методий","87.72","78.18"
"Ямбол","2811514","Обединено училище Доктор Петър Берон","41.51","59.56"
"Ямбол","2811506","Основно училище Йордан Йовков","47.61","50.73"
"Ямбол","2811507","Основно училище Николай Петрини","85.03","70.43"
"Ямбол","2811509","Основно училище Любен Каравелов","84.04","70.23"
"Ямбол","2811512","Основно училище Петко Рачов Славейков","84.3","65.97"
"Ямбол","2811513","Основно училище Христо Смирненски","36.3","38.5"
"Ямбол","2811510","Средно училище Св. Климент Охридски","72.12","53.84"
