Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
ПЕРНИК;ПЕРНИК;С.ДРАГИЧЕВО;1-403-228;ОУ с. Драгичево;11;35.32;11;24.45
ПЕРНИК;ПЕРНИК;С.РУДАРЦИ;1-403-229;ОУ Св. Кл. Охридски;3;39.67;3;26
ПЕРНИК;РАДОМИР;ГР.РАДОМИР;1-403-650;ОУ Христо Смирненски;73;29.03;73;24.29
ПЕРНИК;РАДОМИР;С.ИЗВОР;1-403-652;ОУ --Иван Вазов;4;37;4;41
ПЕРНИК;РАДОМИР;С.ГЪЛЪБНИК;1-403-653;ОУ Христо Ботев;6;11.83;5;13.6
ПЕРНИК;РАДОМИР;С.ДРЕН;1-403-654;ОУ Хр. Ботев;4;14.25;4;20.5
ПЕРНИК;РАДОМИР;ГР.РАДОМИР;1-403-655;СУ Св. Св. Кирил и Методий;33;30.85;33;24.18
ПЕРНИК;ТРЪН;ГР.ТРЪН;1-405-144;СУ Гео Милев;20;20.05;20;13.95
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-109;ОУ Н. Й. Вапцаров;9;20.44;8;31.5
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-110;ОУ Д-р П.Берон;45;35.76;45;24.42
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-112;ОУ Св. Климент Охридски;43;27.28;43;19.42
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-113;ОУ В.Левски;12;28.38;12;20.08
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-114;ОУ Й. Йовков;48;31.89;48;27.77
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-115;ОУ Лазар Станев;34;32.5;34;35.94
ПЛЕВЕН;ПЛЕВЕН;С.МЕЧКА;1-500-117;ОУ Хр Ботев;8;32.63;8;26.5
ПЛЕВЕН;ПЛЕВЕН;С.ОПАНЕЦ;1-500-118;ОУ Отец Паисий;14;25.07;14;14.79
ПЛЕВЕН;ПЛЕВЕН;С.БУКОВЛЪК;1-500-119;ОУ Св.Кл.Охридски;44;12.68;44;11.14
ПЛЕВЕН;ПЛЕВЕН;С.БЕГЛЕЖ;1-500-121;ОУ Васил Левски;3;28.67;3;18
ПЛЕВЕН;ПЛЕВЕН;С.НИКОЛАЕВО;1-500-123;ОУ Хр. Ботев;19;18.47;19;27.42
ПЛЕВЕН;ПЛЕВЕН;С.ЯСЕН;1-500-124;ОУ Св.Св. Кирил и Методий;12;17.17;10;12.2
ПЛЕВЕН;ПЛЕВЕН;С.ПЕЛИШАТ;1-500-125;ОУ Христо Ботев;10;13.3;10;12.3
ПЛЕВЕН;ПЛЕВЕН;С.БОХОТ;1-500-126;ОУ Антон Страшимиров;5;17.2;5;11.4
ПЛЕВЕН;ПЛЕВЕН;С.ТЪРНЕНЕ;1-500-127;ОУ Св.Св.Кирил и Методий;14;26.21;14;30.79
ПЛЕВЕН;ПЛЕВЕН;С.БРЪШЛЯНИЦА;1-500-128;ОУ Св. Св. Кирил и Методий;10;28.4;10;33.3
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-129;ОУ Цветан Спасов;177;36.15;177;33.42
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-130;МГ Гео Милев;27;50.41;27;60.78
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-132;СУ Анастасия Димитрова;19;18.37;19;17.32
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-133;СУ Стоян Заимов;109;35.65;109;24.66
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-134;СУ Иван Вазов;154;40.43;154;40.4
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-135;СУ Пейо Яворов;21;28.29;21;16.95
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-136;СУХр.Смирненски;22;20.91;22;18.27
ПЛЕВЕН;ПЛЕВЕН;ГР.СЛАВЯНОВО;1-500-137;СУ Христо Ботев;16;25.44;16;14.88
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-138;СУ Г. Бенковски;40;26.24;42;23.55
ПЛЕВЕН;ПЛЕВЕН;ГР.ПЛЕВЕН;1-500-201;ОУ Валери Петров;77;43.66;77;38.36
ПЛЕВЕН;ЧЕРВЕН БРЯГ;ГР.ЧЕРВЕН БРЯГ;1-500-203;ОУ Хр.Смирненски;61;24.84;60;21.65
ПЛЕВЕН;ЧЕРВЕН БРЯГ;ГР.ЧЕРВЕН БРЯГ;1-500-204;ОУ А. Константинов;11;13;12;17.58
ПЛЕВЕН;ЧЕРВЕН БРЯГ;С.ГЛАВА;1-500-206;ОУ Хр. Ботев;15;18.6;14;14.43
ПЛЕВЕН;ЧЕРВЕН БРЯГ;С.ЧОМАКОВЦИ;1-500-207;ОУ Христо Ботев;19;29.26;19;23.26
ПЛЕВЕН;ЧЕРВЕН БРЯГ;С.РУПЦИ;1-500-209;ОУ Христо Ботев;8;32.13;8;40
ПЛЕВЕН;ЧЕРВЕН БРЯГ;С.РАДОМИРЦИ;1-500-210;ОУ Отец Паисий;17;30.88;17;37.06
ПЛЕВЕН;ЧЕРВЕН БРЯГ;ГР.ЧЕРВЕН БРЯГ;1-500-215;СУ Д-р Петър Берон;67;27.6;67;20.91
ПЛЕВЕН;ЧЕРВЕН БРЯГ;ГР.КОЙНАРЕ;1-500-216;СУ Хр. Смирненски;24;19.15;24;12.96
ПЛЕВЕН;ПОРДИМ;С.ВЪЛЧИТРЪН;1-500-304;ОУ Н.Й. Вапцаров;12;9.83;11;9.82
ПЛЕВЕН;ПОРДИМ;ГР.ПОРДИМ;1-500-305;СУСв.Св.Кирил и Методий;39;21.46;39;18.95
ПЛЕВЕН;ИСКЪР;С.ДОЛНИ ЛУКОВИТ;1-500-401;ОУ Васил Левски;7;23.36;7;33.57
ПЛЕВЕН;ИСКЪР;ГР.ИСКЪР;1-500-404;СУ Христо Смирненски-Искър;26;19.1;26;13.69
ПЛЕВЕН;ДОЛНИ ДЪБНИК;С.КРУШОВИЦА;1-500-502;ОУ Св. Св. Кирил и Методий;9;23.78;10;38.7
ПЛЕВЕН;ДОЛНИ ДЪБНИК;С.САДОВЕЦ;1-500-503;ОУ Христо Ботев;5;28.2;5;39
ПЛЕВЕН;ДОЛНИ ДЪБНИК;С.ПЕТЪРНИЦА;1-500-504;ОУ Св. Св. Кирил и Методий;12;26.67;12;27.08
ПЛЕВЕН;ДОЛНИ ДЪБНИК;С.ГОРНИ ДЪБНИК;1-500-505;ОУ Св.Св. Кирил и Методий;11;22.27;11;21.45
ПЛЕВЕН;ДОЛНИ ДЪБНИК;С.ГРАДИНА;1-500-506;ОУ Неофит Рилски;6;27.67;6;28.67
ПЛЕВЕН;ДОЛНИ ДЪБНИК;ГР.ДОЛНИ ДЪБНИК;1-500-507;СУ Христо Ботев;38;22.5;38;20.42
ПЛЕВЕН;ЛЕВСКИ;ГР.ЛЕВСКИ;1-500-602;ОУ М.Горки;41;39.52;41;36.1
ПЛЕВЕН;ЛЕВСКИ;С.АСЕНОВЦИ;1-500-603;ОУ Христо Ботев;12;20.42;12;13.33
ПЛЕВЕН;ЛЕВСКИ;С.БЪЛГАРЕНЕ;1-500-604;ОУ Христо Ботев;12;28.92;12;32.67
ПЛЕВЕН;ЛЕВСКИ;С.ОБНОВА;1-500-608;ОУ Н.Рилски;11;22.41;10;25.9
ПЛЕВЕН;ЛЕВСКИ;ГР.ЛЕВСКИ;1-500-611;СУ Крум Попов;46;27.04;46;19.48
ПЛЕВЕН;БЕЛЕНЕ;ГР.БЕЛЕНЕ;1-500-702;ОУ В.Левски;21;27.5;21;20.38
ПЛЕВЕН;БЕЛЕНЕ;ГР.БЕЛЕНЕ;1-500-705;СУ Димчо Дебелянов;39;33.67;39;31.56
ПЛЕВЕН;ГУЛЯНЦИ;С.МИЛКОВИЦА;1-500-804;ОУ Хр. Ботев;14;32.07;14;19.29
