"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Стара Загора","Мъглиж","Мъглиж","2405116","ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""","26","28","26","25","53,85","59,29","61,92","59"
"Стара Загора","Мъглиж","Ветрен","2405118","Основно Училище ""Свети свети Кирил и Методий""","15","15","16","15","51","47","61,88","63,67"
"Стара Загора","Мъглиж","Дъбово","2405119","Основно училище ""Св.св.Кирил и Методий""","10","10","10","10","47,5","46,5","52","44,5"
"Стара Загора","Мъглиж","Тулово","2405120","Основно училище ""Христо Смирненски""","6","7","6","5","38,33","46,43","50","56"
"Стара Загора","Мъглиж","Ягода","2405122","Основно училище ""Христо Ботев""","11","10","10","11","65,45","77","65,5","71,36"
"Стара Загора","Мъглиж","Зимница","2405123","Начално училище ,,Свeти Паисий Хилендарски""","11","16","9","11","49,09","50,31","78,33","76,36"
"Стара Загора","Гурково","Гурково","2406129","СРЕДНО УЧИЛИЩЕ ""ХРИСТО СМИРНЕНСКИ""","34","33","35","34","59,85","63,33","72,14","68,38"
"Стара Загора","Гурково","Паничерево","2406130","Основно училище ""Св.Св. Кирил и Методий""","19","20","19","19","58,16","39","51,32","58,68"
"Стара Загора","Николаево","Николаево","2407133","Основно училище ""Свети свети Кирил и Методий""","26","26","26","26","59,04","54,23","54,42","53,85"
"Стара Загора","Николаево","Едрево","2407134","Начално училище ""Васил Левски""","13","13","13","13","55","50,77","64,23","65,38"
"Стара Загора","Николаево","Елхово","2407135","Начално училище ""Братя Жекови"" с. Елхово общ. Николаево","4","4","4","4","67,5","68,75","73,75","81,25"
"Стара Загора","Николаево","Нова махала","2407136","Начално училище "" Св. Св. Кирил и Методий""","6","6","6","6","52,5","60,83","51,67","59,17"
"Стара Загора","Павел баня","Павел баня","2409139","Средно училище ""Христо Ботев""","38","37","38","38","60,79","64,59","70,53","67,63"
"Стара Загора","Павел баня","Александрово","2409141","Основно училище ""Христо Ботев""","21","22","22","22","53,81","57,95","63,86","60,91"
"Стара Загора","Павел баня","Габарево","2409142","Основно училище ""Никола Йонков Вапцаров""","13","13","13","13","48,85","40,77","43,85","58,85"
"Стара Загора","Павел баня","Горно Сахране","2409143","Основно училище ""Васил Левски""","10","12","10","11","66","52,92","59,5","53,64"
"Стара Загора","Павел баня","Манолово","2409145","Основно училище ""Георги Бенковски""","8","7","8","8","56,25","70,71","71,25","65,63"
"Стара Загора","Павел баня","Осетеново","2409146","Основно училище ""Христо Ботев""","8","8","8","8","50","36,25","48,75","46,25"
"Стара Загора","Павел баня","Скобелево","2409147","Основно училище""Генерал Скобелев""","11","10","10","10","66,36","66,5","67","60"
"Стара Загора","Павел баня","Тъжа","2409148","Основно училище ""Просвета""","8","8","8","8","63,13","59,38","61,88","73,75"
"Стара Загора","Павел баня","Търничени","2409149","ОСНОВНО УЧИЛИЩЕ ""Свети Паисий Хилендарски""","11","11","11","11","68,18","67,27","69,55","68,18"
"Търговище","Търговище","Търговище","2500101","Първо основно училище ""Христо Ботев""","98","99","98","99","83,67","83,79","89,49","89,19"
"Търговище","Търговище","Търговище","2500102","Второ основно училище ""Никола Йонков Вапцаров""","17","17","17","17","62,35","66,47","57,06","64,71"
"Търговище","Търговище","Търговище","2500103","Трето основно училище ""Петко Рачов Славейков""","31","32","31","31","62,74","54,84","70,16","72,1"
"Търговище","Търговище","Търговище","2500104","Четвърто основно училище ""Иван Вазов""","29","26","31","31","77,07","69,23","82,26","78,71"
"Търговище","Търговище","Вардун","2500109","Основно училище ""Христо Ботев""","10","10","10","10","79","73","80,5","81,5"
