"Град","Код","Име","БЕЛ","МАТ"
"Монтана","1201006","Четвърто основно училище Иван Вазов","88.66","85"
"Монтана","1201004","Второ средно училище Никола Йонков Вапцаров","95.94","92.5"
"Монтана","1201000","Начално училище Георги Бенковски","53.75","48.13"
"Монтана","1201034","Шесто средно училище Отец Паисий","70","65.17"
"Монтана","1201007","Пето средно училище Христо Ботев","66.28","56.1"
"Монтана","1201005","Tрето основно училище Д-р Петър Берон","87.91","84.4"
"Монтана","1201003","Първо основно училище Св.Св. Кирил и Методий","78.2","72.42"
"Пазарджик","1302534","Основно училище Христо Ботев","55.48","44.52"
"Пазарджик","1305831","Средно училище Д-р Петър Берон","82.96","74.15"
"Пазарджик","1302502","Първо основно училище Свети Климент Охридски","79.12","81.58"
"Пазарджик","1305338","Средно училище Георги Брегов","83.52","72.41"
"Пазарджик","1304948","Средно училище Георги Бенковски","80.21","78.42"
"Пазарджик","1301247","Начално училище Васил Друмев","84.61","81.84"
"Пазарджик","1301717","Oсновно училище Проф. Иван Батаклиев","92.95","90.41"
"Пазарджик","1301222","Начално училище Отец Паисий","87.25","93.38"
"Пазарджик","1307267","Основно училище Любен Каравелов","83.28","81.09"
"Пазарджик","1302517","Основно училище Стефан Захариев","68.33","51.67"
"Пазарджик","1305320","Начално училище Никола Фурнаджиев","82.92","84.27"
"Пазарджик","1301254","Начално училище Георги Сава Раковски","61.18","65.98"
"Пазарджик","1304930","Основно училище Христо Смирненски","81.04","78.96"
"Пазарджик","1301234","Средно училище Димитър Гачев","51.48","44.61"
"Пазарджик","1301215","Начално училище Васил Левски","90.11","86.88"
"Перник","1403208","ХІІІ Основно училище Свети свети Кирил и Методий","80.1","72.76"
"Перник","1403206","ХІ Основно Училище Елин Пелин","81.38","71.44"
"Перник","1403204","Обединено училище Темелко Ненков","59.31","59.83"
"Перник","1403202","VІІ Основно училище Георги Сава Раковски","71.57","68.86"
"Перник","1403216","Средно училище с разширено изучаване на чужди езици Д-р Петър Берон","82.47","79.11"
"Перник","1403214","VI Средно училище Свети Свети Кирил и Методий ","83.21","76.72"
"Перник","1403211","Основно училище Свети Константин Кирил Философ","79.83","74.48"
"Перник","1403207","ХІІ Основно училище Васил Левски - град Перник","89.29","84.64"
"Перник","1403205","Х Основно училище Алеко Константинов","77.58","70.05"
"Перник","1403203","VІІІ основно училище Кракра Пернишки","84.17","64.47"
"Перник","1403201","Основно училище Св. Иван Рилски","86.61","81.17"
"Перник","1403215","XVI Основно училище Свети свети Кирил и Методий","81.82","72.79"
"Перник","1403213","Пето средно училище Петко Рачов Славейков","62.62","54.47"
"Плевен","1500102","Начално училище Христо Ботев","92.31","92.76"
"Плевен","1500115","Основно училище Лазар Станев","88.53","87.94"
"Плевен","1500113","Основно училище Васил Левски","80.43","73.91"
"Плевен","1500135","Средно училище Пейо Крачолов Яворов","78.52","81.59"
"Плевен","1500110","Основно училище Д-р Петър Берон","85.87","82.6"
"Плевен","1500133","Средно училище Стоян Заимов","74.63","71.93"
"Плевен","1500103","Hачално училище Патриарх Евтимий","86.22","84.74"
"Плевен","1500101","Начално училище Единство","83.98","79.5"
"Плевен","1500201","Основно училище “Валери Петров“","81.25","84.73"
"Плевен","1500114","Основно училище Йордан Йовков","85.37","90.3"
"Плевен","1500136","Средно училище Христо Смирненски","69.17","68.89"
"Плевен","1500112","Основно училищe Свети Климент Охридски","86.47","77.81"
"Плевен","1500134","Средно училище Иван Вазов ","93.04","88.65"
"Плевен","1500109","Основно училище Никола Йонков Вапцаров","52.5","41.43"
"Плевен","2902107","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ПАНАЙОТ ПИПКОВ","76.63","73.26"
"Плевен","1500105","Начално училище Отец Паисий","89.71","93.79"
"Разград","1702615","Основно училище Иван Сергеевич Тургенев","83.62","79.83"
"Разград","1702613","Основно училище Васил Левски","95.79","94.2"
"Разград","1702611","Основно училище Никола Йонков Вапцаров","83.79","84.03"
"Разград","1702616","Основно училищеОтец Паисий","66.94","55.56"
"Разград","1702614","Основно училище Никола Икономов","88.1","85.76"
"Разград","1702612","Средно училище Христо Ботев","77.07","75.24"
"Русе","1806208","Средно училище Възраждане","78.58","75.8"
"Русе","1806106","Основно училище Иван Вазов","79.74","88.07"
"Русе","1806206","Средно училище Йордан Йовков","87.38","86.67"
"Русе","1806103","Основно училище Ангел Кънчев","83.71","82.9"
"Русе","1806204","Средно училище с преподаване на немски език Фридрих Шилер","72.33","76.84"
"Русе","1806101","Основно училище Отец Паисий","84.85","83.89"
"Русе","1806112","Основно училище Христо Смирненски","63.33","67.86"
"Русе","1806110","Основно училище Никола Обретенов","66.78","68.56"
"Русе","1806209","Средно училище Васил Левски","72.62","69.09"
"Русе","1806108","Основно училище Алеко Константинов","64.76","73.42"
"Русе","1806207","Средно училище Христо Ботев","84.51","83.11"
"Русе","1806104","Основно училище Братя Миладинови","73.75","60.63"
"Русе","1806205","Основно училище Олимпи Панов","72.89","80.56"
"Русе","1806102","Основно училище Любен Каравелов","85.96","89.59"
"Русе","1806203","Средно училище за европейски езици Свети Константин-Кирил Философ","90.09","89.32"
"Русе","1806111","Основно училище Васил Априлов","65.44","68.72"
"Русе","2902105","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ПРОФ.ВЕСЕЛИН СТОЯНОВ","77","77.57"
"Русе","1806213","Първо частно средно училище Леонардо да Винчи ООД","96.82","90.45"
"Русе","1806109","Основно училище Тома Кърджиев","75.7","66.05"
"Силистра","1900512","Основно училище Св. Св. Кирил и Методий","82.59","84.05"
"Силистра","1900502","Средно училище Никола Йонков Вапцаров","89.69","88.73"
"Силистра","1900514","Основно училище Иван Вазов","90.05","86.86"
"Силистра","1900511","Основно училище Отец Паисий","86.7","89.89"
"Сливен","2000108","Основно училище Димитър Петров","77.21","76.05"
"Сливен","2000106","Основно училище Христо Ботев","82.43","79.8"
"Сливен","2000102","Начално училище Васил Левски","84.93","84.86"
"Сливен","2000115","Средно училище Константин Константинов","91.17","89.92"
"Сливен","2000113","Основно училище Свети свети Кирил и Методий","79.33","70.83"
"Сливен","2000111","Основно училище Панайот Хитов","85.47","72.19"
"Сливен","2000109","Средно училище Пейо Крачолов Яворов ","85.54","74.26"
"Сливен","2000107","Основно училище Д-р Иван Селимински ","90.47","90.92"
"Сливен","2000105","Средно училище Хаджи Мина Пашов","76.61","67.5"
"Сливен","2000116","Основно училище Елисавета Багряна","87.62","84.8"
"Сливен","2000114","Средно училище Йордан Йовков","81.25","87.22"
"Сливен","2000112","Основно училище Юрий Гагарин","37.32","46.67"
"Сливен","2000110","Основно училище Братя Миладинови","58.83","49.18"
"Смолян","2100109","Основно училище Стою Шишков","82.73","76.82"
"Смолян","2100105","Средно училище Отец Паисий","83.39","83.75"
"Смолян","2100103","Средно училище Св. Св. Кирил и Методий","78.01","68.9"
"Смолян","2100110","ОСНОВНО УЧИЛИЩЕ ИВАН ВАЗОВ","87.47","88.44"
"Смолян","2100107","Основно училище Професор доктор Асен Златаров","82.31","85.77"
"Смолян","2100104","ОСНОВНО УЧИЛИЩЕ Юрий Гагарин","79.17","80.83"
"Стара Загора","2403219","ШЕСТО ОСНОВНО УЧИЛИЩЕ СВЕТИ НИКОЛА","92.33","86.49"
"Стара Загора","2400106","Средно училище Максим Горки","79.71","81.15"
"Стара Загора","2400104","СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","78.28","80"
"Стара Загора","2400133","Дванадесето основно училище Стефан Караджа","52.77","46.6"
"Стара Загора","2400130","Девето основно училище Веселин Ханчев","81.19","85.32"
"Стара Загора","2400167","Частно основно училище Елин Пелин","90.53","87.63"
"Стара Загора","2400126","Пето основно училище Митьо Станев ","85.27","83.6"
"Стара Загора","2400147","Начално училище Зора","62.35","59.12"
"Стара Загора","2400124","Начално училише Кольо Ганчев","59.62","73.46"
"Стара Загора","2400122","Първо основно училище Георги Бакалов","45.29","39.41"
"Стара Загора","2902104","Национално училище за музикални и сценични изкустваХристина Морфова","92.17","66.3"
"Стара Загора","2400107","Средно училище Иван Вазов","79.38","73.1"
"Стара Загора","2400105","Средно училище Христо Смирненски","53.87","55.19"
"Стара Загора","2400014","СРЕДНО УЧИЛИЩЕ ЖЕЛЕЗНИК","88.24","88.01"
"Стара Загора","2400134","Тринадесето основно училище Свети Паисий Хилендарски","88.64","85"
"Стара Загора","2400132","Единадесето основно училище Николай Лилиев","78.06","69.44"
"Стара Загора","2400174","Средно училище Христо Ботев","64.06","64.29"
"Стара Загора","2400129","Основно училище Самара","73.33","75"
"Стара Загора","2400125","Основно училище КИРИЛ ХРИСТОВ ","87.17","85.83"
"Стара Загора","2400146","Начално училище Димитър Благоев","92.83","92.61"
"Стара Загора","2400123","Второ основно училище Петко Рачов Славейков","88.89","86.18"
"Стара Загора","2400109","Основно училище Георги Райчев","54.83","48.23"
"Търговище","2500103","Трето основно училище Петко Рачов Славейков","60.65","64.35"
"Търговище","2500101","Първо основно училище Христо Ботев","86.7","77.2"
"Търговище","2500204","Първо средно училище Свети Седмочисленици","90","86.45"
"Търговище","2500104","Четвърто основно училище Иван Вазов","77.66","79.06"
"Търговище","2500102","Второ основно училище Никола Йонков Вапцаров","55.36","53.57"
"Търговище","2501694","Второ средно училище Професор Никола Маринов","85.56","83.75"
"Хасково","2601004","Основно училище Любен Каравелов","90","71.14"
"Хасково","2601026","Средно училище Св.Паисий Хилендарски","81.88","71.54"
"Хасково","2601010","Основно училище Свети Иван Рилски","91.82","92.5"
"Хасково","2601008","Основно училище Св. Климент Охридски","92.07","78.65"
"Хасково","2601005","Основно училище Св. Св. Кирил и Методий ","81.75","73"
"Хасково","2601001","Начално училище Георги Сава Раковски","65","60.83"
"Хасково","2601025","Средно училище Васил Левски","89.83","86.53"
"Хасково","2601011","Основно училище Христо Смирненски","90.94","89.88"
"Хасково","2601009","Основно училище Никола Йонков Вапцаров","52.29","63.96"
"Хасково","2601006","Основно училище Шандор Петьофи","70.54","72.7"
"Шумен","2700104","Девето основно училище Панайот Волов","84.36","76.79"
"Шумен","2700269","ШЕСТО ОСНОВНО УЧИЛИЩЕ ЕНЬО МАРКОВСКИ","17.67","26.33"
"Шумен","2700082","НАЧАЛНО УЧИЛИЩЕ ИЛИЯ РАШКОВ БЛЪСКОВ","90.4","86.32"
"Шумен","2700147","Средно училище Трайко Симеонов","49.25","47.37"
"Шумен","2700197","Средно училище Сава Доброплодни","93.81","83.13"
"Шумен","2700182","СРЕДНО УЧИЛИЩЕ ЙОАН ЕКЗАРХ БЪЛГАРСКИ","87.39","76.76"
"Шумен","2700076","Средно училище Панайот Волов","85.41","79.32"
"Шумен","2700153","Начално училище Княз Борис І","73.31","80.33"
"Шумен","2700146","ТРЕТО ОСНОВНО УЧИЛИЩЕ ДИМИТЪР БЛАГОЕВ","82.11","77.33"
"Шумен","2700231","СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","79.69","85.1"
"Шумен","2700114","Второ основно училище Д-р Петър Берон","77.07","76.03"
"Ямбол","2811514","Обединено училище Доктор Петър Берон","52.9","52.02"
"Ямбол","2811512","Основно училище Петко Рачов Славейков","98.19","96.46"
"Ямбол","2811509","Основно училище Любен Каравелов","93.38","91.62"
"Ямбол","2811506","Основно училище Йордан Йовков","58.66","60.26"
"Ямбол","2811501","Начално училище Професор Петър Нойков","84.34","82.65"
"Ямбол","2811513","Основно училище Христо Смирненски","62.58","56.36"
"Ямбол","2811510","Средно училище Св. Климент Охридски","88.53","87.05"
"Ямбол","2811507","Основно училище Николай Петрини","89.89","78.91"
"Ямбол","2811504","Начално училище Свети Свети Кирил и Методий","93.3","96.59"
