Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ;Явили се MAT;Ср. успех в точки MAT
ПЛОВДИВ;БРЕЗОВО;С.СТРЕЛЦИ;1600703;ОУ Св.Св.Кирил и Методий;7;19.00;7;13.57
ПЛОВДИВ;БРЕЗОВО;ГР.БРЕЗОВО;1600705;СУ Христо Смирненски;40;34.28;40;18.96
ПЛОВДИВ;КУКЛЕН;С.КУКЛЕН;1601101;СУ Отец Паисий;54;47.74;54;30.05
ПЛОВДИВ;КАЛОЯНОВО;С.КАЛОЯНОВО;1601201;ОУ Иван Вазов;19;39.18;20;28.64
ПЛОВДИВ;КАЛОЯНОВО;С.ЖИТНИЦА;1601202;ОУ Христо Смирненски;7;53.64;7;27.93
ПЛОВДИВ;КАЛОЯНОВО;С.ДЪЛГО ПОЛЕ;1601203;ОУ Христо Ботев;9;25.67;9;15.56
ПЛОВДИВ;КАЛОЯНОВО;С.РЪЖЕВО КОНАРЕ;1601204;ОУ Христо Ботев;9;36.11;9;17.81
ПЛОВДИВ;КАЛОЯНОВО;С.ПЕСНОПОЙ;1601206;ОУ Отец Паисий;11;15.32;11;24.27
ПЛОВДИВ;КАРЛОВО;ГР.КАРЛОВО;1601301;СУ Васил Левски;103;64.50;103;39.90
ПЛОВДИВ;КАРЛОВО;ГР.КАРЛОВО;1601302;СУ Христо Проданов;42;54.80;42;32.76
ПЛОВДИВ;СОПОТ;ГР.СОПОТ;1601303;СУ Иван Вазов;47;42.62;47;24.98
ПЛОВДИВ;КАРЛОВО;ГР.КАРЛОВО;1601304;ОУ Св.Св.Кирил и Методий;84;50.61;83;41.86
ПЛОВДИВ;КАРЛОВО;ГР.КАРЛОВО;1601305;ОУ Райно Попович;38;18.82;36;15.47
ПЛОВДИВ;КАРЛОВО;ГР.КАЛОФЕР;1601306;СУ Христо Ботев;11;56.00;11;33.95
ПЛОВДИВ;КАРЛОВО;С.РОЗИНО;1601307;ОУ Хр. Г. Данов;38;16.97;39;12.00
ПЛОВДИВ;КАРЛОВО;С.КЪРНАРЕ;1601308;ОУ Васил Левски;29;9.31;29;12.73
ПЛОВДИВ;КАРЛОВО;С.ВЕДРАРЕ;1601309;ОУ Св.св.Кирил и Методий;22;32.70;22;16.61
ПЛОВДИВ;КАРЛОВО;ГР.БАНЯ;1601316;ОУ Н. Рилски;23;12.37;21;12.38
ПЛОВДИВ;КАРЛОВО;С.ХРИСТО ДАНОВО;1601317;ОУ Ген. Карцов;21;15.50;21;14.45
ПЛОВДИВ;КАРЛОВО;ГР.КЛИСУРА;1601318;ОУ Христо Гр. Данов;11;41.50;12;13.33
ПЛОВДИВ;КРИЧИМ;ГР.КРИЧИМ;1601403;СУ П. Р. Славейков;62;30.03;59;18.94
ПЛОВДИВ;ЛЪКИ;ГР.ЛЪКИ;1601501;СУ Христо Ботев;10;57.75;10;41.48
ПЛОВДИВ;МАРИЦА;С.СКУТАРЕ;1601701;ОУ Св. Кл. Охридски;15;28.07;13;17.29
ПЛОВДИВ;МАРИЦА;С.ВОЙВОДИНОВО;1601702;ОУ Св.Св.Кирил и Методий;20;28.63;16;32.77
ПЛОВДИВ;МАРИЦА;С.ЦАРАЦОВО;1601703;ОУ Дядо Ив. Арабаджията;12;65.29;12;44.08
ПЛОВДИВ;МАРИЦА;С.БЕНКОВСКИ;1601704;ОУ Г. Бенковски;7;18.71;7;15.43
ПЛОВДИВ;МАРИЦА;С.ГРАФ ИГНАТИЕВО;1601705;ОУ Граф Н.Игнатиев;23;36.93;22;27.18
ПЛОВДИВ;МАРИЦА;С.СТРОЕВО;1601706;ОУ Христо Смирненски;9;35.61;9;16.00
ПЛОВДИВ;МАРИЦА;С.КОСТИЕВО;1601707;ОУ Св.Св.Кирил и Методий;10;26.50;10;20.90
ПЛОВДИВ;МАРИЦА;С.МАНОЛЕ;1601708;СУ В. Левски;24;41.38;24;20.03
ПЛОВДИВ;МАРИЦА;С.КАЛЕКОВЕЦ;1601709;СУ Св. Св. Кирил и Методий;21;21.90;22;12.98
ПЛОВДИВ;МАРИЦА;С.РОГОШ;1601710;ОУ Васил Левски;37;55.36;37;40.73
ПЛОВДИВ;МАРИЦА;С.ТРУД;1601711;ОУ Св.Св. Кирил и Методий;19;34.37;19;27.80
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1602301;ОУ Св. Св. Кирил и Методий;14;25.50;15;13.25
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1602302;ОУ Георги Караславов;13;33.58;13;21.88
ПЛОВДИВ;ПЪРВОМАЙ;С.ГРАДИНА;1602303;ОУ Христо Ботев;23;30.72;23;17.03
ПЛОВДИВ;ПЪРВОМАЙ;С.ИСКРА;1602304;ОУ Отец Паисий;12;32.13;12;21.13
ПЛОВДИВ;ПЪРВОМАЙ;С.ДЪЛБОК ИЗВОР;1602305;ОУ Св.Св.Кирил и Методий;9;25.17;9;11.00
ПЛОВДИВ;ПЪРВОМАЙ;С.ВИНИЦА;1602306;ОУ Васил Априлов;3;34.67;4;26.56
ПЛОВДИВ;ПЪРВОМАЙ;С.КАРАДЖАЛОВО;1602307;ОУ Св.Св.Кирил и Методий;12;25.21;12;22.06
ПЛОВДИВ;ПЪРВОМАЙ;С.БЯЛА РЕКА;1602308;ОУ Любен Каравелов;2;29.25;2;27.50
ПЛОВДИВ;ПЪРВОМАЙ;С.БУКОВО;1602309;ОУ Д-р Петър Берон;3;36.33;3;40.08
ПЛОВДИВ;ПЪРВОМАЙ;С.ЕЗЕРОВО;1602310;ОУ Христо Ботев;5;43.90;5;17.70
ПЛОВДИВ;ПЪРВОМАЙ;ГР.ПЪРВОМАЙ;1602314;СУ Асен Златаров;62;54.35;63;32.77
ПЛОВДИВ;ПЕРУЩИЦА;ГР.ПЕРУЩИЦА;1602401;ОУ ПЕТЪР БОНЕВ;39;35.22;39;24.42
ПЛОВДИВ;РАКОВСКИ;ГР.РАКОВСКИ;1602502;ОУ Христо Ботев;71;54.23;69;38.87
ПЛОВДИВ;РАКОВСКИ;ГР.РАКОВСКИ;1602503;ОУ Христо Смирненски;46;41.33;49;25.23
ПЛОВДИВ;РАКОВСКИ;С.СТРЯМА;1602504;ОУ Отец Паисий;28;36.45;25;23.40
ПЛОВДИВ;РАКОВСКИ;С.ЧАЛЪКОВИ;1602505;ОУ Д-р Петър Берон;11;33.95;12;18.27
ПЛОВДИВ;РАКОВСКИ;С.БЕЛОЗЕМ;1602507;ОУ Гео Милев;41;34.23;41;18.54
ПЛОВДИВ;РОДОПИ;С.БЕЛАЩИЦА;1602602;ОУ П.Славейков;14;50.68;12;46.23
ПЛОВДИВ;РОДОПИ;С.ПЪРВЕНЕЦ;1602603;ОУ Св.Св.Кирил и Методий;19;51.74;19;36.33
ПЛОВДИВ;РОДОПИ;С.БРЕСТНИК;1602604;ОУ В. Левски;9;51.00;9;21.75
ПЛОВДИВ;РОДОПИ;С.БРЕСТОВИЦА;1602605;ОУ Христо Ботев;11;32.77;11;23.20
ПЛОВДИВ;РОДОПИ;С.КАДИЕВО;1602606;ОУ Св. Св. Кирил и Методий;10;31.70;10;25.15
ПЛОВДИВ;РОДОПИ;С.МАРКОВО;1602607;ОУ Св. св. Кирил и Методий;12;62.46;12;40.48
ПЛОВДИВ;РОДОПИ;С.БРАНИПОЛЕ;1602608;ОУ Св.Св. Кирил и Методий;18;55.22;18;46.07
ПЛОВДИВ;РОДОПИ;С.УСТИНА;1602609;ОУ Св. Св. Кирил и Методий;19;47.76;19;33.95
ПЛОВДИВ;РОДОПИ;С.ЦАЛАПИЦА;1602611;ОУ Паисий Хилендарски;15;39.20;15;25.93
ПЛОВДИВ;РОДОПИ;С.ЯГОДОВО;1602612;ОУ Неофит Рилски;18;60.56;18;36.14
ПЛОВДИВ;РОДОПИ;С.КРУМОВО;1602613;ОУ Хр. Ботев;9;55.50;9;24.11
ПЛОВДИВ;САДОВО;С.КАТУНИЦА;1602801;ОУ Христо Ботев;22;42.59;22;24.15
ПЛОВДИВ;САДОВО;ГР.САДОВО;1602803;ОУ Гео Милев;14;10.50;14;13.88
ПЛОВДИВ;САДОВО;С.ЧЕШНЕГИРОВО;1602804;ОУ Св. Св. Кирил и Методий;17;42.71;17;22.29
ПЛОВДИВ;САДОВО;С.ПОПОВИЦА;1602805;ОУ Христо Ботев;27;30.35;26;22.67
ПЛОВДИВ;САДОВО;С.БОГДАНИЦА;1602806;ОУ с.Богданица;15;13.10;13;14.31
ПЛОВДИВ;САДОВО;С.КАРАДЖОВО;1602807;Основно училище Васил Левски;17;33.88;17;24.01
ПЛОВДИВ;САДОВО;С.БОЛЯРЦИ;1602808;ОУ Г. С. Раковски;15;22.47;17;22.26
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ЙОАКИМ ГРУЕВО;1602901;ОУ Хр. Ботев;19;15.58;20;12.20
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.КУРТОВО КОНАРЕ;1602902;ОУ Св. Кирил и Методий;21;37.55;21;23.64
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.НОВО СЕЛО;1602903;ОУ Хр.Смирненски;15;9.37;15;10.83
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1602904;ОУ Христо Ботев;15;8.37;15;12.75
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1602905;ОУ Христо Смирненски -гр.Стам;27;55.59;27;46.65
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ТРИВОДИЦИ;1602906;ОУ Васил Левски;15;21.93;15;14.53
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;1602907;СУ Отец Паисий;55;53.70;55;39.09
ПЛОВДИВ;СЪЕДИНЕНИЕ;ГР.СЪЕДИНЕНИЕ;1603301;СУ Христо Ботев;33;32.05;31;20.47
ПЛОВДИВ;ХИСАРЯ;С.ПАНИЧЕРИ;1603703;ОУ Хр. Ботев;4;25.00;4;14.00
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1603704;ОУ В.Левски;11;41.64;11;21.68
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1603705;ОУ Климент Охридски;16;48.38;16;23.23
ПЛОВДИВ;ХИСАРЯ;С.КРАСНОВО;1603706;ОУ Христо Ботев;9;24.56;7;18.29
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;1603708;СУ Хр.Смирненски;29;50.16;29;26.33
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690142;ОУ Ал.Константинов;80;74.79;80;61.02
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690143;ОУ Тютюнджян;43;64.36;43;49.30
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690144;ОУ Гео Милев;19;11.97;19;14.37
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690146;ОУ Д-р П. Берон;41;71.73;41;44.59
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690147;ОУ Душо Хаджидеков;118;74.13;118;62.64
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690148;ОУ Екзарх Антим І;80;70.65;80;60.12
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690149;ОУ К.Честеменски;48;69.47;48;46.50
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690150;СУ Любен Каравелов;46;58.67;46;31.08
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690152;ОУ Княз Александър I;189;73.46;189;54.66
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690154;СУ Св.Паисий Хилендарски;101;58.29;100;40.62
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690155;СУ Св. Кл. Охридски;52;53.80;52;38.35
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690156;СУ Свети Патриарх Евтимий;203;77.65;203;65.53
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690157;СУ Цар Симеон Велики;29;65.64;29;40.97
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690244;ОУ Васил Левски;83;65.93;83;45.62
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690245;ОУ Д. Дебелянов;69;8.70;67;14.15
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690246;ОУ Пенчо Славейков;91;6.45;88;11.18
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690247;СУ Н. Геров;63;8.62;64;11.67
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690248;СУ Симон Боливар;37;37.51;37;22.36
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690271;СУ за УУС;2;12.50;2;12.00
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690341;ОУ Васил Петлешков;70;64.34;70;42.44
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690342;ОУ Драган Манчов;54;64.87;54;40.66
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690343;ОУ Елин Пелин;26;56.98;26;39.50
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690344;ОУ Тодор Каблешков;12;42.92;12;30.98
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690345;СУ Св. св. Кирил и Методий;47;62.21;47;37.84
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690346;МГ Акад. К. Попов;58;90.11;58;92.26
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690347;СУ Васил Левски;91;40.25;91;20.80
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690442;ОУ Димитър Димов;25;60.26;25;46.25
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690443;ОбУ Йордан Йовков;23;16.39;23;16.85
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690444;ОУ П. Волов;35;6.10;34;13.18
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690445;ОУ Райна Княгиня;127;69.16;127;52.48
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690446;СУ Никола Вапцаров;36;62.78;36;47.97
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690447;СУ П. К. Яворов;104;56.63;105;34.40
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690448;СУ Христо Груев Данов;54;56.42;54;36.94
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690542;СУ Братя Миладинови;27;52.39;28;31.54
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690544;ОУ Д.Талев;105;59.58;105;37.62
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690545;ОУ Захари Стоянов;20;40.88;20;28.98
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690546;ОУ Стоян Михайловски;64;52.63;64;36.85
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690547;ОУ Яне Сандански;93;64.66;93;47.03
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690549;СУ Константин Величков;30;50.93;30;31.52
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690550;СУ Св. К. К. Философ;89;62.90;89;44.71
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690642;СУ Димитър Матевски;108;55.18;106;32.83
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690643;СУ Св. Седмочисленици;59;59.81;59;43.37
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690644;СУ Св. Софроний Врачански;94;64.31;94;40.82
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690645;СУ Черноризец Храбър;116;72.82;116;49.40
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690901;ЧСУ ДРУЖБА;17;67.59;16;61.30
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690907;ЧОУ Класик;12;54.17;12;34.50
ПЛОВДИВ;ПЛОВДИВ;ГР.ПЛОВДИВ;1690912;ЧОУ Бъдеще;9;71.56;9;59.42
РАЗГРАД;ЗАВЕТ;ГР.ЗАВЕТ;1701101;СУ Св. Св.Кирил и Методий;21;34.26;21;37.51
РАЗГРАД;ЗАВЕТ;ГР.ЗАВЕТ;1701103;ВУИ Н.Й.Вапцаров;2;31.50;2;19.50
РАЗГРАД;ЗАВЕТ;С.БРЕСТОВЕНЕ;1701104;ОУ Христо Ботев;14;40.86;14;28.20
РАЗГРАД;ЗАВЕТ;С.ОСТРОВО;1701105;ОУ Христо Ботев;10;48.45;10;29.38
РАЗГРАД;ЗАВЕТ;С.ВЕСЕЛЕЦ;1701106;ОУ Христо Ботев;6;49.75;6;46.29
РАЗГРАД;ЗАВЕТ;С.СУШЕВО;1701108;ОУ Васил Левски;5;27.70;5;37.30
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;1701402;ОУ В.Априлов;71;42.32;71;32.46
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;1701403;ОУ Хр. Ботев;34;45.37;34;24.07
РАЗГРАД;ИСПЕРИХ;С.ВАЗОВО;1701408;ОУ Н.Й.Вапцаров;11;33.86;12;37.56
РАЗГРАД;ИСПЕРИХ;С.КИТАНЧЕВО;1701411;ОУ Хр.Ботев;12;23.63;12;39.77
РАЗГРАД;ИСПЕРИХ;С.ЛУДОГОРЦИ;1701412;ОУ Хр.Ботев;12;44.00;12;53.40
РАЗГРАД;ИСПЕРИХ;С.ПОДАЙВА;1701413;ОУ Отец Паисий;18;39.50;18;38.71
РАЗГРАД;ИСПЕРИХ;С.ТОДОРОВО;1701416;ОУ В.Левски;10;44.40;10;43.65
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;1701601;СУ Христо Ботев;53;44.69;53;31.16
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;1701604;ОУ Хр.Смирненски;20;27.75;20;16.09
РАЗГРАД;КУБРАТ;С.БЕЛОВЕЦ;1701606;ОУ Васил Левски;12;23.79;12;14.69
РАЗГРАД;КУБРАТ;С.СЕВАР;1701607;ОУ Н.Й.Вапцаров;9;42.22;9;31.03
РАЗГРАД;КУБРАТ;С.ЮПЕР;1701608;ОУ Свети Климент;6;33.50;6;18.96
РАЗГРАД;КУБРАТ;С.БИСЕРЦИ;1701609;ОУ Н.Й.Вапцаров;4;22.25;4;18.00
РАЗГРАД;КУБРАТ;С.СЕСЛАВ;1701612;ОУ Св. Св. Кирил и Методий;2;8.00;2;24.38
РАЗГРАД;ЛОЗНИЦА;ГР.ЛОЗНИЦА;1701701;СУ Христо Ботев;26;40.37;26;24.72
РАЗГРАД;ЛОЗНИЦА;С.СЕЙДОЛ;1701703;ОУ Виделина;9;23.56;9;21.67
РАЗГРАД;ЛОЗНИЦА;С.ВЕСЕЛИНА;1701706;ОУ Иван Вазов;4;55.13;4;28.25
РАЗГРАД;ЛОЗНИЦА;С.ГОРОЦВЕТ;1701709;ОУ Хр. Ботев;13;32.35;13;21.17
РАЗГРАД;ЛОЗНИЦА;С.ТРАПИЩЕ;1701710;ОУ Кирил и Методий;5;13.60;5;11.05
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702609;ППМГ Акад.Н.Обрешков;21;81.31;21;72.58
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702611;ОУ Н.Й.Вапцаров;69;58.43;69;39.33
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702612;СУ Хр.Ботев;44;50.05;44;32.81
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702613;ОУ Васил Левски;117;60.22;117;32.87
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702614;ОУ Н.Икономов;82;52.68;83;30.31
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702615;ОУ И.С.Тургенев;27;36.83;28;23.31
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;1702616;ОУ Отец Паисий;21;33.48;20;21.06
РАЗГРАД;РАЗГРАД;С.ОСЕНЕЦ;1702618;ОУ Д-р Петър Берон;8;10.13;8;15.63
РАЗГРАД;РАЗГРАД;С.РАКОВСКИ;1702620;ОУ Г. С. Раковски;16;16.22;15;27.67
РАЗГРАД;РАЗГРАД;С.ДЯНКОВО;1702621;ОУ Отец Паисий;15;30.80;15;22.52
РАЗГРАД;РАЗГРАД;С.ЯСЕНОВЕЦ;1702622;ОУ Св.Св.Кирил и Методий;15;18.20;16;26.03
РАЗГРАД;РАЗГРАД;С.КИЧЕНИЦА;1702623;ОУ Кирил и Методий;3;9.67;7;16.57
РАЗГРАД;РАЗГРАД;С.СТРАЖЕЦ;1702625;ОУ Ел.Пелин;6;31.42;6;37.46
РАЗГРАД;САМУИЛ;С.САМУИЛ;1702901;СУ Св.Св.Кирил и Методий;21;31.48;21;17.65
РАЗГРАД;САМУИЛ;С.ХЪРСОВО;1702902;ОУ Св.П.Хилендарски;3;16.33;3;19.00
РАЗГРАД;САМУИЛ;С.ВЛАДИМИРОВЦИ;1702903;ОУ Хр.Ботев;11;46.23;11;37.80
РАЗГРАД;САМУИЛ;С.ЖЕЛЯЗКОВЕЦ;1702904;ОУ Св.Климент Охридски;4;8.00;4;33.00
РАЗГРАД;ЦАР КАЛОЯН;ГР.ЦАР КАЛОЯН;1703601;СУ Хр. Ботев;25;46.16;25;30.85
РАЗГРАД;ЦАР КАЛОЯН;С.ЕЗЕРЧЕ;1703602;ОУ Св. П. Хилендарски;10;30.10;10;16.50
РУСЕ;БОРОВО;ГР.БОРОВО;1801001;ОбУ Св.Климент Охридски;11;42.14;12;29.44
РУСЕ;БОРОВО;С.ГОРНО АБЛАНОВО;1801003;ОУ Христо Ботев;2;23.00;2;17.13
РУСЕ;БОРОВО;С.ОБРЕТЕНИК;1801004;ОУ П.Р. Славейков;4;59.50;4;23.00
РУСЕ;БЯЛА;ГР.БЯЛА;1802003;ОУ Никола Йонков Вапцаров;12;37.67;12;21.71
РУСЕ;БЯЛА;ГР.БЯЛА;1802004;СУ Панайот Волов;46;47.39;46;27.82
РУСЕ;БЯЛА;С.КОПРИВЕЦ;1802008;ОУ Неофит Рилски;10;11.80;10;14.10
РУСЕ;БЯЛА;С.ПОЛСКО КОСОВО;1802009;ОУ Свети св. Кирил и Методий;20;31.08;20;16.26
РУСЕ;ВЕТОВО;ГР.ВЕТОВО;1803001;СУ Васил Левски с ПП;34;31.32;36;18.58
РУСЕ;ВЕТОВО;ГР.СЕНОВО;1803002;ОУ Св.св. Кирил и Методий;6;18.67;6;13.67
РУСЕ;ВЕТОВО;ГР.ГЛОДЖЕВО;1803005;СУ Христо Ботев;32;35.38;32;21.94
РУСЕ;ВЕТОВО;С.СМИРНЕНСКИ;1803008;ОУ Петко Рачов Славейков;5;63.80;5;45.30
РУСЕ;ДВЕ МОГИЛИ;С.БАНИСКА;1804004;ОУ Христо Ботев;11;19.55;10;33.90
РУСЕ;ДВЕ МОГИЛИ;ГР.ДВЕ МОГИЛИ;1804007;СУ Св. Св. Кирил и Методий;39;39.82;39;16.35
РУСЕ;ИВАНОВО;С.ИВАНОВО;1805001;ОУ Н.Й.Вапцаров;3;46.00;3;12.67
РУСЕ;ИВАНОВО;С.ТРЪСТЕНИК;1805004;ОУ Васил Левски;2;37.75;2;17.75
РУСЕ;ИВАНОВО;С.ЩРЪКЛЕВО;1805005;О У Христо Ботев;12;42.96;12;24.21
РУСЕ;РУСЕ;ГР.РУСЕ;1806101;ОУ Отец Паисий;74;64.57;74;44.57
РУСЕ;РУСЕ;ГР.РУСЕ;1806102;ОУ Любен Каравелов;68;70.99;68;56.77
РУСЕ;РУСЕ;ГР.РУСЕ;1806103;ОУ Ангел Кънчев;31;36.03;31;21.07
РУСЕ;РУСЕ;ГР.РУСЕ;1806104;ОУ Бр. Миладинови;9;27.00;9;14.47
РУСЕ;РУСЕ;ГР.РУСЕ;1806106;ОУ Иван Вазов;90;65.68;90;50.27
РУСЕ;РУСЕ;ГР.РУСЕ;1806108;ОУ Алеко Константинов;18;25.36;19;30.13
РУСЕ;РУСЕ;ГР.РУСЕ;1806109;ОУ Тома Кърджиев;43;44.48;43;29.76
РУСЕ;РУСЕ;ГР.РУСЕ;1806110;ОУ Никола Обретенов;36;40.51;36;17.44
РУСЕ;РУСЕ;ГР.РУСЕ;1806111;ОУ Васил Априлов;30;42.18;30;28.54
РУСЕ;РУСЕ;ГР.РУСЕ;1806112;ОУ Христо Смирненски;13;28.04;13;20.31
РУСЕ;РУСЕ;С.НИКОЛОВО;1806114;ОУ Св.св.Кирил и Методий;4;40.25;4;17.56
РУСЕ;РУСЕ;С.МАРТЕН;1806115;ОУ Отец Паисий;20;51.35;20;29.48
РУСЕ;РУСЕ;С.НОВО СЕЛО;1806117;ОУ Г. С. Раковски;11;41.32;11;18.77
РУСЕ;РУСЕ;С.СЕМЕРДЖИЕВО;1806118;ОУ Св.св.Кирил и Методий;9;31.94;9;19.89
РУСЕ;РУСЕ;С.ТЕТОВО;1806120;ОУ Отец Паисий;11;13.50;11;12.25
РУСЕ;РУСЕ;ГР.РУСЕ;1806202;МГ Баба Тонка;26;85.15;26;90.11
РУСЕ;РУСЕ;ГР.РУСЕ;1806203;СУЕЕ;112;70.58;112;48.33
РУСЕ;РУСЕ;ГР.РУСЕ;1806204;СУПНЕ Фридрих Шилер;126;65.04;126;43.26
РУСЕ;РУСЕ;ГР.РУСЕ;1806205;ОУ Олимпи Панов;17;44.38;17;22.15
РУСЕ;РУСЕ;ГР.РУСЕ;1806206;СУ Йордан Йовков;48;47.92;48;27.37
РУСЕ;РУСЕ;ГР.РУСЕ;1806207;СУ Христо Ботев;85;62.29;85;47.47
РУСЕ;РУСЕ;ГР.РУСЕ;1806208;СУ Възраждане;85;56.72;85;39.53
РУСЕ;РУСЕ;ГР.РУСЕ;1806209;СУ Васил Левски;164;52.75;164;31.76
РУСЕ;РУСЕ;ГР.РУСЕ;1806213;ПЧСУ Леонардо да Винчи;16;60.22;16;37.34
РУСЕ;РУСЕ;ГР.РУСЕ;1806401;СУ М-р Атанас Узунов;39;17.42;39;14.51
РУСЕ;СЛИВО ПОЛЕ;С.ГОЛЯМО ВРАНОВО;1807006;ОУ Иван Вазов;12;37.92;13;20.77
РУСЕ;СЛИВО ПОЛЕ;С.РЯХОВО;1807007;ОУ Св.св.Кирил и Методий;5;29.30;5;23.00
РУСЕ;СЛИВО ПОЛЕ;ГР.СЛИВО ПОЛЕ;1807008;СУ Св. Паисий Хилендарски;23;43.74;23;24.41
РУСЕ;ЦЕНОВО;С.ЦЕНОВО;1808001;ОУ Хр.Ботев;8;27.56;10;39.25
РУСЕ;ЦЕНОВО;С.КАРАМАНОВО;1808002;ОУ Христо Ботев;6;24.67;6;34.79
РУСЕ;ЦЕНОВО;С.НОВГРАД;1808003;ОУ А.Константинов;7;56.07;7;29.04
РУСЕ;ЦЕНОВО;С.ДОЛНА СТУДЕНА;1808004;ОУ Свети Климент Охридски;7;32.79;7;29.64
СИЛИСТРА;АЛФАТАР;ГР.АЛФАТАР;1900101;ОУ Христо Ботев;11;41.45;11;23.45
