Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ;Явили се MAT;Ср. успех в точки MAT
ГАБРОВО;СЕВЛИЕВО;С.ДУШЕВО;700311;ОУ Кирил и Методий;21;11.79;21;12.38
ГАБРОВО;СЕВЛИЕВО;С.ГРАДНИЦА;700312;ОУ Кир. и Мет – с.Градница;6;23.83;6;28.50
ГАБРОВО;СЕВЛИЕВО;С.КРАМОЛИН;700314;ОУ Сол. братя -с.Крамолин;4;48.50;4;9.75
ГАБРОВО;СЕВЛИЕВО;С.ПЕТКО СЛАВЕЙКОВ;700315;ОУ Св. Св. Кирил и Методий;9;27.06;9;15.83
ГАБРОВО;СЕВЛИЕВО;С.ШУМАТА;700317;ОУ В. Левски -с.Шумата;21;13.12;22;16.82
ГАБРОВО;СЕВЛИЕВО;ГР.СЕВЛИЕВО;700318;СУ В. Левски;95;59.65;95;39.09
ГАБРОВО;ТРЯВНА;ГР.ТРЯВНА;700401;ОУ Проф.П.Н.Райков;11;62.82;11;30.93
ГАБРОВО;ТРЯВНА;ГР.ПЛАЧКОВЦИ;700402;ОУ В.Левски;5;38.20;5;17.40
ГАБРОВО;ТРЯВНА;ГР.ТРЯВНА;700403;СУ П.Р.Славейков;46;54.24;46;31.43
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800003;ОбУ Йордан Йовков;15;17.37;15;11.33
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800004;ОУ Никола Й. Вапцаров;13;20.08;15;15.85
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800007;ОУ Панайот Волов;19;10.74;19;20.32
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800008;ОУ Стефан Караджа;26;36.19;26;24.00
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800009;ОУ Хан Аспарух;36;64.72;36;37.28
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800010;ОУ Христо Смирненски;28;27.98;28;15.63
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800011;ОУ Христо Ботев;61;58.69;61;44.89
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800012;СУ Георги Ст. Раковски;24;31.29;25;15.94
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800013;СУ Димитър Талев;60;54.26;60;30.27
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800015;СУ Св. Климент Охридски;102;58.79;102;38.62
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800016;СУ Любен Каравелов;62;45.23;62;24.40
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800017;СУ Петко Р. Славейков;96;73.13;96;54.76
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800018;СУ Св.св. Кирил и Методий;97;59.51;97;36.83
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800019;ПМГ Иван Вазов;29;59.98;29;46.82
ДОБРИЧ;ДОБРИЧКА;С.БОЖУРОВО;800038;ОУ Васил Левски;3;15.33;3;10.67
ДОБРИЧ;ДОБРИЧКА;С.ХИТОВО;800039;ОУ Васил Левски;4;11.50;4;10.25
ДОБРИЧ;ДОБРИЧКА;С.ПОБЕДА;800042;ОбУ Добри Войников;13;12.65;14;12.57
ДОБРИЧ;ДОБРИЧКА;С.КАРАПЕЛИТ;800043;ОУ Н. Вапцаров;22;10.93;22;11.55
ДОБРИЧ;ДОБРИЧКА;С.ЛОВЧАНЦИ;800044;ОУ Неофит Рилски;8;14.94;8;13.38
ДОБРИЧ;ДОБРИЧКА;С.БАТОВО;800045;ОУ Отец Паисий;13;27.31;13;13.46
ДОБРИЧ;ДОБРИЧКА;С.ОВЧАРОВО;800046;ОУ Отец Паисий;7;24.29;7;21.75
ДОБРИЧ;ДОБРИЧКА;С.СТЕФАНОВО;800047;ОбУ П. К. Яворов;3;18.33;3;12.33
ДОБРИЧ;ДОБРИЧКА;С.СМОЛНИЦА;800048;ОУ Климент Охридски;2;18.50;3;20.92
ДОБРИЧ;ДОБРИЧКА;С.ВЕДРИНА;800049;ОУ Св.св.Кирил и Методий;2;37.00;2;20.63
ДОБРИЧ;ДОБРИЧКА;С.ДОНЧЕВО;800050;ОУ Св.св. Кирил и Методий;1;34.50;1;9.00
ДОБРИЧ;ДОБРИЧКА;С.ЖИТНИЦА;800052;ОУ Стефан Караджа;10;15.90;10;19.50
ДОБРИЧ;ДОБРИЧКА;С.СТОЖЕР;800054;ОУ Христо Ботев;19;22.18;19;15.16
ДОБРИЧ;БАЛЧИК;С.СОКОЛОВО;800056;ОУ Васил Левски;7;20.86;7;14.14
ДОБРИЧ;БАЛЧИК;С.СЕНОКОС;800057;ОУ Георги Раковски;8;35.38;9;15.67
ДОБРИЧ;БАЛЧИК;ГР.БАЛЧИК;800059;ОУ Св.св. Кирил и Методий;20;46.20;20;28.38
ДОБРИЧ;БАЛЧИК;ГР.БАЛЧИК;800060;ОУ Антим;44;61.66;44;32.39
ДОБРИЧ;БАЛЧИК;ГР.БАЛЧИК;800061;СУ Христо Ботев;26;42.56;26;26.46
ДОБРИЧ;БАЛЧИК;С.ОБРОЧИЩЕ;800065;СУ Христо Смирненски;23;34.48;23;21.84
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;С.СПАСОВО;800068;ОУ Йордан Йовков;14;11.07;12;10.00
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;С.ПРЕСЕЛЕНЦИ;800069;ОУ Васил Левски;10;9.85;10;26.88
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;С.КРАСЕН;800071;ОУ Йордан Йовков;4;34.13;4;16.25
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;С.КАРДАМ;800072;ОУ Христо Ботев;7;28.00;7;12.11
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;ГР.ГЕНЕРАЛ ТОШЕВО;800073;ОУ Христо Смирненски;33;33.38;34;21.53
ДОБРИЧ;ГЕНЕРАЛ ТОШЕВО;ГР.ГЕНЕРАЛ ТОШЕВО;800074;СУ Никола Й. Вапцаров;28;42.71;28;24.03
ДОБРИЧ;КАВАРНА;ГР.КАВАРНА;800080;ОУ Йордан Йовков;31;39.82;31;27.06
ДОБРИЧ;КАВАРНА;ГР.КАВАРНА;800082;СУ Стефан Караджа;53;53.95;53;35.88
ДОБРИЧ;КАВАРНА;С.БЕЛГУН;800085;ОУ Св.св.Кирил и Методий;2;24.25;2;22.00
ДОБРИЧ;КРУШАРИ;С.КОРИТЕН;800090;ОУ Васил Левски;4;20.25;4;13.50
ДОБРИЧ;КРУШАРИ;С.ЛОЗЕНЕЦ;800092;ОУ Отец Паисий;7;18.29;7;12.96
ДОБРИЧ;КРУШАРИ;С.КРУШАРИ;800093;СУ Христо Смирненски;24;18.46;22;13.24
ДОБРИЧ;ТЕРВЕЛ;ГР.ТЕРВЕЛ;800094;СУ Йордан Йовков;58;44.03;59;27.61
ДОБРИЧ;ТЕРВЕЛ;С.КОЛАРЦИ;800099;ОбУ Д-р Петър Берон;6;17.25;6;16.33
ДОБРИЧ;ТЕРВЕЛ;С.НОВА КАМЕНА;800100;ОУ Отец Паисий;14;18.00;14;17.29
ДОБРИЧ;ТЕРВЕЛ;С.БЕЗМЕР;800101;ОУ Паисий Хилендарски;10;25.75;10;24.73
ДОБРИЧ;ТЕРВЕЛ;С.ЗЪРНЕВО;800103;ОУ Христо Ботев;12;33.88;12;26.60
ДОБРИЧ;ТЕРВЕЛ;С.ОРЛЯК;800104;ОУ Васил Друмев;8;17.38;8;22.38
ДОБРИЧ;ШАБЛА;С.ДУРАНКУЛАК;800108;ОУ Св. Климент Охридски;3;45.83;3;32.92
ДОБРИЧ;ШАБЛА;ГР.ШАБЛА;800109;СУ Асен Златаров;26;48.85;25;25.36
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800112;ЧОУ Мария Монтесори;8;66.75;8;43.94
ДОБРИЧ;ДОБРИЧ;ГР.ДОБРИЧ;800326;ЧСУ Леонардо да Винчи;8;57.31;8;39.00
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909101;СУ Вл. Д.-Майстора;29;33.55;29;26.52
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909103;СУ Йордан Йовков;73;33.29;73;23.86
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909104;ОУ Св.Кл.Охридски;16;51.09;17;50.09
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909105;СУ Отец Паисий;121;55.80;121;40.10
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909106;СУ П. Р.Славейков;170;48.92;170;36.43
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909115;ОУ Васил Левски;12;19.71;12;10.46
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909116;ОУ Св. Св. Кирил и Методий;67;36.22;67;21.52
КЪРДЖАЛИ;КЪРДЖАЛИ;ГР.КЪРДЖАЛИ;909117;ОУ П.К.Яворов;27;16.26;26;18.12
КЪРДЖАЛИ;КЪРДЖАЛИ;С.БОЙНО;909119;ОУ Хр.Ботев;4;16.50;4;20.44
КЪРДЖАЛИ;КЪРДЖАЛИ;С.ГЛУХАР;909120;ОУ Св. св. Кирил и Методий;5;6.80;5;13.80
КЪРДЖАЛИ;КЪРДЖАЛИ;С.ЕНЧЕЦ;909121;ОУ Св. св. Кирил и Методий;6;27.75;6;19.79
КЪРДЖАЛИ;КЪРДЖАЛИ;С.КОСТИНО;909125;ОУ Иван Вазов;5;58.80;5;55.60
КЪРДЖАЛИ;КЪРДЖАЛИ;С.МИЛАДИНОВО;909128;ОУ Христо Ботев;2;24.00;2;23.13
КЪРДЖАЛИ;КЪРДЖАЛИ;С.МОСТ;909129;ОУ Христо Смирненски;11;21.86;11;27.18
КЪРДЖАЛИ;КЪРДЖАЛИ;С.ПЕРПЕРЕК;909135;ОУ Паисий Хилендарски;6;15.33;8;15.63
КЪРДЖАЛИ;КЪРДЖАЛИ;С.РАНИ ЛИСТ;909136;ОУ Н.Й.Вапцаров;10;30.45;10;33.78
КЪРДЖАЛИ;КЪРДЖАЛИ;С.СТРЕМЦИ;909138;ОУ Св. св. Кирил и Методий;15;25.13;15;26.90
КЪРДЖАЛИ;КЪРДЖАЛИ;С.ЧИФЛИК;909139;ОУ Максим Горки;1;10.00;1;25.00
КЪРДЖАЛИ;КЪРДЖАЛИ;С.ШИРОКО ПОЛЕ;909140;ОУ Иван Вазов;5;32.10;5;39.75
КЪРДЖАЛИ;АРДИНО;ГР.АРДИНО;909201;СУ Васил Левски;46;55.45;46;36.89
КЪРДЖАЛИ;АРДИНО;С.БЯЛ ИЗВОР;909202;ОУ Христо Смирненски;4;28.38;4;14.94
КЪРДЖАЛИ;АРДИНО;С.БОРОВИЦА;909205;ОУ А. С. Макаренко;3;29.00;3;23.67
КЪРДЖАЛИ;АРДИНО;С.ГОРНО ПРАХОВО;909206;ОУ Св. Св. Кирил и Методий;4;44.50;4;26.88
КЪРДЖАЛИ;АРДИНО;С.ЖЪЛТУША;909209;ОУ Отец Паисий;1;91.00;1;75.75
КЪРДЖАЛИ;АРДИНО;С.ПАДИНА;909211;ОУ Св.Св.Кирил и Методий;2;57.75;2;45.63
КЪРДЖАЛИ;ДЖЕБЕЛ;ГР.ДЖЕБЕЛ;909301;СУ Христо Ботев;33;45.35;33;32.78
КЪРДЖАЛИ;ДЖЕБЕЛ;С.РОГОЗЧЕ;909309;ОУ Христо Смирненски;3;24.50;3;17.33
КЪРДЖАЛИ;ДЖЕБЕЛ;С.УСТРЕН;909310;ОУ Васил Левски;3;20.33;3;7.92
КЪРДЖАЛИ;ДЖЕБЕЛ;С.ПРИПЕК;909315;СУ Паисий Хилендарски;5;56.50;5;34.25
КЪРДЖАЛИ;КИРКОВО;С.КИРКОВО;909401;СУ Отец Паисий;19;45.68;19;39.87
КЪРДЖАЛИ;КИРКОВО;С.БЕНКОВСКИ;909402;СУ Н. Й. Вапцаров;41;46.76;41;39.51
КЪРДЖАЛИ;КИРКОВО;С.ЧОРБАДЖИЙСКО;909403;СУ ХРИСТО БОТЕВ;25;24.22;25;22.91
КЪРДЖАЛИ;КИРКОВО;С.ДРАНГОВО;909410;ОУ Васил Левски;4;48.63;4;38.13
КЪРДЖАЛИ;КИРКОВО;С.СТАРОВО;909414;ОУ Устрем;1;21.00;1;55.00
КЪРДЖАЛИ;КИРКОВО;С.ТИХОМИР;909415;ОУ Васил Левски;12;49.08;12;44.54
КЪРДЖАЛИ;КИРКОВО;С.ЧАКАЛАРОВО;909416;ОУ Иван Вазов;12;45.71;12;44.25
КЪРДЖАЛИ;КИРКОВО;С.ФОТИНОВО;909417;ОУ Христо Смирненски;18;36.42;18;54.22
КЪРДЖАЛИ;КРУМОВГРАД;ГР.КРУМОВГРАД;909501;СУ В. Левски;80;50.53;80;29.45
КЪРДЖАЛИ;КРУМОВГРАД;С.АВРЕН;909502;ОУ Михаил Христов;6;54.50;6;21.08
КЪРДЖАЛИ;КРУМОВГРАД;С.ЕГРЕК;909504;ДОУ Васил Левски;3;62.83;3;26.75
КЪРДЖАЛИ;КРУМОВГРАД;С.ГОРНА КУЛА;909506;ОУ Н. Й. Вапцаров;6;22.00;6;21.67
КЪРДЖАЛИ;КРУМОВГРАД;С.ГУЛИЙКА;909507;ОУ Христо Ботев;10;11.70;10;22.50
КЪРДЖАЛИ;КРУМОВГРАД;С.ТОКАЧКА;909509;ОУ П. К. Яворов .;18;50.97;18;32.96
КЪРДЖАЛИ;КРУМОВГРАД;С.ЛУЛИЧКА;909510;ОУ Васил Левски;9;14.22;9;18.22
КЪРДЖАЛИ;КРУМОВГРАД;С.ПОДРУМЧЕ;909512;ОУ Никола Й. Вапцаров;9;17.56;9;14.11
КЪРДЖАЛИ;КРУМОВГРАД;С.ПОТОЧНИЦА;909513;ОУ Иван Вазов;5;52.40;5;35.75
КЪРДЖАЛИ;КРУМОВГРАД;С.СТРАНДЖЕВО;909514;ОУ Св. Св. Кирил и Методий;8;40.25;8;36.66
КЪРДЖАЛИ;МОМЧИЛГРАД;ГР.МОМЧИЛГРАД;909601;СУ Н.Й.Вапцаров;42;33.60;42;28.31
КЪРДЖАЛИ;МОМЧИЛГРАД;С.ГРУЕВО;909604;ОУ Н. Й. Вапцаров;9;23.39;9;12.92
КЪРДЖАЛИ;МОМЧИЛГРАД;С.ЗВЕЗДЕЛ;909605;ОУ Н. Й. Вапцаров;6;12.17;6;11.00
КЪРДЖАЛИ;МОМЧИЛГРАД;ГР.МОМЧИЛГРАД;909608;ОУ Д-р Петър Берон;47;57.17;47;39.77
КЪРДЖАЛИ;МОМЧИЛГРАД;С.НАНОВИЦА;909609;ОУ Св.Св.Кирил и Методий;3;39.17;3;16.83
КЪРДЖАЛИ;МОМЧИЛГРАД;С.РАВЕН;909612;ОУ Васил Левски;7;12.21;7;10.57
КЪРДЖАЛИ;ЧЕРНООЧЕНЕ;С.ЧЕРНООЧЕНЕ;909701;СУ Хр.Смирненски;42;35.07;42;30.20
КЪРДЖАЛИ;ЧЕРНООЧЕНЕ;С.ГАБРОВО;909703;ОУ Христо Ботев;9;34.22;9;44.53
КЪРДЖАЛИ;ЧЕРНООЧЕНЕ;С.КОМУНИГА;909705;Основно училище Васил Левски;4;43.50;4;42.38
КЪРДЖАЛИ;ЧЕРНООЧЕНЕ;С.ЛЯСКОВО;909706;ОУ Н. Й. Вапцаров;2;75.25;2;49.88
КЪРДЖАЛИ;ЧЕРНООЧЕНЕ;С.ПАНИЧКОВО;909708;ОУ Н. Й. Вапцаров;3;24.33;3;40.00
КЮСТЕНДИЛ;НЕВЕСТИНО;С.НЕВЕСТИНО;1000004;ОУ Хр. Ботев – Невестино;22;14.18;19;13.74
КЮСТЕНДИЛ;ТРЕКЛЯНО;С.ТРЕКЛЯНО;1000007;ОУ Св. Кл. Охридски – Трекляно;5;21.40;2;24.75
КЮСТЕНДИЛ;САПАРЕВА БАНЯ;ГР.САПАРЕВА БАНЯ;1000009;СУ Хр. Ботев – Сапарева баня;47;48.59;47;30.45
КЮСТЕНДИЛ;БОБОВ ДОЛ;ГР.БОБОВ ДОЛ;1000015;ОУ Н. Вапцаров – Бобов дол;21;32.62;21;16.15
КЮСТЕНДИЛ;БОБОВ ДОЛ;ГР.БОБОВ ДОЛ;1000016;СУ Хр. Ботев – Бобов дол;20;40.65;20;24.54
КЮСТЕНДИЛ;БОБОШЕВО;ГР.БОБОШЕВО;1000021;ОУ Св. Св. Кирил и Методий – Бобошево;9;56.50;9;33.22
КЮСТЕНДИЛ;КОЧЕРИНОВО;ГР.КОЧЕРИНОВО;1000025;СУ Хр. Ботев – Кочериново;16;39.34;16;20.11
КЮСТЕНДИЛ;РИЛА;ГР.РИЛА;1000032;ОУ Ав. Попстоянов – Рила;9;51.22;9;33.92
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000034;ОУ Св. св. Кирил и Методий – Дупница;53;49.25;53;34.16
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000035;СEУ Св. П. Хилендарски – Дупница;105;63.40;105;39.12
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000036;ОУ Н. Рилски – Дупница;58;40.95;60;23.38
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000037;ОУ Хр. Павлович – Дупница;22;31.09;20;15.63
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000038;ОУ Е. Георгиев – Дупница;57;52.91;57;31.69
КЮСТЕНДИЛ;ДУПНИЦА;ГР.ДУПНИЦА;1000039;СУ Св. Кл. Охридски – Дупница;23;29.93;24;14.78
КЮСТЕНДИЛ;ДУПНИЦА;С.КРАЙНИЦИ;1000045;ОУ Хр. Ботев – Крайници;14;36.46;14;17.34
КЮСТЕНДИЛ;ДУПНИЦА;С.САМОРАНОВО;1000046;ОУ Христо Ботев – Самораново;12;56.92;12;34.23
КЮСТЕНДИЛ;ДУПНИЦА;С.ЯХИНОВО;1000048;ОУ Св. Св. Кирил и Методий – Яхиново;10;46.95;10;27.73
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1000053;V ОУ Хр. Ботев – Кюстендил;21;34.00;14;28.71
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1000330;ОУ Проф. М. Дринов – Кюстендил;57;49.73;58;27.84
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1000340;ОУ Иван Вазов – Кюстендил;56;12.58;54;13.64
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1000550;ПМГ Проф. Ем. Иванов – Кюстендил;50;71.84;50;58.02
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1001390;СУ В. Левски – Кюстендил;10;40.10;10;22.15
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1001410;VІ ОУ Св. П. Хилендарски – Кюстендил;34;50.94;33;27.33
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1001590;VІІ ОУ Ильо войвода – Кюстендил;17;38.03;15;23.83
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1001680;ОУ Даскал Димитри – Кюстендил;23;49.61;23;21.47
КЮСТЕНДИЛ;КЮСТЕНДИЛ;ГР.КЮСТЕНДИЛ;1001830;ОУ Св. св. Кирил и Методий – Кюстендил;134;54.29;134;36.18
ЛОВЕЧ;ТРОЯН;С.ДЕБНЕВО;1100107;ОбУ Иван Вазов;9;50.00;9;27.44
ЛОВЕЧ;АПРИЛЦИ;ГР.АПРИЛЦИ;1100108;СУ Васил Левски;11;50.23;11;24.16
ЛОВЕЧ;ЛЕТНИЦА;ГР.ЛЕТНИЦА;1100201;СУ Бачо Киро;29;21.84;29;15.95
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100301;ОУ Васил Левски;86;66.04;86;44.17
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100304;ОУ Христо Никифоров;58;56.44;58;35.62
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100305;ОУ Св.Св. Кирил и Методий;16;14.38;16;15.56
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100316;СУ Тодор Кирков;26;31.35;25;17.72
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100317;ОУ Панайот Пипков;18;10.50;15;10.82
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100318;СУ Св. Климент Охридски;32;43.13;32;27.43
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100320;ППМГ;25;81.72;25;85.81
ЛОВЕЧ;ЛОВЕЧ;С.АЛЕКСАНДРОВО;1100321;ОУ Св. Св. Кирил и Методий;13;21.08;13;17.79
ЛОВЕЧ;ЛОВЕЧ;ГР.ЛОВЕЧ;1100336;ОУ Проф. Димитър Димов;54;53.98;54;31.93
ЛОВЕЧ;ЛУКОВИТ;ГР.ЛУКОВИТ;1100402;СУ Алеко Константинов;82;32.79;80;24.09
ЛОВЕЧ;ЛУКОВИТ;С.БЕЖАНОВО;1100403;ОУ Св. Св. Кирил и Методий;22;30.70;23;35.79
ЛОВЕЧ;ЛУКОВИТ;С.ДЕРМАНЦИ;1100404;ОбУ Неофит Рилски;21;39.02;21;25.21
ЛОВЕЧ;ЛУКОВИТ;С.РУМЯНЦЕВО;1100406;ОУ Христо Ботев;40;15.43;38;14.68
ЛОВЕЧ;ЛУКОВИТ;С.ТОРОС;1100408;ОУ Васил Левски;12;36.83;12;27.67
ЛОВЕЧ;ТЕТЕВЕН;С.БЪЛГАРСКИ ИЗВОР;1100501;ОУ Васил Левски;20;30.13;20;14.93
ЛОВЕЧ;ТЕТЕВЕН;С.ГАЛАТА;1100502;ОУ Георги Бенковски;30;38.03;30;16.05
ЛОВЕЧ;ТЕТЕВЕН;С.ГЛОГОВО;1100503;ОУ Христо Ботев;21;31.50;21;16.58
ЛОВЕЧ;ТЕТЕВЕН;С.ГОЛЯМ ИЗВОР;1100505;ОУ Васил Левски;9;29.28;8;29.13
ЛОВЕЧ;ТЕТЕВЕН;С.ГРАДЕЖНИЦА;1100506;ОУ Васил Априлов;14;40.46;14;17.73
ЛОВЕЧ;ТЕТЕВЕН;С.РИБАРИЦА;1100507;ОУ Георги Бенковски;3;26.33;4;18.31
ЛОВЕЧ;ТЕТЕВЕН;С.ЧЕРНИ ВИТ;1100508;ОУ Георги Бенковски;11;51.45;11;46.20
ЛОВЕЧ;ТЕТЕВЕН;ГР.ТЕТЕВЕН;1100509;СУ Георги Бенковски;61;53.13;61;30.32
ЛОВЕЧ;ТРОЯН;С.БОРИМА;1100603;ОУ Васил Левски;6;61.17;6;23.17
ЛОВЕЧ;ТРОЯН;С.ОРЕШАК;1100609;ОУ Васил Левски;6;19.75;6;18.71
ЛОВЕЧ;ТРОЯН;С.ЧЕРНИ ОСЪМ;1100610;СУ Васил Левски;12;38.96;12;20.25
ЛОВЕЧ;ТРОЯН;ГР.ТРОЯН;1100612;СУ Васил Левски;90;55.72;90;32.21
ЛОВЕЧ;ТРОЯН;ГР.ТРОЯН;1100613;СУ Св. Климент Охридски;65;59.70;65;29.15
ЛОВЕЧ;УГЪРЧИН;С.КИРЧЕВО;1100702;ОУ Христо Ботев;8;35.50;10;18.23
ЛОВЕЧ;УГЪРЧИН;С.ЛЕСИДРЕН;1100703;ОУ Св. Паисий Хилендарски;6;17.17;6;21.58
ЛОВЕЧ;УГЪРЧИН;ГР.УГЪРЧИН;1100705;СУ Св. Св. Кирил и Методий;26;38.48;27;37.18
ЛОВЕЧ;ЯБЛАНИЦА;С.БРЕСТНИЦА;1100801;ОУ Христо Ботев;10;33.70;9;26.89
ЛОВЕЧ;ЯБЛАНИЦА;С.ЗЛАТНА ПАНЕГА;1100803;ОУ Любен Каравелов;10;34.35;10;58.45
ЛОВЕЧ;ЯБЛАНИЦА;С.ОРЕШЕНЕ;1100804;ОУ Васил Левски;8;10.25;10;9.88
ЛОВЕЧ;ЯБЛАНИЦА;ГР.ЯБЛАНИЦА;1100805;СУ Васил Левски;38;35.13;40;45.31
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201001;ПМПГ Св. Кл. Охридски;29;76.12;29;67.91
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201003;І ОУ Св.Св. Кирил и Методий;63;49.75;63;24.97
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201004;II СУ Н. Й. Вапцаров;43;44.34;41;26.68
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201005;III ОУ Д-р Петър Берон;66;51.56;66;33.52
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201006;IV ОУ Иван Вазов;68;63.31;67;36.50
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201007;V СУ Христо Ботев;33;33.74;33;22.55
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201011;VII СУ Йордан Радичков;13;27.08;13;15.73
МОНТАНА;МОНТАНА;С.СМОЛЯНОВЦИ;1201012;ОУ Васил Левски;7;36.14;8;31.72
МОНТАНА;МОНТАНА;С.ГАБРОВНИЦА;1201015;ОУ Св.св. Кирил и Методий;14;35.32;15;27.93
МОНТАНА;МОНТАНА;С.ДОКТОР ЙОСИФОВО;1201016;ОУ Христо Ботев;6;14.83;6;10.67
МОНТАНА;МОНТАНА;ГР.МОНТАНА;1201034;VI СУ Отец Паисий;60;33.87;57;23.22
МОНТАНА;ЧИПРОВЦИ;ГР.ЧИПРОВЦИ;1201101;ОУ Петър Парчевич;7;63.71;7;48.46
МОНТАНА;ЯКИМОВО;С.ЯКИМОВО;1201200;СУ Д-р П. Берон;27;15.93;27;12.49
МОНТАНА;БЕРКОВИЦА;ГР.БЕРКОВИЦА;1202001;I ОУ Н.Й.Вапцаров;22;56.55;22;27.13
МОНТАНА;БЕРКОВИЦА;ГР.БЕРКОВИЦА;1202002;II ОУ Хр. Смирненски;16;43.56;16;23.48
МОНТАНА;БЕРКОВИЦА;ГР.БЕРКОВИЦА;1202003;III ОУ Ив. Вазов;20;55.15;20;37.63
МОНТАНА;БЕРКОВИЦА;ГР.БЕРКОВИЦА;1202004;ІV ОУ Г. С. Раковски;19;18.16;18;13.56
МОНТАНА;БЕРКОВИЦА;С.БЪРЗИЯ;1202007;ОУ Г. С. Раковски;6;50.50;6;23.04
МОНТАНА;БЕРКОВИЦА;С.ЗАМФИРОВО;1202009;ОУ Св.Св. Кирил и Методий;10;45.70;10;19.58
МОНТАНА;БОЙЧИНОВЦИ;ГР.БОЙЧИНОВЦИ;1203000;СУ В. Левски;12;26.38;12;13.58
МОНТАНА;БОЙЧИНОВЦИ;С.ЛЕХЧЕВО;1203001;СУ Св. Св. Кирил и Методий;23;31.80;24;16.66
МОНТАНА;БОЙЧИНОВЦИ;С.ВЛАДИМИРОВО;1203004;ОУ Вл. Минчев;16;23.50;16;13.91
МОНТАНА;БОЙЧИНОВЦИ;С.МАДАН;1203005;ОУ Отец Паисий;3;18.83;4;26.50
МОНТАНА;БОЙЧИНОВЦИ;С.МЪРЧЕВО;1203006;ОУ Христо Ботев;7;35.79;7;24.64
