"﻿Област","Община","Населено място","Код по Админ","Училище","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех","Брой","Ср.успех"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ","ИСТ","ИСТ","ФА","ФА","ГЕО","ГЕО","ХООС","ХООС","ФИЛ","ФИЛ","БЗО","БЗО","АЕ","АЕ","РЕ","РЕ","НЕ","НЕ","ИспЕ","ИспЕ","ФрЕ","ФрЕ","ИтЕ","ИтЕ","2ДЗИ","2ДЗИ","общо","общо"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 145","Професионална гимназия по транспорт ""Проф. Цветан Лазаров""","30","3,12","0","0,00","0","0,00","0","0,00","3","2,60","0","0,00","0","0,00","4","3,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","2,88","37","3,07"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 147","Професионална гимназия по облекло и текстил ""Христо Бояджиев""","15","3,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,01","16","3,07"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 148","Професионална гимназия по електроника и химични технологии ""Проф.Асен Златаров""","99","3,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","4,22","10","5,07","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","4,65","119","4,10"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 149","Професионална гимназия по ресторантьорство търговия и обслужване","44","3,47","0","0,00","1","2,79","0","0,00","0","0,00","0","0,00","1","5,29","9","3,33","4","4,32","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,69","59","3,52"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 151","Професионална гимназия по подемна строителна и транспортна техника ""Г.С.Раковски""","18","3,10","0","0,00","0","0,00","0","0,00","2","2,64","0","0,00","0","0,00","1","3,84","1","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,48","22","3,17"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 153","Професионална гимназия по туризъм ""Алеко Константинов""","96","4,11","0","0,00","1","3,03","0","0,00","3","4,13","0","0,00","0","0,00","4","4,81","20","4,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","4,60","124","4,22"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 138","Спортно училище  ""Георги Бенковски""","48","3,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,12","1","5,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,89","50","3,47"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 140","Държавна финансово-стопанска гимназия  ""Интелект""","93","4,45","1","3,84","2","5,59","0","0,00","7","3,70","0","0,00","1","4,53","6","4,58","21","4,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","38","4,67","131","4,51"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 142","Професионална гимназия по хранително-вкусови технологии ""Луи Пастьор""","30","3,31","0","0,00","2","3,59","0","0,00","1","2,44","0","0,00","0","0,00","7","3,40","1","5,21","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","11","3,51","41","3,37"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 143","Професионална гимназия по мениджмънт  и хранителни технологии","10","2,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","2,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","2,90","15","2,77"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 146","Професионална гимназия по  лозарство и винарство ""Александър Стамболийски""","28","3,28","0","0,00","0","0,00","0","0,00","2","2,38","0","0,00","0","0,00","0","0,00","3","5,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","4,22","33","3,42"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 152","Професионална гимназия  ""Захарий Зограф""","4","2,71","0","0,00","0","0,00","0","0,00","1","2,70","0","0,00","0","0,00","1","2,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","2,64","6","2,68"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 130","Математическа гимназия ""Гео Милев""","149","5,05","54","4,81","2","5,45","2","4,57","12","4,63","4","6,00","2","4,47","14","5,48","56","5,58","0","0,00","3","4,16","0","0,00","0","0,00","0","0,00","149","5,17","298","5,11"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 131","Профилирана гимназия с преподаване  на чужди езици","155","4,81","2","4,70","1","5,79","0","0,00","22","4,26","0","0,00","8","4,95","20","4,84","94","5,44","1","4,61","2","4,71","4","5,57","1","4,95","0","0,00","155","5,15","310","4,98"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 132","Средно училище ""Анастасия Димитрова""","12","3,34","0","0,00","1","2,75","0","0,00","1","2,70","0","0,00","5","3,96","5","2,92","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","3,32","24","3,33"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 133","Средно училище ""Стоян Заимов""","20","3,64","0","0,00","4","3,41","0","0,00","6","3,62","0","0,00","7","3,87","1","5,35","2","3,51","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,74","40","3,69"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 134","Средно училище "" Иван Вазов ""","80","4,93","3","4,15","7","5,36","2","5,29","9","4,47","0","0,00","8","4,61","5","4,59","45","5,27","1","5,84","0","0,00","0","0,00","0","0,00","0","0,00","80","5,04","160","4,99"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 135","Средно училище  ""Пейо Крачолов Яворов""","26","3,70","0","0,00","1","3,11","0","0,00","1","3,31","0","0,00","1","4,67","19","3,81","4","4,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","26","3,96","52","3,83"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","1 500 136","Средно училище ""Христо Смирненски""","10","3,41","0","0,00","1","4,46","0","0,00","1","2,66","0","0,00","0","0,00","6","3,79","2","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,65","20","3,53"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","1 500 137","Средно училище ""Христо Ботев""","10","3,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,08","14","3,11"
"ПЛЕВЕН","ПОРДИМ","ГР.ПОРДИМ","1 500 305","Средно училище  ""Свети Свети Кирил и Методий""","12","3,22","0","0,00","1","3,81","0","0,00","7","2,51","0","0,00","0","0,00","4","3,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","3,03","24","3,12"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.КОЙНАРЕ","1 500 216","Средно училище  "" Христо Смирненски""","15","3,24","0","0,00","2","2,92","0","0,00","2","3,99","0","0,00","0","0,00","9","3,36","3","4,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","16","3,62","31","3,44"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 218","Професионална гимназия по механоелектротехника ""Девети май""","38","3,28","0","0,00","0","0,00","0","0,00","1","2,40","0","0,00","0","0,00","2","2,83","2","4,55","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","5","3,43","43","3,30"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 219","Търговска гимназия ""Васил Евстатиев Априлов""","34","3,98","0","0,00","0","0,00","0","0,00","15","3,38","0","0,00","2","4,22","5","3,68","6","5,45","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","28","3,94","62","3,96"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 217","Професионална гимназия по хранителни  технологии ""Юрий Гагарин""","25","3,27","0","0,00","1","2,62","0","0,00","1","3,31","0","0,00","1","3,76","7","3,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,36","35","3,29"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","1 500 215","Средно училище ""Д-р Петър Берон""","25","5,04","0","0,00","0","0,00","0","0,00","13","4,65","0","0,00","0","0,00","0","0,00","12","5,45","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","5,03","50","5,03"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ЧОМАКОВЦИ","1 500 220","Професионална гимназия по земеделско стопанство ""Александър Стамболийски""","16","2,87","0","0,00","0","0,00","0","0,00","14","3,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,09","30","2,97"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 128","Професионална гимназия  "" Свети Патриарх Евтимий ""","13","2,66","0","0,00","0","0,00","0","0,00","1","2,88","0","0,00","5","2,95","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","2,94","19","2,75"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 618","Професионална гимназия ""Цар Иван Асен ""","84","3,46","0","0,00","2","3,48","0","0,00","3","2,66","0","0,00","49","3,67","8","3,00","14","4,47","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","76","3,71","160","3,58"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 617","Професионална гимназия по Хранително-вкусови технологии ""Св. Димитрий Солунски""","27","3,21","0","0,00","0","0,00","0","0,00","7","2,57","0","0,00","0","0,00","19","3,46","1","3,56","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","27","3,24","54","3,22"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 114","Средно училище Свети княз Борис I","43","4,73","1","5,63","4","4,42","0","0,00","2","4,06","0","0,00","12","4,70","1","5,81","23","5,46","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","43","5,10","86","4,91"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","1 600 116","Средно училище  ""Свети свети Кирил и Методий""","119","4,23","1","3,64","3","3,94","0","0,00","8","3,44","0","0,00","21","4,77","54","4,05","31","4,82","1","5,64","0","0,00","0","0,00","0","0,00","0","0,00","119","4,34","238","4,28"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","1 600 706","Професионална гимназия ""Златю Бояджиев"" гр. Брезово","19","3,03","0","0,00","0","0,00","0","0,00","3","2,80","0","0,00","0","0,00","12","2,75","2","4,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","2,97","36","3,01"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","1 600 705","Средно училище ""Христо Смирненски""","15","3,22","0","0,00","1","2,92","0","0,00","1","2,35","0","0,00","0","0,00","12","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","14","3,18","29","3,20"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 361","Професионална гимназия по  железопътен транспорт ""Христо Смирненски""","63","3,24","0","0,00","4","2,79","0","0,00","4","2,63","0","0,00","1","2,92","6","3,11","2","4,79","1","5,18","0","0,00","0","0,00","0","0,00","0","0,00","18","3,22","81","3,24"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 364","Професионална гимназия  ""Братя Евлогий и Христо Георгиеви""","25","3,04","0","0,00","0","0,00","0","0,00","5","2,83","0","0,00","0","0,00","16","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","21","3,13","46","3,08"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 301","Средно училище  ""Васил Левски""","89","4,84","1","3,59","2","4,46","0","0,00","9","4,63","5","5,69","3","4,71","24","4,17","46","5,56","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","90","5,03","179","4,93"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","1 601 302","Средно училище ""Христо Проданов""","82","3,94","1","2,88","1","4,46","0","0,00","15","4,04","0","0,00","2","4,03","25","3,37","38","4,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","82","4,22","164","4,08"
"ПЛОВДИВ","КАРЛОВО","ГР.КЛИСУРА","1 600 623","Професионална гимназия по икономика ""Тодор Генчов Влайков""","18","3,14","0","0,00","2","3,80","0","0,00","9","2,87","0","0,00","5","3,23","1","3,42","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,12","35","3,13"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","1 601 403","Средно училище ""Петко Рачов Славейков""","4","3,15","0","0,00","0","0,00","0","0,00","1","3,15","0","0,00","2","2,69","1","3,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,05","8","3,10"
"ПЛОВДИВ","КУКЛЕН","С.КУКЛЕН","1 601 102","Професионална гимназия  по селско стопанство","15","3,02","0","0,00","0","0,00","0","0,00","1","2,70","0","0,00","0","0,00","2","2,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","2,83","18","2,99"
"ПЛОВДИВ","ЛЪКИ","ГР.ЛЪКИ","1 601 501","Средно училище  ""Христо Ботев""","8","3,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","3,70","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","7","3,70","15","3,66"
"ПЛОВДИВ","ПЕРУЩИЦА","ГР.ПЕРУЩИЦА","1 602 402","Професионална гимназия  по лозарство и винарство  ""Христо Ботев""","20","3,21","0","0,00","0","0,00","0","0,00","8","2,83","0","0,00","1","2,81","6","3,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,14","35","3,18"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 187","ДУ-Пловдивска духовна семинария  ""Св. Св. Кирил и Методий""-Пловдив","9","3,80","0","0,00","3","3,48","0","0,00","4","3,07","0","0,00","0","0,00","1","3,11","2","4,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,45","19","3,62"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 271","Специално училище за ученици с увреден слух  ""Проф. Д-р Ст. Белинов""","1","3,31","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,31"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 102","Национално училище за музикално и танцово изкуство ""Добрин Петков""","26","4,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","4,37","28","4,56"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 302","Национална гимназия  за сценични и екранни изкуства","36","4,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,39","39","4,03"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","2 902 402","Национална художествена гимназия ""Цанко Лавренов""","59","4,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","59","4,39"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 174","Професионална гимназия по  електротехника и електроника","202","4,31","3","3,77","13","3,91","7","4,01","18","3,80","0","0,00","5","3,84","25","3,78","109","4,83","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","180","4,44","382","4,37"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 175","Национална търговска гимназия - Пловдив","215","5,08","4","4,05","1","3,21","0","0,00","8","4,68","1","5,75","19","4,80","10","4,84","77","5,38","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","120","5,14","335","5,10"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 176","Професионална гимназия по облекло ""Ана Май""","47","3,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,72","2","2,86","2","4,75","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","3,75","59","3,80"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 178","Професионална гимназия по туризъм ""Проф. д-р Асен Златаров""","146","4,04","1","3,28","0","0,00","0","0,00","5","3,43","0","0,00","4","4,73","14","3,30","21","4,58","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","45","4,04","191","4,04"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 179","Професионална гимназия по битова техника","81","3,65","0","0,00","0","0,00","2","4,31","4","3,71","0","0,00","6","4,33","31","3,48","27","4,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","70","4,03","151","3,82"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 272","Професионална гимназия по архитектура  строителство и геодезия ""Арх.Камен Петков""","190","4,25","22","4,00","2","4,16","0","0,00","14","3,55","1","5,53","22","4,26","34","3,74","70","4,60","0","0,00","1","3,07","0","0,00","0","0,00","0","0,00","166","4,20","356","4,23"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 273","Професионална гимназия по транспорт  и строителни технологии ""Гоце Делчев""","77","3,20","0","0,00","1","3,15","0","0,00","6","2,97","0","0,00","3","2,99","59","3,33","6","3,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","75","3,33","152","3,26"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 473","Професионална гимназия  по кожени изделия и текстил ""Д-р Иван Богоров""","14","3,47","0","0,00","0","0,00","0","0,00","1","2,84","0","0,00","1","4,50","8","3,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,52","24","3,49"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 572","Професионална гимназия по механотехника  ""Професор Цветан Лазаров""","93","3,65","0","0,00","0","0,00","0","0,00","4","2,60","0","0,00","0","0,00","27","3,61","16","5,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","47","4,00","140","3,77"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 573","Професионална гимназия по машиностроене","21","3,05","0","0,00","0","0,00","0","0,00","4","3,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","4","3,01","25","3,04"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 347","Спортно училище ""Васил Левски""","70","3,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","4,62","1","5,12","6","5,03","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","4,92","80","3,89"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 177","Професионална гимназия по  вътрешна архитектура и дървообработване ""Христо Ботев""","24","3,53","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","6","3,47","2","4,75","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","8","3,79","32","3,59"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 472","Професионална гимназия по хранителни технологии и техника","130","4,02","2","3,46","1","3,25","1","3,50","4","3,73","0","0,00","3","3,62","10","3,75","12","3,95","1","4,84","0","0,00","0","0,00","0","0,00","0","0,00","34","3,80","164","3,97"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 153","Хуманитарна гимназия ""Св. Св. Кирил и Методий""","181","5,08","6","4,36","5","4,73","0","0,00","8","4,42","1","3,84","41","5,06","11","4,49","85","5,34","12","5,63","8","4,84","0","0,00","4","5,05","0","0,00","181","5,12","362","5,10"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 346","Математическа гимназия  ""Академик Кирил Попов""","212","5,18","125","5,01","5","4,91","3","5,58","1","5,43","0","0,00","12","5,04","4","4,80","57","5,57","0","0,00","1","4,61","0","0,00","1","5,35","0","0,00","209","5,17","421","5,18"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 449","Езикова гимназия ""Пловдив""","270","5,34","55","4,88","3","5,12","1","5,07","2","4,83","3","5,99","3","5,43","4","4,86","174","5,69","0","0,00","25","5,40","0","0,00","0","0,00","0","0,00","270","5,47","540","5,41"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 450","Езикова гимназия ""Иван Вазов""","235","5,30","43","4,76","4","4,70","1","3,50","8","4,25","2","4,82","23","5,19","6","5,23","41","5,66","5","5,75","25","5,32","40","5,25","13","4,91","24","5,30","235","5,18","470","5,24"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 451","Френска езикова гимназия  ""Антоан дьо Сент - Екзюпери""","200","4,74","3","4,74","8","3,86","0","0,00","1","3,15","1","5,24","40","4,65","24","4,71","105","5,24","0","0,00","0","0,00","0","0,00","16","4,44","0","0,00","198","4,92","398","4,83"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 150","Средно училище  ""Любен Каравелов""","18","4,27","0","0,00","1","4,12","0","0,00","0","0,00","0","0,00","1","4,29","15","3,89","1","4,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","18","3,96","36","4,12"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 154","Средно училище  "" СВ. ПАИСИЙ ХИЛЕНДАРСКИ ""","102","4,45","1","4,56","9","4,34","0","0,00","5","3,81","2","4,97","18","4,57","31","4,08","35","5,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","101","4,62","203","4,53"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 155","Средно училище  ""Свети Климент Охридски""","75","4,20","0","0,00","1","3,36","1","4,49","34","4,06","0","0,00","12","4,86","14","3,94","11","4,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","73","4,26","148","4,23"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 156","Средно училище ""Свети Патриарх Евтимий""","114","4,64","4","3,52","10","4,76","4","4,06","20","4,57","1","5,18","13","4,79","15","4,34","45","4,99","0","0,00","1","4,26","1","3,42","0","0,00","0","0,00","114","4,69","228","4,66"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 157","Средно училище  ""Цар Симеон Велики""","23","3,56","0","0,00","0","0,00","0","0,00","4","3,57","0","0,00","3","3,96","11","4,13","5","4,13","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","4,01","46","3,79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 247","Средно училище ""Найден Геров""","20","3,19","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,18","14","3,18","2","4,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,40","37","3,29"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 345","Средно училище ""Свети свети Кирил и Методий""","33","3,70","0","0,00","0","0,00","0","0,00","11","3,47","0","0,00","7","4,00","7","3,87","7","4,92","0","0,00","1","2,64","0","0,00","0","0,00","0","0,00","33","3,95","66","3,83"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 446","Средно училище  ""Никола Вапцаров""","18","3,56","0","0,00","1","2,79","0","0,00","9","3,81","0","0,00","6","3,76","1","3,56","1","3,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","18","3,70","36","3,63"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 447","Средно училище  ""Пейо Крачолов Яворов""","73","3,86","0","0,00","6","5,32","0","0,00","5","3,15","0","0,00","10","3,88","24","3,58","26","4,65","0","0,00","1","5,58","0","0,00","0","0,00","0","0,00","72","4,15","145","4,00"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 448","Средно училище  ""Христо Груев Данов""","14","3,72","0","0,00","1","5,04","0","0,00","5","3,14","0","0,00","0","0,00","5","4,12","4","4,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,84","29","3,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 542","Средно училище ""Братя Миладинови""","26","3,45","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,30","18","3,31","4","4,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","25","3,48","51","3,46"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 549","Средно училище  "" Константин Величков ""","16","3,93","0","0,00","0","0,00","0","0,00","1","3,42","0","0,00","1","3,27","10","3,69","5","4,72","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","3,95","33","3,94"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 550","Средно училище ""Свети Константин - Кирил Философ""","21","3,79","0","0,00","0","0,00","0","0,00","2","3,38","0","0,00","8","4,54","9","3,85","4","4,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","4,14","44","3,97"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 642","Средно училище Димитър Матевски""","21","3,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","15","3,79","0","0,00","8","4,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","23","3,95","44","3,84"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 643","Средно училище  ""Свети Седмочисленици""","20","3,52","1","5,50","0","0,00","0","0,00","2","2,73","0","0,00","7","3,58","8","3,82","2","5,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","20","3,83","40","3,68"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","1 690 644","Средно училище ""Свети Софроний Врачански""","16","4,44","0","0,00","0","0,00","0","0,00","7","4,20","0","0,00","6","3,85","0","0,00","4","5,26","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","17","4,32","33","4,38"
