"Град","Код","Име","БЕЛ","МАТ"
"Плевен","1500153","Професионална гимназия по туризъм Алеко Константинов","4.08","0.000"
"Плевен","1500141","Професионална гимназия по механоелектротехника","3.35","0.000"
"Плевен","1500138","Спортно училище Георги Бенковски","3.53","0.000"
"Плевен","1500135","Средно училище Пейо Крачолов Яворов","3.85","0.000"
"Плевен","1500132","Средно училище Анастасия Димитрова","3.30","0.000"
"Плевен","1500134","Средно училище Иван Вазов ","4.81","0.000"
"Плевен","1500133","Средно училище Стоян Заимов","4.37","0.000"
"Плевен","1500136","Средно училище Христо Смирненски","3.14","0.000"
"Разград","1702608","Профилирана гимназия с преподаване на чужди езици Екзарх Йосиф","4.97","0.000"
"Разград","1702609","Профилирана природоматематическа гимназия Академик Никола Обрешков","4.72","0.000"
"Разград","1702629","Професионална гимназия по облекло Станка Николица Спасо-Еленина","3.12","0.000"
"Разград","1702604","Професионална гимназия по селско стопанство и хранително-вкусови технологии Ангел Кънчев","3.01","0.000"
"Разград","1702607","Професионална гимназия по транспорт и строителство Христо Смирненски","3.35","0.000"
"Разград","1702603","Професионална гимназия по химични технологии и биотехнологии Мария Кюри","3.19","0.000"
"Разград","1702601","Професионална гимназия по икономика Робер Шуман","3.71","0.000"
"Разград","1702602","Национална професионална техническа гимназия Шандор Петьофи","3.58","0.000"
"Разград","1702612","Средно училище Христо Ботев","3.44","0.000"
"Разград","1702640","Спортно училище - Разград","3.13","0.000"
"Русе","1806201","Английска езикова гимназия Гео Милев","5.09","0.000"
"Русе","1806202","Математическа гимназия Баба Тонка","5.09","0.000"
"Русе","2902105","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ПРОФ.ВЕСЕЛИН СТОЯНОВ","4.17","0.000"
"Русе","1806301","Професионална гимназия по електротехника и електроника Апостол Арнаудов","3.85","0.000"
"Русе","1806313","Професионална гимназия по строителство, архитектура и геодезия Пеньо Пенев","4.02","0.000"
"Русе","1806302","Професионална гимназия по дървообработване и вътрешна архитектура Йосиф Вондрак - Русе","2.95","0.000"
"Русе","1806315","Професионална гимназия по промишлени технологии Атанас Цонев Буров","3.25","0.000"
"Русе","1806310","Професионална гимназия по икономика и управление Елиас Канети","4.38","0.000"
"Русе","1806306","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ЮРИЙ ГАГАРИН","3.29","0.000"
"Русе","1806307","Професионална гимназия по облекло Недка Иван Лазарова","3.29","0.000"
"Русе","1806311","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ","3.30","0.000"
"Русе","1806305","Професионална гимназия по селско стопанство Ангел Кънчев","3.11","0.000"
"Русе","1806309","Професионална гимназия по туризъм Иван П. Павлов","3.87","0.000"
"Русе","1806312","Професионална гимназия по транспорт","3.32","0.000"
"Русе","1806213","Първо частно средно училище Леонардо да Винчи ООД","4.68","0.000"
"Русе","1806401","Спортно училище Майор Атанас Узунов","3.45","0.000"
"Русе","1806208","Средно училище Възраждане","3.84","0.000"
"Русе","1806209","Средно училище Васил Левски","4.40","0.000"
"Русе","1806210","Духовно училище","3.09","0.000"
"Русе","1806203","Средно училище за европейски езици Свети Константин-Кирил Философ","4.92","0.000"
"Русе","1806207","Средно училище Христо Ботев","4.44","0.000"
"Русе","1806204","Средно училище с преподаване на немски език Фридрих Шилер","4.90","0.000"
"Русе","1806206","Средно училище Йордан Йовков","3.80","0.000"
"Русе","1806215","Частна профилирана английска гимназия Джордж Байрон","4.03","0.000"
"Силистра","1900507","Професионална земеделска гимназия Добруджа","2.92","0.000"
"Силистра","1900504","Езикова гимназия Пейо Яворов","5.03","0.000"
"Силистра","1900503","Природоматематическа гимназия Св.Климент Охридски","4.61","0.000"
"Силистра","1900505","Професионална гимназия по механотехника Владимир Комаров","3.27","0.000"
"Силистра","1900509","Професионална гимназия по лека промишленост Пенчо Славейков","3.03","0.000"
"Силистра","1900506","Професионална гимназия по стопанско управление, администрация и услуги Атанас Буров","4.22","0.000"
"Силистра","1900508","Професионална гимназия по строителство Пеньо Пенев","3.42","0.000"
"Силистра","1900510","Професионална гимназия по производствени технологии Евлогий Георгиев","3.26","0.000"
"Силистра","1900502","Средно училище Никола Йонков Вапцаров","3.92","0.000"
"Силистра","1900528","Спортно училище Дръстър","3.43","0.000"
"Сливен","2000125","Средно училище Аргира Жечкова","3.78","0.000"
"Сливен","2000127","Профилирана гимназия с преподаване на западни езици Захарий Стоянов","4.95","0.000"
"Сливен","2902504","Национална художествена гимназия Димитър Добрович","3.92","0.000"
"Сливен","2000126","Профилирана природо-математическа гимназия Добри П. Чинтулов","4.86","0.000"
"Сливен","2000118","Професионална гимназия по електротехника и електроника Мария Склодовска-Кюри","3.39","0.000"
"Сливен","2000119","Професионална гимназия по икономика Професор доктор Димитър Табаков","4.18","0.000"
"Сливен","2000123","Професионална гимназия по механотехника","2.97","0.000"
"Сливен","2000117","Професионална гимназия по текстил и облекло Добри Желязков","3.65","0.000"
"Сливен","2000120","Професионална гимназия по хотелиерство и туризъм Академик Неделчо Неделчев","4.10","0.000"
"Сливен","2000122","Сливенска професионална гимназия по строителство и геодезия Арх. Георги Козаров","3.43","0.000"
"Сливен","2000128","Спортно училище Димитър Рохов","3.30","0.000"
"Сливен","2000115","Средно училище Константин Константинов","2.59","0.000"
"Сливен","2000105","Средно училище Хаджи Мина Пашов","2.82","0.000"
"Сливен","2000114","Средно училище Йордан Йовков","3.43","0.000"
"Сливен","2000109","Средно училище Пейо Крачолов Яворов ","3.53","0.000"
"Сливен","2000129","Профилирана хуманитарна гимназия Дамян Дамянов","4.00","0.000"
"Смолян","2103331","Езикова гимназия Иван Вазов","4.96","0.000"
"Смолян","2103321","Профилирана природо-математическа гимназия Васил Левски","4.64","0.000"
"Смолян","2100111","Професионална гимназия по техника и технологии Христо Ботев","3.49","0.000"
"Смолян","2100115","Смолянска професионална гимназия по туризъм и строителство Никола Й. Вапцаров","3.64","0.000"
"Смолян","2100113","Професионална гимназия по икономика Карл Маркс","3.94","0.000"
"Смолян","2100105","Средно училище Отец Паисий","3.75","0.000"
"Смолян","2100103","Средно училище Св. Св. Кирил и Методий","4.14","0.000"
"Смолян","2902506","Професионална гимназия за приложни изкуства","4.07","0.000"
"Стара Загора","2400110","Вечерно СУ Захари Стоянов","3.35","0.000"
"Стара Загора","2403264","Гимназия с преподаване на чужди езици Ромен Ролан","5.28","0.000"
"Стара Загора","2902104","Национално училище за музикални и сценични изкустваХристина Морфова","4.29","0.000"
"Стара Загора","2400102","Профилирана природоматематическа гимназия Гео Милев","4.87","0.000"
"Стара Загора","2400117","Професионална гимназия по електроника Джон Атанасов","3.50","0.000"
"Стара Загора","2400116","Национална професионална гимназия по ветеринарна медицина Иван Павлов","3.77","0.000"
"Стара Загора","2400111","Професионална гимназия по механотехника и транспорт Н. Й. Вапцаров","3.34","0.000"
"Стара Загора","2400165","Професионална гимназия по облекло и хранене Райна Княгиня","3.66","0.000"
"Стара Загора","2400119","Професионална гимназия по строителство и дървообработване Инж. Недьо Ранчев","2.97","0.000"
"Стара Загора","2402131","Професионална гимназия по строителство,архитектура и геодезия Лубор Байер","4.38","0.000"
"Стара Загора","2400112","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И ТЕХНОЛОГИИ Г. С. РАКОВСКИ","3.45","0.000"
"Стара Загора","2400108","СПОРТНО УЧИЛИЩЕ ТОДОР КАБЛЕШКОВ","3.48","0.000"
"Стара Загора","2400014","СРЕДНО УЧИЛИЩЕ ЖЕЛЕЗНИК","2.26","0.000"
"Стара Загора","2400106","Средно училище Максим Горки","4.56","0.000"
"Стара Загора","2400104","СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","3.98","0.000"
"Стара Загора","2400107","Средно училище Иван Вазов","3.92","0.000"
"Стара Загора","2402016","Търговска гимназия Княз Симеон Търновски","4.97","0.000"
"Стара Загора","2400174","Средно училище Христо Ботев","3.19","0.000"
"Стара Загора","2400121","Средно училище Поп Минчо Кънчев при Затвора гр.Стара Загора","2.74","0.000"
"Търговище","2501694","Второ средно училище Професор Никола Маринов","4.46","0.000"
"Търговище","2500603","Професионална гимназия по електротехника и строителство","3.35","0.000"
"Търговище","2500604","Професионална гимназия по туризъм и хранително-вкусови технологии Алеко Константинов","3.48","0.000"
"Търговище","2500605","Професионална гимназия по земеделие","3.03","0.000"
"Търговище","2500601","Професионална гимназия по икономическа информатика Джон Атанасов","3.90","0.000"
"Търговище","2500602","Професионална техническа гимназия Цар Симеон Велики","3.52","0.000"
"Търговище","2500204","Първо средно училище Свети Седмочисленици","4.76","0.000"
"Търговище","2500203","Спортно училище Никола Симов","3.67","0.000"
"Хасково","2601028","Езикова гимназия Проф. д-р Асен Златаров","4.89","0.000"
"Хасково","2601029","Природо-математическа гимназия Академик Боян Петканчин","4.80","0.000"
"Хасково","2601035","Професионална гимназия по лека промишленост Райна Княгиня","3.05","0.000"
"Хасково","2601034","Професионална гимназия по дървообработване и строителство Цар Иван Асен ІІ","3.68","0.000"
"Хасково","2601032","Професионална гимназия по туризъм Александър Паскалев","3.40","0.000"
"Хасково","2601036","Професионална гимназия по механоелектротехника Стойчо и Кица Марчеви","3.10","0.000"
"Хасково","2601027","СПОРТНО УЧИЛИЩЕ СТЕФАН КАРАДЖА","3.03","0.000"
"Хасково","2601025","Средно училище Васил Левски","3.57","0.000"
"Хасково","2601026","Средно училище Св.Паисий Хилендарски","3.63","0.000"
"Хасково","2601031","Финансово-стопанска гимназия Атанас Буров","3.97","0.000"
"Хасково","2601904","Професионална гимназия по транспорт и аграрни технологии Н.Й.Вапцаров","2.95","0.000"
"Шумен","2700083","ПРОФИЛИРАНА ЕЗИКОВА ГИМНАЗИЯ НИКОЛА ЙОНКОВ ВАПЦАРОВ","4.79","0.000"
"Шумен","2700031","Професионална гимназия по облекло, хранене и химични технологии Проф. д-р Асен Златаров","3.35","0.000"
"Шумен","2700221","ПРОФИЛИРАНА ПРИРОДОМАТЕМАТИЧЕСКА ГИМНАЗИЯ НАНЧО ПОПОВИЧ","4.82","0.000"
"Шумен","2700011","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ИКОНОМИКА","3.92","0.000"
"Шумен","2707033","Професионална гимназия по механотехника, електроника, телекомуникации и транспорт Христо Ботев","3.48","0.000"
"Шумен","2700064","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО И ХРАНИТЕЛНИ ТЕХНОЛОГИИ","3.04","0.000"
"Шумен","2700006","Професионална гимназия по строителство, архитектура и геодезия","3.37","0.000"
"Шумен","2700217","Духовно училище Нювваб","3.59","0.000"
"Шумен","2700076","Средно училище Панайот Волов","3.86","0.000"
"Шумен","2700197","Средно училище Сава Доброплодни","4.30","0.000"
"Шумен","2700231","СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","3.20","0.000"
"Шумен","2700182","СРЕДНО УЧИЛИЩЕ ЙОАН ЕКЗАРХ БЪЛГАРСКИ","4.28","0.000"
"Шумен","2700147","Средно училище Трайко Симеонов","3.29","0.000"
"Ямбол","2811515","Профилирана гимназия Васил Левски","4.54","0.000"
"Ямбол","2811517","Езикова гимназия Васил Карагьозов","4.45","0.000"
"Ямбол","2811516","Природо-математическа гимназия Атанас Радев","4.91","0.000"
"Ямбол","2811607","Професионална гимназия по строителство и архитектураКольо Фичето","3.33","0.000"
"Ямбол","2811604","Професионална гимназия по земеделие Христо Ботев","2.94","0.000"
"Ямбол","2811602","Професионална гимназия по икономика Георги Стойков Раковски","3.80","0.000"
"Ямбол","2811603","Професионална гимназия по хранителни технологии и туризъм","3.44","0.000"
"Ямбол","2811608","Професионална гимназия по подемна, строителна и транспортна техника Н. Й. Вапцаров","2.75","0.000"
"Ямбол","2811601","Професионална техническа гимназия Иван Райнов","3.57","0.000"
"Ямбол","2811518","Спортно училище Пиер дьо Кубертен","3.49","0.000"
"Ямбол","2811613","Професионална гимназия по лека промишленост, екология и химични технологии","2.99","0.000"
"Ямбол","2811510","Средно училище Св. Климент Охридски","3.71","0.000"
