"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","79.03","65.35","86","84"
"София","2215170","170 Средно училище Васил Левски","79.05","73.88","56","54"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","79.83","69.05","41","41"
"София","2215172","172 Обединено училище Христо Ботев","54.25","46.5","4","5"
"София","2200014","Частно начално училище Светилник","82.67","73.83","3","3"
"София","2200021","ЧСУ Роналд Лаудер","87.09","74.12","22","21"
"София","2200022","Частно начално училище Милеа","39.86","41.29","7","7"
"София","2200023","Частно средно училище Константин-Кирил Философ","57.8","55.4","5","5"
"София","2200024","Частно средно училище Наука за деца","92.96","93.38","25","25"
"София","2200031","Частно Начално Училище Канадско Мече","85.35","78.73","20","20"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","88","85.38","13","13"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","83.83","72.81","24","24"
"София","2201515","Частно основно училище Цар Симеон Велики","75.15","66.43","13","14"
"София","2202002","2 Средно училище Академик Емилиян Станев ","85.08","77.5","130","126"
"София","2202005","5 Основно училище Иван Вазов","83.46","71.91","80","79"
"София","2202026","26 Средно училище Йордан Йовков","80.91","77.06","44","44"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","77.63","69.29","73","72"
"София","2202052","52. основно училище Цанко Церковски","81.59","71.61","71","71"
"София","2202064","64 основно училище Цар Симеон Велики ","84.83","78.23","48","48"
"София","2202534","Частно профилирано средно училище Свети Наум","82.83","83.14","6","7"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","81.1","84.1","10","10"
"София","2202536","Частно средно езиково училище Британика","91.55","82.61","31","31"
"София","2202537","Частно основно училище Света София ЕООД","93","93.08","80","80"
"София","2202574","Частно средно училище Свети Георги","82.49","85.49","51","51"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","55.5","62.92","12","13"
"София","2202620","Частно средно училище Професор Николай Райнов","75.88","63.75","8","8"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","86.18","79.3","28","28"
"София","2202705","Частно Основно Училище Откривател","80","71.23","11","11"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","83.62","76.86","73","73"
"София","2203062","62. Основно училище Христо Ботев","77.72","69.31","50","50"
"София","2203070","70-о основно училище Свети Климент Охридски","44.47","41","19","20"
