"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","42.58","21.91","12","11"
"София","2201400","Професионална гимназия по туризъм Алеко Константинов","36.38","16.09","87","88"
"София","2215170","170 Средно училище Васил Левски","44.62","19.52","42","42"
"София","2215172","172 Обединено училище Христо Ботев","19","16.67","7","6"
"София","2216306","Софийска математическа гимназия Паисий Хилендарски","78.05","91.33","165","164"
"София","2204091","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов","76.88","71.49","194","194"
"София","2213507","АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ","75.62","70.73","189","187"
"София","2216164","164. гимназия с преподаване на испански език Мигел де Сервантес","74.44","64.39","167","166"
"София","2224073","73.СУ с преподаване на чужди езици Владислав Граматик","74.17","55.43","141","140"
"София","2221563","Първа Частна Математическа Гимназия","72.63","78.42","19","19"
"София","2216301","Първа английска езикова гимназия","70.31","56.25","199","198"
"София","2222009","9 Френска езикова гимназия Алфонс дьо Ламартин","69.23","43.12","192","188"
"София","2211304","Национална природо-математическа гимназия Академик Любомир Чакалов","69.14","60.98","239","238"
"София","2206302","Втора английска езикова гимназия Томас Джеферсън","69.07","54.74","197","196"
"София","2201515","Частно средно училище Цар Симеон Велики","69","41","1","1"
"София","2902702","Национална гимназия за древни езици и култури Константин Кирил Философ","68.44","32.5","77","76"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","68","36.09","132","132"
"София","2213350","Технологично училище Електронни системи към Технически Университет - София","67.51","70.1","108","108"
"София","2221031","31 Средно училище за чужди езици и математика Иван Вазов","66.1","35.38","126","125"
"София","2222133","133 Средно училище „Александър Сергеевич Пушкин”","65.7","37.27","105","105"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","65.15","43.24","158","157"
"София","2204018","18 Средно училище Уилям Гладстон","64.93","32.55","207","207"
"София","2224022","22 Средно езиково училище Георги Стойков Раковски","64.9","30.87","166","166"
