"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2200034","Частно средно училище Дени Дидро","92.98","90.94","27","26"
"София","2201078","78. Средно училище Христо Смирненски","82.26","65.66","91","88"
"София","2210117","117. СУ","69.98","49.28","23","23"
"София","2215170","170 Средно училище Васил Левски","84.83","67.33","69","69"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","89.3","76.91","44","44"
"София","2215172","172 Обединено училище Христо Ботев","54.92","48.67","6","6"
"София","2200014","Частно начално училище Светилник","57.13","53.5","4","4"
"София","2200021","ЧСУ Роналд Лаудер","82.32","66.9","25","25"
"София","2200022","Частно основно училище Милеа","25.94","51.07","8","7"
"София","2200024","Частно средно училище Наука за деца","95.93","97.13","30","30"
"София","2200031","Частно Основно Училище Канадско Мече","89.53","82.06","32","32"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","87.64","72.64","11","11"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","82.38","68.03","20","18"
"София","2202002","2 Средно училище Академик Емилиян Станев ","89.5","75.88","133","130"
"София","2202005","5 Основно училище Иван Вазов","90.07","76.52","101","100"
"София","2202026","26 Средно училище Йордан Йовков","81.69","65.26","68","68"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","89.33","77.95","86","85"
"София","2202052","52. основно училище Цанко Церковски","84.79","71.75","72","72"
"София","2202064","64 основно училище Цар Симеон Велики ","87.4","74.63","50","47"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","85.43","70.64","7","7"
"София","2202536","Частно средно езиково училище Британика","94.89","86.66","44","44"
"София","2202537","Частно основно училище Света София ЕООД","96.64","93.19","80","81"
"София","2202574","Частно средно училище Свети Георги","82.52","75.98","48","48"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","51.88","52","12","12"
"София","2202620","Частно средно училище Професор Николай Райнов","76.78","67.65","18","17"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","87.79","70.99","35","35"
"София","2202705","Частно средно Монтесори училище Откривател","86.61","70.67","9","9"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","88.84","76.42","81","80"
"София","2203062","62. Основно училище Христо Ботев","90.96","70.85","23","23"
"София","2203070","70-о основно училище Свети Климент Охридски","56.71","30.9","17","21"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","82.03","60.1","56","55"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","77.98","59.06","71","69"
"София","2203720","Частно средно училище Дружба - София","88.95","70.48","21","22"
"София","2204018","18 Средно училище Уилям Гладстон","88.55","74.18","164","163"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","87.25","70.49","87","87"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","91.79","78.36","140","140"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","84.93","63.73","15","15"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","35.99","26.29","35","34"
"София","2204076","76. Основно училище Уилям Сароян","72.79","62.45","12","11"
"София","2204134","134. средно училище Димчо Дебелянов","90.35","77.82","73","73"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","42","34.2","25","25"
"София","2204549","Частно средно училище с немски език Веда","92.66","92.57","16","15"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","86.36","81.12","25","25"
"София","2205011","11 ОУ Св. Пимен Зографски","81.51","69.08","66","66"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","85.46","73.88","147","147"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","89.24","77.91","130","129"
"София","2205521","Частно основно училище Св. Климент Охридски ","94.67","87.31","21","21"
"София","2206003","3. СУ Марин Дринов","79.41","67.76","22","21"
"София","2206043","43. Основно училище Христо Смирненски","86.78","75.81","115","115"
"София","2206045","45 основно училище Константин Величков","81.87","64.81","93","93"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","49.5","37.67","12","12"
"София","2207004","4. Основно училище Проф. Джон Атанасов","88.42","77.13","114","115"
"София","2207068","68. Средно училище Академик Никола Обрешков","82.22","70.03","58","58"
"София","2207069","69 Средно училище Димитър Маринов","68.7","37.81","23","21"
"София","2207089","89 ОУ Д-р Христо Стамболски","31.46","38.45","12","10"
"София","2207108","108 Средно училище Никола Беловеждов","80.28","69.13","97","90"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","81.53","68.13","61","60"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","91.52","80.16","95","94"
"София","2208017","17 СУ Дамян Груев","87.69","74.3","90","90"
"София","2208028","28 Средно училище Алеко Константинов","70.01","47.94","40","40"
"София","2208075","75.Основно училище Тодор Каблешков ","32.81","23.8","61","62"
"София","2208092","92 Основно училище Димитър Талев","85.23","70.29","68","68"
"София","2208123","123 Средно училищe Стефан Стамболов","65.89","43.14","50","47"
"София","2208135","135 средно училище Ян Амос Коменски","78.67","56.62","38","38"
"София","2208147","147 Основно училище Йордан Радичков","45.33","35.92","12","12"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","88.4","75.74","97","97"
"София","2209025","25 основно училище Д-р Петър Берон","88.95","74.46","96","96"
"София","2209034","34 ОСНОВНО УЧИЛИЩЕ СТОЮ ШИШКОВ","86.93","72.73","127","127"
"София","2209036","36 Средно училище Максим Горки","85.11","70.35","101","101"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","89.96","76.72","113","113"
"София","2209132","132. Средно училище Ваня Войнова","78.18","60.7","33","30"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","83.3","67.86","71","70"
"София","2209529","Частно езиково средно училище Дорис Тенеди","94.24","86.22","39","39"
"София","2210085","85 Средно училище Отец Паисий","83.32","71.17","17","18"
"София","2210156","156-о обединено училище Васил Левски","85.76","70.5","19","19"
"София","2210159","159 основно училище Васил Левски","86.6","67.9","25","25"
"София","2210162","162 Средно училище Отец Паисий","39.42","31.36","37","37"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","84.53","72.76","69","67"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","88.24","73.78","72","72"
"София","2211107","107. основно училище Хан Крум","90.78","80.31","95","94"
"София","2211120","120 Основно училище Георги Сава Раковски","88.98","73.78","92","92"
"София","2211122","122 ОСНОВНО УЧИЛИЩЕ НИКОЛАЙ ЛИЛИЕВ Иновативно училище с роботика и приложно програмиране","88.66","74.64","83","83"
"София","2211139","139 Основно училище Захарий Круша","89.52","78.29","91","91"
"София","2211518","Частно основно училище Д-р Петър Берон","89.54","78.06","56","55"
"София","2211564","Частно средно училище Българско школо ООД","88.93","78.52","56","56"
"София","2211598","ЧАСТНО СРЕДНО ЕЗИКОВО УЧИЛИЩЕ НИКАТОР","88.08","69.33","6","6"
"София","2212027","27. Средно училище Акад. Георги Караславов","87.6","68.35","24","24"
"София","2212033","33 основно училище Санкт Петербург","85.71","69.09","47","47"
"София","2212037","37. Средно училище Райна Княгиня","75.08","67.07","25","28"
"София","2212040","40 Средно училище Луи Пастьор","85.5","75.9","105","102"
"София","2212056","56. Средно училище Професор Константин Иречек","81.78","66.65","95","93"
"София","2212077","77 Основно училище Св. Св. Кирил и Методий","68.78","51.34","16","16"
"София","2212079","79 средно училище Индира Ганди","83.61","67.63","76","76"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","82.98","64.08","101","101"
"София","2212096","96 Средно училище Лев Николаевич Толстой","85.12","63.82","85","85"
"София","2212097","97 Средно училище Братя Миладинови","87.29","71.27","82","82"
"София","2212103","103 Основно училище Васил Левски","35.72","25.28","16","16"
"София","2212137","137 средно училище Ангел Кънчев","80.48","63.89","85","84"
"София","2212553","Частно средно училище Петко Рачов Славейков","90.33","79.9","15","15"
"София","2213010","10 Средно училище Теодор Траянов ","90.13","78.94","86","86"
"София","2213039","39 Средно училище Петър Динеков","87.26","71.51","63","60"
"София","2213081","81. Средно училище Виктор Юго","88.88","75.92","156","157"
