"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","34.46","20.36","24","24"
"София","2201400","Професионална гимназия по туризъм Алеко Константинов","30.58","17.56","89","88"
"София","2215170","170 Средно училище Васил Левски","39.02","20.02","42","41"
"София","2215172","172 Обединено училище Христо Ботев","21.25","15","4","4"
"София","2200013","Частна професионална гимназия по дигитални науки СофтУни Светлина","52.4","43.91","69","69"
"София","2200039","Частна гимназия по природни науки и предприемачество Асен Йорданов","64","49.21","7","7"
"София","2202002","2 Средно училище Академик Емилиян Станев ","51.59","25.7","104","101"
"София","2202026","26 Средно училище Йордан Йовков","35.81","22.48","21","21"
"София","2202401","Професионална гимназия по екология и биотехнологии Проф. д-р Асен Златаров","40.96","21.5","73","72"
"София","2202534","Частно профилирано средно училище Свети Наум","59.5","48.7","6","5"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","60","22.06","4","4"
"София","2202536","Частно средно езиково училище Британика","0","81.63","0","2"
"София","2202574","Частно средно училище Свети Георги","64.93","35.74","28","28"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","31.57","36.92","7","6"
"София","2202620","Частно средно училище Професор Николай Райнов","37","25.5","6","6"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","36.88","18.9","41","41"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","31.18","17.16","44","43"
"София","2203720","Частно средно училище Дружба - София","49.41","42.25","17","10"
"София","2204018","18 Средно училище Уилям Гладстон","63.33","44.45","214","213"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","56.81","38.75","78","77"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","61.04","51.43","157","155"
"София","2204091","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов","75.99","90.59","183","184"
"София","2204134","134. средно училище Димчо Дебелянов","64.68","41.25","71","68"
"София","2204311","Профилирана гимназия с интензивно изучаване на румънски език МИХАЙ ЕМИНЕСКУ","44.38","18.02","24","24"
"София","2204402","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА М. В. Ломоносов","49.64","28.57","177","176"
"София","2204403","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","14.49","18","53","50"
"София","2204405","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","23.04","34.65","28","28"
"София","2204511","Частна профилирана гимназия с чуждоезиково обучение Езиков свят","33.57","50.06","7","8"
"София","2204549","Частно средно училище с немски език Веда","59.5","68.06","4","4"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","50.04","22.99","78","78"
