"year","klasirane","school_code","school_name","profile_code","profile_name","min_score_total","min_score_male","min_score_female","max_score_total","max_score_male","max_score_female"
"2024","1","1602402","Професионална гимназия по лозарство и винарство ""Христо Ботев""","1542","Лозаровинар","99","125.5","99","206.5","203","206.5"
"2024","1","1602402","Професионална гимназия по лозарство и винарство ""Христо Ботев""","4764","Монтьор на селскостопанска техника","68","68","0","235","235","0"
