"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","62.3","32.39","79","79"
"София","2215170","170 Средно училище Васил Левски","62.8","36.12","92","92"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","63.66","32.93","43","43"
"София","2215172","172 Обединено училище Христо Ботев","24.75","17.4","10","5"
"София","2200015","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","68.48","63.33","22","22"
"София","2200021","ЧСУ Роналд Лаудер","70.96","47.85","13","13"
"София","2200023","Частно средно училище Константин-Кирил Философ","48.25","28.88","4","4"
"София","2200024","Частно средно училище Наука за деца","85.13","85.48","16","16"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","72.83","48.04","21","19"
"София","2201515","Частно основно училище Цар Симеон Велики","72.63","51.53","8","8"
"София","2202002","2 Средно училище Академик Емилиян Станев ","76.55","54.46","164","164"
"София","2202005","5 Основно училище Иван Вазов","71.44","51.88","72","72"
"София","2202026","26 Средно училище Йордан Йовков","63.38","38.9","52","52"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","66.54","48.05","42","42"
"София","2202052","52. основно училище Цанко Церковски","72.77","56.84","77","77"
"София","2202064","64 основно училище Цар Симеон Велики ","64.45","41.29","51","51"
"София","2202534","Частно профилирано средно училище Свети Наум","72.69","47.86","8","7"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","61.38","35.21","12","12"
"София","2202536","Частно средно езиково училище Британика","84.44","74.39","32","32"
"София","2202537","Частно основно училище Света София ЕООД","90.64","93.2","77","77"
"София","2202574","Частно средно училище Свети Георги","67.69","53.03","34","34"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","29.13","28.58","12","12"
"София","2202620","Частно средно училище Професор Николай Райнов","70.94","47.95","16","16"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","66.03","41.89","16","14"
"София","2202705","Частно Основно Училище Откривател","83","51.5","1","1"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","70.43","44.86","98","98"
"София","2203062","62. Основно училище Христо Ботев","50.44","18.84","24","24"
"София","2203070","70-о основно училище Свети Климент Охридски","19.92","12.12","19","17"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","62.79","36.32","78","78"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","52.67","23.77","55","55"
"София","2203720","Частно средно училище Дружба - София","65.07","42","29","29"
"София","2204018","18 Средно училище Уилям Гладстон","74.5","51.73","194","194"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","68.98","38.08","75","75"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","77.93","55.73","192","192"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","56.65","36.87","27","27"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","20.36","11.64","39","37"
"София","2204076","76. Основно училище Уилям Сароян","57.59","34.34","11","11"
"София","2204134","134. средно училище Димчо Дебелянов","77.66","60.94","73","73"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","15.33","10.85","27","26"
"София","2204549","Частно средно училище с немски език Веда","84.74","69.21","23","23"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","65.5","47.85","10","10"
"София","2204674","Частно основно училище Езиков свят","65.5","28.58","3","3"
"София","2205011","11 ОУ Св. Пимен Зографски","70.08","51.17","66","65"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","73.73","49.82","137","137"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","69.53","48.37","177","177"
"София","2205521","Частно основно училище Св. Климент Охридски ","80.89","77.06","18","18"
"София","2206003","3. СУ Марин Дринов","50.43","21.18","30","30"
"София","2206043","43. Основно училище Христо Смирненски","65.16","39.61","93","92"
"София","2206045","45 основно училище Константин Величков","65.11","41.28","101","101"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","12.93","12.33","14","12"
"София","2207004","4. Основно училище Проф. Джон Атанасов","66.21","42.46","112","112"
"София","2207068","68. Средно училище Академик Никола Обрешков","56.35","29.56","43","43"
"София","2207069","69 Средно училище Димитър Маринов","45","24.73","29","29"
"София","2207089","89 ОУ Д-р Христо Стамболски","22.75","13.41","16","14"
"София","2207108","108 Средно училище Никола Беловеждов","62.27","35.32","73","73"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","61.07","39.96","67","67"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","69.99","50.54","65","64"
"София","2208017","17 СУ Дамян Груев","64.82","41.73","78","79"
"София","2208028","28 Средно училище Алеко Константинов","56.36","24.75","47","47"
"София","2208057","57 Спортно училище Свети Наум Охридски","34.24","17.92","57","57"
