"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","57.89","36.55","70","70"
"София","2215170","170 Средно училище Васил Левски","55.54","32.59","83","82"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","69.4","38.29","45","45"
"София","2215172","172 Обединено училище Христо Ботев","23.85","15.1","13","12"
"София","2200015","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","67.67","46.99","18","18"
"София","2200021","ЧСУ Роналд Лаудер","70.94","53.56","8","8"
"София","2200023","Частно средно училище Константин-Кирил Философ","58.5","58.38","2","2"
"София","2200024","Частно средно училище Наука за деца","88.41","85.38","22","22"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","75.94","68.63","8","8"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","77.24","58.2","23","23"
"София","2201515","Частно основно училище Цар Симеон Велики","81.91","62.67","22","22"
"София","2202002","2 Средно училище Академик Емилиян Станев ","74.62","61.68","138","138"
"София","2202005","5 Основно училище Иван Вазов","75.41","58.95","99","99"
"София","2202026","26 Средно училище Йордан Йовков","67.73","54.25","64","64"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","61.38","43.88","40","40"
"София","2202052","52. основно училище Цанко Церковски","75.7","63.95","55","55"
"София","2202064","64 основно училище Цар Симеон Велики ","74.12","51.76","38","38"
"София","2202534","Частно профилирано средно училище Свети Наум","59.13","43.67","4","3"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","54.11","42.61","9","9"
"София","2202536","Частно средно езиково училище Британика","85.87","84.99","23","23"
"София","2202537","Частно основно училище Света София ЕООД","92.74","95.82","75","75"
"София","2202574","Частно средно училище Свети Георги","67.93","54.87","34","34"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","41.2","38","5","5"
"София","2202620","Частно средно училище Професор Николай Райнов","62.72","38.14","9","9"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","75.46","58.66","12","11"
"София","2202705","Частно средно Монтесори училище Откривател","68.67","51.21","6","6"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","73.32","55.92","99","99"
"София","2203062","62. Основно училище Христо Ботев","57.56","31.71","24","24"
"София","2203070","70-о основно училище Свети Климент Охридски","17.19","15.55","18","20"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","51.59","36.87","44","43"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","50.52","30.22","57","57"
"София","2203603","Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ","40.75","0","4","0"
"София","2203720","Частно средно училище Дружба - София","62.28","40.42","27","27"
"София","2204018","18 Средно училище Уилям Гладстон","77.2","61.63","200","200"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","69.66","48.74","88","88"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","79.87","67.69","169","169"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","60.11","42.96","18","18"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","14.69","15.36","39","38"
"София","2204076","76. Основно училище Уилям Сароян","58.84","47.68","25","25"
"София","2204134","134. средно училище Димчо Дебелянов","75.17","66.8","77","77"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","17.97","14.5","18","18"
"София","2204549","Частно средно училище с немски език Веда","85.32","77.35","22","22"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","79.75","77.73","12","13"
"София","2204674","Частно основно училище Езиков свят","59.25","19.63","2","2"
"София","2205011","11 ОУ Св. Пимен Зографски","71.55","58.5","48","48"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","69.73","61.28","136","136"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","77.1","67.96","125","124"
"София","2205521","Частно основно училище Св. Климент Охридски ","91.93","88.61","7","7"
"София","2206003","3. СУ Марин Дринов","48.9","26.24","26","26"
"София","2206043","43. Основно училище Христо Смирненски","71.02","55.35","108","108"
"София","2206045","45 основно училище Константин Величков","65.62","48.37","74","74"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","14.75","15.68","22","21"
"София","2207004","4. Основно училище Проф. Джон Атанасов","66.03","48.98","99","98"
"София","2207068","68. Средно училище Академик Никола Обрешков","60.86","47.92","54","54"
"София","2207069","69 Средно училище Димитър Маринов","44.83","30.54","21","21"
"София","2207089","89 ОУ Д-р Христо Стамболски","20.8","16.06","15","18"
"София","2207108","108 Средно училище Никола Беловеждов","59.46","44.88","97","97"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","59.5","42.4","44","44"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","77.54","65.66","85","85"
"София","2208017","17 СУ Дамян Груев","71.74","53.19","68","68"
"София","2208028","28 Средно училище Алеко Константинов","50.38","25.38","43","43"
"София","2208057","57 Спортно училище Свети Наум Охридски","37.71","20.37","57","56"
"София","2208075","75.Основно училище Тодор Каблешков ","13.57","13.82","56","54"
"София","2208092","92 Основно училище Димитър Талев","61.42","49.81","66","65"
"София","2208123","123 Средно училищe Стефан Стамболов","26.55","18.02","33","33"
"София","2208135","135 средно училище Ян Амос Коменски","62.05","43.05","53","52"
"София","2208147","147 Основно училище Йордан Радичков","16.71","17.57","7","7"
"София","2208526","Частно средно училище Орфей","75","35.5","1","1"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","77.58","64.56","89","89"
"София","2209025","25 основно училище Д-р Петър Берон","74.86","55.21","97","97"
"София","2209034","34 ОСНОВНО УЧИЛИЩЕ СТОЮ ШИШКОВ","75.38","62.42","120","120"
"София","2209036","36 Средно училище Максим Горки","73.48","60.86","81","81"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","73.35","63.01","117","117"
"София","2209132","132. Средно училище Ваня Войнова","52.29","35.99","24","24"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","71.66","56.82","94","94"
"София","2209529","Частно езиково средно училище Дорис Тенеди","82.48","65.6","26","26"
"София","2210085","85 Средно училище Отец Паисий","52.02","40.44","24","24"
"София","2210117","117. СУ","43.08","24.05","30","30"
"София","2210156","156-о обединено училище Васил Левски","55.36","40.09","11","11"
"София","2210159","159 основно училище Васил Левски","66.4","43.95","24","24"
"София","2210162","162 Обединено училище Отец Паисий","19.92","13","36","36"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","66.35","57.95","56","56"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","75.74","65.76","81","81"
"София","2211107","107. основно училище Хан Крум","83.21","76.9","106","106"
"София","2211120","120 Основно училище Георги Сава Раковски","77.8","70.88","104","104"
