"Град","Код","Име","БЕЛ","МАТ"
"Перник","1403207","ХІІ ОУ Васил Левски","51.91","30.06"
"Перник","1403208","ХІІІ ОУ Св св Кирил и Методий","46.98","24.65"
"Перник","1403211","ОУ Св.К.К.Философ","44.52","19.66"
"Перник","1403213","V СУ П.Р. Славейков","33.21","15.09"
"Перник","1403214","VІ СУ Св.Св. Кирил и Методий","45.87","25.85"
"Перник","1403215","XVI ОУ – гр. Перник","61.35","25.36"
"Перник","1403216","СУРИЧЕ Д-р Петър Берон","63.02","30.87"
"Перник","1403217","СУ Олимпиец","29.34","14.86"
"Перник","1403219","ПМГ Христо Смирненски","75.03","71.19"
"Плевен","1500109","ОУ Никола Й. Вапцаров Плевен","6.55","13.44"
"Плевен","1500110","ОУ Д-р Петър Берон Плевен","52.92","29.01"
"Плевен","1500112","ОУ Св. Климент Охридски Плевен","47.50","22.74"
"Плевен","1500113","ОУ Васил Левски Плевен","45.17","23.41"
"Плевен","1500114","ОУ Йордан Йовков","55.01","27.58"
"Плевен","1500115","ОУ Лазар Станев","42.82","25.29"
"Плевен","1500129","ОУ Цветан Спасов","60.98","33.58"
"Плевен","1500130","МГ Гео Милев","75.55","73.48"
"Плевен","1500132","СУ Анастасия Димитрова","33.97","20.20"
"Плевен","1500133","СУ Стоян Заимов","56.76","27.16"
"Плевен","1500134","СУ Иван Вазов","66.10","44.82"
"Плевен","1500135","СУ Пейо Яворов","48.32","22.17"
"Плевен","1500136","СУ Христо Смирненски Плевен","35.92","16.08"
"Плевен","1500138","Спортно училище Г. Бенковски","29.95","14.97"
"Плевен","1500201","ОУ Валери Петров","74.10","42.49"
"Плевен","2902107","НУИ Панайот Пипков Плевен","60.04","25.45"
"Разград","1702609","ППМГ Акад.Н.Обрешков","81.31","72.58"
"Разград","1702611","ОУ Н.Й.Вапцаров","58.43","39.33"
"Разград","1702612","СУ Хр.Ботев","50.05","32.81"
"Разград","1702613","ОУ Васил Левски","60.22","32.87"
"Разград","1702614","ОУ Н.Икономов","52.68","30.31"
"Разград","1702615","ОУ И.С.Тургенев","36.83","23.31"
"Разград","1702616","ОУ Отец Паисий","33.48","21.06"
"Русе","1806101","ОУ Отец Паисий","64.57","44.57"
"Русе","1806102","ОУ Любен Каравелов","70.99","56.77"
"Русе","1806103","ОУ Ангел Кънчев","36.03","21.07"
"Русе","1806104","ОУ Бр. Миладинови","27.00","14.47"
"Русе","1806106","ОУ Иван Вазов","65.68","50.27"
"Русе","1806108","ОУ Алеко Константинов","25.36","30.13"
"Русе","1806109","ОУ Тома Кърджиев","44.48","29.76"
"Русе","1806110","ОУ Никола Обретенов","40.51","17.44"
"Русе","1806111","ОУ Васил Априлов","42.18","28.54"
"Русе","1806112","ОУ Христо Смирненски","28.04","20.31"
"Русе","1806202","МГ Баба Тонка","85.15","90.11"
"Русе","1806203","СУЕЕ","70.58","48.33"
"Русе","1806204","СУПНЕ Фридрих Шилер","65.04","43.26"
"Русе","1806205","ОУ Олимпи Панов","44.38","22.15"
"Русе","1806206","СУ Йордан Йовков","47.92","27.37"
"Русе","1806207","СУ Христо Ботев","62.29","47.47"
"Русе","1806208","СУ Възраждане","56.72","39.53"
"Русе","1806209","СУ Васил Левски","52.75","31.76"
"Русе","1806213","ПЧСУ Леонардо да Винчи","60.22","37.34"
"Русе","1806401","СУ М-р Атанас Узунов","17.42","14.51"
"Русе","2902105","НУИ ПРОФ.В.СТОЯНОВ -РУСЕ","58.68","27.90"
"Силистра","1900502","СУ Никола Й.Вапцаров","55.15","26.33"
"Силистра","1900503","ПМГ Св.Климент Охридски","68.10","54.96"
"Силистра","1900511","ОУ Отец Паисий","63.33","36.03"
"Силистра","1900512","ОУ Св.св.Кирил и Методий","51.29","27.02"
"Силистра","1900514","ОУ Иван Вазов","62.12","33.88"
"Силистра","1900528","СпУ Дръстър","34.80","18.96"
"Сливен","2000105","СУ Х.М.Пашов","15.72","11.86"
"Сливен","2000106","ОУ Христо Ботев","61.88","43.58"
"Сливен","2000107","ОУ Д-р Ив. Селимински","70.01","47.62"
"Сливен","2000108","ОУ Д.Петров","52.70","29.46"
"Сливен","2000109","СУ Пейо Яворов","50.78","27.26"
"Сливен","2000110","ОУ Бр.Миладинови","11.07","13.16"
"Сливен","2000111","ОУ П.Хитов","39.08","22.76"
"Сливен","2000112","ОУ Юрий Гагарин","14.17","13.64"
"Сливен","2000113","ОУ Св.св.Кирил и Методий","49.94","36.19"
"Сливен","2000114","СУ - Йордан Йовков","56.72","31.55"
"Сливен","2000115","СУ К. Константинов","54.29","33.57"
"Сливен","2000116","ОУ Елисавета Багряна","56.54","32.94"
"Сливен","2000126","ППМГ Добри Чинтулов","82.14","71.02"
"Сливен","2000128","СУ Димитър Рохов","36.18","17.74"
"Смолян","2100103","CУ Св. Св. Кирил и Методий","54.71","35.76"
"Смолян","2100104","ОУ Юрий Гагарин","48.97","25.93"
"Смолян","2100105","СУ Отец Паисий","60.41","41.03"
"Смолян","2100107","ОУ Проф. д-р Асен Златаров","56.19","34.31"
"Смолян","2100109","ОУ Стою Шишков","54.37","29.17"
"Смолян","2100110","ОУ Иван Вазов","65.62","42.78"
"Смолян","2103321","ППМГ Васил Левски","67.81","64.56"
"Стара Загора","2400014","СУ ЖЕЛЕЗНИК","56.64","37.84"
"Стара Загора","2400102","ППМГ Гео Милев","81.60","81.82"
"Стара Загора","2400104","СУ Васил Левски .Стара Загора","59.45","39.13"
"Стара Загора","2400105","СУ Христо Смирненски","13.40","14.03"
"Стара Загора","2400106","СУ Максим Горки","66.37","42.49"
"Стара Загора","2400107","СУ Иван Вазов","55.57","34.95"
"Стара Загора","2400108","СУ Т.Каблешков","33.91","20.40"
"Стара Загора","2400109","ОУ Георги Райчев","42.34","19.81"
"Стара Загора","2400122","І ОУ Георги Бакалов .СЗ","14.97","13.17"
"Стара Загора","2400123","ІІ ОУ – Стара Загора","71.69","55.15"
"Стара Загора","2400125","ОУ Кирил Христов","64.65","46.71"
"Стара Загора","2400126","V ОУ М. Станев","67.85","49.56"
"Стара Загора","2400129","ОУ Самара","40.09","26.35"
"Стара Загора","2400130","Девето ОУ В.Ханчев Ст.Загора","57.54","34.00"
"Стара Загора","2400132","ХІ ОУ Николай Лилиев","41.83","23.45"
"Стара Загора","2400133","XII ОУ Стефан Караджа","7.19","11.41"
"Стара Загора","2400134","XIII ОУ Св.П.ХИЛЕНДАРСКИ","42.39","20.39"
"Стара Загора","2400167","ЧОУ Елин Пелин","66.08","44.63"
"Стара Загора","2400174","СУ Христо Ботев","19.67","13.16"
"Стара Загора","2403219","VI OУ Стара Загора","69.83","55.63"
"Стара Загора","2902104","НУМСИ Христина Морфова","54.03","29.40"
"Търговище","2500101","I ОУ Христо Ботев","56.48","39.09"
"Търговище","2500102","ІІ ОУ Н.Й.ВАПЦАРОВ","7.00","7.33"
"Търговище","2500103","ІІІ ОУ П. Р. Славейков","35.48","30.05"
"Търговище","2500104","IVОУ Ив.Вазов","35.31","37.49"
"Търговище","2500203","СУ Н. Симов","21.25","34.90"
"Търговище","2500204","I СУ Свети Седмочисленици","59.69","36.90"
"Търговище","2500703","СУУУС Свети Иван Рилски","7.00","26.00"
"Търговище","2501694","IIСУ Проф. Н. Маринов","53.66","39.29"
"Хасково","2601004","ОУ Любен Каравелов","58.99","36.47"
"Хасково","2601005","ОУ Св.Св.Кирил и Методий","40.71","26.27"
"Хасково","2601006","ОУ Шандор Петьофи","46.15","24.63"
"Хасково","2601008","ОУ Св.Кл.Охридски","72.59","57.60"
"Хасково","2601009","ОУ Н. Й. Вапцаров","17.65","21.82"
"Хасково","2601010","ОУ Свети Иван Рилски","63.57","45.54"
"Хасково","2601011","ОУ Хр.Смирненски","60.88","40.53"
"Хасково","2601025","СУ В. Левски","48.33","29.81"
"Хасково","2601026","СУ Св.П.Хилендарски","52.90","30.02"
"Хасково","2601027","СУ СТЕФАН КАРАДЖА","15.36","13.50"
"Хасково","2601029","ПМГ Акад. Боян Петканчин","81.86","80.71"
"Шумен","2700076","СУ Панайот Волов","52.36","28.45"
"Шумен","2700104","ІХ ОУ Панайот Волов","42.68","24.18"
"Шумен","2700114","ІІ ОУ Д-р Петър Берон","52.02","33.82"
"Шумен","2700146","III ОУ Димитър Благоев","58.14","32.19"
"Шумен","2700147","СУ Трайко Симеонов","13.50","11.65"
"Шумен","2700182","СУ Йоан Екз. Български","56.66","33.71"
"Шумен","2700197","СУ Сава Доброплодни","63.77","39.59"
"Шумен","2700221","ППМГ Нанчо Попович","81.07","75.82"
"Шумен","2700231","СУ Васил Левски","45.75","26.62"
"Шумен","2700269","VI ОУ Еньо Марковски","24.89","13.06"
"Ямбол","2811506","ОУ Йордан Йовков","24.47","21.18"
"Ямбол","2811507","ОУ Николай Петрини","48.10","27.93"
"Ямбол","2811509","ОУ Любен Каравелов","59.85","33.05"
"Ямбол","2811510","СУ Св. Кл. Охридски","42.00","22.12"
"Ямбол","2811512","ОУ П. Р. Славейков","50.95","31.41"
"Ямбол","2811513","ОУ Хр. Смирненски","16.28","20.98"
"Ямбол","2811514","ОУ Д-р Петър Берон","23.26","34.66"
"Ямбол","2811516","ПМГ Атанас Радев","70.66","64.47"
"Ямбол","2811518","СУ Пиер дьо Кубертен","30.07","20.64"
