"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","58.19","38.31","95","95"
"София","2215170","170 Средно училище Васил Левски","53.33","30.72","78","77"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","63.06","46.66","24","24"
"София","2215172","172 Обединено училище Христо Ботев","36.85","18.85","10","10"
"София","2200015","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","64.05","53.08","20","20"
"София","2200021","ЧСУ Роналд Лаудер","69","58.17","15","15"
"София","2200023","Частно средно училище Константин-Кирил Философ","40.5","45.96","6","6"
"София","2200024","Частно средно училище Наука за деца","80.4","82.4","21","21"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","76.04","62.46","12","12"
"София","2201515","Частно основно училище Цар Симеон Велики","77.85","69.29","17","17"
"София","2202002","2 Средно училище Академик Емилиян Станев ","76.48","60.26","136","136"
"София","2202005","5 Основно училище Иван Вазов","67.18","54.73","96","96"
"София","2202026","26 Средно училище Йордан Йовков","65.63","54.03","52","52"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","64.65","50.6","60","60"
"София","2202052","52. основно училище Цанко Церковски","69.76","59.66","76","76"
"София","2202064","64 основно училище Цар Симеон Велики ","61.75","51.51","67","67"
"София","2202534","Частно профилирано средно училище Свети Наум","53.55","44.5","10","9"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","76.25","47.44","4","4"
"София","2202536","Частно средно езиково училище Британика","84.19","88.1","34","34"
"София","2202537","Частно основно училище Света София ЕООД","90.27","93","62","62"
"София","2202574","Частно средно училище Свети Георги","73.46","71.69","37","37"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","31.7","45.72","10","9"
"София","2202620","Частно средно училище Професор Николай Райнов","49.26","38.74","27","27"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","70.19","57.44","16","16"
"София","2202705","Частно средно Монтесори училище Откривател","66.93","54.5","7","7"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","65.64","50.3","96","96"
"София","2203062","62. Основно училище Христо Ботев","55.21","38.5","24","24"
"София","2203070","70-о основно училище Свети Климент Охридски","18.14","17.35","18","17"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","55.41","36.1","73","73"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","49.93","28.6","60","59"
"София","2203720","Частно средно училище Дружба - София","67.35","50.94","33","33"
"София","2204018","18 Средно училище Уилям Гладстон","70.83","59.59","200","200"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","61.63","48.8","76","76"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","76.56","67.49","198","198"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","59.28","50.25","20","20"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","16.17","19.12","36","34"
"София","2204076","76. Основно училище Уилям Сароян","54.56","35.55","17","15"
"София","2204134","134. средно училище Димчо Дебелянов","71.13","60.03","74","74"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","22.4","18.47","24","26"
"София","2204549","Частно средно училище с немски език Веда","82.17","74.15","21","21"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","69.5","61.27","14","14"
"София","2204674","Частно основно училище Езиков свят","47.71","23","12","10"
"София","2205011","11 ОУ Св. Пимен Зографски","66.53","63.9","74","74"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","69.03","60.12","139","139"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","72.13","60.2","157","157"
"София","2205521","Частно основно училище Св. Климент Охридски ","80.4","84.33","15","15"
"София","2206003","3. СУ Марин Дринов","44.87","35.95","23","23"
"София","2206043","43. Основно училище Христо Смирненски","64.33","50.13","106","106"
