"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","29.33","17.12","38","35"
"София","2201400","Професионална гимназия по туризъм Алеко Константинов","28.77","14.21","71","69"
"София","2210117","117. СУ","30.06","15.89","24","24"
"София","2215170","170 Средно училище Васил Левски","43.26","20.99","80","79"
"София","2215172","172 Обединено училище Христо Ботев","18.07","9.93","14","15"
"София","2200013","Частна професионална гимназия по дигитални науки СофтУни Будител","50.93","35.14","69","60"
"София","2200021","ЧСУ Роналд Лаудер","65.21","46.06","12","12"
"София","2200023","Частно средно училище Константин-Кирил Философ","37.83","18.83","3","3"
"София","2200024","Частно средно училище Наука за деца","78.58","78.75","13","13"
"София","2200039","Частна гимназия по природни науки и предприемачество Асен Йорданов","47.67","29.88","3","2"
"София","2200040","ЧАСТНА ПРОФИЛИРАНА ГИМНАЗИЯ ПРОГРЕСИВНО ОБРАЗОВАНИЕ - СОФИЯ","44.25","0","2","0"
"София","2200042","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЦЕНИЧНИ ИЗКУСТВА И МЕНИДЖМЪНТ АКАТАМУС - СОФИЯ","55.23","60.91","11","11"
"София","2202002","2 Средно училище Академик Емилиян Станев ","53.4","32.25","107","102"
"София","2202026","26 Средно училище Йордан Йовков","40.41","25.66","23","23"
"София","2202401","Професионална гимназия по екология и биотехнологии Проф. д-р Асен Златаров","38.62","17.93","115","115"
"София","2202534","Частно профилирано средно училище Свети Наум","59.53","40.57","15","15"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","42.1","22.41","15","11"
"София","2202536","Частно средно езиково училище Британика","73.32","69.95","25","25"
"София","2202574","Частно средно училище Свети Георги","58.19","50.7","26","23"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","44","51.39","8","9"
"София","2202620","Частно средно училище Професор Николай Райнов","45.94","23.04","9","7"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","66.83","0","3","0"
"София","2202705","Частно средно Монтесори училище Откривател","63.5","35","1","1"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","32.02","17.12","46","45"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","37.73","15.1","75","73"
"София","2203603","Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ","48","0","1","0"
"София","2203720","Частно средно училище Дружба - София","56.42","31.31","13","8"
"София","2204018","18 Средно училище Уилям Гладстон","66.4","44.97","205","194"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","62.65","39.87","80","77"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","66.95","54.21","159","159"
"София","2204091","91. НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов","76.29","71.79","190","190"
"София","2204134","134. средно училище Димчо Дебелянов","71.43","45.64","81","81"
"София","2204311","Профилирана гимназия с интензивно изучаване на румънски език МИХАЙ ЕМИНЕСКУ","46.19","22.53","65","65"
"София","2204402","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА М. В. Ломоносов","57.85","54.68","191","192"
"София","2204403","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","20.14","11.65","58","58"
"София","2204405","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","32.55","40.99","19","22"
"София","2204511","Частна профилирана гимназия с чуждоезиково обучение Езиков свят","47.36","42.96","7","6"
"София","2204549","Частно средно училище с немски език Веда","60.8","43.7","5","5"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","58.82","25.12","80","65"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","62.58","35.07","107","89"
"София","2205407","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА Джон Атанасов","61.25","57.53","189","185"
"София","2205520","Частна езикова гимназия Проф.Иван Апостолов","71.7","57.7","67","67"
"София","2206003","3. СУ Марин Дринов","52.27","22.74","47","40"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","13.47","12.66","29","29"
"София","2206302","Втора английска езикова гимназия Томас Джеферсън","73.51","67.57","196","194"
"София","2206409","Професионална гимназия по транспорт и енергетика Хенри Форд","34.22","18.81","217","220"
"София","2206410","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ А. С. ПОПОВ","44.19","26.52","153","149"
"София","2206411","Професионална гимназия по хранително-вкусови технологии Проф. д-р Георги Павлов","25.72","13.47","69","63"
"София","2207068","68. Средно училище Академик Никола Обрешков","35.01","17.46","74","74"
"София","2207069","69 Средно училище Димитър Маринов","30.34","15.08","19","19"
"София","2207108","108 Средно училище Никола Беловеждов","47.08","22.89","52","52"
"София","2208028","28 Средно училище Алеко Константинов","55.83","55.88","77","77"
"София","2208123","123 Средно училищe Стефан Стамболов","23.07","12.99","41","39"
"София","2208135","135 средно училище Ян Амос Коменски","38.16","17.12","28","26"
"София","2208413","Софийска гимназия по хлебни и сладкарски технологии","31.66","20.16","53","50"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","61.19","27.43","80","79"
"София","2209036","36 Средно училище Максим Горки","50.22","20.26","50","48"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","65.4","46.12","90","87"
"София","2209132","132. Средно училище Ваня Войнова","35.69","17.61","70","68"
"София","2209305","203 Профилирана езикова гимназия Свети Методий","51.46","21.13","127","120"
"София","2209529","Частно езиково средно училище Дорис Тенеди","63.43","38.72","35","35"
"София","2210085","85 Средно училище Отец Паисий","28.98","20.8","20","20"
"София","2210162","162 Средно училище Отец Паисий","13.53","12.58","19","19"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","57.4","30.26","47","31"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","70.04","50.42","136","133"
"София","2211304","Национална природо-математическа гимназия Академик Любомир Чакалов","72.42","77.75","191","191"
"София","2211417","Професионална гимназия по облекло Княгиня Мария Луиза","47.13","20.56","116","111"
"София","2211419","СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ХРИСТО БОТЕВ","65.51","48.13","185","181"
"София","2211420","НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ","63.46","41.48","184","183"
"София","2211517","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ БАНКЕР","48.33","54.67","12","9"
"София","2211557","Духовно Училище Софийска духовна семинария Св. Иван Рилски","39","20.58","10","10"
"София","2211564","Частно средно училище Българско школо ООД","62.36","0","7","0"
"София","2212027","27. Средно училище Акад. Георги Караславов","34.14","24.48","22","22"
"София","2212037","37. Средно училище Райна Княгиня","29","35.1","38","39"
"София","2212040","40 Средно училище Луи Пастьор","43.06","36.73","52","48"
"София","2212056","56. Средно училище Професор Константин Иречек","44.38","21.95","73","73"
"София","2212079","79 средно училище Индира Ганди","30.88","16.97","44","44"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","44.83","20.16","44","43"
"София","2212096","96 Средно училище Лев Николаевич Толстой","50.02","42.48","105","94"
"София","2212097","97 Средно училище Братя Миладинови","42.48","19.68","74","63"
"София","2212137","137 средно училище Ангел Кънчев","46.93","17.92","76","74"
"София","2212303","33. Езикова гимназия Света София","54.22","22.82","129","122"
"София","2212553","Частно средно училище Петко Рачов Славейков","51.29","34.79","7","7"
"София","2213010","10 Средно училище Теодор Траянов ","43.39","19.17","48","48"
"София","2213039","39 Средно училище Петър Динеков","45.34","20.84","74","70"
"София","2213081","81. Средно училище Виктор Юго","48.26","24","50","38"
"София","2213118","118 Средно училище Академик Людмил Стоянов","48.81","23.49","51","48"
"София","2213125","125 СУ Боян Пенев с изучаване на чужди езици","59.07","33.19","49","44"
"София","2213128","128 СРЕДНО УЧИЛИЩЕ АЛБЕРТ АЙНЩАЙН","52.8","32.19","49","48"
"София","2213131","131. СУ Климент Аркадиевич Тимирязев","51.77","51.76","49","43"
"София","2213144","144 Средно училище Народни будители","43.45","19.96","101","99"
