"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","70.65","52.11","72","72"
"София","2201505","Частно начално училище Фоти","76.25","51","2","2"
"София","2215170","170 Средно училище Васил Левски","81.33","63","66","67"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","84.16","67.89","46","46"
"София","2215172","172 Обединено училище Христо Ботев","62","45","3","4"
"София","2200021","ЧОУ Роналд Лаудер","85.8","68","5","5"
"София","2200024","Частно средно училище Наука за деца","85.58","85.9","31","31"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","80.1","71.53","15","15"
"София","2201515","Частно основно училище Цар Симеон Велики","85.19","66.63","8","8"
"София","2202002","2 Средно училище Академик Емилиян Станев ","81.6","69.81","129","128"
"София","2202005","5 Основно училище Иван Вазов","81.95","74.83","113","113"
"София","2202026","26 Средно училище Йордан Йовков","80.71","67.82","72","72"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","78.36","71.1","43","42"
"София","2202052","52. основно училище Цанко Церковски","80.69","64.26","54","54"
"София","2202064","64 основно училище Цар Симеон Велики ","80.41","71.26","35","35"
"София","2202534","Частно профилирано средно училище Свети Наум","90.33","73.67","3","3"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","78.33","66.5","21","22"
"София","2202536","Частно средно езиково училище Британика","87.15","79.18","33","33"
"София","2202537","Частно основно училище Света София ЕООД","89.57","94.63","80","80"
"София","2202574","Частно средно училище Свети Георги","83.83","75.39","49","49"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","51.33","34.8","6","5"
"София","2202620","Частно средно училище Професор Николай Райнов","72.31","55.38","8","8"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","81.63","69.17","12","12"
"София","2202705","Частно Основно Училище Откривател","75.65","70.38","13","13"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","83.9","73.66","92","91"
"София","2203062","62. Основно училище Христо Ботев","77.21","62.04","26","26"
"София","2203070","70-о основно училище Свети Климент Охридски","42.16","32.72","19","18"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","75.01","58.08","63","62"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","65.57","47","63","63"
"София","2203603","Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ","81.67","87.67","3","3"
"София","2203720","Частно средно училище Дружба - София","78.05","65.16","32","32"
"София","2204018","18 Средно училище Уилям Гладстон","81.04","72.73","182","181"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","77.31","57.84","90","91"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","84.57","79.35","149","150"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","79.2","52.05","22","22"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","26.15","23.11","30","28"
"София","2204076","76. Основно училище Уилям Сароян","67.98","56.92","25","25"
"София","2204134","134. средно училище Димчо Дебелянов","84.05","76.33","82","81"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","25.15","19.81","38","36"
"София","2204549","Частно средно училище с немски език Веда","88.17","91.19","27","27"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","68.89","68.43","14","14"
"София","2204676","ЧСУ КРАЛИЦА СОФИЯ ИСПАНСКА","52.31","45.63","8","8"
"София","2205011","11 ОУ Св. Пимен Зографски","80.66","68.64","74","74"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","83.09","71.78","148","148"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","82.73","73.32","124","124"
"София","2205521","Частно основно училище Св. Климент Охридски ","89.25","88.13","16","16"
"София","2206003","3. СУ Марин Дринов","68.26","43.67","22","22"
"София","2206043","43. Основно училище Христо Смирненски","81.48","69.88","90","90"
"София","2206045","45 основно училище Константин Величков","79.34","68.37","89","89"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","18.63","17.18","16","17"
"София","2207004","4. Основно училище Проф. Джон Атанасов","78.65","64.08","104","104"
"София","2207068","68. Средно училище Академик Никола Обрешков","74.12","59.3","53","53"
"София","2207069","69 Средно училище Димитър Маринов","66.95","50.53","30","30"
"София","2207089","89 ОУ Д-р Христо Стамболски","44.88","41.25","16","16"
"София","2207108","108 Средно училище Никола Беловеждов","74.81","61","96","96"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","77.16","60.44","43","43"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","85.54","76.74","90","90"
"София","2208017","17 СУ Дамян Груев","85.25","73","95","95"
"София","2208028","28 Средно училище Алеко Константинов","61.64","40.08","38","37"
"София","2208075","75.Основно училище Тодор Каблешков ","24.66","13.23","80","78"
"София","2208092","92 Основно училище Димитър Талев","79.54","60.49","85","84"
"София","2208123","123 Средно училищe Стефан Стамболов","50.33","23.51","35","35"
"София","2208135","135 средно училище Ян Амос Коменски","71.96","55.26","53","53"
"София","2208147","147 Основно училище Йордан Радичков","27.67","30.67","15","15"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","82.89","75.47","99","99"
"София","2209025","25 основно училище Д-р Петър Берон","81.1","68.4","94","94"
"София","2209034","34 ОСНОВНО УЧИЛИЩЕ СТОЮ ШИШКОВ","80.04","70.3","136","135"
"София","2209036","36 Средно училище Максим Горки","82.94","73.07","86","86"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","80.4","66.54","109","109"
"София","2209132","132. Средно училище Ваня Войнова","72.28","62.05","23","22"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","81.15","73.47","75","75"
"София","2209529","Частно езиково средно училище Дорис Тенеди","86.97","93.94","33","33"
"София","2210085","85 Средно училище Отец Паисий","72.14","58.03","28","29"
"София","2210117","117. СУ","61.33","43.1","29","29"
"София","2210156","156-о обединено училище Васил Левски","74.59","59.91","11","11"
"София","2210159","159 основно училище Васил Левски","79.02","64.73","22","22"
"София","2210162","162 Обединено училище Отец Паисий","44.92","26.14","30","29"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","74.72","63.2","56","56"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","83.03","72.59","74","75"
"София","2211107","107. основно училище Хан Крум","85.12","76.85","93","93"
"София","2211120","120 Основно училище Георги Сава Раковски","84.02","69.2","92","92"
"София","2211122","122 ОСНОВНО УЧИЛИЩЕ НИКОЛАЙ ЛИЛИЕВ Иновативно училище с роботика и приложно програмиране","83.11","76.72","71","71"
"София","2211139","139 Основно училище Захарий Круша","81.85","72.25","80","80"
"София","2211518","Частно основно училище Д-р Петър Берон","83.31","76.75","56","56"
"София","2211564","Частно средно училище Българско школо ООД","84.94","78.57","49","49"
"София","2211598","ЧАСТНО СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ГАЛИНА СЕРГЕЕВНА УЛАНОВА","85.22","78.5","18","18"
"София","2212027","27. Средно училище Акад. Георги Караславов","77.06","69.83","18","18"
"София","2212033","33 основно училище Санкт Петербург","79.89","68.5","74","72"
"София","2212037","37. Средно училище Райна Княгиня","50.86","31.82","23","22"
"София","2212040","40 Средно училище Луи Пастьор","80.23","70.59","114","114"
"София","2212056","56. Средно училище Професор Константин Иречек","78.11","64.5","117","117"
"София","2212077","77 Основно училище Св. Св. Кирил и Методий","65.42","51.35","19","20"
"София","2212079","79 средно училище Индира Ганди","74.8","59.69","101","101"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","76.16","60.6","50","50"
"София","2212096","96 Средно училище Лев Николаевич Толстой","82.69","68.28","113","115"
"София","2212097","97 Средно училище Братя Миладинови","79.36","64.78","82","82"
"София","2212103","103 Основно училище Васил Левски","14.65","16.88","17","16"
"София","2212137","137 средно училище Ангел Кънчев","76.49","63.83","87","86"
"София","2212553","Частно средно училище Петко Рачов Славейков","87.3","80.87","15","15"
"София","2212554","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ЕРИХ КЕСТНЕР","85","66.56","16","16"
"София","2213010","10 Средно училище Теодор Траянов ","86.44","78.79","91","91"
"София","2213039","39 Средно училище Петър Динеков","82.8","73.43","66","67"
"София","2213081","81. Средно училище Виктор Юго","79.17","66.56","145","145"
"София","2213082","82. основно училище Васил Евстатиев Априлов","76.36","57.19","43","43"
"София","2213118","118 Средно училище Академик Людмил Стоянов","81.54","72.59","101","100"
"София","2213125","125 СУ Боян Пенев с изучаване на чужди езици","85.99","80.77","155","155"
"София","2213128","128 СРЕДНО УЧИЛИЩЕ АЛБЕРТ АЙНЩАЙН","83.07","77.98","111","110"
"София","2213131","131. СУ Климент Аркадиевич Тимирязев","84.29","80.25","66","67"
"София","2213144","144 Средно училище Народни будители","80.48","66.29","144","145"
"София","2213145","145 Основно училище Симеон Радев ","86.66","79.99","130","130"
"София","2213502","Частно основно училище с изучаване на английски език Меридиан 22","83.6","76.48","26","25"
"София","2213506","Частно средно училище с ранно чуждоезиково обучение ЕСПА","89.18","89","22","23"
"София","2213600","Частно средно училище с чуждоезиков профил Абрахам Линкълн","81.88","80.75","16","16"
"София","2213721","Частно основно училище Азбуки","85.97","78.67","48","48"
"София","2214015","15 Средно училище Адам Мицкевич","69.2","53.06","35","35"
"София","2214016","16 . ОСНОВНО УЧИЛИЩЕ РАЙКО ЖИНЗИФОВ ","76.02","52.83","81","81"
"София","2214054","54. СРЕДНО УЧИЛИЩЕ Свети ИВАН РИЛСКИ","83.52","72.38","126","126"
"София","2214063","63 Основно училище Христо Ботев","85","76.7","47","47"
"София","2214098","98 Начално училище Св. св. Кирил и Методий","81.3","64.42","64","64"
"София","2214101","101. СРЕДНО УЧИЛИЩЕ БАЧО КИРО","80.22","70.56","109","108"
"София","2214102","102. oсновно училище Панайот Волов","77.85","62.73","37","37"
"София","2214141","141 Основно училище Народни будители","58.21","34.93","14","15"
"София","2216001","1 Средно училище Пенчо П. Славейков","80.44","69.78","74","74"
"София","2216112","112 ОСНОВНО УЧИЛИЩЕ СТОЯН ЗАИМОВ","80.29","71.06","140","140"
