"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","79.51","61.77","95","95"
"София","2201505","Частно начално училище Фоти","91.67","81.67","3","3"
"София","2215172","172 Обединено училище Христо Ботев","73.45","52.09","11","11"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","83.83","61.74","23","23"
"София","2215170","170 Средно училище Васил Левски","82.8","65.5","70","70"
"София","2203603","Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ","87","71","3","3"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","60.25","40.62","12","13"
"София","2902101","Национално музикално училище Любомир Пипков","87.04","70.86","69","69"
"София","2902701","Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия","86.28","73.55","78","78"
"София","2204134","134. средно училище Димчо Дебелянов","89.28","77.01","75","76"
"София","2217151","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ СОФИЯ","85.45","73.47","150","150"
"София","2214098","98 Начално училище Св. св. Кирил и Методий","83.97","74.02","59","59"
"София","2210156","156-о обединено училище Васил Левски","77.38","53.31","16","16"
"София","2210162","162 Обединено училище Отец Паисий","48.83","41.19","36","37"
"София","2220059","59 ОБЕДИНЕНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","31","27.65","31","31"
"София","2202005","5 Основно училище Иван Вазов","85.91","79.43","100","99"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","83.08","71.64","60","59"
"София","2202052","52. основно училище Цанко Церковски","89.26","76.95","74","74"
"София","2202064","64 основно училище Цар Симеон Велики ","84.96","72.88","57","57"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","83.95","68.86","94","94"
"София","2203062","62. Основно училище Христо Ботев","81.6","65.88","25","25"
"София","2203070","70-о основно училище Свети Климент Охридски","45.71","34.71","14","14"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","85","71.79","19","19"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","35.71","45.33","35","36"
"София","2204076","76. Основно училище Уилям Сароян","79.16","66.56","19","16"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","25.93","19.7","29","30"
"София","2205011","11 ОУ Св. Пимен Зографски","87.74","75.94","91","90"
"София","2206043","43. Основно училище Христо Смирненски","85.43","69.53","98","98"
"София","2206045","45 основно училище Константин Величков","81.9","70.21","113","113"
"София","2207004","4. Основно училище Проф. Джон Атанасов","84.92","73.2","126","125"
"София","2207089","89 ОУ Д-р Христо Стамболски","39.71","59.75","24","24"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","82.11","71.55","55","56"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","84.75","72.92","73","73"
"София","2208075","75.Основно училище Тодор Каблешков ","27","21.55","87","88"
"София","2208092","92 Основно училище Димитър Талев","84.4","72.99","95","95"
"София","2208147","147 Основно училище Йордан Радичков","37.87","39.29","15","17"
"София","2209025","25 основно училище Д-р Петър Берон","87.93","74.47","103","103"
"София","2209034","34 ОСНОВНО УЧИЛИЩЕ СТОЮ ШИШКОВ","85.31","74.81","109","109"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","83.09","69.97","110","109"
"София","2210159","159 основно училище Васил Левски","82.61","65.87","23","23"
