"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","44.27","21.94","50","49"
"София","2201400","Професионална гимназия по туризъм Алеко Константинов","33.88","15.67","62","59"
"София","2215170","170 Средно училище Васил Левски","38.44","42.35","43","40"
"София","2215172","172 Обединено училище Христо Ботев","27.5","13.14","13","11"
"София","2200013","Частна професионална гимназия по дигитални науки СофтУни Будител","57.89","45.84","93","91"
"София","2202002","2 Средно училище Академик Емилиян Станев ","60.17","32.96","102","99"
"София","2202026","26 Средно училище Йордан Йовков","49.15","20.35","20","20"
"София","2202401","Професионална гимназия по екология и биотехнологии Проф. д-р Асен Златаров","48.82","19.56","76","75"
"София","2202534","Частно профилирано средно училище Свети Наум","59.67","43.5","3","3"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","59.3","19.67","5","3"
"София","2202536","Частно средно езиково училище Британика","73.41","72.24","22","21"
"София","2202574","Частно средно училище Свети Георги","66.28","36.89","18","18"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","39.41","44.1","11","10"
"София","2202620","Частно средно училище Професор Николай Райнов","44.36","30.33","7","6"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","67","79.5","1","1"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","44.15","21.81","42","42"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","37.84","18.5","38","37"
"София","2203720","Частно средно училище Дружба - София","49.75","47","6","1"
"София","2204018","18 Средно училище Уилям Гладстон","67.05","43.99","188","187"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","59.97","29.26","74","74"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","69.73","50.71","162","162"
"София","2204091","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов","77.38","84.03","187","187"
"София","2204134","134. средно училище Димчо Дебелянов","65.75","49.16","80","81"
"София","2204311","Профилирана гимназия с интензивно изучаване на румънски език МИХАЙ ЕМИНЕСКУ","53.35","20.86","47","46"
"София","2204402","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА М. В. Ломоносов","56.88","30.89","178","177"
"София","2204403","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","24.85","14.82","55","50"
"София","2204405","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","30.69","34.18","27","22"
"София","2204511","Частна профилирана гимназия с чуждоезиково обучение Езиков свят","40.75","25.33","4","3"
"София","2204549","Частно средно училище с немски език Веда","66.56","62.6","8","5"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","61.94","33.24","80","80"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","65.46","38.69","80","78"
"София","2205407","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА Джон Атанасов","62.69","58.92","184","184"
"София","2205408","Софийска професионална гимназия Княгиня Евдокия","44.48","19.41","144","144"
"София","2205520","Частна езикова гимназия Проф.Иван Апостолов","69.22","58.96","55","55"
"София","2206003","3. СУ Марин Дринов","50.3","21.25","52","53"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","23.63","15.36","27","25"
"София","2206302","Втора английска езикова гимназия Томас Джеферсън","70.52","66.07","189","187"
"София","2206409","Професионална гимназия по транспорт и енергетика Хенри Форд","42.76","19.52","231","226"
"София","2206410","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ВИСОКИ ТЕХНОЛОГИИ А. С. ПОПОВ","47.49","25.9","178","174"
"София","2206411","Професионална гимназия по хранително-вкусови технологии Проф. д-р Георги Павлов","37.62","26.95","63","61"
