"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","62.35","39.69","77","78"
"София","2210117","117. СУ","46.72","30.25","30","29"
"София","2215170","170 Средно училище Васил Левски","57.77","33.09","73","73"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","67.68","41.12","42","42"
"София","2215172","172 Обединено училище Христо Ботев","20.83","11.67","6","6"
"София","2200015","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","68.16","44.84","19","19"
"София","2200021","ЧСУ Роналд Лаудер","71.35","59.02","27","27"
"София","2200022","Частно основно училище Милеа","9.5","15.5","2","2"
"София","2200023","Частно средно училище Константин-Кирил Философ","54","27","9","9"
"София","2200024","Частно средно училище Наука за деца","93.04","94.09","26","26"
"София","2200031","Частно Основно Училище Канадско Мече","79.04","66.98","13","12"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","83.38","80.63","12","12"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","80.04","66.23","24","24"
"София","2202002","2 Средно училище Академик Емилиян Станев ","75.08","62.39","139","139"
"София","2202005","5 Основно училище Иван Вазов","71.24","46.3","70","70"
"София","2202026","26 Средно училище Йордан Йовков","70.32","56.02","42","42"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","68.72","57.72","70","70"
"София","2202052","52. основно училище Цанко Церковски","69.07","55.65","62","62"
"София","2202064","64 основно училище Цар Симеон Велики ","67.26","45.89","46","46"
"София","2202534","Частно профилирано средно училище Свети Наум","65.77","46.67","13","13"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","50.9","30.98","10","10"
"София","2202536","Частно средно езиково училище Британика","87.44","86.49","31","31"
"София","2202537","Частно основно училище Света София ЕООД","94.07","92.98","72","72"
"София","2202574","Частно средно училище Свети Георги","73.87","66.71","42","42"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","35.27","35.18","11","11"
"София","2202620","Частно средно училище Професор Николай Райнов","67.17","38.17","3","3"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","75.96","66.45","28","28"
"София","2202705","Частно средно Монтесори училище Откривател","61.69","43.16","8","8"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","71.07","55.87","78","78"
"София","2203062","62. Основно училище Христо Ботев","64.55","33.73","33","33"
"София","2203070","70-о основно училище Свети Климент Охридски","20.82","9.75","17","16"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","52.28","31.46","65","65"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","46.96","25.63","56","56"
"София","2203720","Частно средно училище Дружба - София","71.92","48.07","24","24"
"София","2204018","18 Средно училище Уилям Гладстон","75.42","58.84","191","191"
"София","2204030","30 СРЕДНО УЧИЛИЩЕ БРАТЯ МИЛАДИНОВИ","66.89","50.32","92","92"
"София","2204032","32. СРЕДНО УЧИЛИЩЕ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ","77.85","64.36","187","186"
"София","2204046","46 Основно училище Константин Фотинов с разширено изучаване на хореография","61.7","45.02","15","15"
"София","2204067","67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ","10.74","9","41","42"
"София","2204076","76. Основно училище Уилям Сароян","40.93","21.37","15","15"
"София","2204134","134. средно училище Димчо Дебелянов","73.97","66.04","74","74"
"София","2204136","136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ","15.24","11.11","19","18"
"София","2204549","Частно средно училище с немски език Веда","83.24","73.98","29","29"
"София","2204595","ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА","64.88","58.84","16","16"
"София","2204674","Частно основно училище Езиков свят","54.25","31.25","2","2"
"София","2205011","11 ОУ Св. Пимен Зографски","67.58","59.83","60","60"
"София","2205105","105. СРЕДНО УЧИЛИЩЕ АТАНАС ДАЛЧЕВ","70.5","57","128","127"
"София","2205119","119 Средно училище Академик Михаил Арнаудов","75.32","63.25","124","124"
"София","2205521","Частно основно училище Св. Климент Охридски ","88.24","84.91","17","17"
"София","2206003","3. СУ Марин Дринов","57","34.59","35","35"
"София","2206043","43. Основно училище Христо Смирненски","69.65","51.5","94","94"
"София","2206045","45 основно училище Константин Величков","67.67","49.87","86","86"
"София","2206113","113 СУ САВА ФИЛАРЕТОВ","11.5","12.07","16","14"
"София","2207004","4. Основно училище Проф. Джон Атанасов","72","49.54","111","111"
"София","2207068","68. Средно училище Академик Никола Обрешков","60.97","44.68","68","68"
"София","2207069","69 Средно училище Димитър Маринов","41.65","15.52","33","31"
"София","2207089","89 ОУ Д-р Христо Стамболски","26.09","12.84","11","11"
"София","2207108","108 Средно училище Никола Беловеждов","62.91","39.59","69","69"
"София","2207150","150-то ОСНОВНО УЧИЛИЩЕ ЦАР СИМЕОН ПЪРВИ","53.84","37.41","46","46"
"София","2207163","163 ОСНОВНО УЧИЛИЩЕ ЧЕРНОРИЗЕЦ ХРАБЪР","74.8","63.3","66","66"
"София","2208017","17 СУ Дамян Груев","75.74","54.79","61","61"
"София","2208028","28 Средно училище Алеко Константинов","48","20.4","42","42"
"София","2208075","75.Основно училище Тодор Каблешков ","14.33","9.48","53","52"
"София","2208092","92 Основно училище Димитър Талев","63.62","47.4","82","82"
"София","2208123","123 Средно училищe Стефан Стамболов","27.85","12.88","39","40"
"София","2208135","135 средно училище Ян Амос Коменски","58.23","32.12","37","37"
"София","2208147","147 Основно училище Йордан Радичков","24.25","12.75","8","8"
"София","2208526","Частно средно училище Орфей","51.83","47.13","3","2"
"София","2209019","19 СРЕДНО УЧИЛИЩЕ ЕЛИН ПЕЛИН","79.73","64.97","88","88"
"София","2209025","25 основно училище Д-р Петър Берон","75.86","58.01","93","93"
"София","2209034","34 ОСНОВНО УЧИЛИЩЕ СТОЮ ШИШКОВ","73.14","61.1","97","97"
"София","2209036","36 Средно училище Максим Горки","73.12","53.64","95","95"
"София","2209051","51 СРЕДНО УЧИЛИЩЕ ЕЛИСАВЕТА БАГРЯНА","77.97","58.73","117","117"
"София","2209132","132. Средно училище Ваня Войнова","64.09","36.04","28","28"
"София","2209142","142 ОСНОВНО УЧИЛИЩЕ ВЕСЕЛИН ХАНЧЕВ","65.22","49.1","57","57"
"София","2209529","Частно езиково средно училище Дорис Тенеди","82.52","73.05","33","32"
"София","2210085","85 Средно училище Отец Паисий","54.07","31.6","22","22"
"София","2210156","156-о обединено училище Васил Левски","65.45","39.02","11","11"
"София","2210159","159 основно училище Васил Левски","62.23","39.76","22","22"
"София","2210162","162 Средно училище Отец Паисий","28.7","10.2","20","20"
"София","2211021","21 СРЕДНО УЧИЛИЩЕ ХРИСТО БОТЕВ","65.53","50.99","47","47"
"София","2211035","35. СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ","76.93","64.33","80","80"
"София","2211107","107. основно училище Хан Крум","81.88","79.08","109","109"
"София","2211120","120 Основно училище Георги Сава Раковски","77.29","65.79","85","85"
"София","2211122","122 ОСНОВНО УЧИЛИЩЕ НИКОЛАЙ ЛИЛИЕВ Иновативно училище с роботика и приложно програмиране","77.97","60.81","100","100"
"София","2211139","139 Основно училище Захарий Круша","71.69","58.56","93","93"
"София","2211304","Национална природо-математическа гимназия Академик Любомир Чакалов","91.99","95.29","57","57"
"София","2211518","Частно основно училище Д-р Петър Берон","75.54","68.01","37","37"
"София","2211564","Частно средно училище Българско школо ООД","77.41","66.33","58","56"
"София","2211598","ЧАСТНО СРЕДНО ЕЗИКОВО УЧИЛИЩЕ НИКАТОР","51","39.35","5","5"
"София","2212027","27. Средно училище Акад. Георги Караславов","36.92","27.52","12","12"
"София","2212033","33 основно училище Санкт Петербург","61.75","34.3","58","58"
"София","2212037","37. Средно училище Райна Княгиня","34","42.35","20","20"
"София","2212040","40 Средно училище Луи Пастьор","64.97","46.86","95","95"
"София","2212056","56. Средно училище Професор Константин Иречек","61.3","42.1","121","121"
"София","2212077","77 Основно училище Св. Св. Кирил и Методий","37.96","26.13","13","13"
"София","2212079","79 средно училище Индира Ганди","55.92","42.5","66","66"
"София","2212090","90 Средно училище Генерал Хосе де Сан Мартин","62.74","31.24","74","74"
"София","2212096","96 Средно училище Лев Николаевич Толстой","56.59","36.63","126","125"
"София","2212097","97 Средно училище Братя Миладинови","63.09","39.8","91","91"
"София","2212103","103 Основно училище Васил Левски","10.31","8.32","29","28"
"София","2212137","137 средно училище Ангел Кънчев","60.65","37.49","118","118"
"София","2212553","Частно средно училище Петко Рачов Славейков","84.21","79.32","14","14"
"София","2213010","10 Средно училище Теодор Траянов ","76.07","62.55","107","107"
"София","2213039","39 Средно училище Петър Динеков","62.68","39.28","62","62"
"София","2213081","81. Средно училище Виктор Юго","66.3","56.79","123","123"
"София","2213082","82. основно училище Васил Евстатиев Априлов","56.88","36.15","40","40"
"София","2213118","118 Средно училище Академик Людмил Стоянов","71.21","47.15","87","87"
"София","2213125","125 СУ Боян Пенев с изучаване на чужди езици","80.23","65.45","171","171"
"София","2213128","128 СРЕДНО УЧИЛИЩЕ АЛБЕРТ АЙНЩАЙН","71.49","54.53","102","102"
"София","2213131","131. СУ Климент Аркадиевич Тимирязев","81.2","69.88","76","76"
"София","2213144","144 Средно училище Народни будители","62.44","36.87","98","98"
"София","2213145","145 Основно училище Симеон Радев ","80.07","71.05","110","110"
"София","2213307","СПОРТНО УЧИЛИЩЕ ГЕН. ВЛАДИМИР СТОЙЧЕВ","53.93","27.13","64","64"
"София","2213502","Частно основно училище с изучаване на английски език Меридиан 22","83.81","66.99","18","18"
"София","2213506","Частно средно училище с ранно чуждоезиково обучение ЕСПА","90.77","84.72","30","30"
"София","2213721","Частно основно училище Азбуки","83.85","78.05","49","49"
"София","2214015","15 Средно училище Адам Мицкевич","57.8","41.69","40","40"
"София","2214016","16 . ОСНОВНО УЧИЛИЩЕ РАЙКО ЖИНЗИФОВ ","55.18","37.22","67","67"
"София","2214054","54. СРЕДНО УЧИЛИЩЕ Свети ИВАН РИЛСКИ","70.07","50.6","94","94"
"София","2214063","63 Основно училище Христо Ботев","76.05","49.77","43","43"
"София","2214101","101. СРЕДНО УЧИЛИЩЕ БАЧО КИРО","62.96","41.97","112","112"
"София","2214102","102. oсновно училище Панайот Волов","56.88","38.12","47","47"
"София","2214141","141 Основно училище Народни будители","28.38","17.81","12","12"
"София","2214153","153 Спортно училище Неофит Рилски","33.07","16.27","36","37"
"София","2216001","1 Средно училище Пенчо П. Славейков","68.13","44.98","43","43"
"София","2216112","112 ОСНОВНО УЧИЛИЩЕ СТОЯН ЗАИМОВ","77.56","62.03","118","118"
"София","2216129","129 Основно Училище Антим -І","68.41","50.34","75","75"
"София","2216306","Софийска математическа гимназия Паисий Хилендарски","95.08","97.2","158","158"
"София","2216532","Частно средно училище УВЕКИНД","73.98","60.96","53","52"
"София","2217053","53 ОСНОВНО УЧИЛИЩЕ НИКОЛАЙ ХРЕЛКОВ","65.96","51.41","45","45"
"София","2217066","66 Средно училище Филип Станиславов","34.25","21.95","12","14"
"София","2217072","72 Основно училище Христо Ботев ","64.22","44.11","16","16"
"София","2217088","88. Средно училище Димитър Попниколов","68.29","52.5","124","124"
"София","2217149","149 Средно училище ,,Иван Хаджийски","62.64","37.85","73","73"
"София","2217151","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ СОФИЯ","69.4","50.69","113","113"
"София","2217722","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ТОМАС ЕДИСЪН","87.24","83.71","17","17"
"София","2218083","83. Основно училище Елин Пелин","67.43","52.7","23","23"
"София","2218703","Частно основно училище Изгрев","86.39","73.44","9","9"
"София","2219024","24 Средно училище П.К.Яворов","13.9","6.1","10","10"
"София","2219042","42. Основно училище Хаджи Димитър","61.31","50.08","92","92"
"София","2219044","44. Средно училище Неофит Бозвели","67.61","45.9","79","79"
"София","2219049","49-то Основно училище Бенито Хуарес","62.17","47.74","102","100"
"София","2219095","95 СУ Проф. Иван Шишманов","51.85","30.98","66","66"
"София","2219106","106 Основно училище Григорий Цамблак ","20.17","12.88","3","4"
"София","2219124","124 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","27.3","11.22","10","9"
"София","2219130","130. средно училище Стефан Караджа","30.5","11.17","9","9"
"София","2219143","143 основно училище Георги Бенковски","72.32","57.85","94","94"
"София","2219166","166 Спортно училище Васил Левски","54.47","31.88","73","73"
"София","2219199","199 Основно Училище Свети Апостол Йоан Богослов","63.53","40.68","57","57"
"София","2220014","14. средно училище Проф. д-р Асен Златаров","65.16","44.27","38","38"
"София","2220048","48 ОСНОВНО УЧИЛИЩЕ ЙОСИФ КОВАЧЕВ","54.56","37.47","40","40"
"София","2220058","58 Основно училище Сергей Румянцев","58.69","32.94","36","35"
"София","2220059","59 СРЕДНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","23.31","9.15","29","29"
"София","2220060","60 ОУ Св.св.Кирил и Методий","58.08","31.55","39","39"
"София","2220100","100 ОСНОВНО УЧИЛИЩЕ НАЙДЕН ГЕРОВ","60","25.27","11","11"
"София","2221023","23 Средно училище Фредерик Жолио-Кюри","69.5","48.79","69","69"
"София","2221031","31 Средно училище за чужди езици и математика Иван Вазов","78.94","67.21","111","111"
"София","2221093","93-то Средно училище Александър Теодоров - Балан","54.52","35.67","32","32"
"София","2221094","94 СРЕДНО УЧИЛИЩЕ Димитър Страшимиров","20.48","9.6","65","66"
"София","2221109","109 Основно училище Христо Смирненски","73.78","56.47","80","80"
"София","2221138","138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ПРОФ. ВАСИЛ ЗЛАТАРСКИ","70.22","51.2","106","106"
