"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. Средно училище Христо Смирненски","78.64","68.11","96","96"
"София","2215170","170 Средно училище Васил Левски","81.76","74.38","44","43"
"София","2215171","171 ОСНОВНО УЧИЛИЩЕ СТОИЛ ПОПОВ","83.41","76.4","47","47"
"София","2215172","172 Обединено училище Христо Ботев","59.9","62.38","5","4"
"София","2200014","Частно начално училище Светилник","76.6","76.6","5","5"
"София","2200021","ЧСУ Роналд Лаудер","83.95","75.55","21","21"
"София","2200022","Частно начално училище Милеа","29","54.4","5","5"
"София","2200023","Частно средно училище Константин-Кирил Философ","0","0","0","0"
"София","2200024","Частно средно училище Наука за деца","95.98","96.62","30","30"
"София","2200031","Частно Начално Училище Канадско Мече","91.79","89.79","17","17"
"София","2200037","Частно основно училище Прогресивно образование 3 - София","90.15","83.76","17","17"
"София","2200045","ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН","84.15","83.29","23","21"
"София","2201515","Частно основно училище Цар Симеон Велики","88.68","89.05","19","19"
"София","2202002","2 Средно училище Академик Емилиян Станев ","86.3","85.06","133","133"
"София","2202005","5 Основно училище Иван Вазов","88.6","84.69","99","99"
"София","2202026","26 Средно училище Йордан Йовков","85.17","80.48","65","63"
"София","2202050","50. ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ","88.91","89.17","49","47"
"София","2202052","52. основно училище Цанко Церковски","85.51","82.52","71","71"
"София","2202064","64 основно училище Цар Симеон Велики ","77.76","73.88","53","52"
"София","2202534","Частно профилирано средно училище Свети Наум","77.17","79.5","3","3"
"София","2202535","ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","93.5","94","3","2"
"София","2202536","Частно средно езиково училище Британика","94.46","90.72","39","38"
"София","2202537","Частно основно училище Света София ЕООД","94.75","96.15","78","78"
"София","2202574","Частно средно училище Свети Георги","89.15","86.55","42","42"
"София","2202612","Специално училище за ученици с увреден слух Проф. д-р Дечо Денев","54.41","62.06","16","16"
"София","2202620","Частно средно училище Професор Николай Райнов","75.33","68.26","20","19"
"София","2202704","Частно средно училище Евлоги и Христо Георгиеви ЕООД","86.76","80.63","23","23"
"София","2202705","Частно средно Монтесори училище Откривател","75.88","67.38","4","4"
"София","2203061","61-во основно училище Свети Свети Кирил и Методий","87.33","83.01","82","81"
"София","2203062","62. Основно училище Христо Ботев","78.27","70.92","46","46"
"София","2203070","70-о основно училище Свети Климент Охридски","45.14","44.32","14","14"
"София","2203074","74 СУ ГОЦЕ ДЕЛЧЕВ","69.76","59.72","57","58"
"София","2203140","140. СРЕДНО УЧИЛИЩЕ ИВАН БОГОРОВ","67.3","57.36","59","59"
