"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. СУ Христо Смирненски","56.49","31.94","71","71"
"София","2210117","117. СУ","50.36","29.52","33","33"
"София","2215171","171 ОУ Стоил Попов","68.1","46.34","25","25"
"София","2215170","170 СУ Васил Левски","54.45","34.02","66","66"
"София","2215172","172 ОбУ Христо Ботев","44.23","20.71","11","12"
"София","2216306","СМГ П. Хилендарски","91.92","96.38","176","176"
"София","2202537","ЧОУ Света София","88.36","92.13","70","70"
"София","2221563","ПЧМГ","87.17","95.81","68","68"
"София","2224677","ОПУ Прогресивно образование","85.29","88.79","7","7"
"София","2212554","ЧОУ ЕРИХ КЕСТНЕР","83","83.72","9","8"
"София","2224020","20 ОУ Тодор Минков","81.42","72.38","98","98"
"София","2202704","ЧСУ Евлоги и Христо Георгиеви","81.25","62.75","2","2"
"София","2213506","ЧСУ с РЧЕО ЕСПА","81.25","80.59","8","8"
"София","2213145","145 ОУ Симеон Радев ","80.62","75.05","108","108"
"София","2213502","ЧОУ Меридиан 22","80.18","65.34","22","22"
"София","2224073","73. СУ Владислав Граматик","79.88","67.52","111","111"
"София","2204549","ЧСУ ВЕДА","79.67","79.63","18","18"
"София","2902701","НУККЛИИЕК","79.55","68.67","76","76"
"София","2213125","125 СУ Боян Пенев","78.66","69.18","202","202"
"София","2217722","ЧОУ Томас Едисън","78.42","76.35","13","12"
"София","2213721","ЧОУ Азбуки","78.16","62.56","29","29"
"София","2211107","107. ОУ","77.92","73.05","105","105"
"София","2211564","ЧСОУ Българско школо","77.57","71.48","47","47"
"София","2209529","ЧЕСУ Дорис Тенеди","77.5","56.38","33","32"
"София","2221031","31 СУЧЕМ Иван Вазов","77.37","66.2","138","138"
"София","2205521","ЧОУ Св. Климент Охридски","77.35","80.77","13","12"
"София","2222133","133 СУ А.С.Пушкин","77.06","64.55","104","104"
"София","2204032","32.СУИЧЕ Св. Климент Охридски","76.82","60.36","174","174"
"София","2214063","63 ОУ Христо Ботев","76.54","55.7","35","35"
"София","2222038","38 ОУ","76.51","68.31","107","107"
"София","2202002","2. СУ Акад.Емилиян Станев","75.61","55.96","127","127"
"София","2223055","55 СУ","75.47","64.54","153","153"
"София","2211035","35. СЕУ Добри Войников","75.08","62.13","79","78"
"София","2224104","104 ОУ Захари Стоянов","74.78","60.07","123","123"
"София","2204134","134. СУ Д. Дебелянов","74.27","63.51","82","81"
"София","2222006","6 ОУ Граф Игнатиев","74.25","59.65","87","87"
"София","2209051","51 СУ","74.2","58.3","118","118"
"София","2204595","ЧОУ Светлина","74.14","73.53","11","10"
"София","2211122","122 ОУ Н. Лилиев","74.06","59.55","49","49"
"София","2213010","10 СУ Теодор Траянов","74.03","58.45","45","45"
"София","2205119","119 СУ Академик М. Арнаудов","74","65.08","180","180"
"София","2216129","129 ОУ Антим -І","73.91","54.43","86","86"
"София","2224041","41 ОУ Св. Патриарх Евтимий","73.52","66.84","103","103"
"София","2221109","109 ОУ","73.51","57.45","82","82"
"София","2202536","ЧСЕУ Британика","73.48","61.92","21","21"
"София","2222007","7. СУ Свети Седмочисленици","73.34","63.04","101","99"
"София","2204018","18 СУ Уилям Гладстон","73.29","54.58","195","195"
"София","2219143","143. ОУ Г. Бенковски","73.08","59.11","98","98"
"София","2209019","19 СУ Елин Пелин","72.87","58.77","94","94"
"София","2224672","ЧОУ Куест","72.67","60","3","3"
"София","2211120","120 ОУ Г.С.Раковски","72.52","60.82","92","92"
"София","2207163","163 ОУ","72.34","59.56","63","63"
"София","2209142","142 ОУ Веселин Ханчев","72.19","52.67","78","78"
"София","2211518","ЧОУ Д-р Петър Берон","72.11","57.43","33","33"
"София","2211598","ЧСЕУ Г.С.Уланова","72.06","68.53","9","9"
"София","2202574","ЧСУ Свети Георги","71.34","53.3","16","16"
"София","2211139","139 ОУ Захарий Круша","71.19","58.09","70","70"
"София","2902101","НМУ","70.92","45.54","68","66"
"София","2202064","64 ОУ","70.75","48.27","24","24"
"София","2222012","12 СУ Цар Иван Асен ІІ","70.61","58.29","89","89"
"София","2208017","17 СУ Дамян Груев","70.24","53.34","82","82"
"София","2212553","ЧСУ П.Р.Славейков","69.75","53.34","24","24"
"София","2224022","22 СЕУ Г. С. Раковски","69.74","53.35","123","123"
"София","2209036","36 СУ Максим Горки","69.73","56.33","109","109"
"София","2202534","ЧПСОУ Свети Наум","69.5","53.31","4","4"
"София","2223008","8. СУ","69.31","56.77","54","54"
"София","2221501","ЧОУ Образователни технологии","69.3","57.34","53","53"
"София","2216532","ЧСУ УВЕКИНД","68.94","57.96","35","36"
"София","2214054","54 СУ","68.91","48.98","124","124"
"София","2224126","126 ОУ П. Ю. Тодоров","68.85","48.86","92","92"
"София","2203061","61 ОУ Св. Св. Кирил и Методий","68.8","43.97","69","69"
"София","2216001","1 СУ Пенчо П. Славейков","68.78","52.6","94","93"
"София","2213081","81. СУ Виктор Юго","68.59","59.77","152","152"
"София","2202005","5 ОУ Ив. Вазов","68.51","52.52","75","75"
"София","2213128","128 СУ Алберт Айнщайн","68.3","54.24","93","93"
"София","2213118","118 СУ","68.22","54.23","96","96"
"София","2212056","56.СУ Проф. К. Иречек","68.13","56.86","105","105"
"София","2206043","43 ОУ Христо Смирненски","68.06","44.13","103","103"
"София","2209034","34 ОУ Стою Шишков","67.81","54.47","75","75"
"София","2219049","49 ОУ Бенито Хуарес","67.63","45.67","135","135"
"София","2217151","Национално СУ София","67.47","46.28","96","96"
"София","2205105","105. СУ Атанас Далчев","67.14","50.19","113","113"
"София","2202050","50 ОУ Васил Левски","67.11","46.06","27","27"
"София","2204030","30 СУ Братя Миладинови","66.9","44.39","94","93"
"София","2216112","112 ОУ","66.82","49.29","144","144"
"София","2211021","21 СУ Христо Ботев","66.64","47.95","50","50"
"София","2205011","11 ОУ Св. Пимен Зографски","66.63","47.4","53","53"
"София","2222127","127 СРЕДНО УЧИЛИЩЕ","66.6","50.57","42","42"
"София","2209025","25 ОУ","66.56","51.19","77","77"
"София","2212040","40 СУ","66.03","42.19","66","66"
"София","2221023","23 СУ Фредерик Ж.-Кюри","65.67","54.39","78","78"
"София","2212096","96. СУ Л. Н. Толстой","65.57","43.15","123","123"
"София","2221138","138 СУЗИЕ Проф.В.Златарски","65.51","54.88","125","125"
"София","2224121","121 СУ","64.89","47.56","44","44"
"София","2202052","52 ОУ","64.7","46.88","65","64"
"София","2218083","83. ОУ","64.65","46.17","26","26"
"София","2206045","45 ОУ","64.64","42.81","100","100"
"София","2220014","14 СУ Проф. д-р А. Златаров","64.63","42.59","38","38"
"София","2201515","ЧСУ Цар Симеон Велики","64.5","46.46","7","7"
"София","2207004","4 ОУ","64.44","43.96","104","104"
"София","2220048","48 ОУ Й. Ковачев","64.33","46.96","70","69"
