"Град","Код","Име","БЕЛ","МАТ","Уч. БЕЛ","Уч. МАТ"
"София","2201078","78. СУ Христо Смирненски","59.94","30.83","68","68"
"София","2210117","117.СУ","49.09","28.63","38","38"
"София","2215171","171 ОУ Стоил Попов","58.22","36.93","27","27"
"София","2215170","170 СУ Васил Левски","53.35","30.32","71","71"
"София","2215172","172 ОУ Христо Ботев","32.42","17.02","13","12"
"София","2208526","ЧСОУ Орфей","91.75","86.75","2","2"
"София","2216306","СМГ П. Хилендарски","90.13","94.93","159","159"
"София","2202537","ЧОУ Света София","89.75","87.66","56","56"
"София","2221563","ПЧМГ","86.64","90.95","69","69"
"София","2213145","145 ОУ Симеон Радев","85.39","71.05","75","75"
"София","2204549","ЧПГ ВЕДА","83.28","78.76","20","20"
"София","2224020","20 ОУ Тодор Минков","82.74","61.89","149","149"
"София","2224073","73. СУ Владислав Граматик","82.02","69.19","106","106"
"София","2209529","ЧЕСУ Дорис Тенеди","81.5","68.98","32","32"
"София","2213502","ЧОУ Меридиан 22″","80.69","56.7","16","15"
"София","2205521","ЧОУ Св. Климент Охридски","80.5","59.04","7","7"
"София","2211107","107. ОУ","80.41","73.32","104","104"
"София","2213506","ЧСУ с РЧЕО ЕСПА","78.97","68.94","16","16"
"София","2222133","133 СУ А.С. Пушкин","78.87","56.81","97","97"
"София","2211564","ЧСОУ Българско школо","78.45","56.23","31","31"
"София","2213125","125 СУ Боян Пенев","78.34","62.57","173","173"
"София","2222006","6 ОУ Граф Игнатиев","78.34","59.54","86","86"
"София","2222038","38ОУ","77.78","62.22","90","90"
"София","2902701","НУККЛИИЕК","77.54","68.06","81","81"
"София","2213721","ЧОУ Азбуки","77.28","55.72","32","32"
"София","2204032","32.СУИЧЕ Св. Климент Охридски","76.87","61.45","167","167"
"София","2211518","ЧОУ Д-р Петър Берон","76.32","63.89","31","31"
"София","2212554","ЧОУ ЕРИХ КЕСТНЕР","76.28","60.91","18","17"
"София","2204018","18 СУ Уилям Гладстон","76.2","51.45","193","193"
"София","2212553","ЧСУ П.Р.Славейков","75.96","59.09","13","13"
"София","2224104","104 ОУ Захари Стоянов","75.91","52.62","120","120"
"София","2211035","35. СУ Добри Войников","75.48","58.28","73","73"
"София","2209019","19 СУ Елин Пелин","74.97","54.15","92","92"
"София","2221031","31СУЧЕМ Иван Вазов","74.85","58.94","137","137"
"София","2209051","51 СУ","74.43","57.24","118","118"
"София","2204134","134. СУ Д. Дебелянов","73.97","55.7","74","74"
"София","2202574","ЧСУ Свети Георги","73.94","50.16","17","17"
"София","2200015","ЧОУ ПРОФ. Д-Р ВАСИЛ ЗЛАТАРСКИ","73.57","54.73","14","14"
"София","2216129","129 ОУ Антим -І","73.45","48.71","74","73"
"София","2211120","120 ОУ Г.С. Раковски","73.44","60.91","99","99"
"София","2211598","ЧСОУ Г.С. Уланова","73.33","38.33","6","6"
"София","2202002","2. СУ Акад.Емилиян Станев","73.2","49.74","146","146"
"София","2201515","ЧСУ Цар Симеон Велики","73.15","62.68","10","10"
"София","2205119","119 СУ Академик М. Арнаудов","72.87","56.33","155","155"
"София","2216532","ЧСУ УВЕКИНД","72.77","52.92","33","33"
"София","2207163","163 ОУ","72.59","46.15","37","37"
"София","2211122","122 ОУ Н. Лилиев","72.37","52","59","59"
"София","2223055","55 СУ","72.25","58.13","113","112"
"София","2209036","36 СУ Максим Горки","71.93","50.83","94","94"
"София","2222007","7. СУ Свети Седмочисленици","71.72","57.11","52","52"
"София","2205105","105. СУ Атанас Далчев","71.48","48.28","100","100"
"София","2209142","142 ОУ Веселин Ханчев","71.39","44.52","71","71"
"София","2224022","22 СУ Г. С. Раковски","71.32","55.56","107","107"
"София","2221501","ЧОУ Образователни технологии","71.32","61.87","39","39"
"София","2213118","118 СУ","71.12","47.41","91","91"
"София","2217151","Национално СУ София","70.82","45.85","111","111"
"София","2202704","ЧСУ Евлоги и Христо Георгиеви","70.75","41.5","2","2"
"София","2214063","63 ОУ Христо Ботев","70.1","37.34","21","21"
"София","2224041","41 0У Св. Патриарх Евтимий","70.1","52.34","90","91"
"София","2221109","109 ОУ","70.08","54.66","78","78"
"София","2205011","11 ОУ Св. Пимен Зографски","70.06","41.88","42","42"
"София","2214054","54 СУ","70.04","42.31","121","121"
"София","2219143","143. ОУ Г. Бенковски","70","54.02","113","113"
"София","2224047","47СУ","69.88","42.74","44","43"
"София","2213600","ЧСУЧП Абрахам Линкълн","69.75","59.88","4","4"
"София","2202536","ЧСЕУ Дрита","69.61","60.47","23","23"
"София","2222012","12 СУ Цар Иван Асен ІІ","69","53.27","73","73"
"София","2223008","8. СУ","68.98","51.83","49","49"
"София","2216001","1 СУ Пенчо П. Славейков","68.91","48.96","82","82"
"София","2220014","14 СУ Проф. д-р А. Златаров","68.87","36.73","43","43"
"София","2902101","НМУ","68.64","39.64","76","75"
"София","2211139","139 ОУ Захарий Круша","68.62","44.15","39","39"
"София","2224672","ЧОУ Куест","68.17","30.97","6","6"
"София","2206043","43 ОУ Христо Смирненски","68.14","39.83","94","94"
"София","2221138","138 СУПроф.В.Златарски","67.85","55.52","119","119"
"София","2208017","17 СУ Дамян Груев","67.79","46.73","82","82"
"София","2211519","ЧОУ Банкерче","67.67","44.5","6","6"
"София","2202052","52 ОУ","67.18","45.55","42","42"
"София","2209034","34 ОУ Стою Шишков","67.13","53.09","64","64"
"София","2216112","112 ОУ","66.74","44.89","97","97"
"София","2206045","45 ОУ","66.22","40.51","83","84"
"София","2212033","33 ОУ Санкт Петербург","66.09","43.25","73","73"
"София","2213081","81. СУ Виктор Юго","65.51","42.95","158","158"
"София","2213128","128 СУ Алберт Айнщайн","65.17","46.9","90","90"
"София","2212056","56.СУ Проф. К. Иречек","64.76","44.2","134","134"
"София","2219042","42 ОУ","64.72","42.96","93","93"
"София","2212137","137 СУ Ангел Кънчев","64.5","42.76","110","110"
"София","2203061","61 ОУ Св. Св. Кирил и Методий","64.41","39.61","49","49"
"София","2211021","21 СУ ХРИСТО БОТЕВ","64.39","39.65","41","41"
"София","2219049","49-то ОУ Бенито Хуарес","63.95","40.07","103","102"
"София","2207004","4 ОУ","63.86","46.2","93","93"
"София","2203720","ЧСУ Дружба- София","63.69","38.75","31","31"
"София","2224121","121 СУ","63.46","35.08","45","45"
"София","2224126","126 ОУ П. Ю. Тодоров","63.25","42.74","60","60"
"София","2212079","79 СУ Индира Ганди","62.93","41.17","101","101"
"София","2213039","39 СУ П.Динеков","62.88","39.1","67","66"
"София","2222127","127 СРЕДНО УЧИЛИЩЕ","62.24","41.18","27","27"
"София","2221023","23 СУ Фредерик Ж.-Кюри","61.76","35.18","85","85"
"София","2207108","108 СУ Н.Беловеждов","61.44","44.59","63","63"
"София","2214016","16. ОУ Р. Жинзифов","61.43","37.68","57","57"
"София","2213010","10 СУ Теодор Траянов","61.38","43.1","26","26"
"София","2208092","92 ОУ Димитър Талев","61.31","39.24","40","40"
"София","2902301","НУТИ","61.15","30.62","50","50"
"София","2208135","135 СУ","60.88","34.36","41","41"
"София","2209025","25 ОУ","60.86","46.12","40","40"
"София","2207150","150-то ОУ ЦАР СИМЕОН ПЪРВИ","60.79","33.73","41","41"
"София","2214101","101 СУ БАЧО КИРО","60.74","35.35","91","91"
"София","2212096","96. СУ Л. Н. Толстой","60.62","31.84","111","111"
"София","2220048","48 ОУ Й. Ковачев","60.46","33.75","67","67"
"София","2202064","64 ОУ","60.3","32.76","23","23"
"София","2221148","148 ОУ Проф. д-р Л. Милетич","60.26","28.39","19","19"
"София","2219044","44. СУ НЕОФИТ БОЗВЕЛИ","60.25","31.99","20","20"
"София","2202050","50 ОУ Васил Левски","60.13","30.38","28","28"
"София","2204030","30 СУ Братя Миладинови","59.97","31.79","76","76"
"София","2213144","144 СУ Народни будители","59.88","31.87","121","119"
"София","2202534","ЧПСОУ Свети Наум","59.83","44.67","3","3"
"София","2202005","5 ОУ Ив. Вазов","59.58","37.3","42","42"
"София","2218703","ЧОУ Изгрев","59","33.75","4","4"
"София","2218083","83. ОУ","58.86","39.25","18","18"
"София","2224544","Частно СУ Артис","58.72","34.15","9","9"
"София","2217088","88 СУ Д. Попниколов","58.04","35.15","110","110"
"София","2202535","ЧСОУ РЬОРИХ","57.75","37.92","12","12"
"София","2212040","40 СУ","57.69","36.83","62","62"
"София","2204595","ЧОУ Светлина","57.4","49.7","5","5"
"София","2202026","26 СУ Йордан Йовков","56.74","23.02","23","23"
"София","2220100","100-но ОУ Н. Геров","56.21","32.65","12","12"
"София","2217053","53 ОУ","55.93","34.68","29","29"
"София","2203074","74 СУ Гоце Делчев","55.62","27.24","81","81"
"София","2210085","85 СУ Отец Паисий","54.65","30.93","23","23"
"София","2220058","58 ОУ Сергей Румянцев","54.48","20.06","31","30"
"София","2214015","15 СУ","54.32","25.31","30","30"
"София","2221093","93 СУ Ал. Теодоров – Балан","54.2","25.76","22","21"
"София","2210159","159 ОУ","54.09","17.43","11","11"
"София","2204076","76. ОУ","53.69","29.75","21","21"
"София","2212097","97 СУ","53.22","27.17","96","96"
"София","2219095","95 СУ","53.15","29.94","34","34"
"София","2217149","149 СУ","52.99","30.61","45","45"
"София","2219199","199 ОУ Св.Ап.Й.Богослов","52.82","38.62","31","31"
"София","2207068","68 СУАкад.Никола Обрешков","52.38","26.53","40","39"
"София","2218084","84. ОУ","52.3","26.57","15","15"
"София","2204046","46 ОУ К. Фотинов","51.58","30.39","25","25"
"София","2217072","72 ОУ Христо Ботев","51.42","24.31","12","12"
"София","2213082","82. ОУ В. Априлов","51","23.94","22","22"
"София","2207069","69 СУ Д. Маринов","50.57","23.27","34","35"
"София","2213131","131 СУ К.А.Тимирязев","50.48","20.39","21","21"
"София","2206003","3 СУ МАРИН ДРИНОВ","50.47","19.78","17","17"
"София","2219166","166 СУ В.Левски","50.19","27.08","77","77"
"София","2209132","132. СУ Ваня Войнова","50.04","25.39","28","28"
"София","2217525","ЧОУ Д-р Мария Монтесори","49.5","27","2","2"
"София","2214102","102 ОУ","49.46","26.47","68","68"
"София","2203140","140. СУ Иван Богоров","49.11","22.12","80","75"
"София","2212090","90 СУ","48.44","23.13","33","33"
"София","2219130","130 СУ Стефан Караджа","47.7","24.01","23","23"
"София","2210156","156-о ОУ В.Левски","47.21","28.98","12","12"
"София","2203062","62 ОУ Хр. Ботев","46.58","19.21","12","12"
"София","2208028","28 СУ А. Константинов","46.09","21.89","64","64"
"София","2220060","60 ОУ Св.св.Кирил и Методий","46.01","26.09","38","38"
"София","2208123","123 СУ Стефан Стамболов","43.9","14.27","48","49"
"София","2221614","ЧОУ Джани РоДари","40","10.75","3","3"
"София","2212077","77 ОУ","39.7","21.63","20","19"
"София","2202620","ЧОУ Проф. Николай Райнов","38.86","26.46","7","7"
"София","2213307","СУ Ген. Вл. Стойчев","38.27","18.49","62","62"
"София","2204674","ЧОУ Езиков свят","37.5","17.75","3","3"
"София","2210162","162 ОУ Отец Паисий","33.25","13.62","24","25"
"София","2220029","29. СУ Кузман Шапкарев","32.42","18.17","13","13"
"София","2214153","153 СУ Н.Рилски","30.06","14.52","39","39"
"София","2212037","37. СУ Райна Княгиня","26.25","13.76","22","21"
"София","2217066","66 СУ Филип Станиславов","25.14","14.21","14","14"
